0,36d2a,20180307,1840
1,1465,東証ETF,ダイワ上場投信-JPX日経400インバース,7670,4,593,0.007
2,2047,東証ETF,NEXT NOTES インドNifty・ベア ETN,7650,2,120,0.017
3,3947,東証2部,ダイナパック(株),1715,600,35400,0.017
4,2043,東証ETF,NEXT NOTES STOXX アセアン好配当50(円、NR)ETN,13700,1,46,0.022
5,9179,東証2部,川崎近海汽船(株),3965,100,3900,0.026
6,3306,東証2部,日本製麻(株),455,100,3000,0.033
7,1621,東証ETF,(NEXT FUNDS)医薬品上場投信,21800,5,135,0.037
8,2048,東証ETF,NEXT NOTES 野村日本株高配当70(ドルH、NR)ETN,10090,335,8900,0.038
9,2045,東証ETF,NEXT NOTES S&P シンガポール リート(NR)ETN,10920,10,200,0.050
10,9890,東証JQS,(株)マキヤ,715,200,3300,0.061
11,9852,東証JQS,ＣＢグループマネジメント(株),3565,100,1600,0.062
12,2293,東証JQS,滝沢ハム(株),3850,100,1200,0.083
13,3604,東証2部,川本産業(株),378,200,2400,0.083
14,3956,東証JQS,国際チャート(株),288,82500,991100,0.083
15,7229,東証JQS,(株)ユタカ技研,2736,600,7200,0.083
16,5729,東証2部,日本精鉱(株),3550,600,6800,0.088
17,1654,東証ETF,ダイワ 上場投信-FTSE Blossom Japan Index,1277,10,110,0.091
18,2700,東証JQS,木徳神糧(株),701,1000,11000,0.091
19,7891,東証JQS,日本ユピカ(株),2065,200,2200,0.091
20,8886,東証JQS,(株)ウッドフレンズ,2829,100,1100,0.091
21,2892,東証2部,日本食品化工(株),2471,200,2100,0.095
22,3794,東証2部,エヌ・デーソフトウェア(株),1116,300,3100,0.097
23,7602,東証2部,(株)カーチスホールディングス,253,2100,21600,0.097
24,1489,東証ETF,(NEXT FUNDS)日経平均高配当株50指数連動型ETF,38100,84,817,0.103
25,1305,東証ETF,ダイワ 上場投信-トピックス,1782,118290,1140910,0.104
26,1695,東証ETF,ETFS 小麦上場投資信託,72,4100,39000,0.105
27,9017,東証2部,新潟交通(株),2020,200,1900,0.105
28,8747,東証JQS,豊商事(株),341,200,1800,0.111
29,1960,東証2部,(株)サンテック,830,3100,27500,0.113
30,1466,東証ETF,ダイワ上場投信-JPX日経400ダブルインバース,5310,218,1880,0.116
31,1987,東証2部,(株)ソルコム,2048,200,1700,0.118
32,4707,東証JQS,(株)キタック,308,3100,26100,0.119
33,1344,東証ETF,MAXIS トピックス･コア30上場投信,743,150,1210,0.124
34,1966,東証2部,(株)高田工業所,712,2200,17800,0.124
35,1681,東証ETF,上場インデックスファンド海外新興国株式,1579,490,3930,0.125
36,3435,東証2部,サンコーテクノ(株),1334,200,1600,0.125
37,5900,東証JQS,(株)ダイケン,812,300,2400,0.125
38,1938,東証2部,日本リーテック(株),1300,600,4700,0.128
39,9878,東証2部,(株)セキド,88,15000,115000,0.130
40,1618,東証ETF,(NEXT FUNDS)エネルギー資源上場投信,14060,16,118,0.136
41,3744,東証2部,サイオス(株),676,14400,103500,0.139
42,2226,東証JQS,(株)湖池屋,4850,100,700,0.143
43,6391,東証2部,(株)加地テック,2852,300,2100,0.143
44,6643,東証2部,(株)戸上電機製作所,2342,700,4900,0.143
45,3841,東証JQS,(株)ジーダット,1235,800,5400,0.148
