0,2d2a,20180202,1840
1,3328,東証1部,ＢＥＥＮＯＳ(株),02/02,1666,-14.78 %,-289,958900
2,9517,東証1部,イーレックス(株),02/02,946,-14.39 %,-159,4765100
3,3370,東証JQS,(株)フジタコーポレーション,02/02,2350,-13.22 %,-358,110000
4,4228,東証1部,積水化成品工業(株),02/02,1253,-12.13 %,-173,690300
5,6867,東証JQS,リーダー電子(株),02/02,1032,-11.72 %,-137,154000
6,7214,東証1部,ＧＭＢ(株),02/02,2033,-10.48 %,-238,321100
7,1382,東証JQS,(株)ホーブ,02/02,1200,-10.38 %,-139,34300
8,5476,東証1部,日本高周波鋼業(株),02/02,902,-10.34 %,-104,741800
9,4282,東証1部,ＥＰＳホールディングス(株),02/02,2447,-10.14 %,-276,288300
10,3652,マザーズ,(株)ディジタルメディアプロフェッショナル,02/02,8200,-10.09 %,-920,518400
11,6032,東証1部,(株)インターワークス,02/02,1224,-10.00 %,-136,380100
12,5697,東証2部,(株)サンユウ,02/02,830,-9.78 %,-90,506600
13,6563,マザーズ,(株)みらいワークス,02/02,8880,-9.76 %,-960,101500
14,2464,東証1部,(株)ビジネス・ブレークスルー,02/02,546,-9.00 %,-54,729200
15,4556,東証JQS,(株)カイノス,02/02,799,-8.89 %,-78,472000
16,4726,東証1部,ソフトバンク・テクノロジー(株),02/02,2079,-8.78 %,-200,271800
17,7250,東証1部,太平洋工業(株),02/02,1532,-8.65 %,-145,873600
18,3358,東証JQS,ワイエスフード(株),02/02,519,-8.47 %,-48,436100
19,4317,東証JQS,(株)レイ,02/02,793,-8.22 %,-71,1019400
20,6972,東証2部,エルナー(株),02/02,113,-8.13 %,-10,2067000
21,6952,東証1部,カシオ計算機(株),02/02,1572,-7.85 %,-134,7859600
22,3916,東証1部,デジタル・インフォメーション・テクノロジー(株),02/02,3250,-7.80 %,-275,90900
23,2453,東証1部,ジャパンベストレスキューシステム(株),02/02,897,-7.43 %,-72,947800
24,4902,東証1部,コニカミノルタ(株),02/02,1037,-7.00 %,-78,8676100
25,6337,東証JQS,(株)テセック,02/02,2190,-6.97 %,-164,174100
26,6172,マザーズ,(株)メタップス,02/02,2580,-6.96 %,-193,1027200
27,6345,東証1部,(株)アイチコーポレーション,02/02,763,-6.95 %,-57,1186900
28,2666,東証JQS,(株)オートウェーブ,02/02,161,-6.94 %,-12,2055100
29,3054,東証JQS,(株)ハイパー,02/02,1675,-6.79 %,-122,148200
30,6875,東証1部,(株)メガチップス,02/02,3705,-6.68 %,-265,1017600
31,3672,東証1部,(株)オルトプラス,02/02,1065,-6.58 %,-75,3284900
32,6971,東証1部,京セラ(株),02/02,7007,-6.57 %,-493,3149600
33,3484,マザーズ,(株)テンポイノベーション,02/02,1420,-6.46 %,-98,123000
34,6034,マザーズ,ＭＲＴ(株),02/02,1860,-6.44 %,-128,166500
35,2151,東証1部,(株)タケエイ,02/02,1271,-6.34 %,-86,513600
36,5279,東証JQS,日本興業(株),02/02,1920,-6.34 %,-130,108900
37,3927,マザーズ,(株)アークン,02/02,953,-6.20 %,-63,343000
38,6652,東証1部,ＩＤＥＣ(株),02/02,3100,-6.20 %,-205,811200
39,2461,東証1部,(株)ファンコミュニケーションズ,02/02,852,-6.17 %,-56,1003800
40,5446,東証2部,北越メタル(株),02/02,1490,-6.11 %,-97,15800
41,4112,東証1部,保土谷化学工業(株),02/02,5410,-6.08 %,-350,361100
42,9307,東証2部,(株)杉村倉庫,02/02,1383,-5.85 %,-86,2078100
43,7282,東証1部,豊田合成(株),02/02,2734,-5.82 %,-169,893600
44,8698,東証1部,マネックスグループ(株),02/02,390,-5.80 %,-24,5947300
45,6495,東証2部,(株)宮入バルブ製作所,02/02,228,-5.79 %,-14,1588600
46,6407,東証1部,ＣＫＤ(株),02/02,2972,-5.65 %,-178,1028200
47,6518,東証JQS,三相電機(株),02/02,1720,-5.60 %,-102,41400
48,2229,東証1部,カルビー(株),02/02,3645,-5.57 %,-215,1883700
49,3558,マザーズ,(株)ロコンド,02/02,2957,-5.53 %,-173,385500
50,2160,マザーズ,(株)ジーエヌアイグループ,02/02,719,-5.52 %,-42,10495000
51,8908,東証JQS,(株)毎日コムネット,02/02,1116,-5.42 %,-64,9700
52,4519,東証1部,中外製薬(株),02/02,5670,-5.34 %,-320,1862800
53,7315,東証2部,ＩＪＴテクノロジーホールディングス(株),02/02,1067,-5.32 %,-60,103300
54,2330,東証JQS,(株)フォーサイド,02/02,342,-5.26 %,-19,2279200
55,1992,東証JQS,神田通信機(株),02/02,2672,-5.25 %,-148,2000
56,3486,マザーズ,(株)グローバル・リンク・マネジメント,02/02,10140,-5.23 %,-560,97800
57,4739,東証1部,伊藤忠テクノソリューションズ(株),02/02,4630,-5.22 %,-255,1250700
58,5186,東証1部,ニッタ(株),02/02,4545,-5.11 %,-245,134900
59,8844,東証JQS,(株)コスモスイニシア,02/02,900,-5.06 %,-48,699600
60,7888,東証2部,三光合成(株),02/02,793,-5.03 %,-42,277700
61,6067,マザーズ,(株)メディアフラッグ,02/02,967,-5.01 %,-51,51000
62,2811,東証1部,カゴメ(株),02/02,3875,-4.91 %,-200,782400
63,7990,東証1部,グローブライド(株),02/02,2622,-4.86 %,-134,36900
64,3984,マザーズ,(株)ユーザーローカル,02/02,6870,-4.85 %,-350,13100
65,6907,東証JQS,ジオマテック(株),02/02,1485,-4.81 %,-75,687600
66,3983,マザーズ,(株)オロ,02/02,2409,-4.78 %,-121,43300
67,4588,マザーズ,オンコリスバイオファーマ(株),02/02,1077,-4.77 %,-54,467600
68,6737,東証1部,ＥＩＺＯ(株),02/02,5450,-4.72 %,-270,229700
69,6748,東証2部,星和電機(株),02/02,666,-4.72 %,-33,352400
70,1724,東証JQS,シンクレイヤ(株),02/02,911,-4.71 %,-45,106200
71,8473,東証1部,ＳＢＩホールディングス(株),02/02,2620,-4.69 %,-129,6416900
