date,open,high,low,close,volume,adj.close
2016/01/04,19400,19520,18950,19030,145642,19030
2016/01/05,18950,19110,18880,18920,38649,18920
2016/01/06,18930,19020,18610,18790,72197,18790
2016/01/07,18680,19000,18320,18330,66497,18330
2016/01/08,18150,18530,18070,18270,91575,18270
2016/01/12,17970,18090,17720,17800,57536,17800
2016/01/13,17980,18140,17870,18110,31778,18110
2016/01/14,17610,17690,17330,17660,57612,17660
2016/01/15,17950,18020,17460,17550,31041,17550
2016/01/18,17150,17440,17050,17350,55393,17350
2016/01/19,17300,17490,17190,17450,48332,17450
2016/01/20,17440,17440,16760,16810,93016,16810
2016/01/21,16880,17130,16390,16410,103939,16410
2016/01/22,16960,17390,16840,17330,56519,17330
2016/01/25,17560,17610,17310,17510,65354,17510
2016/01/26,17200,17210,17030,17090,48674,17090
2016/01/27,17420,17650,17350,17530,38605,17530
2016/01/28,17440,17640,17320,17460,29208,17460
2016/01/29,17490,18230,17120,17930,178211,17930
2016/02/01,18240,18320,18100,18300,54286,18300
2016/02/05,17180,17290,16990,17220,56820,17220
2016/02/08,16990,17490,16930,17400,75419,17400
2016/02/09,16740,16780,16400,16480,112969,16480
2016/02/10,16510,16540,15780,16060,137860,16060
2016/02/12,15540,15630,15210,15310,188678,15310
2016/02/15,15890,16530,15850,16370,64380,16370
2016/02/16,16230,16710,16190,16420,81167,16420
2016/02/17,16360,16580,15980,16200,55709,16200
2016/02/18,16650,16710,16470,16550,47536,16550
2016/02/19,16350,16400,16160,16350,122382,16350
2016/02/22,16210,16560,16170,16480,145947,16480
2016/02/23,16570,16720,16360,16440,82756,16440
2016/02/24,16220,16380,16100,16290,49816,16290
2016/02/25,16340,16600,16320,16510,38746,16510
2016/02/26,16710,16850,16570,16590,66095,16590
2016/02/29,16730,16850,16420,16420,56621,16420
2016/03/01,16370,16480,16230,16470,41082,16470
2016/03/02,16930,17210,16850,17140,48249,17140
2016/03/03,17100,17350,17070,17340,29160,17340
2016/03/04,17320,17450,17260,17420,80078,17420
2016/03/08,17300,17320,16960,17150,113205,17150
2016/03/09,17050,17100,16880,17020,39253,17020
2016/03/10,17170,17280,17100,17250,30268,17250
2016/03/11,16980,17430,16950,17350,105770,17350
2016/03/14,17630,17700,17550,17640,39184,17640
2016/03/15,17620,17690,17430,17490,28443,17490
2016/03/16,17390,17500,17340,17370,24172,17370
2016/03/17,17490,17640,17210,17310,34037,17310
2016/03/18,17290,17320,17000,17120,40945,17120
2016/03/22,17350,17500,17250,17420,34247,17420
2016/03/23,17440,17540,17350,17410,47947,17410
2016/03/24,17350,17440,17240,17270,27048,17270
2016/03/25,17330,17420,17290,17400,22038,17400
2016/03/28,17510,17560,17350,17490,21016,17490
2016/03/29,17490,17660,17470,17640,41285,17640
2016/03/30,17600,17600,17380,17380,33529,17380
2016/03/31,17550,17560,17280,17300,47922,17300
2016/04/01,17230,17240,16610,16650,175024,16650
2016/04/04,16580,16750,16520,16620,32493,16620
2016/04/05,16560,16560,16180,16210,58066,16210
2016/04/06,16200,16320,16090,16220,37747,16220
2016/04/07,16220,16360,16090,16230,68322,16230
2016/04/08,15950,16530,15940,16330,63624,16330
2016/04/11,16230,16270,16010,16270,48158,16270
2016/04/12,16210,16460,16190,16440,44355,16440
2016/04/13,16670,16920,16640,16880,30541,16880
2016/04/14,17180,17430,17130,17400,207237,17400
2016/04/15,17220,17460,17220,17350,49947,17350
2016/04/18,16780,16950,16750,16770,59658,16770
2016/04/19,17270,17430,17240,17390,48455,17390
2016/04/20,17570,17620,17390,17440,51556,17440
2016/04/21,17820,17920,17710,17870,61113,17870
2016/04/22,17740,18120,17710,18110,102186,18110
2016/04/25,18190,18190,17930,17990,69091,17990
2016/04/26,17910,17970,17740,17890,29665,17890
2016/04/27,17920,17970,17770,17830,58632,17830
2016/04/28,17990,18110,17100,17180,129125,17180
2016/05/02,16480,16660,16460,16650,44183,16650
2016/05/06,16710,16780,16480,16610,38510,16610
2016/05/12,16960,17170,16870,17160,38498,17160
2016/05/13,17230,17300,16910,16920,34737,16920
2016/05/16,16930,17150,16910,16950,24607,16950
2016/05/17,17150,17170,17020,17170,25203,17170
2016/05/18,17120,17310,17030,17180,43246,17180
2016/05/19,17320,17360,17100,17150,26413,17150
2016/05/20,17130,17300,17060,17260,19570,17260
2016/05/23,17210,17210,16930,17170,36033,17170
2016/05/24,17110,17110,16980,17000,16873,17000
2016/05/25,17320,17330,17240,17290,43597,17290
2016/05/26,17460,17490,17250,17290,25721,17290
2016/05/27,17360,17420,17310,17370,21554,17370
2016/05/30,17500,17590,17430,17590,51554,17590
2016/05/31,17550,17780,17510,17770,102877,17770
2016/06/01,17610,17680,17420,17480,41116,17480
2016/06/02,17350,17350,17030,17060,50152,17060
2016/06/03,17130,17230,17050,17140,21479,17140
2016/06/06,16860,17090,16810,17090,48306,17090
2016/06/07,17150,17210,17040,17180,31639,17180
2016/06/08,17220,17340,17080,17320,32152,17320
2016/06/13,16800,16820,16530,16540,30923,16540
2016/06/14,16500,16590,16250,16360,52387,16360
2016/06/15,16270,16500,16230,16430,28264,16430
2016/06/16,16360,16400,15880,15910,42970,15910
2016/06/17,16150,16260,16060,16080,42796,16080
2016/06/20,16350,16530,16350,16460,29658,16460
2016/06/21,16350,16700,16250,16660,38417,16660
2016/06/22,16600,16660,16470,16570,26594,16570
2016/06/23,16600,16760,16540,16720,47715,16720
2016/06/24,16860,16910,15330,15410,156535,15410
2016/06/27,15700,15800,15510,15790,56943,15790
2016/06/28,15580,15950,15480,15820,104570,15820
2016/06/29,16040,16130,15890,16080,31962,16080
2016/06/30,16260,16290,16100,16100,24355,16100
2016/07/01,16210,16270,16120,16190,37342,16190
2016/07/04,16070,16310,16060,16260,30278,16260
2016/07/05,16170,16200,16090,16140,77660,16140
2016/07/06,15900,15920,15650,15870,38269,15870
2016/07/07,15850,15920,15740,15760,27454,15760
2016/07/08,15800,15890,15600,15610,36692,15610
2016/07/13,16830,16850,16580,16590,61970,16590
2016/07/14,16620,16780,16600,16780,36317,16780
2016/07/15,16840,16990,16780,16870,57239,16870
2016/07/19,17000,17110,16880,17100,30439,17100
2016/07/20,17000,17070,16930,17060,31225,17060
2016/07/21,17260,17330,17130,17200,36758,17200
2016/07/22,16950,17070,16940,16980,24014,16980
2016/07/25,17040,17160,16990,17010,25154,17010
2016/07/26,16930,16930,16690,16780,36070,16780
2016/07/27,16960,17210,16920,17070,72964,17070
2016/07/28,16960,16990,16820,16870,24229,16870
2016/07/29,16820,17100,16530,16930,120507,16930
2016/08/01,16750,17050,16690,17010,45477,17010
2016/08/02,16840,16920,16760,16770,30044,16770
2016/08/03,16560,16650,16430,16430,80283,16430
2016/08/04,16530,16640,16290,16620,93769,16620
2016/08/05,16640,16720,16590,16630,29769,16630
2016/08/08,16910,17040,16880,17040,82616,17040
2016/08/09,17040,17160,17010,17140,34040,17140
2016/08/10,17070,17210,17030,17110,48301,17110
2016/08/16,17290,17290,16980,16990,33894,16990
2016/08/17,16990,17150,16970,17120,23620,17120
2016/08/18,17000,17100,16850,16870,48592,16870
2016/08/19,16950,16990,16830,16910,28077,16910
2016/08/22,16990,17000,16920,16960,19303,16960
2016/08/23,16930,17050,16830,16870,22448,16870
2016/08/24,16970,17020,16920,16960,20683,16960
2016/08/25,16970,17010,16900,16930,31443,16930
2016/08/26,16890,16890,16710,16750,71512,16750
2016/08/29,17050,17160,17050,17130,49740,17130
2016/08/30,17100,17150,17070,17120,13629,17120
2016/08/31,17250,17320,17230,17280,61446,17280
2016/09/01,17290,17340,17260,17300,36733,17300
2016/09/02,17300,17330,17240,17300,25460,17300
2016/09/05,17520,17550,17410,17430,44116,17430
2016/09/06,17450,17500,17430,17490,11893,17490
2016/09/07,17310,17420,17290,17420,20899,17420
2016/09/08,17400,17410,17230,17350,58302,17350
2016/09/09,17390,17420,17290,17380,49714,17380
2016/09/12,17160,17200,16990,17060,60731,17060
2016/09/14,17010,17100,16970,16990,32651,16990
2016/09/15,16910,16920,16740,16790,68071,16790
2016/09/16,16840,16910,16800,16900,30768,16900
2016/09/20,16800,16980,16770,16870,49308,16870
2016/09/21,16850,17210,16760,17200,84496,17200
2016/09/23,17150,17190,17120,17140,34709,17140
2016/09/26,17100,17100,16890,16900,22195,16900
2016/09/27,16780,17050,16660,17040,35313,17040
2016/09/28,16980,17000,16870,16930,22773,16930
2016/09/29,17100,17270,17090,17220,38879,17220
2016/09/30,17000,17000,16900,16960,29703,16960
2016/10/03,17080,17160,17060,17090,32639,17090
2016/10/04,17160,17250,17140,17210,19320,17210
2016/10/05,17300,17350,17230,17340,38599,17340
2016/10/06,17430,17480,17400,17400,26049,17400
2016/10/07,17390,17410,17330,17370,15460,17370
2016/10/11,17440,17600,17440,17540,27771,17540
2016/10/12,17380,17470,17350,17370,23655,17370
2016/10/13,17460,17490,17250,17260,43529,17260
2016/10/14,17250,17380,17240,17380,44698,17380
2016/10/18,17390,17480,17360,17480,28863,17480
2016/10/19,17480,17530,17440,17520,21807,17520
2016/10/20,17500,17750,17500,17740,39080,17740
2016/10/21,17780,17820,17680,17720,26045,17720
2016/10/24,17780,17780,17690,17770,28979,17770
2016/10/25,17850,17910,17830,17910,28675,17910
2016/10/26,17860,17920,17820,17920,21195,17920
2016/10/27,17870,17950,17810,17870,40900,17870
2016/10/28,17980,17990,17940,17970,16706,17970
2016/10/31,17900,17950,17850,17950,27451,17950
2016/11/01,17920,18000,17860,17960,27408,17960
2016/11/02,17770,17820,17610,17670,53881,17670
2016/11/04,17500,17520,17310,17410,63549,17410
2016/11/07,17690,17710,17580,17710,26033,17710
2016/11/08,17780,17780,17650,17680,20715,17680
2016/11/09,17810,17970,16590,16790,195947,16790
2016/11/10,17840,17930,17630,17850,85622,17850
2016/11/11,18060,18150,17860,17920,159768,17920
2016/11/14,18000,18230,18000,18210,51231,18210
2016/11/15,18240,18260,18140,18200,36347,18200
2016/11/18,18610,18610,18530,18530,44710,18530
2016/11/21,18600,18670,18550,18650,36777,18650
2016/11/22,18640,18730,18600,18720,78193,18720
2016/11/24,18910,18950,18870,18910,79480,18910
2016/11/25,18960,19050,18840,18960,35571,18960
2016/11/28,18870,18930,18770,18920,21359,18920
2016/11/29,18810,18880,18800,18870,15097,18870
2016/11/30,18910,18930,18840,18870,21395,18870
2016/12/01,19150,19320,19030,19070,167941,19070
2016/12/02,18990,19020,18870,18990,27215,18990
2016/12/05,18910,18930,18790,18830,85960,18830
2016/12/06,19020,19050,18860,18920,41026,18920
2016/12/07,18990,19060,18970,19060,30081,19060
2016/12/08,19240,19330,19170,19320,44549,19320
2016/12/09,19390,19620,19370,19600,93432,19600
2016/12/12,19790,19860,19630,19750,57604,19750
2016/12/13,19660,19840,19640,19840,33726,19840
2016/12/14,19850,19870,19770,19840,32422,19840
2016/12/15,19910,20030,19770,19880,41446,19880
2016/12/16,20020,20030,19940,20000,28416,20000
2016/12/19,19920,19990,19900,19990,71623,19990
2016/12/20,19970,20110,19950,20100,54802,20100
2016/12/21,20140,20190,19960,20030,44254,20030
2016/12/22,19970,20000,19910,20000,28330,20000
2016/12/26,20000,20020,19980,19980,10114,19980
2016/12/27,19940,20070,19940,20010,16114,20010
2016/12/28,20020,20060,19990,20040,11230,20040
2016/12/29,19930,19930,19690,19740,66715,19740
