date,open,high,low,close,volume,adj.close
2017/01/04,3400,3410,3390,3395,4800,3395
2017/01/05,3415,3495,3400,3485,7100,3485
2017/01/06,3525,3620,3515,3575,14600,3575
2017/01/10,3630,3630,3585,3585,5200,3585
2017/01/11,3610,3610,3555,3570,3600,3570
2017/01/12,3565,3655,3560,3625,9800,3625
2017/01/13,3640,3650,3620,3635,4800,3635
2017/01/16,3640,3750,3630,3630,12000,3630
2017/01/17,3640,3670,3555,3600,4800,3600
2017/01/18,3565,3670,3565,3635,4500,3635
2017/01/19,3720,3720,3665,3700,6000,3700
2017/01/20,3700,3710,3660,3700,3700,3700
2017/01/23,3700,3720,3680,3720,3500,3720
2017/01/24,3720,3730,3700,3715,2300,3715
2017/01/25,3720,3740,3720,3720,1900,3720
2017/01/26,3720,3735,3700,3710,2300,3710
2017/01/27,3710,3720,3700,3700,3200,3700
2017/01/30,3710,3775,3710,3710,8400,3710
2017/01/31,3780,3850,3745,3795,16200,3795
2017/02/01,3650,3760,3550,3650,33700,3650
2017/02/06,3655,3695,3640,3690,5800,3690
2017/02/07,3675,3675,3590,3590,5400,3590
2017/02/08,3570,3580,3505,3510,10600,3510
2017/02/09,3510,3545,3470,3470,11700,3470
2017/02/10,3460,3545,3440,3470,8700,3470
2017/02/13,3470,3550,3470,3520,6500,3520
2017/02/14,3525,3550,3515,3515,6200,3515
2017/02/15,3515,3530,3480,3480,6500,3480
2017/02/16,3505,3585,3490,3505,12200,3505
2017/02/17,3505,3505,3480,3490,4100,3490
2017/02/20,3490,3495,3470,3495,2700,3495
2017/02/21,3515,3515,3485,3500,2700,3500
2017/02/22,3520,3550,3485,3505,6400,3505
2017/02/23,3515,3545,3515,3520,1600,3520
2017/02/24,3575,3575,3520,3550,8100,3550
2017/02/27,3570,3585,3535,3560,8600,3560
2017/02/28,3560,3585,3545,3570,5100,3570
2017/03/01,3585,3600,3565,3570,8900,3570
2017/03/02,3580,3580,3505,3570,13100,3570
2017/03/03,3560,3600,3535,3580,6700,3580
2017/03/09,3610,3660,3595,3620,9600,3620
2017/03/10,3625,3695,3620,3645,13100,3645
2017/03/13,3695,3695,3645,3660,6000,3660
2017/03/14,3655,3670,3640,3655,5100,3655
2017/03/15,3655,3655,3605,3620,6100,3620
