date,open,high,low,close,volume,adj.close
2018/01/04,2511,2514,2472,2477,115600,2477
2018/01/05,2475,2486,2434,2448,127200,2448
2018/01/09,2450,2491,2447,2490,102600,2490
2018/01/10,2490,2495,2476,2482,49000,2482
2018/01/11,2480,2516,2463,2512,100600,2512
2018/01/12,2520,2549,2517,2549,145000,2549
2018/01/15,2551,2641,2548,2633,215900,2633
2018/01/16,2625,2655,2611,2635,154600,2635
2018/01/17,2620,2646,2610,2618,87000,2618
2018/01/18,2630,2635,2587,2616,119500,2616
2018/01/19,2611,2654,2607,2648,142300,2648
2018/01/22,2661,2742,2659,2726,219300,2726
2018/01/23,2726,2828,2721,2821,278000,2821
2018/01/24,2820,2864,2792,2859,173000,2859
2018/01/25,2850,2975,2850,2956,354300,2956
2018/01/26,2915,2948,2872,2927,245600,2927
2018/01/29,2941,2949,2814,2823,242000,2823
2018/01/30,2784,2784,2685,2713,389700,2713
2018/01/31,2680,2726,2625,2625,313800,2625
2018/02/01,2645,2693,2639,2680,234400,2680
2018/02/05,2601,2644,2588,2624,111300,2624
2018/02/06,2500,2570,2371,2446,338700,2446
2018/02/07,2596,2600,2450,2465,153400,2465
2018/02/08,2462,2537,2448,2516,128400,2516
2018/02/09,2400,2473,2381,2462,154000,2462
2018/02/13,2529,2533,2421,2431,165000,2431
2018/02/14,2461,2494,2412,2489,207900,2489
2018/02/15,2563,2865,2543,2860,734400,2860
2018/02/16,2811,2903,2811,2897,364100,2897
2018/02/19,2880,2940,2829,2940,205400,2940
2018/02/20,2910,2963,2910,2946,174500,2946
2018/02/21,2931,2988,2902,2964,221500,2964
2018/02/22,2935,2958,2884,2916,248000,2916
2018/02/23,2939,2970,2894,2960,152600,2960
2018/02/26,2970,2987,2918,2933,169400,2933
2018/02/27,2937,2950,2920,2931,109600,2931
2018/02/28,2912,2981,2903,2911,169300,2911
2018/03/01,2892,2892,2847,2855,113200,2855
2018/03/02,2803,2904,2803,2882,166800,2882
2018/03/05,2865,2885,2805,2828,131600,2828
2018/03/06,2970,3280,2947,3235,723900,3235
2018/03/07,3220,3550,3210,3400,747100,3400
2018/03/08,3400,3415,3250,3270,361400,3270
2018/03/09,3360,3465,3300,3360,282700,3360
