0,36d2a,20180124,1840
1,1624,東証ETF,(NEXT FUNDS)機械上場投信,01/24,42300,1,609,0.002
2,9361,東証2部,伏木海陸運送(株),01/24,1448,100,9000,0.011
3,2045,東証ETF,NEXT NOTES S&P シンガポール リート(NR)ETN,01/24,12130,14,688,0.020
4,2068,東証ETF,NEXT NOTES 高ベータ30(NR)ETN,01/24,13700,100,4157,0.024
5,3953,東証JQS,大村紙業(株),01/24,2600,10700,339900,0.031
6,1344,東証ETF,MAXIS トピックス･コア30上場投信,01/24,813,200,5790,0.035
7,1456,東証ETF,ダイワ 上場投信-日経平均インバース,01/24,6780,294,7689,0.038
8,1311,東証ETF,TOPIXCore30連動型上場投資信託,01/24,855,2410,58310,0.041
9,1682,東証ETF,(NEXT FUNDS)日経･東商取白金指数上場投信,01/24,179,300,6200,0.048
10,9033,東証2部,広島電鉄(株),01/24,1076,400,8300,0.048
11,3058,東証JQS,(株)三洋堂ホールディングス,01/24,1000,300,5900,0.051
12,2795,東証JQS,日本プリメックス(株),01/24,790,700,12800,0.055
13,5918,東証2部,瀧上工業(株),01/24,5940,200,3000,0.067
14,1622,東証ETF,(NEXT FUNDS)自動車･輸送機上場投信,01/24,25030,3,43,0.070
15,7815,東証2部,東京ボード工業(株),01/24,1699,100,1400,0.071
16,7169,東証JQS,(株)ニュートン・フィナンシャル・コンサルティング,01/24,1984,4900,67600,0.072
17,1619,東証ETF,(NEXT FUNDS)建設･資材上場投信,01/24,28000,6,77,0.078
18,8148,東証2部,上原成商事(株),01/24,5130,100,1200,0.083
19,1561,東証ETF,国際のETF VIX中期先物指数,01/24,11690,38,455,0.084
20,6147,東証JQS,(株)ヤマザキ,01/24,546,2700,31200,0.087
21,4656,東証JQS,(株)サン・ライフ,01/24,1063,300,3400,0.088
22,8686,東証1部外国,アフラック,01/24,9730,200,2200,0.091
23,1807,東証JQS,(株)佐藤渡辺,01/24,3200,400,4300,0.093
24,1543,東証ETF,純パラジウム上場信託(現物国内保管型),01/24,36750,27,279,0.097
25,1391,東証ETF,UBS ETF スイス株(MSCIスイス20/35),01/24,2053,17,172,0.099
26,1485,東証ETF,MAXIS JAPAN 設備･人材積極投資企業200上場投信,01/24,28620,1,10,0.100
27,2806,東証2部,ユタカフーズ(株),01/24,2127,200,2000,0.100
28,8747,東証JQS,豊商事(株),01/24,335,1500,14500,0.103
29,1457,東証ETF,ダイワ 上場投信-TOPIXインバース（-1倍）,01/24,6990,30,277,0.108
