0,1d2a,20180117,1840
1,3747,東証2部,(株)インタートレード,15:00,451,21.56 %,80,3158500
2,7711,東証JQS,助川電気工業(株),15:00,1250,19.16 %,201,877800
3,3953,東証JQS,大村紙業(株),15:00,950,18.75 %,150,9900
4,7608,東証1部,(株)エスケイジャパン,15:00,645,18.35 %,100,3065400
5,1691,東証ETF,ETFS ガソリン上場投資信託,14:16,3215,16.91 %,465,210
6,4824,マザーズ,(株)メディアシーク,15:00,709,16.42 %,100,3096000
7,6895,東証2部,ダイヤモンド電機(株),15:00,7740,14.84 %,1000,64300
8,2884,東証1部,(株)ヨシムラ・フード・ホールディングス,15:00,8870,14.60 %,1130,685600
9,6080,東証1部,Ｍ＆Ａキャピタルパートナーズ(株),15:00,9270,13.74 %,1120,513200
10,6149,東証JQS,(株)小田原エンジニアリング,15:00,3935,13.56 %,470,628900
11,3479,マザーズ,(株)ティーケーピー,15:00,3825,13.00 %,440,583200
12,9816,東証JQS,(株)ストライダーズ,15:00,564,11.90 %,60,327100
13,3267,マザーズ,(株)フィル・カンパニー,15:00,5910,11.72 %,620,2016300
14,3540,東証JQS,(株)歯愛メディカル,15:00,7370,11.67 %,770,518900
15,1697,東証ETF,ETFS 大豆上場投資信託,14:30,2447,11.23 %,247,60
16,6058,東証1部,(株)ベクトル,15:00,2173,10.42 %,205,2031600
17,3965,東証JQS,(株)キャピタル・アセット・プランニング,15:00,4030,9.96 %,365,83600
18,6898,東証JQS,トミタ電機(株),15:00,2510,9.94 %,227,37400
19,6325,東証1部,(株)タカキタ,15:00,1110,9.68 %,98,205500
20,5381,東証JQS,Ｍｉｐｏｘ(株),15:00,853,9.64 %,75,2154700
21,2148,マザーズ,アイティメディア(株),15:00,817,9.08 %,68,791800
22,3921,マザーズ,(株)ネオジャパン,15:00,1860,8.90 %,152,353300
23,4792,東証JQS,山田コンサルティンググループ(株),15:00,3120,8.45 %,243,201300
24,6920,東証1部,レーザーテック(株),15:00,3945,8.38 %,305,1184300
25,9928,東証1部,(株)ミロク情報サービス,15:00,3280,8.25 %,250,361600
26,3561,マザーズ,(株)力の源ホールディングス,15:00,2180,8.08 %,163,718800
27,2311,東証JQS,(株)エプコ,15:00,1912,8.02 %,142,151000
28,7873,東証1部,(株)アーク,15:00,135,8.00 %,10,25380900
29,8844,東証JQS,(株)コスモスイニシア,15:00,772,7.97 %,57,565800
30,4963,東証1部,星光ＰＭＣ(株),15:00,1349,7.92 %,99,2288200
31,6046,マザーズ,(株)リンクバル,15:00,3035,7.82 %,220,49200
32,5279,東証JQS,日本興業(株),15:00,1298,7.54 %,91,60300
33,6200,東証1部,(株)インソース,15:00,4225,7.51 %,295,195600
34,6035,東証2部,(株)アイ・アールジャパンホールディングス,15:00,2370,7.39 %,163,97400
35,3067,東証1部,(株)東京一番フーズ,15:00,692,7.29 %,47,119500
36,9067,東証1部,(株)丸運,15:00,387,6.91 %,25,149300
37,3753,東証2部,(株)フライトホールディングス,15:00,779,6.86 %,50,890800
38,9264,東証JQS,ポエック(株),15:00,4015,6.50 %,245,74600
39,6669,東証JQS,シーシーエス(株),15:00,4075,6.40 %,245,74200
40,3611,東証1部,(株)マツオカコーポレーション,15:00,4780,6.22 %,280,541700
41,5341,東証2部,アサヒ衛陶(株),15:00,311,6.14 %,18,2503000
42,3173,東証1部,大阪工機(株),15:00,1300,6.12 %,75,54600
43,2176,東証JQS,(株)イナリサーチ,15:00,788,6.06 %,45,118900
44,4592,マザーズ,サンバイオ(株),15:00,3785,6.02 %,215,619600
45,2790,東証JQS,(株)ナフコ,15:00,2138,5.95 %,120,16500
46,4595,東証JQS,(株)ミズホメディー,15:00,4465,5.93 %,250,58800
47,6912,東証JQS,菊水電子工業(株),15:00,1445,5.78 %,79,564600
48,2435,東証JQS,(株)シダー,15:00,418,5.56 %,22,327800
49,6218,東証1部,エンシュウ(株),15:00,190,5.56 %,10,11289000
50,1788,東証JQS,(株)三東工業社,12:57,2500,5.53 %,131,600
51,6217,東証1部,津田駒工業(株),15:00,252,5.44 %,13,2151000
52,3168,東証2部,黒谷(株),15:00,1758,5.40 %,90,1601200
53,3347,東証2部,(株)トラスト,15:00,315,5.35 %,16,2652300
54,6637,東証JQS,寺崎電気産業(株),15:00,1598,5.13 %,78,39300
55,6433,東証JQS,ヒーハイスト精工(株),15:00,843,5.11 %,41,889200
56,6467,東証JQS,(株)ニチダイ,15:00,803,5.10 %,39,152200
57,3480,東証2部,(株)ジェイ・エス・ビー,15:00,5070,5.08 %,245,36600
58,6553,マザーズ,ソウルドアウト(株),15:00,3225,5.05 %,155,229200
59,4929,東証1部,(株)アジュバンコスメジャパン,15:00,1247,4.97 %,59,71400
60,3137,マザーズ,(株)ファンデリー,15:00,1764,4.94 %,83,82300
61,2127,東証1部,(株)日本Ｍ＆Ａセンター,15:00,5970,4.92 %,280,1155700
62,2309,東証1部,シミックホールディングス(株),15:00,2206,4.90 %,103,112600
63,1853,東証2部,(株)森組,15:00,581,4.87 %,27,1972500
64,4409,東証2部,東邦化学工業(株),14:52,710,4.87 %,33,59000
65,6698,東証JQS,ヴィスコ・テクノロジーズ(株),15:00,37750,4.86 %,1750,234700
66,6719,東証2部,富士通コンポーネント(株),15:00,1215,4.83 %,56,335600
67,6482,東証1部,(株)ユーシン精機,15:00,3650,4.73 %,165,84000
68,5122,東証1部,オカモト(株),15:00,1220,4.72 %,55,773000
69,5906,東証JQS,エムケー精工(株),15:00,562,4.66 %,25,182800
70,6026,マザーズ,ＧＭＯ　ＴＥＣＨ(株),15:00,3380,4.64 %,150,15000
71,3250,東証1部,(株)エー・ディー・ワークス,15:00,46,4.55 %,2,49061200
72,6769,東証JQS,ザインエレクトロニクス(株),15:00,1295,4.52 %,56,151000
73,9376,東証JQS,(株)ユーラシア旅行社,15:00,625,4.52 %,27,16900
74,9325,マザーズ,(株)ファイズ,15:00,2700,4.45 %,115,126900
75,6237,東証2部,(株)イワキ,15:00,4045,4.39 %,170,53300
