date,open,high,low,close,sma 8,sma 21,sma 34,sma 89,sma 233,stddev,-3s,-2s,+2s,+3s,RCI
2018/4/18,21929.01,22194.11,21914.96,22158.2,21805,21474.9,21498.8,22327.8,22198.7,369.8,20365.6,20735.3,22214.5,22584.2,84
2018/4/19,22231.86,22360.65,22176.86,22191.18,21869.1,21513.5,21512.5,22324.4,22198.6,400.5,20312,20712.5,22314.5,22715,89.1
2018/4/20,22148.22,22261.35,22076.63,22162.24,21915.1,21540.6,21541.4,22317.1,22198.3,424.7,20266.6,20691.2,22390,22814.6,96.2
2018/4/23,22157.88,22204.86,22065.52,22088.04,21965.2,21610.6,21572.1,22307.5,22197.5,384.2,20458,20842.2,22379,22763.2,95.5
2018/4/24,22228.82,22304.69,22149.59,22278.12,22042.5,21682.6,21597.4,22300.9,22198.1,358.9,20606,20964.9,22400.3,22759.2,95.5
2018/4/25,22118.62,22228.78,22080.76,22215.32,22097,21725.4,21625.7,22294.8,22198.2,366.6,20625.6,20992.2,22458.6,22825.2,96.4
2018/4/26,22278.77,22381.66,22265.2,22319.61,22157.5,21786.7,21653.7,22290.6,22199.1,352.1,20730.3,21082.4,22491,22843.1,96.4
2018/4/27,22466.66,22495.56,22357.53,22467.87,22235.1,21849.1,21683.1,22289.6,22201,351.3,20795.1,21146.5,22551.7,22903.1,96.4
2018/5/1,22453.42,22519.45,22411.43,22508.03,22278.8,21899.2,21703.2,22285.2,22203.2,367,20798.1,21165.2,22633.2,23000.3,97.1
2018/5/2,22568.19,22568.19,22426.55,22472.78,22314,21950.9,21718.1,22280.8,22205.1,367.9,20847.3,21215.2,22686.6,23054.5,97.4
2018/5/7,22513.22,22513.48,22350.91,22467.16,22352.1,22006.8,21738.4,22276,22206.9,351.7,20951.8,21303.5,22710.1,23061.8,96.6
2018/5/8,22440.65,22566.68,22423.23,22508.69,22404.7,22063.4,21759.1,22272,22209,330.6,21071.7,21402.2,22724.6,23055.1,96.6
2018/5/9,22463.01,22478.64,22364.75,22408.88,22421,22099.8,21780.6,22266.4,22210.3,324.2,21127.1,21451.3,22748.3,23072.5,94.8
2018/5/10,22482.51,22530.64,22418.75,22497.18,22456.3,22144.1,21810.5,22261.5,22212.3,311.1,21210.7,21521.8,22766.4,23077.5,93.9
2018/5/11,22573.95,22769.16,22545.47,22758.48,22511.1,22195.5,21851,22260,22216,319.5,21237.1,21556.6,22834.4,23153.9,94.3
2018/5/14,22705.3,22894.76,22683.64,22865.86,22560.9,22246.5,21888.5,22259.5,22220.3,337.3,21234.7,21572,22921,23258.3,95.1
2018/5/15,22889.47,22912.06,22805.72,22818.02,22599.6,22300.4,21953.2,22259.8,22224.3,333.7,21299.2,21632.9,22967.9,23301.6,95.1
2018/5/16,22730.12,22796.14,22695.84,22717.23,22630.2,22350.7,22010.6,22259.3,22227.6,311.3,21416.7,21728.1,22973.3,23284.7,94.3
2018/5/17,22820.62,22887.03,22799.16,22838.37,22676.6,22401.2,22055.3,22251.8,22231.6,299.6,21502.3,21801.9,23000.5,23300.1,93.9
2018/5/18,22907.2,22954.19,22867.3,22930.36,22729.3,22453.3,22111.2,22243,22236.2,291.4,21579,21870.4,23036.2,23327.6,93.9
2018/5/21,22937.58,23050.39,22935.31,23002.37,22803.5,22508.3,22165.4,22233.5,22241.1,280.2,21667.8,21948,23068.6,23348.8,93.9
2018/5/22,23025.95,23031.67,22952.87,22960.34,22861.4,22546.5,22209.7,22224.2,22245.8,284.7,21692.5,21977.1,23115.9,23400.5,94.2
2018/5/23,22868.79,22949.73,22649.85,22689.74,22852.8,22570.2,22248,22212.7,22248.6,274.2,21747.7,22021.9,23118.5,23392.7,89.9
2018/5/24,22621.29,22644.69,22366.6,22437.01,22799.2,22583.3,22281.6,22199,22249.8,259.9,21803.6,22063.5,23103.1,23363,73.8
2018/5/25,22380.22,22509.36,22318.15,22450.79,22753.3,22600.6,22314.9,22184.8,22251.1,236.3,21891.6,22127.9,23073.3,23309.6,55.6
2018/5/28,22488.95,22547.67,22410.91,22481.09,22723.8,22610.2,22339.5,22168.3,22252.6,226.4,21930.9,22157.3,23063.1,23289.5,41.9
2018/5/29,22431.95,22439.1,22240.39,22358.43,22663.8,22617.1,22362.7,22151.3,22253.2,215.9,21969.5,22185.4,23048.8,23264.7,17.3
2018/5/30,22051.97,22079.23,21931.65,22018.52,22549.8,22602.7,22372.7,22131.7,22251.8,244.7,21868.7,22113.4,23092,23336.7,-10
2018/5/31,22163.4,22254.42,22098,22201.82,22449.7,22590.1,22384.7,22113.7,22251.4,258.5,21814.6,22073.1,23107.1,23365.6,-26.8
2018/6/1,22126.25,22316.91,22098.04,22171.35,22351.1,22574,22399,22095.2,22251,273.8,21752.5,22026.3,23121.7,23395.5,-38.6
2018/6/4,22365.09,22515.72,22355.83,22475.94,22324.4,22574.2,22423,22076.7,22252.3,273.8,21752.9,22026.7,23121.7,23395.5,-44
2018/6/5,22552.17,22602.13,22470.04,22539.54,22337.2,22577.6,22445.3,22060.9,22254.1,272.8,21759.2,22032,23123.2,23396,-46.4
2018/6/6,22520.31,22662.82,22498.59,22625.73,22359.1,22583.2,22468.6,22049.2,22256.3,272.5,21765.6,22038.1,23128.3,23400.8,-46.2
2018/6/7,22748.72,22856.37,22732.18,22823.26,22401.8,22602.9,22497.3,22040.1,22259.7,274.3,21780.1,22054.4,23151.4,23425.7,-47.5
2018/6/8,22799.38,22879,22694.5,22694.5,22443.8,22612.3,22513.1,22029.6,22262.3,273.8,21790.8,22064.6,23160,23433.8,-50.8
2018/6/11,22686.95,22856.08,22667.3,22804.04,22542,22614.5,22531.1,22024.1,22265.5,275.2,21788.8,22064,23165,23440.2,-42.6
2018/6/12,22977.22,23011.57,22797.73,22878.35,22626.6,22615.1,22552.1,22021.7,22269.1,275.8,21787.6,22063.5,23166.7,23442.6,-23.5
2018/6/13,22896.17,22993.26,22895.31,22966.38,22726,22622.2,22578,22015.8,22273.2,283.1,21772.9,22056,23188.4,23471.5,-5.1
2018/6/14,22842.96,22898.39,22738.61,22738.61,22758.8,22623.2,22591.5,22009.8,22275.9,283.5,21772.7,22056.2,23190.2,23473.7,0.4
2018/6/15,22883.24,22885.84,22770.38,22851.75,22797.8,22623.8,22610.2,22011.7,22279.2,284,21771.8,22055.8,23191.8,23475.8,14
2018/6/18,22806.57,22806.89,22601.13,22680.33,22804.7,22611.9,22620.8,22023.7,22281.5,275.6,21785,22060.6,23163.2,23438.8,27.5
2018/6/19,22565.92,22618.52,22278.48,22278.48,22736.6,22577.4,22615.3,22030.8,22281.5,269.6,21768.7,22038.3,23116.5,23386.1,32.6
