date,open,high,low,close,sma 8,sma 21,sma 34,sma 89,sma 233,stddev,-3s,-2s,+2s,+3s,RCI
2018/6/20,22338.53,22581.4,22167.16,22555.43,22719.2,22558.1,22616.7,22038.3,22283.1,254.9,21793.5,22048.3,23067.9,23322.7,48.2
2018/6/21,22523.28,22782.01,22491.08,22693.04,22705.3,22558.3,22623.1,22053,22285.4,255,21793.4,22048.4,23068.2,23323.2,56.4
2018/6/22,22456.45,22535.65,22414.18,22516.83,22660.1,22562.1,22624.6,22067.3,22286.7,253.7,21801.1,22054.8,23069.4,23323.1,49.6
2018/6/25,22543.56,22556.55,22312.79,22338.15,22581.6,22556.7,22619.6,22080.6,22287,257.3,21784.8,22042.1,23071.3,23328.6,33.5
2018/6/26,22160.33,22368.78,22104.12,22342,22532,22550.1,22617.6,22090.5,22287.3,261.1,21766.8,22027.9,23072.3,23333.4,20.6
2018/6/27,22320.88,22356.54,22205.34,22271.77,22459.5,22546,22611,22096.7,22287.2,264.9,21751.2,22016.1,23075.9,23340.8,8.6
2018/6/28,22195.19,22299.39,22038.4,22270.39,22408.3,22558,22596.6,22098,22287.1,244.8,21823.6,22068.4,23047.6,23292.4,-13.6
2018/6/29,22314.47,22332.82,22145.48,22304.51,22411.5,22562.9,22580.1,22102.3,22287.2,238.3,21848.1,22086.4,23039.4,23277.7,-36.8
2018/7/2,22233.8,22312.25,21784.48,21811.93,22318.6,22545.8,22550.5,22100.5,22284.6,277.5,21713.4,21990.8,23100.8,23378.2,-64
2018/7/3,21889.06,21927.81,21574.56,21785.54,22205.1,22512.9,22523.1,22101.1,22281.9,323.3,21543,21866.3,23159.5,23482.8,-76.2
2018/7/4,21679,21784,21604.18,21717.04,22105.2,22473.7,22490.2,22099.1,22278.9,366.8,21373.3,21740.1,23207.3,23574.1,-85.1
2018/7/5,21697.44,21751.5,21462.95,21546.99,22006.3,22422.3,22449.5,22092.3,22275,416.6,21172.5,21589.1,23255.5,23672.1,-91.2
2018/7/6,21647.66,21866.16,21642.96,21788.14,21937,22373.1,22413.8,22085.5,22272.4,427.9,21089.5,21517.4,23228.8,23656.7,-92.1
2018/7/9,21838.53,22105.95,21825.76,22052.18,21909.6,22342.5,22387,22085.3,22271.2,426.7,21062.4,21489.1,23195.9,23622.6,-92.1
2018/7/10,22215.34,22321.6,22196.89,22196.89,21900.4,22313.6,22372.6,22090.6,22270.8,414.2,21070.9,21485.1,23142.1,23556.3,-90.3
2018/7/11,22002.14,22044.62,21744.25,21932.21,21853.9,22268.5,22357.7,22099.1,22269,401,21065.5,21466.5,23070.5,23471.5,-87.1
2018/7/12,22036.87,22233.52,22019.19,22187.96,21900.9,22231.4,22350,22112,22268.6,367.9,21127.8,21495.7,22967.1,23335,-82.7
2018/7/13,22397.62,22692.86,22316.52,22597.35,22002.3,22224.7,22353.4,22125.2,22270.3,359.3,21146.7,21506.1,22943.3,23302.7,-62.7
2018/7/17,22605.73,22832.22,22575.42,22697.36,22124.9,22217.4,22363.4,22141.4,22272.5,347.2,21175.7,21523,22911.8,23259.1,-35.5
2018/7/18,22917.52,22949.32,22794.19,22794.19,22280.8,22222.8,22386.2,22157.5,22275.2,355.6,21156,21511.6,22934,23289.6,-11.2
2018/7/19,22871.62,22926.47,22761.87,22764.68,22402.9,22245.9,22402.7,22172,22277.7,374.7,21121.7,21496.5,22995.3,23370.1,5.6
2018/7/20,22734.56,22869.98,22541.35,22697.88,22483.6,22252.7,22418.2,22181.8,22279.8,381.8,21107.2,21489,23016.4,23398.2,22.7
2018/7/23,22480.33,22507.17,22341.87,22396.99,22508.6,22238.6,22415.9,22186.7,22280.4,370,21128.5,21498.5,22978.7,23348.7,35.8
2018/7/24,22555.05,22555.05,22416.23,22510.48,22580.9,22238.3,22415,22194.9,22281.6,369.8,21128.9,21498.7,22977.9,23347.7,49.5
2018/7/25,22594.28,22645.66,22547.14,22614.25,22634.1,22251.5,22414.7,22204,22283.2,378.3,21116.5,21494.8,23008.2,23386.5,58.8
2018/7/26,22711.59,22717.15,22549.77,22586.87,22632.8,22263.1,22407.7,22214.2,22284.7,385,21108.1,21493.1,23033.1,23418.1,64.9
2018/7/27,22646.48,22712.75,22593.2,22712.75,22634.8,22284.1,22408.3,22228.1,22286.9,397.3,21092.2,21489.5,23078.7,23476,71.6
2018/7/30,22613.3,22631.32,22518.94,22544.84,22603.6,22297.2,22400.7,22241.1,22288.1,401.3,21093.2,21494.5,23099.9,23501.2,72.6
2018/7/31,22472.12,22678.06,22352.21,22553.72,22577.2,22309.1,22391.1,22251.9,22289.4,405.2,21093.4,21498.7,23119.5,23524.8,71.4
2018/8/1,22642.18,22775.47,22615.98,22746.7,22583.3,22353.6,22384.7,22275.9,22291.7,399.2,21156.1,21555.2,23152,23551.1,70.3
2018/8/2,22676.73,22754.73,22464.81,22512.53,22597.8,22388.2,22378,22295.5,22292.7,378.4,21252.9,21631.3,23145.1,23523.5,60.8
2018/8/3,22585.54,22613.5,22490.57,22525.18,22599.6,22426.7,22368.4,22309.1,22293.9,346.5,21387.1,21733.7,23119.7,23466.3,49.6
2018/8/6,22536.05,22635.68,22486.74,22507.32,22586.2,22472.4,22363.3,22325.6,22294.9,282,21626.4,21908.4,23036.4,23318.4,35.3
2018/8/7,22514.31,22666.68,22499.05,22662.74,22595.7,22514.1,22374.6,22342.5,22296.6,236.8,21803.6,22040.4,22987.8,23224.6,26.9
2018/8/8,22666.56,22800.61,22610.29,22644.31,22587.2,22542.2,22377.2,22355.9,22298.3,213.2,21902.7,22115.9,22968.5,23181.7,17.8
2018/8/9,22591.54,22648.88,22497.99,22598.39,22593.9,22561.4,22374.4,22369.5,22299.7,198.1,21967,22165.2,22957.6,23155.8,6.4
2018/8/10,22606.91,22608.86,22272.69,22298.08,22561.9,22578.8,22368,22380.8,22299.7,150.4,22127.7,22278.1,22879.5,23029.9,-18.3
2018/8/13,22117.57,22124.6,21851.32,21857.43,22450.7,22563,22353.9,22386.9,22297.6,201.8,21957.6,22159.4,22966.6,23168.4,-45.6
2018/8/14,22053.07,22356.08,22047.19,22356.08,22431.2,22551.6,22354.3,22394.8,22297.9,206.6,21931.9,22138.5,22964.7,23171.3,-56.8
2018/8/15,22368.12,22380.28,22110.29,22204.22,22391.1,22528.1,22352.3,22402,22297.5,216.9,21877.3,22094.2,22962,23178.9,-59.7
2018/8/16,21980.82,22240.42,21871.7,22192.04,22351.7,22499.4,22350,22407.8,22297,219.8,21840.1,22059.8,22939,23158.7,-59.4
2018/8/17,22313.19,22340.95,22244.1,22270.38,22302.6,22475.9,22349,22413.1,22296.9,216.4,21826.7,22043.1,22908.7,23125.1,-58.4
2018/8/20,22267.07,22288.31,22150.75,22199,22247,22452.1,22360.4,22418.9,22296.4,218.2,21797.6,22015.7,22888.5,23106.6,-59.2
2018/8/21,22110.54,22306.83,22053.14,22219.73,22199.6,22443.7,22373.1,22425.1,22296.1,223.8,21772.4,21996.1,22891.3,23115,-69.2
2018/8/22,22270.04,22390.2,22162.81,22362.55,22207.7,22436.6,22392.1,22431.7,22296.4,223.9,21764.9,21988.8,22884.4,23108.3,-73.5
2018/8/23,22420.67,22463.03,22377.88,22410.82,22276.9,22426.9,22417.5,22438.2,22296.9,220.2,21766.3,21986.5,22867.3,23087.5,-71
2018/8/24,22484.01,22602.24,22452.42,22601.77,22307.6,22427.6,22441.5,22446.6,22298.3,220.8,21765.3,21986.1,22869.1,23089.9,-56
2018/8/27,22693.69,22838.06,22682.39,22799.64,22382,22431.8,22463.5,22453.9,22300.5,227.1,21750.5,21977.6,22886,23113.1,-29.1
2018/8/28,22967.74,23006.77,22813.47,22813.47,22459.7,22444.6,22481.6,22460.8,22302.8,240.9,21721.8,21962.7,22926.5,23167.4,-10
2018/8/29,22820.86,22968.18,22819.97,22848.22,22531.9,22458.6,22508.5,22468.6,22305.2,255.7,21691.5,21947.2,22970,23225.7,7.4
2018/8/30,23020.18,23032.17,22832.83,22869.5,22615.7,22464.4,22528.6,22477.3,22307.7,263.9,21672.7,21936.6,22992.2,23256.1,27.3
2018/8/31,22733.25,22890.61,22678.03,22865.15,22696.4,22481.2,22536.4,22483.9,22310.2,278,21647.3,21925.3,23037.1,23315.1,41
2018/9/3,22819.17,22820.48,22684.43,22707.38,22739.5,22489.9,22536.7,22489.5,22311.9,282.2,21643.3,21925.5,23054.3,23336.5,51.6
2018/9/4,22740.05,22753.18,22612.15,22696.9,22775.3,22498.9,22533.9,22493.7,22313.6,285.8,21641.5,21927.3,23070.5,23356.3,59.9
2018/9/5,22663.8,22692.25,22570.52,22580.83,22772.6,22495,22528.5,22495,22314.8,284,21643,21927,23063,23347,61.9
2018/9/6,22458.97,22535.34,22416.63,22487.94,22733.7,22487.6,22522.3,22494.7,22315.5,281.9,21641.8,21923.7,23051.5,23333.4,66.2
2018/9/7,22351.84,22372.89,22172.9,22307.06,22670.4,22473.7,22519.7,22492.9,22315.5,283.4,21623.5,21906.9,23040.5,23323.9,66
2018/9/10,22253.65,22396.88,22249.61,22373.09,22611,22477.3,22515.6,22491.8,22315.7,281.5,21632.7,21914.2,23040.4,23321.9,59.4
2018/9/11,22469.78,22667.85,22457.1,22664.69,22585.4,22515.7,22517.1,22493.6,22325.4,245.5,21779.3,22024.8,23006.6,23252.1,52.1
2018/9/12,22702.71,22709.37,22522.17,22604.61,22552.8,22527.6,22517.6,22495.8,22334,243.4,21797.5,22040.9,23014.3,23257.7,48.1
2018/9/13,22657.95,22858.41,22643.88,22821.32,22567.1,22557,22520.8,22499.4,22343.4,239.6,21838.2,22077.8,23036.2,23275.8,44.7
2018/9/14,23035.78,23105.28,22965.48,23094.67,22616.8,22599.9,22537,22503.2,22354,251.5,21845.3,22096.9,23102.9,23354.5,44.7
2018/9/18,23042.19,23481.53,23039.26,23420.54,22721.7,22654.7,22562.5,22509.4,22365.7,297.2,21763,22060.2,23249.2,23546.4,45.1
2018/9/19,23754.96,23842.05,23672.52,23672.52,22869.8,22724.9,22589.7,22519,22377.9,353,21666,22018.9,23430.9,23783.8,45.1
2018/9/20,23752.79,23781.75,23582.15,23674.93,23040.8,22794.2,22623.9,22529.8,22389.9,389.8,21624.9,22014.7,23573.7,23963.5,45.1
2018/9/21,23848.63,23971.41,23764.05,23869.93,23227.9,22866,22663.4,22541.4,22402.4,441.7,21541,21982.7,23749.3,24191,46.6
2018/9/25,23881.85,23950.98,23808.95,23940.26,23387.3,22938.8,22705.6,22552.7,22414.4,486.7,21478.8,21965.5,23912.1,24398.8,49.6
2018/9/26,23846.6,24033.79,23833.92,24033.79,23566,23007,22745.9,22564.3,22426.3,535,21402,21937,24077,24612,54.5
2018/9/27,23946.43,24089.32,23778.04,23796.74,23687.9,23054.5,22779.8,22573.7,22436.9,559.4,21376.4,21935.7,24173.3,24732.6,62.6
2018/9/28,24080.01,24286.1,24021.27,24120.04,23816.1,23116.7,22824.6,22589.8,22448.7,602.3,21309.9,21912.2,24321.2,24923.5,70.4
