0,2d2a,20180112,1840
1,3349,東証1部,(株)コスモス薬品,01/12,19010,-17.60 %,-4060,927700
2,3415,東証1部,(株)ＴＯＫＹＯ　ＢＡＳＥ,01/12,4750,-13.95 %,-770,1600200
3,3935,マザーズ,(株)エディア,01/12,1345,-11.51 %,-175,629200
4,8918,東証1部,(株)ランド,01/12,16,-11.11 %,-2,28051300
5,3030,東証1部,(株)ハブ,01/12,1450,-10.99 %,-179,279100
6,3194,東証1部,(株)キリン堂ホールディングス,01/12,2025,-9.48 %,-212,295300
7,6193,マザーズ,バーチャレクス・ホールディングス(株),01/12,1280,-9.41 %,-133,1044300
8,8068,東証1部,菱洋エレクトロ(株),01/12,1922,-9.21 %,-195,502900
9,4763,東証1部,(株)クリーク・アンド・リバー社,01/12,1098,-9.18 %,-111,833700
10,1724,東証JQS,シンクレイヤ(株),01/12,1000,-9.17 %,-101,267100
11,3376,東証1部,(株)オンリー,01/12,960,-8.92 %,-94,250300
12,3550,マザーズ,(株)スタジオアタオ,01/12,2811,-8.73 %,-269,86100
13,7607,東証1部,(株)進和,01/12,2642,-8.26 %,-238,73800
14,9903,東証JQS,(株)カンセキ,01/12,1210,-8.12 %,-107,27000
15,8908,東証JQS,(株)毎日コムネット,01/12,1017,-8.05 %,-89,33100
16,3990,マザーズ,ＵＵＵＭ(株),01/12,5330,-7.79 %,-450,231600
17,4304,東証JQS,(株)Ｅストアー,01/12,1080,-7.38 %,-86,326100
18,3046,東証1部,(株)ジンズ,01/12,4895,-6.94 %,-365,634400
19,6289,東証1部,(株)技研製作所,01/12,2945,-6.80 %,-215,549700
20,9716,東証1部,(株)乃村工藝社,01/12,2379,-6.38 %,-162,815300
21,3280,東証1部,(株)エストラスト,01/12,1245,-6.32 %,-84,140400
22,2292,東証1部,Ｓ　ＦＯＯＤＳ(株),01/12,4695,-6.29 %,-315,406000
23,9369,東証1部,(株)キユーソー流通システム,01/12,3005,-6.24 %,-200,99100
24,9266,マザーズ,(株)一家ダイニングプロジェクト,01/12,9550,-6.19 %,-630,99600
25,8200,東証1部,(株)リンガーハット,01/12,2404,-6.17 %,-158,953100
26,3853,マザーズ,インフォテリア(株),01/12,1232,-6.10 %,-80,1427800
27,7807,東証JQS,(株)幸和製作所,01/12,13430,-6.08 %,-870,80400
28,3393,東証1部,スターティア(株),01/12,1242,-6.05 %,-80,347900
29,3671,マザーズ,ソフトマックス(株),01/12,1571,-6.04 %,-101,17400
30,6095,マザーズ,メドピア(株),01/12,1125,-5.94 %,-71,236900
31,8186,東証JQS,(株)大塚家具,01/12,752,-5.88 %,-47,728300
32,2477,マザーズ,手間いらず(株),01/12,3470,-5.58 %,-205,129500
33,6505,東証1部,東洋電機製造(株),01/12,1862,-5.58 %,-110,366400
34,6674,東証1部,(株)ジーエス・ユアサ　コーポレーション,01/12,576,-5.57 %,-34,12905000
35,1693,東証ETF,ETFS 銅上場投資信託,01/12,3400,-5.56 %,-200,50
36,3486,マザーズ,(株)グローバル・リンク・マネジメント,01/12,6970,-5.56 %,-410,82900
37,9753,東証JQS,アイエックス・ナレッジ(株),01/12,684,-5.39 %,-39,294000
38,3141,東証1部,ウエルシアホールディングス(株),01/12,4410,-5.16 %,-240,825700
39,9989,東証1部,(株)サンドラッグ,01/12,5030,-5.09 %,-270,520700
40,6176,マザーズ,(株)ブランジスタ,01/12,2111,-5.04 %,-112,2045600
41,2345,東証2部,アイスタディ(株),01/12,1555,-4.95 %,-81,14300
42,2791,東証1部,大黒天物産(株),01/12,4755,-4.90 %,-245,74200
43,8028,東証1部,ユニー・ファミリーマートホールディングス(株),01/12,7370,-4.90 %,-380,1494800
44,6033,マザーズ,(株)エクストリーム,01/12,1771,-4.78 %,-89,61800
45,3515,東証JQS,(株)フジコー,01/12,4310,-4.75 %,-215,1000
46,6047,東証1部,(株)Ｇｕｎｏｓｙ,01/12,3310,-4.75 %,-165,399100
47,9601,東証1部,松竹(株),01/12,18460,-4.70 %,-910,72400
48,4775,東証1部,総合メディカル(株),01/12,5700,-4.68 %,-280,49500
49,8203,東証1部,(株)ＭｒＭａｘＨＤ,01/12,835,-4.68 %,-41,293700
50,3670,東証JQS,協立情報通信(株),01/12,2009,-4.65 %,-98,11600
51,8887,東証JQS,リベレステ(株),01/12,993,-4.61 %,-48,160900
52,3549,東証1部,(株)クスリのアオキホールディングス,01/12,5720,-4.51 %,-270,559300
53,3289,東証1部,東急不動産ホールディングス(株),01/12,850,-4.49 %,-40,6170400
54,3391,東証1部,(株)ツルハホールディングス,01/12,14720,-4.48 %,-690,552100
55,9854,東証1部,愛眼(株),01/12,600,-4.46 %,-28,572300
56,2164,東証JQG,(株)地域新聞社,01/12,494,-4.45 %,-23,181500
57,3936,マザーズ,(株)グローバルウェイ,01/12,3330,-4.45 %,-155,28500
58,3760,東証JQS,(株)ケイブ,01/12,2100,-4.37 %,-96,366000
59,6640,東証1部,第一精工(株),01/12,3085,-4.34 %,-140,169600
60,3547,マザーズ,(株)串カツ田中,01/12,4340,-4.30 %,-195,336600
61,4926,東証1部,(株)シーボン,01/12,3780,-4.30 %,-170,54400
62,6565,東証JQS,ＡＢホテル(株),01/12,4655,-4.22 %,-205,99900
63,3034,東証1部,クオール(株),01/12,2066,-4.09 %,-88,188200
64,6254,東証JQS,野村マイクロ・サイエンス(株),01/12,1186,-4.05 %,-50,123700
65,3180,東証1部,(株)ビューティガレージ,01/12,2074,-4.03 %,-87,43700
66,1596,東証ETF,NZAM 上場投信 TOPIX Ex-Financials,01/12,1569,-3.98 %,-65,840
67,8267,東証1部,イオン(株),01/12,1862.5,-3.97 %,-77,6685000
68,6484,東証JQS,(株)ＫＶＫ,01/12,1795,-3.96 %,-74,3500
69,1982,東証1部,日比谷総合設備(株),01/12,2546,-3.89 %,-103,38200
70,2910,東証1部,(株)ロック・フィールド,01/12,2321,-3.89 %,-94,201800
71,7889,東証JQS,(株)桑山,01/12,642,-3.89 %,-26,15700
72,7599,東証1部,(株)ＩＤＯＭ,01/12,768,-3.88 %,-31,947100
73,4547,東証1部,キッセイ薬品工業(株),01/12,3225,-3.87 %,-130,102600
74,6323,東証1部,ローツェ(株),01/12,2831,-3.87 %,-114,541300
75,2331,東証1部,ＡＬＳＯＫ,01/12,6080,-3.80 %,-240,436400
76,2780,東証2部,(株)コメ兵,01/12,2150,-3.80 %,-85,113100
77,7872,東証1部,Ａｓ−ｍｅエステール(株),01/12,1019,-3.78 %,-40,27500
78,4594,マザーズ,ブライトパス・バイオ(株),01/12,822,-3.75 %,-32,8501300
79,7733,東証1部,オリンパス(株),01/12,4240,-3.75 %,-165,2050000
80,9006,東証1部,京浜急行電鉄(株),01/12,2148,-3.63 %,-81,1031200
81,9267,東証1部,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ(株),01/12,3875,-3.61 %,-145,124100
