0,22d2a,20180115,1659
240,1332,東証1部,日本水産(株),15:00,594,623.16,-4.68
241,2602,東証1部,日清オイリオグループ(株),15:00,3375,3540.73,-4.68
242,3197,東証1部,(株)すかいらーく,15:00,1583,1660.52,-4.67
243,6796,東証1部,クラリオン(株),15:00,415,435.32,-4.67
244,6907,東証JQS,ジオマテック(株),14:58,900,944.04,-4.67
245,6182,マザーズ,(株)ロゼッタ,15:00,1381,1448.32,-4.65
246,4825,東証1部,(株)ウェザーニューズ,15:00,3355,3518.33,-4.64
247,7722,東証JQS,国際計測器(株),14:53,1117,1170.83,-4.60
248,8068,東証1部,菱洋エレクトロ(株),15:00,1950,2044.04,-4.60
249,4508,東証1部,田辺三菱製薬(株),15:00,2355,2467.35,-4.55
250,4548,東証1部,生化学工業(株),15:00,1728,1810.07,-4.53
251,4840,東証JQG,(株)トライアイズ,15:00,386,404.32,-4.53
252,2918,東証1部,わらべや日洋ホールディングス(株),15:00,2822,2955.72,-4.52
253,2462,東証1部,ライク(株),15:00,2115,2214.33,-4.49
254,7231,東証1部,トピー工業(株),15:00,3410,3569.00,-4.46
255,6924,東証1部,岩崎電気(株),15:00,1717,1796.92,-4.45
256,6804,東証1部,ホシデン(株),15:00,1705,1784.19,-4.44
257,2802,東証1部,味の素(株),15:00,2078.5,2174.46,-4.41
258,3664,マザーズ,(株)モブキャスト,15:00,739,772.76,-4.37
259,4235,東証JQS,ウルトラファブリックス・ホールディングス(株),15:00,2845,2975.13,-4.37
260,8194,東証1部,(株)ライフコーポレーション,15:00,2853,2982.21,-4.33
261,9505,東証1部,北陸電力(株),15:00,920,961.61,-4.33
262,7972,東証1部,(株)イトーキ,15:00,824,861.01,-4.30
263,1696,東証ETF,ETFS とうもろこし上場投資信託,14:56,94,98.20,-4.28
264,1861,東証1部,(株)熊谷組,15:00,3155,3295.73,-4.27
265,4298,東証JQS,(株)プロトコーポレーション,15:00,1632,1704.41,-4.25
266,9325,マザーズ,(株)ファイズ,15:00,2328,2430.55,-4.22
267,5337,東証1部,ダントーホールディングス(株),15:00,149,155.55,-4.21
268,6659,東証JQS,(株)メディアリンクス,14:58,447,466.64,-4.21
269,2373,東証JQS,(株)ケア２１,14:54,3450,3600.93,-4.19
270,6928,東証2部,(株)エノモト,15:00,1832,1912.07,-4.19
271,6199,東証1部,(株)セラク,15:00,829,865.13,-4.18
272,6662,東証JQS,(株)ユビテック,15:00,480,500.76,-4.15
273,1847,東証1部,(株)イチケン,15:00,2435,2540.17,-4.14
274,6981,東証1部,(株)村田製作所,15:00,15370,16031.67,-4.13
275,4062,東証1部,イビデン(株),15:00,1713,1786.35,-4.11
276,9503,東証1部,関西電力(株),15:00,1423,1484.02,-4.11
277,5384,東証1部,(株)フジミインコーポレーテッド,15:00,2444,2548.39,-4.10
278,7976,東証1部,三菱鉛筆(株),15:00,2497,2603.64,-4.10
279,9678,東証1部,(株)カナモト,15:00,3495,3644.33,-4.10
280,1954,東証1部,日本工営(株),15:00,3670,3825.80,-4.07
281,1812,東証1部,鹿島,15:00,1098,1144.36,-4.05
282,3936,マザーズ,(株)グローバルウェイ,15:00,3140,3270.53,-3.99
283,9369,東証1部,(株)キユーソー流通システム,15:00,3020,3145.43,-3.99
284,4914,東証1部,高砂香料工業(株),15:00,3580,3727.93,-3.97
285,7721,東証1部,東京計器(株),15:00,1410,1468.09,-3.96
