0,1d2a,20180123,1644
1,3358,東証JQS,ワイエスフード(株),15:00,360,28.57%,80,45600
2,2776,東証JQS,新都ホールディングス(株),15:00,262,24.76%,52,6967900
3,8201,東証1部,さが美グループホールディングス(株),15:00,157,23.62%,30,25609000
4,3953,東証JQS,大村紙業(株),15:00,2100,23.53%,400,339900
5,1992,東証JQS,神田通信機(株),15:00,2900,20.83%,500,12000
6,3908,マザーズ,(株)コラボス,15:00,4140,20.35%,700,13900
7,3915,マザーズ,(株)テラスカイ,15:00,9460,18.84%,1500,21400
8,3547,マザーズ,(株)串カツ田中,15:00,4545,18.21%,700,698600
9,8191,東証JQS,(株)光製作所,15:00,6590,17.89%,1000,18800
10,3054,東証JQS,(株)ハイパー,15:00,1888,17.85%,286,4422900
11,7175,東証JQS,今村証券(株),15:00,2055,16.96%,298,38700
12,3856,マザーズ,Ａｂａｌａｎｃｅ(株),15:00,1042,16.82%,150,247500
13,3486,マザーズ,(株)グローバル・リンク・マネジメント,15:00,10870,16.01%,1500,485300
14,3469,東証JQS,(株)デュアルタップ,15:00,3755,14.66%,480,289400
15,3540,東証JQS,(株)歯愛メディカル,15:00,7840,14.62%,1000,357100
16,1691,東証ETF,ETFS ガソリン上場投資信託,14:54,3100,14.39%,390,100
17,3939,マザーズ,(株)カナミックネットワーク,15:00,5610,14.26%,700,106000
18,8705,東証JQS,岡藤ホールディングス(株),15:00,219,14.06%,27,5700400
19,3741,東証1部,(株)セック,15:00,2923,11.99%,313,768600
20,3482,マザーズ,ロードスターキャピタル(株),15:00,2043,11.64%,213,1112000
21,2330,東証JQS,(株)フォーサイド,15:00,350,11.11%,35,8372300
22,3353,東証JQS,(株)メディカル一光,14:29,11070,10.70%,1070,800
23,4231,東証1部,タイガースポリマー(株),15:00,930,9.93%,84,320800
24,2471,東証JQS,(株)エスプール,15:00,4825,9.91%,435,264300
25,2492,東証1部,(株)インフォマート,15:00,756,9.41%,65,1675700
26,4235,東証JQS,ウルトラファブリックス・ホールディングス(株),15:00,3250,9.24%,275,127900
27,6647,東証2部,森尾電機(株),14:58,3315,9.23%,280,533500
28,9262,マザーズ,(株)シルバーライフ,15:00,5700,9.20%,480,44700
29,5287,東証2部,(株)イトーヨーギョー,15:00,1198,8.51%,94,124100
30,5279,東証JQS,日本興業(株),15:00,1620,8.43%,126,98900
31,8890,東証JQS,(株)レーサム,15:00,1709,8.37%,132,704000
32,3758,東証JQS,(株)アエリア,15:00,2171,8.28%,166,3820600
33,3927,マザーズ,(株)アークン,15:00,1087,8.16%,82,1851600
34,5941,東証2部,(株)中西製作所,15:00,2019,8.08%,151,45900
35,2706,東証JQS,(株)ブロッコリー,15:00,511,8.03%,38,1645000
36,3134,東証1部,Ｈａｍｅｅ(株),15:00,2096,7.99%,155,377900
37,3997,東証JQS,(株)トレードワークス,15:00,9980,7.66%,710,61100
38,6591,東証2部,西芝電機(株),15:00,183,7.65%,13,738800
39,6044,東証1部,(株)三機サービス,15:00,1815,7.52%,127,140200
40,9416,東証1部,(株)ビジョン,15:00,3215,7.49%,224,285800
41,3264,東証JQS,(株)アスコット,15:00,377,7.41%,26,2176600
42,8912,東証2部,(株)エリアクエスト,15:00,290,7.41%,20,10015300
43,3192,東証JQS,(株)白鳩,15:00,738,7.27%,50,1087300
44,3641,東証JQS,(株)パピレス,15:00,2140,7.21%,144,209400
45,4565,マザーズ,そーせいグループ(株),15:00,12050,7.11%,800,940900
46,8885,東証JQG,(株)ラ・アトレ,15:00,814,7.11%,54,107700
47,3920,東証1部,アイビーシー(株),15:00,1456,7.06%,96,278600
48,3659,東証1部,(株)ネクソン,15:00,3685,6.97%,240,1871800
49,6719,東証2部,富士通コンポーネント(株),15:00,1369,6.95%,89,310900
50,7624,東証JQS,(株)ＮａＩＴＯ,15:00,416,6.94%,27,1556700
51,3168,東証2部,黒谷(株),15:00,1929,6.87%,124,642600
52,6747,東証2部,ＫＩホールディングス(株),15:00,498,6.87%,32,655000
53,3221,東証1部,(株)ヨシックス,15:00,3685,6.81%,235,151100
54,6444,東証1部,サンデンホールディングス(株),15:00,2434,6.66%,152,513300
55,6494,東証JQS,(株)ＮＦＫホールディングス,15:00,209,6.63%,13,11676700
56,2462,東証1部,ライク(株),15:00,2393,6.59%,148,837100
57,4819,東証1部,(株)デジタルガレージ,15:00,4045,6.45%,245,1053200
58,3993,マザーズ,(株)ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,15:00,16190,6.44%,980,554500
59,4976,東証JQS,東洋ドライルーブ(株),15:00,5910,6.29%,350,14800
60,4992,東証1部,北興化学工業(株),15:00,816,6.25%,48,220100
61,5289,東証2部,ゼニス羽田ホールディングス(株),15:00,443,6.24%,26,4021000
62,9467,マザーズ,(株)アルファポリス,15:00,2439,6.14%,141,45400
63,6080,東証1部,Ｍ＆Ａキャピタルパートナーズ(株),15:00,9420,5.96%,530,212600
64,2267,東証1部,(株)ヤクルト本社,15:00,9280,5.94%,520,694200
65,2475,東証1部,ＷＤＢホールディングス(株),15:00,4010,5.94%,225,130700
66,3989,マザーズ,シェアリングテクノロジー(株),15:00,3670,5.92%,205,128400
67,6914,東証1部,オプテックスグループ(株),15:00,7000,5.90%,390,271100
68,6125,東証2部,(株)岡本工作機械製作所,15:00,4960,5.87%,275,77200
69,2425,東証JQG,(株)ケアサービス,15:00,1499,5.86%,83,147300
70,6069,マザーズ,トレンダーズ(株),15:00,2138,5.84%,118,197100
71,3021,東証2部,(株)パシフィックネット,15:00,638,5.80%,35,40400
72,3512,東証1部,日本フエルト(株),15:00,549,5.78%,30,66400
73,9757,東証1部,(株)船井総研ホールディングス,15:00,2699,5.72%,146,225500
74,6628,東証JQS,オンキヨー(株),15:00,167,5.70%,9,2629100
75,3238,東証2部,セントラル総合開発(株),15:00,353,5.69%,19,239500
76,5304,東証2部,ＳＥＣカーボン(株),15:00,7060,5.69%,380,11200
77,3965,東証JQS,(株)キャピタル・アセット・プランニング,15:00,4470,5.67%,240,61500
78,7198,東証1部,アルヒ(株),15:00,1472,5.67%,79,981800
79,1850,東証2部,南海辰村建設(株),15:00,75,5.63%,4,1823000
80,6467,東証JQS,(株)ニチダイ,15:00,844,5.63%,45,115800
81,2805,東証2部,ヱスビー食品(株),15:00,12880,5.57%,680,12100
82,9418,東証1部,(株)ＵＳＥＮ−ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,15:00,1081,5.57%,57,184000
83,5301,東証1部,東海カーボン(株),15:00,1696,5.54%,89,5715300
84,3990,マザーズ,ＵＵＵＭ(株),15:00,5540,5.52%,290,98600
