0,1d2a,20180111,1840
63,6194,マザーズ,(株)アトラエ,01/11,10420,5.79 %,570,100800,掲示板
64,5757,東証2部,(株)ＣＫサンエツ,01/11,4590,5.76 %,250,34300,掲示板
65,9414,東証1部,日本ＢＳ放送(株),01/11,1380,5.75 %,75,110900,掲示板
66,1828,東証2部,田辺工業(株),01/11,1318,5.61 %,70,66900,掲示板
67,4365,東証JQS,松本油脂製薬(株),01/11,13250,5.58 %,700,600,掲示板
68,8256,東証JQS,(株)プロルート丸光,01/11,266,5.56 %,14,734200,掲示板
69,7888,東証2部,三光合成(株),01/11,688,5.52 %,36,1266000,掲示板
70,7624,東証JQS,(株)ＮａＩＴＯ,01/11,392,5.38 %,20,1981000,掲示板
71,5909,東証1部,(株)コロナ,01/11,1500,5.34 %,76,58400,掲示板
72,4591,マザーズ,(株)リボミック,01/11,698,5.28 %,35,1082300,掲示板
73,2916,東証JQS,仙波糖化工業(株),01/11,642,5.25 %,32,28800,掲示板
74,6719,東証2部,富士通コンポーネント(株),01/11,1069,5.22 %,53,251900,掲示板
75,7435,東証JQS,(株)ナ・デックス,01/11,1736,5.21 %,86,54100,掲示板
76,3687,東証1部,(株)フィックスターズ,01/11,6500,5.18 %,320,510800,掲示板
77,7928,東証JQS,旭化学工業(株),01/11,673,5.16 %,33,43500,掲示板
78,4680,東証1部,(株)ラウンドワン,01/11,2043,5.15 %,100,1600200,掲示板
79,7992,東証2部,セーラー万年筆(株),01/11,286,5.15 %,14,381200,掲示板
80,4563,マザーズ,アンジェス(株),01/11,701,5.10 %,34,5640200,掲示板
81,2910,東証1部,(株)ロック・フィールド,01/11,2415,5.09 %,117,281200,掲示板
82,7975,東証2部,(株)リヒトラブ,01/11,2604,5.08 %,126,57800,掲示板
83,8923,東証1部,トーセイ(株),01/11,1221,5.08 %,59,863600,掲示板
84,4593,マザーズ,(株)ヘリオス,01/11,2115,5.07 %,102,508500,掲示板
85,4239,東証JQS,(株)ポラテクノ,01/11,1204,5.06 %,58,69300,掲示板
86,7551,東証JQS,(株)ウェッズ,01/11,874,5.05 %,42,64900,掲示板
87,5218,東証1部,(株)オハラ,01/11,4070,5.03 %,195,1438200,掲示板
88,6674,東証1部,(株)ジーエス・ユアサ　コーポレーション,01/11,610,4.99 %,29,10184000,掲示板
89,9913,東証JQS,日邦産業(株),01/11,509,4.95 %,24,147300,掲示板
90,2693,東証JQS,ＹＫＴ(株),01/11,683,4.92 %,32,1397200,掲示板
91,3174,東証JQS,(株)ハピネス・アンド・ディ,01/11,1649,4.90 %,77,9300,掲示板
92,3990,マザーズ,ＵＵＵＭ(株),01/11,5780,4.90 %,270,236000,掲示板
93,6067,マザーズ,(株)メディアフラッグ,01/11,869,4.83 %,40,146600,掲示板
