0,33d2a,20180112,1840
85,9791,東証2部,(株)ビケンテクノ,14:54,828,6200,1100,5.636,掲示板
86,5199,東証JQS,不二ラテックス(株),15:00,3240,4500,800,5.625,掲示板
87,3965,東証JQS,(株)キャピタル・アセット・プランニング,15:00,3685,66700,11900,5.605,掲示板
88,6319,東証1部,(株)シンニッタン,15:00,837,18900,3400,5.559,掲示板
89,3376,東証1部,(株)オンリー,15:00,960,250300,45600,5.489,掲示板
90,6834,東証JQS,(株)精工技研,14:15,1880,4900,900,5.444,掲示板
91,2036,東証ETF,NEXT NOTES 日経・TOCOM 金 ダブル・ブル ETN,14:59,10690,3481,648,5.372,掲示板
92,9417,東証JQS,(株)スマートバリュー,15:00,1455,99000,18600,5.323,掲示板
93,9716,東証1部,(株)乃村工藝社,15:00,2379,815300,154000,5.294,掲示板
94,7815,東証2部,東京ボード工業(株),12:37,1600,2100,400,5.250,掲示板
95,1590,東証ETF,iシェアーズ米国不動産株ETF-JDR(ダウ米不動産),15:00,8500,6443,1228,5.247,掲示板
96,6402,東証2部,兼松エンジニアリング(株),15:00,1681,13000,2500,5.200,掲示板
97,9099,東証1部,(株)Ｃ＆Ｆロジホールディングス,15:00,1595,23800,4600,5.174,掲示板
98,1482,東証ETF,iシェアーズ 米国債7-10年ETF(H有),14:56,2326,8925,1726,5.171,掲示板
99,7477,東証JQS,ムラキ(株),15:00,949,9300,1800,5.167,掲示板
100,5999,東証JQS,イハラサイエンス(株),15:00,2332,44400,8600,5.163,掲示板
101,1475,東証ETF,iシェアーズ TOPIX ETF,15:00,1896,87278,17016,5.129,掲示板
102,6964,東証2部,(株)サンコー,15:00,683,201000,39200,5.128,掲示板
103,6136,東証1部,ＯＳＧ,15:00,2719,1786400,352300,5.071,掲示板
104,5445,東証1部,東京鐵鋼(株),15:00,2039,13100,2600,5.038,掲示板
105,6205,東証1部,ＯＫＫ(株),15:00,1399,175200,35000,5.006,掲示板
106,1654,東証ETF,ダイワ 上場投信-FTSE Blossom Japan Index,14:11,1421,100,20,5.000,掲示板
107,3322,東証JQS,アルファグループ(株),14:48,1310,4000,800,5.000,掲示板
108,5283,東証JQS,(株)高見澤,14:36,2604,1000,200,5.000,掲示板
109,6874,東証JQS,協立電機(株),15:00,2801,2500,500,5.000,掲示板
110,9439,東証JQS,(株)エム・エイチ・グループ,15:00,269,46800,9400,4.979,掲示板
111,6112,東証2部,(株)小島鐵工所,15:00,159,331000,67000,4.940,掲示板
112,6862,東証JQS,ミナトホールディングス(株),15:00,586,2405800,488300,4.927,掲示板
113,1619,東証ETF,(NEXT FUNDS)建設･資材上場投信,15:00,27870,133,27,4.926,掲示板
114,7868,東証1部,(株)廣済堂,15:00,496,430400,88600,4.858,掲示板
115,3723,マザーズ,日本ファルコム(株),15:00,982,143700,29600,4.855,掲示板
116,8945,東証2部,日本社宅サービス(株),15:00,934,39600,8200,4.829,掲示板
117,6706,東証1部,電気興業(株),15:00,3255,39600,8300,4.771,掲示板
118,7544,東証2部,(株)スリーエフ,15:00,362,20000,4200,4.762,掲示板
119,3192,東証JQS,(株)白鳩,15:00,682,539100,114000,4.729,掲示板
120,5950,東証2部,日本パワーファスニング(株),15:00,272,302700,64100,4.722,掲示板
121,9955,東証JQS,(株)ヨンキュウ,14:15,1525,3300,700,4.714,掲示板
122,4295,東証1部,(株)フェイス,15:00,1318,17800,3800,4.684,掲示板
123,9765,東証1部,(株)オオバ,15:00,535,147300,31700,4.647,掲示板
124,8143,東証2部,(株)ラピーヌ,15:00,965,55400,12100,4.579,掲示板
125,8184,東証1部,(株)島忠,15:00,3420,1239400,272000,4.557,掲示板
126,3931,マザーズ,(株)バリューゴルフ,15:00,3710,21200,4700,4.511,掲示板
127,1799,東証JQS,第一建設工業(株),15:00,1663,15500,3500,4.429,掲示板
128,1948,東証2部,(株)弘電社,15:00,4200,3100,700,4.429,掲示板
129,2304,東証JQS,(株)ＣＳＳホールディングス,14:37,435,11300,2600,4.346,掲示板
130,3984,マザーズ,(株)ユーザーローカル,15:00,7990,63600,14700,4.327,掲示板
131,6177,マザーズ,ＡｐｐＢａｎｋ(株),15:00,566,136200,31500,4.324,掲示板
132,6505,東証1部,東洋電機製造(株),15:00,1862,366400,85800,4.270,掲示板
133,7997,東証2部,(株)くろがね工作所,14:35,1455,5000,1200,4.167,掲示板
134,2809,東証1部,キユーピー(株),15:00,2952,2988000,717800,4.163,掲示板
135,4763,東証1部,(株)クリーク・アンド・リバー社,15:00,1098,833700,201700,4.133,掲示板
136,7607,東証1部,(株)進和,15:00,2642,73800,17900,4.123,掲示板
137,4615,東証1部,神東塗料(株),15:00,277,211700,51400,4.119,掲示板
138,7937,東証1部,(株)ツツミ,15:00,2283,12700,3100,4.097,掲示板
139,6392,東証2部,(株)ヤマダコーポレーション,15:00,3165,14300,3500,4.086,掲示板
140,1497,東証ETF,iシェアーズ 米ドル建ハイイールド社債ETF(H有),14:59,2504,2542,625,4.067,掲示板
141,1621,東証ETF,(NEXT FUNDS)医薬品上場投信,12:30,22080,122,30,4.067,掲示板
142,6844,東証1部,新電元工業(株),15:00,10350,268400,66100,4.061,掲示板
143,2352,東証1部,(株)エイジア,15:00,1779,234400,58400,4.014,掲示板
144,1312,東証ETF,小型コア･インデックス連動型上場投資信託,10:38,23630,8,2,4.000,掲示板
145,1632,東証ETF,(NEXT FUNDS)金融(除く銀行)上場投信,09:00,14620,12,3,4.000,掲示板
146,2008,東証2部,(株)増田製粉所,09:50,4785,400,100,4.000,掲示板
147,5939,東証JQS,(株)大谷工業,14:59,3755,400,100,4.000,掲示板
148,6150,東証JQS,タケダ機械(株),15:00,4280,12300,3100,3.968,掲示板
149,8237,東証1部,(株)松屋,15:00,1638,1129900,284900,3.966,掲示板
150,3501,東証1部,住江織物(株),15:00,3120,32500,8200,3.963,掲示板
151,3836,東証2部,(株)アバント,15:00,885,32500,8200,3.963,掲示板
152,3960,マザーズ,(株)バリューデザイン,15:00,2281,117400,29800,3.940,掲示板
153,3467,東証2部,アグレ都市デザイン(株),15:00,1056,25600,6500,3.938,掲示板
154,6942,東証JQS,(株)ソフィアホールディングス,14:59,1774,5500,1400,3.929,掲示板
155,9074,東証1部,日本石油輸送(株),15:00,4005,22000,5600,3.929,掲示板
156,1491,東証2部,中外鉱業(株),15:00,28,579200,147800,3.919,掲示板
157,9983,東証1部,(株)ファーストリテイリング,15:00,49610,2041000,525900,3.881,掲示板
158,7914,東証1部,共同印刷(株),15:00,3665,6200,1600,3.875,掲示板
159,9661,東証2部,(株)歌舞伎座,14:06,5860,3100,800,3.875,掲示板
160,6552,マザーズ,(株)ＧａｍｅＷｉｔｈ,15:00,4510,1077800,279500,3.856,掲示板
161,3030,東証1部,(株)ハブ,15:00,1450,279100,72900,3.829,掲示板
162,5704,マザーズ,(株)ＪＭＣ,15:00,1122,65200,17100,3.813,掲示板
163,4707,東証JQS,(株)キタック,15:00,350,39900,10500,3.800,掲示板
164,3991,マザーズ,ウォンテッドリー(株),15:00,2950,45800,12100,3.785,掲示板
165,6274,東証1部,(株)新川,15:00,1252,314900,83800,3.758,掲示板
166,8225,東証JQS,(株)タカチホ,14:59,1700,1500,400,3.750,掲示板
167,6895,東証2部,ダイヤモンド電機(株),15:00,6280,9700,2600,3.731,掲示板
168,7744,東証1部,ノーリツ鋼機(株),15:00,2839,1245800,334700,3.722,掲示板
169,4659,東証JQS,(株)エイジス,15:00,3015,15600,4200,3.714,掲示板
170,8089,東証1部,すてきナイスグループ(株),15:00,1569,12200,3300,3.697,掲示板
171,4726,東証1部,ソフトバンク・テクノロジー(株),15:00,2027,175000,47700,3.669,掲示板
172,6492,東証2部,岡野バルブ製造(株),13:11,2762,1100,300,3.667,掲示板
173,2374,東証1部,セントケア・ホールディング(株),15:00,829,103500,28300,3.657,掲示板
174,6089,東証1部,(株)ウィルグループ,15:00,1860,962200,265100,3.630,掲示板
175,1736,東証JQS,(株)オーテック,14:59,1675,1800,500,3.600,掲示板
176,9818,東証2部,大丸エナウィン(株),14:36,915,1800,500,3.600,掲示板
177,7768,東証2部,ジェコー(株),14:59,5490,8600,2400,3.583,掲示板
178,9036,東証JQS,東部ネットワーク(株),14:59,1208,8600,2400,3.583,掲示板
179,3796,東証2部,(株)いい生活,14:55,389,5700,1600,3.562,掲示板
180,1466,東証ETF,ダイワ上場投信-JPX日経400ダブルインバース,14:57,4475,1442,408,3.534,掲示板
181,2341,東証JQS,(株)アルバイトタイムス,15:00,264,135100,38300,3.527,掲示板
182,4187,東証1部,大阪有機化学工業(株),15:00,1667,1058500,300900,3.518,掲示板
183,4033,東証1部,日東エフシー(株),15:00,821,16500,4700,3.511,掲示板
184,1493,東証ETF,One ETF JPX日経中小型,11:18,16150,21,6,3.500,掲示板
185,1596,東証ETF,NZAM 上場投信 TOPIX Ex-Financials,12:33,1569,840,240,3.500,掲示板
186,1652,東証ETF,ダイワ 上場投信-MSCI日本株女性活躍指数(WIN),13:47,2210,140,40,3.500,掲示板
187,8995,東証2部,(株)誠建設工業,14:55,826,2100,600,3.500,掲示板
188,9691,東証JQS,(株)両毛システムズ,15:00,1425,1400,400,3.500,掲示板
189,8979,東証,スターツプロシード投資法人,15:00,167500,1070,306,3.497,掲示板
190,4775,東証1部,総合メディカル(株),15:00,5700,49500,14200,3.486,掲示板
191,3223,東証JQS,(株)エスエルディー,15:00,2025,28500,8200,3.476,掲示板
192,7504,東証1部,(株)高速,15:00,1381,14600,4200,3.476,掲示板
193,2695,東証1部,(株)くらコーポレーション,15:00,6810,194100,55900,3.472,掲示板
194,3046,東証1部,(株)ジンズ,15:00,4895,634400,183000,3.467,掲示板
195,2666,東証JQS,(株)オートウェーブ,15:00,158,994200,290000,3.428,掲示板
196,3726,東証2部,(株)フォーシーズホールディングス,14:18,499,13000,3800,3.421,掲示板
197,5018,東証1部,(株)ＭＯＲＥＳＣＯ,15:00,2190,50600,14800,3.419,掲示板
198,7298,東証JQS,八千代工業(株),13:55,1645,21200,6200,3.419,掲示板
199,2046,東証ETF,NEXT NOTES インドNifty･ダブル・ブル ETN,15:00,11290,1513,444,3.408,掲示板
200,3386,東証JQS,コスモ・バイオ(株),15:00,1169,40800,12000,3.400,掲示板
201,4107,東証2部,伊勢化学工業(株),15:00,725,255000,75000,3.400,掲示板
202,6085,マザーズ,アーキテクツ・スタジオ・ジャパン(株),15:00,1309,1700,500,3.400,掲示板
203,4570,東証JQG,(株)免疫生物研究所,15:00,830,205000,60400,3.394,掲示板
204,6039,マザーズ,(株)日本動物高度医療センター,15:00,3055,74000,21800,3.394,掲示板
205,7813,マザーズ,(株)プラッツ,14:41,3645,3700,1100,3.364,掲示板
206,7623,東証JQS,(株)サンオータス,14:59,363,4700,1400,3.357,掲示板
207,9067,東証1部,(株)丸運,15:00,347,38500,11500,3.348,掲示板
208,3010,東証2部,価値開発(株),15:00,235,68600,20500,3.346,掲示板
209,6040,マザーズ,日本スキー場開発(株),15:00,2364,30100,9000,3.344,掲示板
210,5967,東証2部,ＴＯＮＥ(株),15:00,2650,14700,4400,3.341,掲示板
211,9369,東証1部,(株)キユーソー流通システム,15:00,3005,99100,29700,3.337,掲示板
212,5279,東証JQS,日本興業(株),14:59,1038,9000,2700,3.333,掲示板
213,6416,東証JQS,桂川電機(株),15:00,189,30000,9000,3.333,掲示板
214,9861,東証1部,(株)吉野家ホールディングス,15:00,1889,1058300,317600,3.332,掲示板
215,6718,東証1部,アイホン(株),15:00,2077,51600,15500,3.329,掲示板
216,3153,東証1部,八洲電機(株),15:00,1005,25500,7700,3.312,掲示板
217,9709,東証2部,ＮＣＳ＆Ａ(株),15:00,423,52100,15800,3.297,掲示板
218,4031,東証1部,片倉コープアグリ(株),15:00,1401,15800,4800,3.292,掲示板
219,2493,東証JQS,イーサポートリンク(株),15:00,1103,13800,4200,3.286,掲示板
220,3986,マザーズ,(株)ビーブレイクシステムズ,15:00,3700,54000,16500,3.273,掲示板
221,4406,東証1部,新日本理化(株),15:00,286,776400,239000,3.249,掲示板
222,3341,東証1部,日本調剤(株),15:00,3395,133800,41300,3.240,掲示板
223,7570,東証1部,橋本総業ホールディングス(株),15:00,1892,6800,2100,3.238,掲示板
224,9640,東証JQS,(株)セゾン情報システムズ,15:00,2650,24900,7700,3.234,掲示板
225,9827,東証JQS,リリカラ(株),15:00,169,207000,64000,3.234,掲示板
226,4929,東証1部,(株)アジュバンコスメジャパン,15:00,1124,38100,11800,3.229,掲示板
227,1419,東証1部,タマホーム(株),15:00,915,407500,126300,3.226,掲示板
228,3471,東証,三井不動産ロジスティクスパーク投資法人,15:00,354500,1155,358,3.226,掲示板
229,5268,東証2部,旭コンクリート工業(株),15:00,762,10600,3300,3.212,掲示板
230,7777,東証JQG,(株)スリー・ディー・マトリックス,15:00,1036,1586900,495000,3.206,掲示板
231,3065,東証JQS,(株)ライフフーズ,14:24,2071,1600,500,3.200,掲示板
232,7445,東証1部,(株)ライトオン,15:00,957,161400,50600,3.190,掲示板
233,6289,東証1部,(株)技研製作所,15:00,2945,549700,172500,3.187,掲示板
234,8140,東証1部,(株)リョーサン,15:00,4370,119700,37600,3.184,掲示板
235,2904,東証1部,一正蒲鉾(株),15:00,1293,7300,2300,3.174,掲示板
236,3067,東証1部,(株)東京一番フーズ,15:00,621,14900,4700,3.170,掲示板
237,1540,東証ETF,純金上場信託(現物国内保管型),15:00,4580,49521,15656,3.163,掲示板
238,6960,東証JQS,フクダ電子(株),15:00,8120,7900,2500,3.160,掲示板
239,9747,東証1部,(株)アサツー　ディ・ケイ,15:00,3640,234000,74300,3.149,掲示板
240,8207,東証1部,テンアライド(株),15:00,492,32700,10400,3.144,掲示板
241,4531,東証1部,有機合成薬品工業(株),15:00,306,58000,18500,3.135,掲示板
242,7460,東証2部,(株)ヤギ,14:56,2645,18800,6000,3.133,掲示板
243,8038,東証1部,東都水産(株),15:00,2058,5000,1600,3.125,掲示板
244,3183,東証1部,ウイン・パートナーズ(株),15:00,1501,56400,18100,3.116,掲示板
245,4237,東証JQS,フジプレアム(株),15:00,397,271100,87100,3.113,掲示板
246,6286,東証JQS,靜甲(株),14:44,942,3700,1200,3.083,掲示板
247,8249,東証2部,(株)テクノアソシエ,14:58,1371,8000,2600,3.077,掲示板
248,8165,東証1部,(株)千趣会,15:00,618,194400,63400,3.066,掲示板
249,7928,東証JQS,旭化学工業(株),15:00,715,133200,43500,3.062,掲示板
250,9913,東証JQS,日邦産業(株),15:00,529,449800,147300,3.054,掲示板
