0,36d2b,20180117,1840
1,5935,東証JQS,元旦ビューティ工業(株),09:09,4050,100,-,-
2,1479,東証ETF,ダイワ 上場投信-MSCI日本株人材設備投資指数,09:00,21590,2,3820,0.001
3,2068,東証ETF,NEXT NOTES 高ベータ30(NR)ETN,09:00,13600,1,1001,0.001
4,2065,東証ETF,NEXT NOTES 日本株配当貴族（ドルH、NR）ETN,09:00,12750,2,508,0.004
5,1653,東証ETF,ダイワ 上場投信-MSCIジャパンESGセレクト･R指数,09:00,2211,40,6310,0.006
6,5905,東証2部,日本製罐(株),09:00,1303,100,5820,0.017
7,1596,東証ETF,NZAM 上場投信 TOPIX Ex-Financials,09:00,1568,10,540,0.019
8,3439,東証JQS,(株)三ツ知,15:00,1805,100,3675,0.027
9,1638,東証ETF,ダイワ 上場投信･TOPIX-17医薬品,09:41,22240,2,58,0.035
10,1696,東証ETF,ETFS とうもろこし上場投資信託,13:28,95,3400,75940,0.045
11,8147,東証JQS,(株)トミタ,11:20,1175,200,3960,0.051
12,3600,東証2部,(株)フジックス,09:00,2520,100,1960,0.051
13,8685,東証1部外国,ＡＩＧ,12:30,6780,11,207,0.053
14,2156,東証JQS,セーラー広告(株),14:57,378,1700,30820,0.055
15,1313,東証ETF,サムスンKODEX200上場指数投資信託,09:12,3430,10,180,0.056
16,2905,東証JQS,オーケー食品工業(株),12:33,1236,100,1740,0.057
17,1394,東証ETF,UBS ETF 先進国株(MSCIワールド),09:16,24250,3,49,0.061
18,8686,東証1部外国,アフラック,13:31,9590,150,2290,0.066
19,1585,東証ETF,ダイワ 上場投信･TOPIX Ex-Financials,11:30,1417,10,150,0.067
20,9537,東証2部,北陸ガス(株),11:26,3145,100,1400,0.071
21,4120,東証2部,スガイ化学工業(株),15:00,208,311000,4296400,0.072
22,3754,東証JQS,エキサイト(株),15:00,814,6700,91080,0.074
23,5962,東証2部,浅香工業(株),14:38,2026,400,5420,0.074
24,2164,東証JQG,(株)地域新聞社,15:00,468,5400,71640,0.075
25,2036,東証ETF,NEXT NOTES 日経・TOCOM 金 ダブル・ブル ETN,15:00,10700,124,1421,0.087
26,5969,東証2部,(株)ロブテックス,14:43,2710,100,1140,0.088
27,5285,東証JQS,(株)ヤマックス,12:30,3520,800,8800,0.091
28,1369,東証ETF,One ETF 日経225,12:30,23880,24,263,0.091
29,1648,東証ETF,ダイワ 上場投信･TOPIX-17銀行,15:00,13900,66,707,0.093
30,1599,東証ETF,ダイワ 上場投信-JPX日経400,14:48,16940,145,1509,0.096
31,1480,東証ETF,(NEXT FUNDS)野村企業価値分配指数上場投信,11:07,17740,3,31,0.097
32,6942,東証JQS,(株)ソフィアホールディングス,14:39,1735,300,2960,0.101
33,1625,東証ETF,(NEXT FUNDS)電機･精密上場投信,09:43,21740,10,94,0.106
34,1799,東証JQS,第一建設工業(株),14:59,1678,2000,18740,0.107
35,2480,東証JQS,システム・ロケーション(株),10:51,1414,500,4520,0.111
36,8225,東証JQS,(株)タカチホ,13:24,1681,100,900,0.111
37,9476,東証JQS,(株)中央経済社ホールディングス,11:06,514,100,900,0.111
38,1622,東証ETF,(NEXT FUNDS)自動車･輸送機上場投信,13:17,24910,16,135,0.119
39,6548,マザーズ,(株)旅工房,15:00,1062,52800,434340,0.122
40,1389,東証ETF,UBS ETF 英国大型株100(FTSE 100),14:45,11030,8,66,0.122
41,4304,東証JQS,(株)Ｅストアー,15:00,1081,35900,293220,0.122
42,7975,東証2部,(株)リヒトラブ,15:00,2623,2200,17680,0.124
43,7208,東証2部,(株)カネミツ,14:59,1282,10000,79600,0.126
44,1670,東証ETF,MAXIS S&P三菱系企業群上場投信,13:11,168,200,1580,0.127
45,4920,東証JQS,(株)日本色材工業研究所,15:00,6020,400,3140,0.127
46,6042,東証2部,(株)ニッキ,11:06,2891,500,3920,0.128
47,9361,東証2部,伏木海陸運送(株),14:12,1410,600,4675,0.128
48,2872,東証2部,(株)セイヒョー,12:43,3300,100,775,0.129
49,4640,東証JQS,アンドール(株),15:00,655,52000,402260,0.129
50,7992,東証2部,セーラー万年筆(株),15:00,272,37100,278160,0.133
51,7758,東証2部,(株)セコニックホールディングス,10:30,1400,200,1480,0.135
52,6193,マザーズ,バーチャレクス・ホールディングス(株),15:00,1143,295000,2181520,0.135
53,6147,東証JQS,(株)ヤマザキ,15:00,526,7200,51820,0.139
54,3671,マザーズ,ソフトマックス(株),13:20,1590,6500,45980,0.141
55,9852,東証JQS,ＣＢグループマネジメント(株),09:31,3965,100,700,0.143
56,3536,東証JQS,アクサスホールディングス(株),15:00,125,38600,258100,0.150
57,1470,東証ETF,(NEXT FUNDS)JPX日経400レバレッジ,15:00,26820,297,1977,0.150
58,1386,東証ETF,UBS ETF 欧州株(MSCIヨーロッパ),09:17,8890,81,522,0.155
59,7399,東証JQS,(株)ナンシン,14:59,700,2300,14800,0.155
60,6307,東証2部,サンセイ(株),15:00,380,45000,286300,0.157
61,3710,東証JQS,ジョルダン(株),09:19,1138,300,1860,0.161
62,3377,東証2部,(株)バイク王＆カンパニー,14:29,220,22100,136480,0.162
63,4952,東証2部,(株)エス・ディー・エス　バイオテック,13:53,919,500,3000,0.167
64,9685,東証JQS,ＫＹＣＯＭホールディングス(株),14:28,423,6000,36000,0.167
65,1619,東証ETF,(NEXT FUNDS)建設･資材上場投信,13:46,27690,10,59,0.169
66,4572,東証JQG,カルナバイオサイエンス(株),15:00,1265,119100,700180,0.170
