0,1w2a,20180112,2036
94,3984,マザーズ,(株)ユーザーローカル,7990,13.17 %,930,126600,掲示板
95,6663,東証JQS,太洋工業(株),792,13.14 %,92,203000,掲示板
96,2209,東証1部,井村屋グループ(株),3710,13.11 %,430,449200,掲示板
97,5602,東証1部,(株)栗本鐵工所,2608,13.10 %,302,526000,掲示板
98,2910,東証1部,(株)ロック・フィールド,2321,13.05 %,268,1246300,掲示板
99,3991,マザーズ,ウォンテッドリー(株),2950,13.03 %,340,90700,掲示板
100,3787,東証2部,(株)テクノマセマティカル,1487,12.99 %,171,123900,掲示板
101,4576,東証JQG,(株)デ・ウエスタン・セラピテクス研究所,578,12.89 %,66,1767800,掲示板
102,5301,東証1部,東海カーボン(株),1718,12.88 %,196,37687600,掲示板
103,6181,マザーズ,(株)パートナーエージェント,412,12.88 %,47,799200,掲示板
104,6912,東証JQS,菊水電子工業(株),1239,12.84 %,141,439500,掲示板
105,3993,マザーズ,(株)ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,15510,12.72 %,1750,3897000,掲示板
106,7818,東証1部,(株)トランザクション,1202,12.65 %,135,1917800,掲示板
107,8143,東証2部,(株)ラピーヌ,965,12.60 %,108,128000,掲示板
108,4588,マザーズ,オンコリスバイオファーマ(株),965,12.34 %,106,4142800,掲示板
109,4587,東証1部,ペプチドリーム(株),4375,12.32 %,480,6618600,掲示板
110,3998,マザーズ,(株)すららネット,3755,12.26 %,410,336300,掲示板
111,7776,東証JQG,(株)セルシード,533,12.21 %,58,1000600,掲示板
112,4642,東証2部,オリジナル設計(株),802,12.17 %,87,559900,掲示板
113,9424,東証1部,日本通信(株),120,12.15 %,13,32283200,掲示板
114,2352,東証1部,(株)エイジア,1779,12.10 %,192,524700,掲示板
115,2191,東証JQS,テラ(株),566,12.08 %,61,1711500,掲示板
116,6433,東証JQS,ヒーハイスト精工(株),687,12.07 %,74,1159600,掲示板
117,7888,東証2部,三光合成(株),706,12.06 %,76,2378000,掲示板
118,6488,東証JQS,(株)ヨシタケ,1369,12.03 %,147,52800,掲示板
119,6183,東証1部,(株)ベルシステム２４ホールディングス,1566,12.02 %,168,3344600,掲示板
120,3826,東証1部,(株)システムインテグレータ,1010,11.97 %,108,243300,掲示板
