0,1d2a,20180112,1740
1,6835,東証2部,アライドテレシスホールディングス(株),15:00,104,40.54 %,30,45442200,掲示板
2,6548,マザーズ,(株)旅工房,15:00,1320,24.06 %,256,1509700,掲示板
3,3323,東証JQS,レカム(株),15:00,393,22.05 %,71,38157200,掲示板
4,4187,東証1部,大阪有機化学工業(株),15:00,1667,21.95 %,300,1058500,掲示板
5,3370,東証JQS,(株)フジタコーポレーション,15:00,3940,21.60 %,700,516100,掲示板
6,3921,マザーズ,(株)ネオジャパン,15:00,1694,21.52 %,300,1158200,掲示板
7,4571,マザーズ,ナノキャリア(株),15:00,911,19.71 %,150,8013900,掲示板
8,6494,東証JQS,(株)ＮＦＫホールディングス,15:00,169,19.01 %,27,11862600,掲示板
9,6096,マザーズ,(株)レアジョブ,15:00,1999,18.99 %,319,126600,掲示板
10,3192,東証JQS,(株)白鳩,15:00,682,17.18 %,100,539100,掲示板
11,2471,東証JQS,(株)エスプール,15:00,3465,16.94 %,502,9800,掲示板
12,9972,東証1部,アルテック(株),15:00,457,16.88 %,66,17994500,掲示板
13,7208,東証2部,(株)カネミツ,15:00,1331,16.65 %,190,288000,掲示板
14,1400,東証JQG,ルーデン・ホールディングス(株),15:00,569,16.36 %,80,35700,掲示板
15,3540,東証JQS,(株)歯愛メディカル,15:00,7330,15.80 %,1000,713800,掲示板
16,4579,東証JQG,ラクオリア創薬(株),15:00,3050,14.36 %,383,8531500,掲示板
17,3984,マザーズ,(株)ユーザーローカル,15:00,7990,14.31 %,1000,63600,掲示板
18,3998,マザーズ,(株)すららネット,15:00,3755,13.96 %,460,230200,掲示板
19,3927,マザーズ,(株)アークン,15:00,1053,13.84 %,128,1610000,掲示板
20,5724,東証JQS,(株)アサカ理研,15:00,2126,13.63 %,255,266500,掲示板
21,7744,東証1部,ノーリツ鋼機(株),15:00,2839,13.38 %,335,1245800,掲示板
22,7818,東証1部,(株)トランザクション,15:00,1202,13.29 %,141,1353400,掲示板
23,7777,東証JQG,(株)スリー・ディー・マトリックス,15:00,1036,12.98 %,119,1586900,掲示板
24,3939,マザーズ,(株)カナミックネットワーク,15:00,4415,12.92 %,505,74600,掲示板
25,6844,東証1部,新電元工業(株),15:00,10350,12.87 %,1180,268400,掲示板
26,6307,東証2部,サンセイ(株),15:00,379,12.80 %,43,611900,掲示板
27,1675,東証ETF,ETFS パラジウム上場投信,09:00,11320,12.52 %,1260,1,掲示板
28,6626,東証JQS,ＳＥＭＩＴＥＣ(株),15:00,10840,11.41 %,1110,151400,掲示板
29,8184,東証1部,(株)島忠,15:00,3420,11.22 %,345,1239400,掲示板
30,2453,東証1部,ジャパンベストレスキューシステム(株),15:00,860,11.11 %,86,1784100,掲示板
31,8237,東証1部,(株)松屋,15:00,1638,10.75 %,159,1129900,掲示板
32,9467,マザーズ,(株)アルファポリス,15:00,2184,10.64 %,210,78900,掲示板
33,4107,東証2部,伊勢化学工業(株),15:00,725,10.52 %,69,255000,掲示板
34,3611,東証1部,(株)マツオカコーポレーション,15:00,4400,10.28 %,410,1501600,掲示板
35,6964,東証2部,(株)サンコー,15:00,683,9.98 %,62,201000,掲示板
36,6125,東証2部,(株)岡本工作機械製作所,15:00,4415,9.96 %,400,140500,掲示板
37,6912,東証JQS,菊水電子工業(株),15:00,1239,9.94 %,112,335600,掲示板
