what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1343657541801
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1343657542303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1343657542658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1343657542876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1343657543054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343657570866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343657580060
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343657582985
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1343657585435
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343657587581
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343657607875
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343657607978
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343657609032
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343657616520
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343657624190
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343657626385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343657633686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343657651285
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343657656934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343657677619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343658125283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343658133033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343658181531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343658259480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343658271619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343658301529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343658303685
