Num of Cities, Iteration, D&S time, D&S cost, NN time, NN cost, DST time, DST cost, factor = 2.5.
100, 0, 0, 100207, 0.02, 99074.8, 0.06, 104630
100, 1, 0, 96778.9, 0.02, 86956.3, 0.06, 96057.8
100, 2, 0, 94080.5, 0.02, 99287.2, 0.06, 99355.2
100, 3, 0, 95622.8, 0.02, 91430.1, 0.06, 108513
100, 4, 0, 92164.5, 0.02, 95496.4, 0.06, 105821
100, 5, 0, 102742, 0.02, 91884.5, 0.06, 108847
100, 6, 0, 96333.4, 0.02, 88871.8, 0.06, 104207
100, 7, 0, 97631.3, 0.02, 100863, 0.06, 109847
100, 8, 0, 100690, 0.02, 103129, 0.06, 98554.6
100, 9, 0, 96269.8, 0.02, 99138.4, 0.06, 102948
100, 10, 0, 99427.3, 0.02, 92748.7, 0.06, 103619
100, 11, 0, 96042.5, 0.02, 90471.9, 0.06, 111607
100, 12, 0, 99479.4, 0.02, 93302.8, 0.06, 105128
100, 13, 0, 96007.2, 0.02, 97224.6, 0.06, 100981
100, 14, 0, 102876, 0.02, 94573.5, 0.06, 111841
100, 15, 0, 97323.9, 0.02, 90146.1, 0.06, 105805
100, 16, 0, 93393.3, 0.02, 99859.7, 0.06, 101793
100, 17, 0, 97696.4, 0.02, 93427.5, 0.06, 97873.8
100, 18, 0, 95984.1, 0.02, 97596.2, 0.06, 101557
100, 19, 0, 98864.3, 0.02, 98467.1, 0.06, 108326
100, 20, 0, 101336, 0.02, 86151.4, 0.06, 94891.8
100, 21, 0, 98498.7, 0.02, 93304.5, 0.06, 105161
100, 22, 0, 100742, 0.02, 96647.3, 0.06, 101521
100, 23, 0, 100418, 0.02, 93606.3, 0.06, 104395
200, 0, 0, 144893, 0.08, 138401, 0.26, 150285
200, 1, 0, 145469, 0.08, 132925, 0.25, 149652
200, 2, 0, 143795, 0.08, 133820, 0.26, 149409
200, 3, 0, 143527, 0.08, 134628, 0.26, 140121
200, 4, 0, 145893, 0.08, 136791, 0.26, 138941
200, 5, 0, 140832, 0.08, 135011, 0.25, 152722
200, 6, 0, 147106, 0.08, 127719, 0.26, 148043
200, 7, 0, 142598, 0.08, 134334, 0.25, 146750
200, 8, 0, 142040, 0.08, 129948, 0.25, 149332
200, 9, 0, 140538, 0.08, 132760, 0.26, 143830
200, 10, 0, 143175, 0.08, 140257, 0.26, 147631
200, 11, 0, 146281, 0.08, 136503, 0.25, 149548
200, 12, 0, 139255, 0.08, 128933, 0.25, 138793
200, 13, 0, 141552, 0.08, 138014, 0.26, 148832
200, 14, 0, 136901, 0.08, 123358, 0.25, 139709
200, 15, 0, 146893, 0.08, 138609, 0.25, 145596
200, 16, 0, 136516, 0.08, 132384, 0.26, 141693
200, 17, 0, 139161, 0.08, 132805, 0.25, 149923
200, 18, 0, 140032, 0.08, 134536, 0.25, 147142
200, 19, 0, 146919, 0.08, 148921, 0.26, 156038
200, 20, 0, 144050, 0.08, 147591, 0.26, 144687
200, 21, 0, 147672, 0.08, 133463, 0.26, 142026
200, 22, 0, 142912, 0.08, 139798, 0.25, 151211
200, 23, 0, 144768, 0.08, 130082, 0.26, 145434
400, 0, 0.01, 196138, 0.32, 191250, 1.02, 201765
400, 1, 0.01, 198447, 0.32, 178201, 1.01, 205184
400, 2, 0.01, 201931, 0.32, 181709, 1.01, 200322
400, 3, 0.01, 202490, 0.32, 185864, 1.03, 203634
400, 4, 0.01, 199422, 0.31, 185832, 1.02, 207796
400, 5, 0.01, 195945, 0.31, 188938, 1.02, 205515
400, 6, 0.01, 198766, 0.32, 187070, 1.02, 207777
400, 7, 0.01, 198483, 0.32, 196770, 1.02, 210668
400, 8, 0.01, 199035, 0.31, 180097, 1.02, 207411
400, 9, 0.01, 207705, 0.32, 187690, 1.01, 214247
400, 10, 0.01, 197858, 0.3, 190877, 1.01, 210780
400, 11, 0.01, 200397, 0.32, 187140, 1.02, 207552
400, 12, 0.01, 195612, 0.32, 181701, 1.03, 210327
400, 13, 0.01, 199784, 0.32, 181487, 1.01, 209717
400, 14, 0.01, 202085, 0.31, 182767, 1.01, 205013
400, 15, 0.01, 194242, 0.31, 191111, 1.02, 207788
400, 16, 0.01, 196311, 0.31, 193643, 1.02, 209599
400, 17, 0.01, 196703, 0.31, 182557, 1.01, 206270
400, 18, 0.01, 198516, 0.32, 186823, 1.01, 205289
400, 19, 0.01, 204363, 0.32, 190778, 1.02, 210709
400, 20, 0.01, 196876, 0.32, 192842, 1.04, 208720
400, 21, 0.01, 198061, 0.32, 183727, 1.04, 208628
400, 22, 0.01, 195178, 0.31, 193611, 1.02, 207120
400, 23, 0.01, 200189, 0.33, 183020, 1.04, 209756
800, 0, 0.04, 289469, 1.28, 265022, 4.15, 286130
800, 1, 0.04, 292930, 1.27, 260554, 4.14, 289316
800, 2, 0.04, 287859, 1.27, 264278, 4.13, 285931
800, 3, 0.04, 289795, 1.26, 266516, 4.1, 289301
800, 4, 0.04, 288346, 1.26, 255171, 4.09, 288469
800, 5, 0.04, 289872, 1.26, 256548, 4.1, 289237
800, 6, 0.04, 288825, 1.26, 272066, 4.11, 293201
800, 7, 0.04, 290635, 1.26, 254168, 4.11, 283613
800, 8, 0.04, 286127, 1.27, 263482, 4.11, 287270
800, 9, 0.04, 289141, 1.26, 271794, 4.09, 296213
800, 10, 0.04, 289054, 1.26, 253963, 4.11, 286111
800, 11, 0.04, 286773, 1.26, 261988, 4.09, 288438
800, 12, 0.04, 285393, 1.26, 262372, 4.11, 295710
800, 13, 0.04, 290440, 1.27, 263598, 4.11, 292748
800, 14, 0.04, 286401, 1.26, 267425, 4.11, 296651
800, 15, 0.04, 287544, 1.26, 256102, 4.09, 289039
800, 16, 0.04, 288476, 1.27, 264227, 4.11, 295763
800, 17, 0.04, 291501, 1.26, 259905, 4.1, 292142
800, 18, 0.04, 289969, 1.27, 258885, 4.12, 284357
800, 19, 0.04, 285973, 1.26, 258550, 4.1, 288998
800, 20, 0.04, 285469, 1.26, 263596, 4.1, 287583
800, 21, 0.04, 289159, 1.26, 252799, 4.1, 292978
800, 22, 0.04, 287054, 1.27, 255321, 4.11, 291864
800, 23, 0.04, 284425, 1.29, 264774, 4.16, 298264
1000, 0, 0.05, 316734, 2, 287316, 6.48, 323179
1000, 1, 0.06, 320112, 1.97, 289915, 6.42, 323952
1000, 2, 0.05, 315891, 1.98, 291914, 6.45, 330020
1000, 3, 0.05, 318646, 1.99, 288421, 6.41, 329339
1000, 4, 0.05, 314245, 1.98, 291145, 6.39, 321309
1000, 5, 0.05, 320238, 1.98, 288316, 6.4, 331840
1000, 6, 0.05, 314627, 1.97, 279312, 6.4, 317197
1000, 7, 0.05, 316329, 1.98, 285314, 6.41, 322513
1000, 8, 0.05, 322073, 1.97, 289495, 6.41, 322350
1000, 9, 0.05, 318421, 1.98, 294441, 6.41, 325421
1000, 10, 0.05, 322502, 1.98, 289503, 6.43, 322242
1000, 11, 0.05, 317163, 1.98, 279902, 6.42, 328019
1000, 12, 0.05, 315822, 1.97, 278019, 6.42, 315871
1000, 13, 0.05, 316154, 1.98, 295727, 6.4, 328925
1000, 14, 0.05, 316558, 1.98, 294948, 6.43, 325171
1000, 15, 0.05, 318424, 1.98, 293040, 6.4, 327882
1000, 16, 0.05, 314296, 1.98, 282656, 6.4, 319041
1000, 17, 0.05, 319998, 1.98, 294409, 6.4, 318255
1000, 18, 0.05, 315796, 1.99, 289772, 6.45, 320893
1000, 19, 0.05, 315891, 1.99, 292174, 6.46, 322452
