Num of Cities, Iteration, DST time, DST cost, NN time, NN Ratio, D&S time, D&S Ratios 
100, 0, 96935.1, 0.942853, 1.11661, 1.11661, 1.11661, 1.01851, 1.01851, 1.01851, 1.01851, 0.916867, 0.916867, 0.916867, 0.916867, 0.916867, 0.916867, 0.916867, 0.916867, 0.916867, 
100, 1, 100046, 0.945164, 1.07963, 1.07963, 1.07963, 0.946698, 0.946698, 0.946698, 0.946698, 0.957438, 0.957438, 0.957438, 0.957438, 0.957438, 0.957438, 0.957438, 0.957438, 0.957438, 
100, 2, 100163, 0.93809, 1.07234, 1.07234, 1.07234, 0.934607, 0.934607, 0.934607, 0.934607, 0.91075, 0.91075, 0.91075, 0.91075, 0.91075, 0.91075, 0.91075, 0.91075, 0.91075, 
100, 3, 100045, 0.908222, 1.07142, 1.07142, 1.07142, 1.02122, 1.02122, 1.02122, 1.02122, 1.01018, 1.01018, 1.01018, 1.01018, 1.01018, 1.01018, 1.01018, 1.01018, 1.01018, 
100, 4, 100107, 0.969741, 1.09744, 1.09744, 1.09744, 1.03034, 1.03034, 1.03034, 1.03034, 0.958932, 0.958932, 0.958932, 0.958932, 0.958932, 0.958932, 0.958932, 0.958932, 0.958932, 
100, 5, 106957, 0.778821, 0.956387, 0.956387, 0.956387, 0.878436, 0.878436, 0.878436, 0.878436, 0.833433, 0.833433, 0.833433, 0.833433, 0.833433, 0.833433, 0.833433, 0.833433, 0.833433, 
100, 6, 105565, 0.890455, 0.988638, 0.988638, 0.988638, 0.933534, 0.933534, 0.933534, 0.933534, 0.883447, 0.883447, 0.883447, 0.883447, 0.883447, 0.883447, 0.883447, 0.883447, 0.883447, 
100, 7, 96712.6, 1.00426, 1.06189, 1.06189, 1.06189, 1.02115, 1.02115, 1.02115, 1.02115, 0.982323, 0.982323, 0.982323, 0.982323, 0.982323, 0.982323, 0.982323, 0.982323, 0.982323, 
100, 8, 92104.9, 0.907237, 1.17446, 1.17446, 1.17446, 1.0815, 1.0815, 1.0815, 1.0815, 1.02989, 1.02989, 1.02989, 1.02989, 1.02989, 1.02989, 1.02989, 1.02989, 1.02989, 
100, 9, 98248.9, 0.960783, 1.10043, 1.10043, 1.10043, 1.04315, 1.04315, 1.04315, 1.04315, 0.949812, 0.949812, 0.949812, 0.949812, 0.949812, 0.949812, 0.949812, 0.949812, 0.949812, 
100, 10, 107682, 0.889988, 1.01505, 1.01505, 1.01505, 0.913154, 0.913154, 0.913154, 0.913154, 0.88424, 0.88424, 0.88424, 0.88424, 0.88424, 0.88424, 0.88424, 0.88424, 0.88424, 
100, 11, 100771, 0.993277, 1.08397, 1.08397, 1.08397, 0.972782, 0.972782, 0.972782, 0.972782, 0.976208, 0.976208, 0.976208, 0.976208, 0.976208, 0.976208, 0.976208, 0.976208, 0.976208, 
100, 12, 111087, 0.854324, 0.97392, 0.97392, 0.97392, 0.894517, 0.894517, 0.894517, 0.894517, 0.847038, 0.847038, 0.847038, 0.847038, 0.847038, 0.847038, 0.847038, 0.847038, 0.847038, 
100, 13, 101930, 0.976464, 1.03304, 1.03304, 1.03304, 0.951234, 0.951234, 0.951234, 0.951234, 0.934167, 0.934167, 0.934167, 0.934167, 0.934167, 0.934167, 0.934167, 0.934167, 0.934167, 
100, 14, 93999.3, 0.956202, 1.16666, 1.16666, 1.16666, 1.03116, 1.03116, 1.03116, 1.03116, 0.99121, 0.99121, 0.99121, 0.99121, 0.99121, 0.99121, 0.99121, 0.99121, 0.99121, 
100, 15, 105569, 0.890383, 1.00996, 1.00996, 1.00996, 0.966234, 0.966234, 0.966234, 0.966234, 0.945437, 0.945437, 0.945437, 0.945437, 0.945437, 0.945437, 0.945437, 0.945437, 0.945437, 
100, 16, 95878.2, 0.895434, 1.15407, 1.15407, 1.15407, 1.06036, 1.06036, 1.06036, 1.06036, 1.02732, 1.02732, 1.02732, 1.02732, 1.02732, 1.02732, 1.02732, 1.02732, 1.02732, 
100, 17, 103011, 0.957551, 1.05537, 1.05537, 1.05537, 0.970763, 0.970763, 0.970763, 0.970763, 0.917774, 0.917774, 0.917774, 0.917774, 0.917774, 0.917774, 0.917774, 0.917774, 0.917774, 
100, 18, 107752, 0.853022, 0.976562, 0.976562, 0.976562, 0.91213, 0.91213, 0.91213, 0.91213, 0.85571, 0.85571, 0.85571, 0.85571, 0.85571, 0.85571, 0.85571, 0.85571, 0.85571, 
100, 19, 97412.6, 0.953415, 1.11993, 1.11993, 1.11993, 0.989518, 0.989518, 0.989518, 0.989518, 0.965104, 0.965104, 0.965104, 0.965104, 0.965104, 0.965104, 0.965104, 0.965104, 0.965104, 
100, 20, 93403.3, 1.04742, 1.07318, 1.07318, 1.07318, 1.00438, 1.00438, 1.00438, 1.00438, 0.960866, 0.960866, 0.960866, 0.960866, 0.960866, 0.960866, 0.960866, 0.960866, 0.960866, 
