Code,Name,Short Seller,Date,Ratio,Number,Prev. Date,Prev. Ratio
5301,東海カーボン　普通株式,Barclays Capital Securities Ltd,2018-07-19,0.0054,1227970,2018-07-12 00:00:00,0.002
5301,東海カーボン　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0138,3115767,2018-07-18 00:00:00,0.0109
5301,東海カーボン　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.023799999999999998,5354093,2018-07-17 00:00:00,0.024399999999999998
5301,東海カーボン　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0257,5800387,2018-07-18 00:00:00,0.0256
5301,東海カーボン　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.024700000000000003,5566503,2018-07-19 00:00:00,0.0279
5302,日本カーボン　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.0055000000000000005,65901,2018-07-12 00:00:00,0.0067
5341,アサヒ衛陶　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.0048,7300,2018-07-17 00:00:00,0.005
5341,アサヒ衛陶　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.006999999999999999,10400,2018-07-18 00:00:00,0.006999999999999999
5363,東京窯業　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.0079,363400,2018-06-28 00:00:00,0.0088
5381,Ｍｉｐｏｘ　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.0049,58700,2018-07-13 00:00:00,0.005600000000000001
5381,Ｍｉｐｏｘ　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0138,162900,2018-07-18 00:00:00,0.0139
5541,大平洋金属　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0092,180400,2018-07-18 00:00:00,0.0092
5563,新日本電工　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.0077,1136100,2018-07-13 00:00:00,0.0088
5706,三井金属鉱業　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.005699999999999999,331782,2018-07-11 00:00:00,0.0066
5706,三井金属鉱業　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.006,347982,2018-07-19 00:00:00,0.005699999999999999
5715,古河機械金属　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.0062,253659,2018-07-12 00:00:00,0.0051
5741,ＵＡＣＪ　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.0076,367899,2018-07-09 00:00:00,0.0086
5741,ＵＡＣＪ　普通株式,UBS AG,2018-07-19,0.0057,279600,2018-07-17 00:00:00,0.0059
5803,フジクラ　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.0058,1744876,2018-07-17 00:00:00,0.006
5803,フジクラ　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.0060999999999999995,1811976,2018-07-19 00:00:00,0.0058
5974,中国工業　普通株式,ＳＭＢＣ日興証券株式会社,2018-07-20,0.006,20700,2018-07-17 00:00:00,0.0054
6034,ＭＲＴ　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0073,41400,2018-07-18 00:00:00,0.0073
6037,ファーストロジック　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.0138,162600,2018-06-15 00:00:00,0.0146
6047,Ｇｕｎｏｓｙ　普通株式,UBS AG,2018-07-19,0.0075,176000,2018-07-17 00:00:00,0.0077
6047,Ｇｕｎｏｓｙ　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0264,618434,2018-07-18 00:00:00,0.0189
6050,イー・ガーディアン　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0098,103000,2018-07-17 00:00:00,0.010700000000000001
6050,イー・ガーディアン　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0236,245800,2018-07-18 00:00:00,0.0256
6058,ベクトル　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0053,249735,2018-07-17 00:00:00,0.0046
6062,チャーム・ケア・コーポレーション　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.0055000000000000005,77800,2018-07-18 00:00:00,0.0049
6069,トレンダーズ　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0079,29600,2018-07-19 00:00:00,0.0086
6077,Ｎ・フィールド　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.0079,105400,2018-07-17 00:00:00,0.008199999999999999
6077,Ｎ・フィールド　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.008,107000,2018-07-19 00:00:00,0.0079
6090,ヒューマン・メタボローム・テクノロジーズ　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0086,50100,2018-07-18 00:00:00,0.0086
6092,エンバイオ・ホールディングス　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0069,44500,2018-07-17 00:00:00,0.0078000000000000005
6092,エンバイオ・ホールディングス　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.017,109900,2018-07-18 00:00:00,0.018600000000000002
6093,エスクロー・エージェント・ジャパン　普通株式,Citigroup Global Markets Limited,2018-07-19,0.0202,854400,2018-06-11 00:00:00,0.0226
6093,エスクロー・エージェント・ジャパン　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.0113,480900,2018-07-18 00:00:00,0.0126
6094,フリークアウト・ホールディングス　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.0054,73085,2018-07-17 00:00:00,0.009000000000000001
6103,オークマ　　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0148,501898,2018-07-18 00:00:00,0.0151
6141,ＤＭＧ森精機　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0060999999999999995,778827,2018-07-17 00:00:00,0.005699999999999999
6141,ＤＭＧ森精機　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.020499999999999997,2589779,2018-07-17 00:00:00,0.0199
6149,小田原エンジニアリング　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.0158,101580,2018-05-31 00:00:00,0.016
6166,中村超硬　普通株式,Citigroup Global Markets Limited,2018-07-19,0.024,120800,2018-07-18 00:00:00,0.0224
6166,中村超硬　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.0191,96196,2018-07-18 00:00:00,0.018500000000000003
6172,メタップス　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.0192,259337,2018-07-17 00:00:00,0.0182
6172,メタップス　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0144,194800,2018-07-09 00:00:00,0.015300000000000001
6176,ブランジスタ　普通株式,Nomura International plc,2018-07-19,0.023799999999999998,345800,2018-02-15 00:00:00,0.0218
6177,ＡｐｐＢａｎｋ　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.0088,60500,2018-07-18 00:00:00,0.0095
6193,バーチャレクス・ホールディングス　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0138,40700,2018-07-18 00:00:00,0.014499999999999999
6193,バーチャレクス・ホールディングス　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0062,18200,2018-07-18 00:00:00,0.0062
6193,バーチャレクス・ホールディングス　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.013999999999999999,41302,2018-07-18 00:00:00,0.015300000000000001
6208,石川製作所　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0097,62200,2018-07-18 00:00:00,0.0104
6218,エンシュウ　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0072,459000,2018-07-18 00:00:00,0.0072
6240,ヤマシンフィルタ　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.0064,449250,2018-07-12 00:00:00,0.0079
6246,テクノスマート　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0056,69900,2018-07-18 00:00:00,0.0054
6255,エヌ・ピー・シー　普通株式,UBS AG,2018-07-19,0.0101,224400,2018-07-18 00:00:00,0.0088
6258,平田機工　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.0129,139096,2018-07-05 00:00:00,0.0138
6258,平田機工　普通株式,Nomura International plc,2018-07-19,0.005,53900,2018-07-11 00:00:00,0.0046
6258,平田機工　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.013000000000000001,139996,2018-07-19 00:00:00,0.0129
6258,平田機工　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0048,51846,2018-07-18 00:00:00,0.0059
6292,カワタ　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.010700000000000001,77700,2018-07-17 00:00:00,0.011899999999999999
6315,ＴＯＷＡ　普通株式,Nomura International plc,2018-07-19,0.0089,224600,2018-07-13 00:00:00,0.009300000000000001
6323,ローツェ　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0074,131600,2018-07-18 00:00:00,0.0073
6335,東京機械製作所　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.006,54600,2018-07-18 00:00:00,0.0061
6400,不二精機　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.0088,79700,2018-07-13 00:00:00,0.0091
6444,サンデンホールディングス　普通株式,UBS AG,2018-07-19,0.0052,148000,2018-07-18 00:00:00,0.0054
6474,不二越　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0070999999999999995,177713,2018-07-09 00:00:00,0.006
6480,日本トムソン　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0055,404600,2018-07-17 00:00:00,0.0053
6494,ＮＦＫホールディングス　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.009300000000000001,287200,2018-07-10 00:00:00,0.010700000000000001
6494,ＮＦＫホールディングス　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0168,515300,2018-07-18 00:00:00,0.0168
6502,東芝　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0061,39794193,2018-07-18 00:00:00,0.006
6507,シンフォニアテクノロジー　普通株式,Nomura International plc,2018-07-19,0.004699999999999999,709000,2018-07-09 00:00:00,0.0059
6531,リファインバース　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.007800000000000001,23500,2018-07-18 00:00:00,0.007800000000000001
6558,クックビズ　普通株式,Citigroup Global Markets Limited,2018-07-19,0.0058,12700,2018-07-12 00:00:00,0.0065
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ　普通株式,Nomura International plc,2018-07-19,0.0059,65900,2018-07-18 00:00:00,0.0069
6572,ＲＰＡホールディングス　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0067,35000,2018-07-17 00:00:00,0.006999999999999999
6574,コンヴァノ　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0043,9600,2018-07-18 00:00:00,0.0055000000000000005
6618,大泉製作所　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.005699999999999999,47800,2018-07-18 00:00:00,0.0060999999999999995
6619,ダブル・スコープ　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.012,377605,2018-07-18 00:00:00,0.011899999999999999
6624,田淵電機　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.011000000000000001,447228,2018-07-11 00:00:00,0.0102
6627,テラプローブ　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0052,48600,2018-07-18 00:00:00,0.0052
6628,オンキヨー　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0092,958600,2018-07-18 00:00:00,0.0092
6630,ヤーマン　普通株式,A.R.T. International Holdings (BVI) Ltd.,2018-07-20,0.0048,285700,2018-06-20 00:00:00,0.0051
6630,ヤーマン　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.0089,524348,2018-07-04 00:00:00,0.009000000000000001
6634,ネクスグループ　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.006999999999999999,105600,2018-07-18 00:00:00,0.0066
6656,インスペック　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0039,12700,2018-07-18 00:00:00,0.0051
6656,インスペック　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0078000000000000005,25800,2018-07-19 00:00:00,0.0062
6662,ユビテック　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0077,114300,2018-07-18 00:00:00,0.0077
6698,ヴィスコ・テクノロジーズ　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.0139,83000,2018-06-26 00:00:00,0.0124
6721,ウインテスト　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.0166,216700,2018-07-18 00:00:00,0.0176
6731,ピクセラ　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.0070999999999999995,377500,2018-06-13 00:00:00,0.006
6740,ジャパンディスプレイ　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.005699999999999999,4864577,2018-07-18 00:00:00,0.006999999999999999
6740,ジャパンディスプレイ　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.0076,6496237,2018-06-18 00:00:00,0.0085
6740,ジャパンディスプレイ　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.005600000000000001,4765285,2018-07-13 00:00:00,0.006500000000000001
6740,ジャパンディスプレイ　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.0049,4177685,2018-07-19 00:00:00,0.005600000000000001
6753,シャープ　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0048,2397799,2018-06-14 00:00:00,0.005
6753,シャープ　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0061,3095533,2018-07-17 00:00:00,0.0062
6753,シャープ　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.009000000000000001,4500412,2018-07-18 00:00:00,0.008
6770,アルプス電気　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.0067,1345544,2018-07-18 00:00:00,0.0070999999999999995
6771,池上通信機　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0067,491000,2018-07-18 00:00:00,0.0067
6773,パイオニア　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.006999999999999999,2683845,2018-07-19 00:00:00,0.0068000000000000005
6775,ＴＢグループ　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0059,522000,2018-07-18 00:00:00,0.006
6786,ＲＶＨ　普通株式,Citigroup Global Markets Limited,2018-07-19,0.0098,190200,2018-05-29 00:00:00,0.012
6803,ティアック　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0095,2761000,2018-07-18 00:00:00,0.0089
6803,ティアック　普通株式,個人,2018-07-20,0.0111,3240000,,
6817,スミダコーポレーション　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0153,422426,2018-07-18 00:00:00,0.016
6836,ぷらっとホーム　普通株式,UBS AG,2018-07-19,0.0055,7600,2018-07-18 00:00:00,0.0057
6839,船井電機　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.0368,1332460,2018-06-08 00:00:00,0.0377
6840,ＡＫＩＢＡホールディングス　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.007800000000000001,72000,2018-07-18 00:00:00,0.007800000000000001
6862,ミナトホールディングス　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0258,192500,2018-07-12 00:00:00,0.026699999999999998
6875,メガチップス　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.0055000000000000005,128200,2018-07-13 00:00:00,0.0064
6882,三社電機製作所　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.0060999999999999995,91377,2018-07-17 00:00:00,0.0059
6890,フェローテックホールディングス　普通株式,UBS AG,2018-07-19,0.0051,189300,2018-07-18 00:00:00,0.0052
6899,ＡＳＴＩ　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0061,20700,2018-07-18 00:00:00,0.0061
6918,アバールデータ　普通株式,ＳＭＢＣ日興証券株式会社,2018-07-20,0.0077,57500,2018-07-18 00:00:00,0.0083
6976,太陽誘電　普通株式,BNP Paribas Arbitrage SNC,2018-07-19,0.0047,575700,2018-07-06 00:00:00,0.0051
6976,太陽誘電　普通株式,BNS Asia Limited,2018-07-19,0.0056,681718,2018-06-21 00:00:00,0.0064
6993,大黒屋ホールディングス　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.009000000000000001,1056900,2018-06-07 00:00:00,0.0109
6997,日本ケミコン　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0049,80547,2018-07-17 00:00:00,0.0064
6997,日本ケミコン　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.0072,117871,2018-07-17 00:00:00,0.0062
7003,三井Ｅ＆Ｓホールディングス　普通株式,Nomura International plc,2018-07-19,0.008,667587,2018-07-13 00:00:00,0.0079
7003,三井Ｅ＆Ｓホールディングス　普通株式,UBS AG,2018-07-19,0.0061,507173,2018-07-18 00:00:00,0.0062
7003,三井Ｅ＆Ｓホールディングス　普通株式,野村證券株式会社,2018-07-19,0.01,832077,2018-07-18 00:00:00,0.0098
7030,スプリックス　普通株式,野村證券株式会社,2018-07-19,0.0503,820300,2018-07-18 00:00:00,0.0497
7239,タチエス　普通株式,UBS AG,2018-07-19,0.0053,195115,2018-07-05 00:00:00,0.0049
7261,マツダ　普通株式,"Anchor Bolt Capital, LP",2018-07-20,0.0058,3712400,2018-07-18 00:00:00,0.0065
7414,小野建　普通株式,UBS AG,2018-07-19,0.0102,220200,2018-07-18 00:00:00,0.0101
7516,コーナン商事　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0104,362898,2018-07-13 00:00:00,0.0091
7516,コーナン商事　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0131,456869,2018-07-18 00:00:00,0.0132
7519,五洋インテックス　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.009000000000000001,182000,2018-07-17 00:00:00,0.0089
7593,ＶＴホールディングス　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0216,2582648,2018-07-18 00:00:00,0.0219
7613,シークス　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.005,256272,2018-07-09 00:00:00,0.0049
7613,シークス　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.0049,251972,2018-07-19 00:00:00,0.005
7717,ブイ・テクノロジー　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.005699999999999999,28982,2018-07-17 00:00:00,0.0066
7717,ブイ・テクノロジー　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0143,72219,2018-07-18 00:00:00,0.0144
7725,インターアクション　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.016,160900,2018-07-18 00:00:00,0.013500000000000002
7725,インターアクション　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.0070999999999999995,71962,2018-07-18 00:00:00,0.0059
7725,インターアクション　普通株式,Nomura International plc,2018-07-19,0.009000000000000001,91000,2018-07-17 00:00:00,0.0023
7725,インターアクション　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0104,105391,2018-07-19 00:00:00,0.0126
7752,リコー　普通株式,BNP Paribas Arbitrage SNC,2018-07-19,0.0073,5467897,2018-06-26 00:00:00,0.0091
7752,リコー　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.0079,5951341,2018-07-18 00:00:00,0.0028000000000000004
7775,大研医器　普通株式,Nomura International plc,2018-07-19,0.0048,155200,2018-07-03 00:00:00,0.0059
7776,セルシード　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.0043,49800,2018-07-18 00:00:00,0.005600000000000001
7777,スリー・ディー・マトリックス　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.006500000000000001,156400,2018-07-17 00:00:00,0.0051
7777,スリー・ディー・マトリックス　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.006500000000000001,156800,2018-07-18 00:00:00,0.006500000000000001
7779,ＣＹＢＥＲＤＹＮＥ　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0072,1561344,2018-07-18 00:00:00,0.0073
7779,ＣＹＢＥＲＤＹＮＥ　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0258,3555329,2018-06-25 00:00:00,0.026000000000000002
7782,シンシア　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0087,59800,2018-07-18 00:00:00,0.0087
7836,アビックス　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.0222,545100,2018-07-17 00:00:00,0.021
7844,マーベラス　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0178,957497,2018-07-17 00:00:00,0.018799999999999997
7936,アシックス　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0088,1778662,2018-06-25 00:00:00,0.009000000000000001
7956,ピジョン　普通株式,Societe Generale,2018-07-20,0.0092,1127294,2018-07-19 00:00:00,0.0097
8226,理経　普通株式,OXAM QUANT FUND LIMITED,2018-07-19,0.0066,102700,2018-07-18 00:00:00,0.0066
8252,丸井グループ　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.0051,1144641,2018-07-11 00:00:00,0.004
8256,プロルート丸光　普通株式,Barclays Capital Securities Ltd,2018-07-19,0.0141,290200,2018-07-13 00:00:00,0.0131
8256,プロルート丸光　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.022099999999999998,452900,2018-07-18 00:00:00,0.0219
8256,プロルート丸光　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.024,493400,2018-07-19 00:00:00,0.022099999999999998
8303,新生銀行　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0084,2195709,2018-07-17 00:00:00,0.0060999999999999995
8410,セブン銀行　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0085,10185826,2018-07-19 00:00:00,0.0076
8462,フューチャーベンチャーキャピタル　普通株式,JPM Securities Japan Co Ltd.,2018-07-19,0.0079,70600,2018-07-11 00:00:00,0.0052
8515,アイフル　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0128,6235303,2018-07-13 00:00:00,0.0129
8698,マネックスグループ　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.013999999999999999,3794750,2018-07-18 00:00:00,0.0138
8698,マネックスグループ　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.026000000000000002,7017308,2018-07-18 00:00:00,0.0236
8705,岡藤ホールディングス　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0097,107000,2018-07-18 00:00:00,0.0085
8705,岡藤ホールディングス　普通株式,JPM Securities Japan Co Ltd.,2018-07-20,0.0073,80600,2018-07-18 00:00:00,0.008
8705,岡藤ホールディングス　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.026699999999999998,293300,2018-07-19 00:00:00,0.0245
8715,アニコム　ホールディングス　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0053,96022,2018-07-19 00:00:00,0.0049
8804,東京建物　普通株式,BNPパリバ証券株式会社,2018-07-19,0,0,2018-07-18 00:00:00,0.0081
8848,レオパレス２１　普通株式,Nomura International plc,2018-07-19,0.0070999999999999995,1797900,2018-07-11 00:00:00,0.006
8927,明豊エンタープライズ　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0149,369100,2018-07-19 00:00:00,0.015600000000000001
9024,西武ホールディングス　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0051,1745851,2018-07-11 00:00:00,0.005
9048,名古屋鉄道　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0094,1795244,2018-07-18 00:00:00,0.0093
9107,川崎汽船　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0234,2200490,2018-07-18 00:00:00,0.0236
9142,九州旅客鉄道　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.008,1293366,2018-07-17 00:00:00,0.0072
9419,ワイヤレスゲート　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.015300000000000001,162800,2018-07-18 00:00:00,0.0172
9419,ワイヤレスゲート　普通株式,UBS AG,2018-07-19,0.0086,92400,2018-07-17 00:00:00,0.0081
9424,日本通信　普通株式,Citigroup Global Markets Limited,2018-07-19,0.0089,1416200,2018-07-09 00:00:00,0.0091
9474,ゼンリン　普通株式,Nomura International plc,2018-07-19,0.0079,454249,2018-07-18 00:00:00,0.008
9627,アインホールディングス　普通株式,Nomura International plc,2018-07-19,0.0072,256300,2018-07-18 00:00:00,0.0069
9702,アイ・エス・ビー　普通株式,Barclays Capital Securities Ltd,2018-07-19,0.0005,2700,2018-06-21 00:00:00,0.0086
9702,アイ・エス・ビー　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.006,30900,,
9765,オオバ　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.0058,109200,2018-07-13 00:00:00,0.0069
9783,ベネッセホールディングス　普通株式,MERRILL LYNCH INTERNATIONAL,2018-07-19,0.0162,1659931,2018-07-17 00:00:00,0.0161
9831,ヤマダ電機　普通株式,GOLDMAN SACHS INTERNATIONAL,2018-07-19,0.008100000000000001,7903192,2018-07-09 00:00:00,0.0072
9861,吉野家ホールディングス　普通株式,Credit Suisse Securities (Europe) Limited,2018-07-19,0.008,526818,2018-07-12 00:00:00,0.0074
9861,吉野家ホールディングス　普通株式,UBS AG,2018-07-19,0.0111,728200,2018-07-18 00:00:00,0.0112
9972,アルテック　普通株式,"Deutsche Bank Aktiengesellschaft, London 　ドイツ銀行ロンドン支店",2018-07-19,0.005600000000000001,109200,2018-07-18 00:00:00,0.0067
9973,小僧寿し　普通株式,モルガン・スタンレーMUFG証券株式会社,2018-07-20,0.0064,212800,2018-07-17 00:00:00,0.005600000000000001
