size	merge	r-merge	heap	quick	selection	bubble
32015	0.022	0.033	0.011	0.015	2.177	4.765
32015	0.021	0.019	0.01	0.015	2.171	4.719
32015	0.021	0.032	0.01	0.015	2.175	4.722
32015	0.024	0.019	0.011	0.014	2.174	4.74
32015	0.022	0.033	0.011	0.014	2.179	4.708
32015	0.022	0.019	0.01	0.014	2.179	4.716
32015	0.022	0.032	0.011	0.014	2.183	4.741
32015	0.021	0.019	0.01	0.014	2.179	4.739
32015	0.022	0.032	0.01	0.015	2.18	4.728
32015	0.022	0.019	0.011	0.014	2.181	4.695
32015	0.021	0.033	0.01	0.014	2.19	4.73
32015	0.021	0.019	0.01	0.014	2.186	4.745
32015	0.021	0.033	0.01	0.014	2.194	4.734
32015	0.022	0.019	0.011	0.013	2.187	4.73
32015	0.021	0.033	0.011	0.013	2.192	4.713
32015	0.021	0.019	0.011	0.013	2.189	4.725
32015	0.022	0.033	0.01	0.014	2.194	4.734
32015	0.022	0.019	0.011	0.013	2.195	4.736
32015	0.022	0.033	0.01	0.013	2.199	4.702
32015	0.021	0.02	0.011	0.013	2.194	4.738
32015	0.021	0.032	0.01	0.013	2.195	4.711
32015	0.022	0.019	0.01	0.013	2.533	4.704
32015	0.022	0.033	0.011	0.013	2.204	4.715
32015	0.022	0.019	0.01	0.013	2.199	4.73
32015	0.021	0.033	0.01	0.013	2.206	4.719
32015	0.022	0.019	0.01	0.013	2.2	4.723
32015	0.022	0.033	0.01	0.013	2.203	4.724
32015	0.021	0.019	0.01	0.012	2.204	4.721
32015	0.021	0.033	0.01	0.013	2.211	4.716
32015	0.022	0.019	0.01	0.012	2.226	4.748
32015	0.021	0.033	0.01	0.012	2.212	4.731
32015	0.022	0.019	0.01	0.012	2.211	4.73
32015	0.022	0.032	0.01	0.013	2.211	4.737
64031	0.045	0.049	0.017	2.335	8.505	17.785
64031	0.045	0.051	0.019	1.171	8.445	18.378
64031	0.059	0.037	0.02	0.803	8.432	18.725
64031	0.045	0.051	0.021	0.591	8.402	18.707
64031	0.06	0.038	0.02	0.475	8.709	18.747
64031	0.046	0.053	0.02	0.399	8.439	18.832
64031	0.06	0.038	0.02	0.342	8.777	18.799
64031	0.046	0.051	0.021	0.3	8.391	18.774
64031	0.06	0.038	0.021	0.267	8.395	18.777
64031	0.047	0.052	0.021	0.242	8.398	18.8
64031	0.06	0.038	0.021	0.221	8.413	18.8
64031	0.047	0.051	0.021	0.204	8.415	18.779
64031	0.059	0.039	0.021	0.188	8.417	18.813
64031	0.046	0.052	0.022	0.176	8.425	19.175
64031	0.06	0.038	0.021	0.166	8.453	19.299
64031	0.046	0.052	0.021	0.157	8.482	19.795
64031	0.06	0.038	0.021	0.148	9.067	18.901
64031	0.047	0.053	0.022	0.142	8.443	18.779
64031	0.061	0.039	0.021	0.137	8.435	18.894
64031	0.047	0.052	0.022	0.126	8.457	18.903
64031	0.061	0.039	0.021	0.121	8.446	18.89
64031	0.049	0.052	0.022	0.117	8.469	18.907
64031	0.062	0.041	0.022	0.112	8.522	18.862
64031	0.047	0.052	0.021	0.107	8.563	18.922
64031	0.061	0.038	0.022	0.105	8.47	19.075
64031	0.046	0.053	0.021	0.1	8.563	19.08
64031	0.063	0.039	0.022	0.096	8.467	18.86
64031	0.048	0.052	0.022	0.097	8.462	18.868
64031	0.061	0.039	0.021	0.091	8.482	18.913
64031	0.047	0.053	0.022	0.089	8.489	18.958
64031	0.063	0.04	0.021	0.086	8.457	18.842
64031	0.046	0.052	0.021	0.085	8.466	18.855
64031	0.061	0.038	0.021	0.083	8.545	18.875
64031	0.046	0.053	0.022	0.088	8.462	18.87
64031	0.06	0.039	0.022	0.077	8.489	18.874
64031	0.048	0.053	0.023	0.077	8.509	19.132
64031	0.063	0.04	0.021	0.074	8.498	19.111
64031	0.049	0.052	0.022	0.074	8.619	18.871
64031	0.061	0.04	0.021	0.07	8.5	18.91
64031	0.048	0.052	0.022	0.07	8.496	19.006
64031	0.061	0.039	0.021	0.069	8.59	19.139
64031	0.046	0.052	0.022	0.067	8.487	18.869
64031	0.06	0.038	0.022	0.066	8.525	18.975
64031	0.046	0.053	0.022	0.064	8.49	18.935
64031	0.064	0.054	0.022	0.065	8.599	18.838
64031	0.047	0.053	0.021	0.063	8.511	18.906
64031	0.06	0.04	0.021	0.061	8.503	18.879
64031	0.048	0.052	0.022	0.061	8.514	19.017
64031	0.061	0.039	0.022	0.061	8.575	19.453
64031	0.049	0.052	0.021	0.07	8.622	19.193
64031	0.061	0.04	0.021	0.063	8.541	19.145
64031	0.047	0.053	0.022	0.057	8.568	18.902
64031	0.06	0.039	0.022	0.056	8.609	18.917
64031	0.048	0.053	0.023	0.056	8.515	18.883
64031	0.06	0.039	0.021	0.055	8.512	18.874
64031	0.048	0.053	0.021	0.054	8.52	18.957
64031	0.061	0.04	0.022	0.054	8.517	18.901
64031	0.046	0.053	0.023	0.053	8.538	18.976
64031	0.061	0.04	0.021	0.051	8.552	18.875
64031	0.048	0.053	0.022	0.073	8.537	18.932
64031	0.06	0.04	0.022	0.05	8.542	18.904
64031	0.047	0.053	0.022	0.051	8.591	18.939
64031	0.061	0.039	0.021	0.049	8.611	18.921
64031	0.048	0.053	0.022	0.048	8.552	18.87
64031	0.062	0.039	0.022	0.048	8.543	18.89
64031	0.048	0.054	0.021	0.049	8.561	18.838
64031	0.061	0.039	0.022	0.048	8.562	18.903
64031	0.047	0.054	0.022	0.048	8.573	18.939
64031	0.061	0.039	0.022	0.047	8.551	18.876
64031	0.048	0.053	0.022	0.045	8.547	18.916
64031	0.06	0.041	0.022	0.045	8.58	18.904
64031	0.048	0.054	0.022	0.045	8.562	18.935
64031	0.061	0.04	0.022	0.047	8.563	18.894
64031	0.048	0.053	0.021	0.044	8.638	19.143
64031	0.06	0.04	0.022	0.044	8.611	19.034
64031	0.047	0.054	0.022	0.044	8.596	19.206
64031	0.06	0.039	0.022	0.043	8.616	19.071
64031	0.049	0.054	0.022	0.043	8.581	19.095
64031	0.06	0.041	0.023	0.042	8.577	19.1
64031	0.047	0.054	0.023	0.043	8.723	18.895
64031	0.061	0.039	0.022	0.042	8.616	18.912
64031	0.047	0.052	0.022	0.042	8.591	18.96
64031	0.061	0.039	0.022	0.041	8.608	19.008
64031	0.047	0.053	0.023	0.041	8.587	18.955
64031	0.06	0.04	0.021	0.041	8.604	18.921
64031	0.05	0.053	0.022	0.045	8.618	18.933
64031	0.061	0.039	0.022	0.04	8.635	18.862
64031	0.047	0.053	0.022	0.039	8.593	18.946
64031	0.063	0.04	0.022	0.038	8.621	19.037
64031	0.048	0.053	0.024	0.039	8.733	18.92
64031	0.061	0.041	0.022	0.052	8.629	18.982
64031	0.048	0.054	0.022	0.038	8.626	18.944
64031	0.06	0.039	0.022	0.038	8.626	18.919
64031	0.047	0.053	0.022	0.038	8.623	18.9
64031	0.061	0.039	0.022	0.038	8.621	18.895
64031	0.048	0.054	0.022	0.037	8.612	18.877
64031	0.061	0.04	0.022	0.041	8.634	18.875
64031	0.048	0.052	0.022	0.036	8.617	18.914
64031	0.061	0.04	0.022	0.037	8.625	18.852
64031	0.048	0.053	0.024	0.05	8.62	18.923
128063	0.113	0.103	0.036	9.336	35.038	71.605
128063	0.116	0.111	0.042	4.747	34.629	74.592
128063	0.1	0.108	0.043	3.137	34.698	75.386
128063	0.1	0.106	0.043	2.357	34.652	76.063
128063	0.104	0.108	0.046	1.899	35.047	76.255
128063	0.102	0.107	0.045	1.57	34.63	76.437
128063	0.101	0.093	0.045	1.35	34.564	76.065
128063	0.116	0.078	0.046	1.182	34.64	76.09
128063	0.116	0.079	0.046	1.054	34.766	76.28
128063	0.119	0.079	0.046	0.956	34.674	76.383
128063	0.117	0.092	0.047	0.876	34.625	76.542
128063	0.117	0.092	0.046	0.809	34.679	76.6
128063	0.117	0.093	0.048	0.737	34.839	77.219
128063	0.119	0.092	0.047	0.683	34.732	76.598
128063	0.116	0.092	0.047	0.655	34.702	76.558
128063	0.117	0.091	0.047	0.602	34.795	77.146
128063	0.118	0.092	0.047	0.564	34.703	76.586
128063	0.117	0.092	0.047	0.546	34.86	76.527
128063	0.118	0.092	0.047	0.512	34.671	76.496
128063	0.117	0.093	0.046	0.488	34.722	76.361
128063	0.117	0.094	0.046	0.465	34.782	76.602
128063	0.117	0.092	0.046	0.442	34.814	76.779
128063	0.116	0.093	0.046	0.424	34.649	76.726
128063	0.117	0.092	0.047	0.412	34.943	76.978
128063	0.12	0.093	0.046	0.392	34.685	76.437
128063	0.116	0.093	0.047	0.379	34.668	77.015
128063	0.118	0.093	0.047	0.368	34.667	76.304
128063	0.12	0.092	0.048	0.355	34.723	76.418
128063	0.116	0.094	0.048	0.343	34.724	76.279
128063	0.118	0.093	0.047	0.332	34.758	76.41
128063	0.116	0.093	0.046	0.323	34.764	76.332
128063	0.117	0.093	0.047	0.316	34.727	76.358
128063	0.117	0.092	0.048	0.309	34.815	76.4
128063	0.118	0.095	0.047	0.297	34.757	76.352
128063	0.117	0.093	0.047	0.291	34.742	76.397
128063	0.117	0.093	0.047	0.283	34.725	76.446
128063	0.116	0.093	0.048	0.275	34.632	76.435
128063	0.116	0.096	0.047	0.269	34.735	76.433
128063	0.12	0.093	0.047	0.263	34.715	76.739
128063	0.116	0.094	0.047	0.256	34.738	76.411
128063	0.118	0.092	0.047	0.249	34.745	76.396
128063	0.118	0.095	0.048	0.245	34.692	76.466
128063	0.118	0.095	0.047	0.253	34.755	76.435
128063	0.117	0.093	0.047	0.237	34.777	76.376
128063	0.118	0.093	0.047	0.231	34.718	76.445
128063	0.119	0.093	0.047	0.23	34.703	76.51
128063	0.118	0.094	0.048	0.224	34.74	76.469
128063	0.117	0.093	0.047	0.219	34.797	76.498
128063	0.118	0.094	0.047	0.214	34.798	76.363
128063	0.12	0.093	0.047	0.211	34.748	76.444
128063	0.118	0.094	0.049	0.206	34.686	76.4
128063	0.118	0.093	0.047	0.206	34.789	76.745
128063	0.117	0.094	0.047	0.2	34.744	76.374
128063	0.117	0.094	0.047	0.196	34.77	76.363
128063	0.117	0.094	0.047	0.193	34.745	76.481
128063	0.118	0.095	0.048	0.192	34.708	76.463
128063	0.12	0.095	0.048	0.197	34.719	76.39
128063	0.118	0.095	0.048	0.186	34.818	76.265
128063	0.119	0.093	0.048	0.181	34.779	76.418
128063	0.118	0.093	0.048	0.18	34.773	76.407
128063	0.117	0.096	0.047	0.178	34.775	76.244
128063	0.118	0.093	0.047	0.173	34.849	76.455
128063	0.121	0.094	0.047	0.187	34.773	76.327
128063	0.118	0.095	0.05	0.17	34.831	76.352
128063	0.118	0.094	0.048	0.168	35.142	76.521
128063	0.118	0.095	0.047	0.167	34.833	76.326
128063	0.118	0.094	0.049	0.164	34.786	76.581
128063	0.123	0.094	0.048	0.162	34.8	76.382
128063	0.117	0.094	0.049	0.16	34.752	76.426
128063	0.118	0.094	0.047	0.157	34.792	76.367
128063	0.119	0.095	0.048	0.157	34.803	76.43
128063	0.118	0.093	0.049	0.155	34.851	76.421
128063	0.117	0.094	0.048	0.155	34.808	76.385
128063	0.118	0.094	0.047	0.152	34.871	76.432
128063	0.119	0.094	0.048	0.149	34.838	76.451
128063	0.117	0.094	0.047	0.149	34.8	76.468
128063	0.12	0.094	0.047	0.146	34.825	76.404
128063	0.122	0.094	0.049	0.15	35.206	76.534
128063	0.119	0.094	0.048	0.143	34.78	76.436
128063	0.119	0.095	0.048	0.142	34.781	76.397
128063	0.117	0.094	0.048	0.143	34.804	76.414
128063	0.121	0.094	0.048	0.14	34.808	76.495
128063	0.118	0.094	0.048	0.138	34.825	76.455
128063	0.118	0.097	0.048	0.137	34.821	76.436
128063	0.118	0.094	0.048	0.136	34.803	76.443
128063	0.118	0.094	0.049	0.134	34.825	76.364
128063	0.121	0.094	0.048	0.133	34.81	76.411
128063	0.118	0.095	0.049	0.133	34.841	76.542
128063	0.118	0.095	0.047	0.13	34.851	76.427
128063	0.117	0.095	0.048	0.13	34.866	76.44
128063	0.12	0.094	0.048	0.131	35.206	76.476
128063	0.118	0.094	0.048	0.129	34.835	76.461
128063	0.119	0.096	0.048	0.125	34.848	76.459
128063	0.119	0.096	0.048	0.126	34.814	76.535
128063	0.118	0.094	0.05	0.124	34.832	76.385
128063	0.12	0.095	0.048	0.124	34.822	76.402
128063	0.117	0.094	0.048	0.124	34.827	76.371
128063	0.119	0.095	0.048	0.12	34.85	76.564
128063	0.119	0.095	0.048	0.119	34.876	76.35
128063	0.118	0.096	0.048	0.119	34.829	76.324
