date,open,high,low,close,volume,adj.close,sma 25,sma 55,sma 225,stddev,-3s,-2s,+2s,+3s,RCI
2017-01-04,19900,20210,19880,20190,63165,20190,20190.0,20190.0,20190.0,0.0,20190.0,20190.0,20190.0,20190.0,100.0
2017-01-05,20230,20230,20080,20150,39263,20150,20170.0,20170.0,20170.0,28.3,20085.1,20113.4,20226.6,20254.9,99.9
2017-01-06,19960,20090,19940,20090,97348,20090,20143.3,20143.3,20143.3,50.3,19992.3,20042.6,20244.0,20294.3,99.7
2017-01-10,20030,20110,19860,19930,115241,19930,20090.0,20090.0,20090.0,114.3,19747.1,19861.4,20318.6,20432.9,99.2
2017-01-11,19980,20020,19940,20000,100987,20000,20072.0,20072.0,20072.0,106.9,19751.4,19858.3,20285.7,20392.6,98.5
2017-01-12,19760,19760,19520,19580,91050,19580,19990.0,19990.0,19990.0,222.4,19322.7,19545.1,20434.9,20657.3,97.4
2017-01-13,19650,19760,19620,19740,18089,19740,19954.3,19954.3,19954.3,224.0,19282.4,19506.4,20402.2,20626.2,95.8
2017-01-16,19670,19700,19510,19560,26100,19560,19905.0,19905.0,19905.0,249.9,19155.4,19405.3,20404.7,20654.6,93.7
2017-01-17,19520,19520,19260,19260,66865,19260,19833.3,19833.3,19833.3,317.6,18880.6,19198.2,20468.4,20786.0,90.9
2017-01-18,19210,19390,19100,19340,35352,19340,19784.0,19784.0,19784.0,337.6,18771.2,19108.8,20459.2,20796.8,87.5
2017-01-19,19520,19580,19420,19520,27038,19520,19760.0,19760.0,19760.0,330.0,18769.9,19099.9,20420.1,20750.1,83.5
2017-01-20,19520,19630,19490,19610,15688,19610,19747.5,19747.5,19747.5,317.6,18794.6,19112.2,20382.8,20700.4,79.7
2017-01-23,19410,19470,19320,19350,20034,19350,19716.9,19716.9,19716.9,323.5,18746.5,19069.9,20363.9,20687.3,74.2
2017-01-24,19260,19360,19220,19240,21727,19240,19682.9,19682.9,19682.9,335.9,18675.2,19011.1,20354.7,20690.6,67.2
2017-01-25,19540,19600,19430,19480,24162,19480,19669.3,19669.3,19669.3,327.9,18685.6,19013.5,20325.1,20653.0,60.2
2017-01-26,19700,19870,19680,19850,32198,19850,19680.6,19680.6,19680.6,320.0,18720.6,19040.6,20320.6,20640.6,55.2
2017-01-27,19920,19950,19860,19920,47560,19920,19694.7,19694.7,19694.7,315.2,18749.0,19064.3,20325.1,20640.4,49.8
2017-01-30,19810,19850,19760,19800,17548,19800,19700.6,19700.6,19700.6,306.8,18780.2,19087.0,20314.2,20621.0,43.8
2017-01-31,19570,19650,19490,19500,39883,19500,19690.0,19690.0,19690.0,301.7,18784.9,19086.6,20293.4,20595.1,33.3
2017-02-01,19370,19610,19360,19580,39184,19580,19684.5,19684.5,19684.5,294.7,18800.5,19095.1,20273.9,20568.5,23.4
2017-02-06,19530,19550,19360,19440,22904,19440,19672.9,19672.9,19672.9,292.1,18796.5,19088.6,20257.2,20549.3,10.2
2017-02-07,19300,19420,19260,19350,36914,19350,19658.2,19658.2,19658.2,293.3,18778.3,19071.6,20244.8,20538.1,-5.1
2017-02-08,19390,19450,19320,19440,16687,19440,19648.7,19648.7,19648.7,290.1,18778.3,19068.4,20229.0,20519.1,-20.9
2017-02-09,19370,19430,19310,19360,13880,19360,19636.7,19636.7,19636.7,289.8,18767.3,19057.1,20216.3,20506.1,-38.2
2017-02-10,19680,19850,19660,19830,66241,19830,19644.4,19644.4,19644.4,286.3,18785.4,19071.7,20217.1,20503.4,-47.9
2017-02-13,19980,19980,19880,19910,36540,19910,19633.2,19654.6,19654.6,285.3,18777.2,19062.5,20203.9,20489.2,-32.5
2017-02-14,19960,19960,19680,19710,73411,19710,19615.6,19656.7,19656.7,280.0,18775.6,19055.6,20175.6,20455.6,-18.8
2017-02-15,19920,19950,19880,19890,55054,19890,19607.6,19665.0,19665.0,278.3,18772.8,19051.0,20164.2,20442.4,-0.3
2017-02-16,19880,19890,19710,19800,78361,19800,19602.4,19669.7,19669.7,274.4,18779.2,19053.6,20151.2,20425.6,17.5
2017-02-17,19680,19730,19620,19670,32438,19670,19589.2,19669.7,19669.7,269.6,18780.3,19049.9,20128.5,20398.1,34.6
