date,open,high,low,close,volume,adj.close,sma 8,sma 25,sma 90,stddev,-3s,-2s,+2s,+3s,RCI
2017-12-04,2177,2191,2037,2040,575200,2040,2210.8,2388.4,1953.5,201.0,1785.4,1986.4,2790.4,2991.4,-89.8
2017-12-05,1970,2035,1937,2029,493400,2029,2187.8,2361.8,1966.8,202.9,1753.0,1956.0,2767.6,2970.6,-89.8
2017-12-06,2000,2011,1932,1935,293500,1935,2145.5,2331.7,1978.9,208.4,1706.6,1915.0,2748.4,2956.8,-89.8
2017-12-07,1945,2013,1945,1985,337800,1985,2104.9,2306.1,1990.9,210.1,1675.7,1885.8,2726.4,2936.5,-90.1
2017-12-08,1990,2002,1943,1960,206700,1960,2072.1,2279.6,2002.7,210.3,1648.6,1859.0,2700.2,2910.6,-90.2
2017-12-11,1990,2052,1971,2035,330300,2035,2048.0,2257.7,2015.1,205.9,1640.0,1845.9,2669.5,2875.4,-90.2
2017-12-12,2025,2025,1975,1993,248400,1993,2022.6,2235.2,2026.4,202.7,1627.0,1829.7,2640.7,2843.4,-89.9
2017-12-13,1980,2142,1937,2066,1110700,2066,2005.4,2214.0,2038.3,190.7,1641.9,1832.6,2595.4,2786.1,-87.8
2017-12-14,2049,2069,1982,2000,386900,2000,2000.4,2187.6,2049.9,171.2,1674.1,1845.3,2529.9,2701.1,-86.5
2017-12-15,2010,2010,1950,1998,237800,1998,1996.5,2164.0,2059.7,153.4,1703.7,1857.2,2470.8,2624.3,-84.9
2017-12-18,2010,2049,1976,2021,333800,2021,2007.2,2147.6,2068.3,145.5,1711.2,1856.7,2438.5,2584.0,-82.8
2017-12-19,2060,2066,2000,2006,243900,2006,2009.9,2130.3,2076.9,134.7,1726.1,1860.9,2399.7,2534.5,-80.2
2017-12-20,1999,2054,1988,2034,341500,2034,2019.1,2114.6,2085.4,121.0,1751.7,1872.6,2356.6,2477.5,-76.1
2017-12-21,2034,2039,1996,2010,179300,2010,2016.0,2103.1,2095.1,116.4,1754.0,1870.4,2335.8,2452.2,-72.9
