date,open,high,low,close,volume,adj.close
2017/01/04,14760,15240,14760,15240,11034007,15240
2017/01/05,15260,15270,15040,15140,9930177,15140
2017/01/06,14850,15050,14830,15040,7388310,15040
2017/01/10,14950,15070,14700,14790,9056072,14790
2017/01/11,14880,14940,14810,14890,4751057,14890
2017/01/12,14740,14750,14420,14520,12609169,14520
2017/01/13,14590,14770,14550,14760,7116721,14760
2017/01/16,14650,14700,14410,14460,7221384,14460
2017/01/17,14400,14410,14040,14040,12119023,14040
2017/01/18,13960,14220,13780,14150,11840481,14150
2017/01/19,14410,14490,14260,14430,7572726,14430
2017/01/20,14390,14570,14350,14520,6959940,14520
2017/01/23,14250,14350,14110,14130,8736318,14130
2017/01/24,14000,14170,13960,13990,7693027,13990
2017/01/25,14450,14490,14270,14370,7302182,14370
2017/01/26,14660,14920,14640,14880,9708409,14880
2017/01/27,14990,15030,14900,14980,8028818,14980
2017/01/30,14840,14900,14750,14830,5910305,14830
2017/01/31,14500,14590,14350,14370,10154314,14370
2017/02/01,14190,14520,14160,14510,7239658,14510
2017/02/06,14410,14420,14120,14240,6390643,14240
2017/02/07,14050,14240,13980,14130,5616460,14130
2017/02/08,14180,14290,14090,14290,4257904,14290
2017/02/09,14190,14260,14090,14150,5164804,14150
2017/02/10,14590,14870,14570,14840,9196851,14840
2017/02/13,15060,15060,14900,14960,7042012,14960
2017/02/14,15020,15030,14610,14650,8440146,14650
2017/02/15,14950,15020,14920,14930,5825741,14930
2017/02/16,14900,14920,14650,14790,6384089,14790
2017/02/17,14610,14680,14510,14620,6409912,14620
2017/02/20,14520,14680,14430,14660,4209809,14660
2017/02/21,14680,14860,14660,14840,3705608,14840
2017/02/22,14910,14920,14760,14840,4475399,14840
2017/02/23,14830,14840,14650,14830,4432136,14830
2017/02/24,14630,14860,14590,14710,6308206,14710
2017/02/27,14500,14540,14260,14440,8453354,14440
2017/02/28,14590,14680,14450,14450,4605858,14450
2017/03/01,14610,14900,14510,14880,10209462,14880
2017/03/02,15220,15290,15120,15120,8113301,15120
2017/03/03,15100,15160,14860,14980,6035845,14980
2017/03/09,14780,14790,14660,14760,3395596,14760
2017/03/10,14960,15220,14920,15210,7656682,15210
2017/03/13,15090,15270,15060,15220,4024194,15220
2017/03/14,15260,15260,15180,15200,2984703,15200
2017/03/15,15080,15150,15030,15150,3233735,15150
2017/03/16,14960,15210,14940,15170,5793074,15170
2017/03/17,15010,15090,14990,15050,4164591,15050
2017/03/21,14870,15000,14760,14950,4787883,14950
2017/03/22,14410,14520,14280,14310,9214615,14310
2017/03/23,14350,14410,14200,14370,5971191,14370
2017/03/24,14350,14690,14320,14640,6547858,14640
2017/03/27,14340,14370,14120,14180,7029992,14180
2017/03/28,14450,14520,14380,14510,6371188,14510
2017/03/29,14730,14800,14660,14730,5383930,14730
2017/03/30,14660,14760,14480,14500,4847465,14500
2017/03/31,14690,14740,14310,14310,6740649,14310
