0,2d2a,20180124,1840
1,8201,東証1部,さが美グループホールディングス(株),01/24,139,-11.46 %,-18,3613000
2,2776,東証JQS,新都ホールディングス(株),01/24,232,-11.45 %,-30,1811000
3,1687,東証ETF,ETFS 農産物上場投資信託,01/24,524,-11.04 %,-65,70
4,9307,東証2部,(株)杉村倉庫,01/24,1880,-8.29 %,-170,8529100
5,3967,マザーズ,(株)エルテス,01/24,2770,-7.97 %,-240,539700
6,4824,マザーズ,(株)メディアシーク,01/24,693,-7.48 %,-56,834300
7,7571,東証JQS,(株)ヤマノホールディングス,01/24,169,-7.14 %,-13,2861100
8,7624,東証JQS,(株)ＮａＩＴＯ,01/24,388,-6.73 %,-28,966300
9,4819,東証1部,(株)デジタルガレージ,01/24,3785,-6.43 %,-260,866100
10,7915,東証1部,ＮＩＳＳＨＡ(株),01/24,2926,-6.37 %,-199,2641000
11,8023,東証2部,大興電子通信(株),01/24,1433,-6.16 %,-94,306000
12,3202,東証1部,ダイトウボウ(株),01/24,122,-6.15 %,-8,2389700
13,3998,マザーズ,(株)すららネット,01/24,4080,-6.10 %,-265,95700
14,8705,東証JQS,岡藤ホールディングス(株),01/24,206,-5.94 %,-13,696300
15,5724,東証JQS,(株)アサカ理研,01/24,2740,-5.61 %,-163,177400
16,3547,マザーズ,(株)串カツ田中,01/24,4295,-5.50 %,-250,524400
17,2930,東証1部,(株)北の達人コーポレーション,01/24,2685,-5.46 %,-155,2870100
18,6920,東証1部,レーザーテック(株),01/24,3945,-5.40 %,-225,869000
19,3908,マザーズ,(株)コラボス,01/24,3930,-5.07 %,-210,394700
20,6758,東証1部,ソニー(株),01/24,5442,-5.06 %,-290,19510700
21,3606,東証1部,(株)レナウン,01/24,190,-5.00 %,-10,14386500
22,3199,東証1部,綿半ホールディングス(株),01/24,4000,-4.99 %,-210,101600
23,9753,東証JQS,アイエックス・ナレッジ(株),01/24,798,-4.77 %,-40,194000
24,9704,東証1部,(株)アゴーラ・ホスピタリティー・グループ,01/24,40,-4.76 %,-2,8397000
25,1693,東証ETF,ETFS 銅上場投資信託,01/24,3330,-4.72 %,-165,50
26,3479,マザーズ,(株)ティーケーピー,01/24,3850,-4.70 %,-190,300800
27,6255,マザーズ,(株)エヌ・ピー・シー,01/24,286,-4.67 %,-14,1359400
28,2693,東証JQS,ＹＫＴ(株),01/24,759,-4.65 %,-37,684200
29,3267,マザーズ,(株)フィル・カンパニー,01/24,6770,-4.65 %,-330,578600
30,8595,東証1部,(株)ジャフコ,01/24,6810,-4.62 %,-330,357600
31,6506,東証1部,(株)安川電機,01/24,5790,-4.46 %,-270,10519800
32,3726,東証2部,(株)フォーシーズホールディングス,01/24,540,-4.42 %,-25,38000
33,6181,マザーズ,(株)パートナーエージェント,01/24,412,-4.41 %,-19,150800
34,6563,マザーズ,(株)みらいワークス,01/24,10900,-4.39 %,-500,70600
35,6719,東証2部,富士通コンポーネント(株),01/24,1310,-4.31 %,-59,354700
36,4369,東証JQS,(株)トリケミカル研究所,01/24,4920,-4.28 %,-220,256600
37,3323,東証JQS,レカム(株),01/24,382,-4.26 %,-17,20201200
38,6268,東証1部,ナブテスコ(株),01/24,5170,-4.26 %,-230,1107700
39,3486,マザーズ,(株)グローバル・リンク・マネジメント,01/24,10410,-4.23 %,-460,376700
40,6218,東証1部,エンシュウ(株),01/24,204,-4.23 %,-9,5644000
