0,1w2a,20180105,2036
186,7873,東証1部,(株)アーク,126,6.78 %,8,4191700,掲示板
187,6479,東証1部,ミネベアミツミ(株),2523,6.77 %,160,6983500,掲示板
188,6361,東証1部,荏原,4585,6.75 %,290,1217800,掲示板
189,8604,東証1部,野村ホールディングス(株),710,6.75 %,44.9,78112100,掲示板
190,3652,マザーズ,(株)ディジタルメディアプロフェッショナル,16300,6.75 %,1030,731200,掲示板
191,9640,東証JQS,(株)セゾン情報システムズ,2490,6.73 %,157,29400,掲示板
192,6086,マザーズ,シンメンテホールディングス(株),2110,6.73 %,133,123100,掲示板
193,6134,東証1部,富士機械製造(株),2310,6.70 %,145,1241600,掲示板
194,1400,東証JQG,ルーデン・ホールディングス(株),399,6.68 %,25,934600,掲示板
195,4091,東証1部,大陽日酸(株),1682,6.66 %,105,983500,掲示板
196,9104,東証1部,(株)商船三井,4010,6.65 %,250,3311500,掲示板
197,2502,東証1部,アサヒグループホールディングス(株),5961,6.64 %,371,5161600,掲示板
198,1420,東証1部,サンヨーホームズ(株),1062,6.63 %,66,838400,掲示板
199,6425,東証JQS,(株)ユニバーサルエンターテインメント,4425,6.63 %,275,524000,掲示板
200,7567,東証JQS,(株)栄電子,709,6.62 %,44,151100,掲示板
