0,1d2a,20180201,1840,,,,
415,2464,東証1部,(株)ビジネス・ブレークスルー,600,3.81,22,374700
416,4519,東証1部,中外製薬(株),5990,3.81,220,881100
417,6951,東証1部,日本電子(株),681,3.81,25,332000
418,8214,東証1部,(株)ＡＯＫＩホールディングス,1715,3.81,63,235100
419,8237,東証1部,(株)松屋,1608,3.81,59,148300
420,8383,東証1部,(株)鳥取銀行,1878,3.81,69,20500
421,1711,東証2部,(株)省電舎ホールディングス,1558,3.80,57,1025200
422,5999,東証JQS,イハラサイエンス(株),2595,3.80,95,33600
423,6911,東証1部,新日本無線(株),957,3.80,35,436600
424,8558,東証1部,(株)東和銀行,1560,3.79,57,189000
425,6550,マザーズ,Ｆｒｉｎｇｅ８１(株),4260,3.78,155,18300
426,6844,東証1部,新電元工業(株),10440,3.78,380,86700
427,8572,東証1部,アコム(株),494,3.78,18,12051800
428,1572,東証ETF,中国H株ブル2倍上場投信,18740,3.77,680,3730
429,2222,東証1部,寿スピリッツ(株),6890,3.77,250,138900
430,2337,東証1部,いちご(株),468,3.77,17,2259400
431,3932,東証1部,(株)アカツキ,6880,3.77,250,248600
432,3189,東証JQS,(株)ＡＮＡＰ,1159,3.76,42,164000
433,4776,東証1部,サイボウズ(株),607,3.76,22,129000
434,2780,東証2部,(株)コメ兵,2025,3.74,73,60400
435,8439,東証1部,東京センチュリー(株),6110,3.74,220,215800
436,8392,東証1部,(株)大分銀行,4445,3.73,160,42600
437,4246,東証1部,ダイキョーニシカワ(株),1841,3.72,66,193700
438,2122,マザーズ,(株)インタースペース,2265,3.71,81,15000
439,6282,東証1部,オイレス工業(株),2348,3.71,84,64700
440,9792,東証1部,(株)ニチイ学館,1454,3.71,52,300700
441,4331,東証1部,(株)テイクアンドギヴ・ニーズ,1178,3.70,42,221000
442,5986,東証1部,モリテック　スチール(株),1092,3.70,39,630800
443,7966,東証1部,リンテック(株),3235,3.69,115,110300
444,2152,東証JQS,幼児活動研究会(株),1833,3.68,65,30300
445,7643,東証JQS,(株)ダイイチ,1380,3.68,49,5100
446,8344,東証1部,(株)山形銀行,2485,3.67,88,103200
447,9753,東証JQS,アイエックス・ナレッジ(株),678,3.67,24,186000
448,7646,東証1部,(株)ＰＬＡＮＴ,1471,3.66,52,39600
449,7836,東証JQS,アビックス(株),170,3.66,6,1054800
450,8275,東証1部,(株)フォーバル,880,3.65,31,22400
451,9532,東証1部,大阪ガス(株),2242,3.65,79,1911100
452,2750,東証JQS,石光商事(株),627,3.64,22,27800
453,4826,東証1部,(株)ＣＩＪ,740,3.64,26,92100
454,7905,東証1部,大建工業(株),2960,3.64,104,14800
455,8387,東証1部,(株)四国銀行,1710,3.64,60,117300
456,8934,東証1部,サンフロンティア不動産(株),1423,3.64,50,764400
457,2049,東証ETF,NEXT NOTES S&P500 VIX インバースETN,34300,3.63,1200,55640
458,3679,マザーズ,(株)じげん,1172,3.63,41,526700
459,8015,東証1部,豊田通商(株),4570,3.63,160,758000
460,2371,東証1部,(株)カカクコム,1980,3.61,69,1184900
461,4222,東証2部,児玉化学工業(株),201,3.61,7,1584000
462,4779,東証1部,ソフトブレーン(株),461,3.60,16,613500
463,5970,東証1部,(株)ジーテクト,2302,3.60,80,31000
464,3950,東証1部,ザ・パック(株),3895,3.59,135,17300
465,2031,東証ETF,NEXT NOTES 香港ハンセン･ダブル･ブルETN,19080,3.58,660,4
466,5971,東証JQS,(株)共和工業所,8400,3.58,290,4200
467,7447,東証1部,ナガイレーベン(株),2894,3.58,100,34800
468,8105,東証2部,堀田丸正(株),434,3.58,15,109800
469,2905,東証JQS,オーケー食品工業(株),1248,3.57,43,2800
470,4215,東証1部,タキロンシーアイ(株),813,3.57,28,176600
471,4290,東証1部,(株)プレステージ・インターナショナル,1479,3.57,51,315900
472,4911,東証1部,(株)資生堂,5801,3.57,200,1460800
473,5929,東証1部,三和ホールディングス(株),1568,3.57,54,1385300
474,7455,東証1部,(株)三城ホールディングス,524,3.56,18,115700
475,9380,東証1部,東海運(株),436,3.56,15,25700
476,2385,マザーズ,(株)総医研ホールディングス,584,3.55,20,225800
477,6633,東証2部,(株)Ｃ＆Ｇシステムズ,584,3.55,20,24300
478,3681,東証1部,(株)ブイキューブ,556,3.54,19,84200
479,9064,東証1部,ヤマトホールディングス(株),2911.5,3.54,99.5,3170300
480,9904,東証2部,(株)ベリテ,380,3.54,13,147500
481,4593,マザーズ,(株)ヘリオス,2143,3.53,73,126700
482,4684,東証1部,(株)オービック,8790,3.53,300,277100
483,5602,東証1部,(株)栗本鐵工所,2583,3.53,88,40800
484,7725,東証1部,(株)インターアクション,1085,3.53,37,218400
485,1945,東証1部,(株)東京エネシス,1147,3.52,39,178700
486,4549,東証1部,栄研化学(株),5020,3.51,170,114400
487,6044,東証1部,(株)三機サービス,2004,3.51,68,42300
488,4974,東証1部,タカラバイオ(株),1832,3.50,62,901400
489,6586,東証1部,(株)マキタ,5320,3.50,180,872800
490,8713,東証1部,フィデアホールディングス(株),207,3.50,7,714700
491,3895,東証JQS,ハビックス(株),1158,3.49,39,42600
492,6046,マザーズ,(株)リンクバル,3705,3.49,125,14100
493,6138,東証1部,ダイジェット工業(株),2107,3.49,71,26500
494,6458,東証1部,新晃工業(株),2195,3.49,74,65200
495,3662,東証1部,(株)エイチーム,2828,3.48,95,313100
496,7994,東証1部,(株)岡村製作所,1575,3.48,53,205000
497,6400,東証JQS,不二精機(株),507,3.47,17,446000
498,6928,東証2部,(株)エノモト,2030,3.47,68,56200
499,9543,東証1部,静岡ガス(株),984,3.47,33,111900
500,8022,東証1部,ミズノ(株),3285,3.46,110,42800
501,3104,東証1部,富士紡ホールディングス(株),4200,3.45,140,112100
502,3355,東証2部,クリヤマホールディングス(株),2789,3.45,93,8600
503,4028,東証1部,石原産業(株),2131,3.45,71,184100
504,4113,東証2部,田岡化学工業(株),3900,3.45,130,18300
505,7820,東証1部,ニホンフラッシュ(株),2879,3.45,96,148700
506,2384,東証1部,ＳＢＳホールディングス(株),1173,3.44,39,135500
507,3966,マザーズ,(株)ユーザベース,1623,3.44,54,174600
508,6200,東証1部,(株)インソース,4665,3.44,155,110600
509,4218,東証1部,ニチバン(株),3165,3.43,105,60900
510,6131,東証2部,浜井産業(株),181,3.43,6,363000
511,6971,東証1部,京セラ(株),7500,3.43,249,1548700
512,8708,東証1部,藍澤證券(株),785,3.43,26,61800
513,3675,マザーズ,(株)クロス・マーケティンググループ,604,3.42,20,165200
514,6501,東証1部,(株)日立製作所,896,3.42,29.6,27740000
515,8032,東証1部,日本紙パルプ商事(株),4385,3.42,145,15300
516,3673,東証1部,(株)ブロードリーフ,1154,3.41,38,416600
517,5856,東証2部,(株)東理ホールディングス,91,3.41,3,299500
518,7466,東証1部,ＳＰＫ(株),3185,3.41,105,6400
519,3417,東証JQS,大木ヘルスケアホールディングス(株),1794,3.40,59,116600
520,3468,東証,スターアジア不動産投資法人,112400,3.40,3700,17842
521,6113,東証1部,(株)アマダホールディングス,1671,3.40,55,1657000
522,6376,東証1部,日機装(株),1337,3.40,44,301700
523,8379,東証1部,(株)広島銀行,943,3.40,31,1696900
524,9143,東証1部,ＳＧホールディングス(株),2616,3.40,86,3394400
525,4235,東証JQS,ウルトラファブリックス・ホールディングス(株),3080,3.39,101,21500
526,7614,東証JQS,(株)オーエムツーネットワーク,1618,3.39,53,11100
527,8543,東証1部,(株)みなと銀行,2137,3.39,70,150400
528,1367,東証ETF,ダイワ 上場投信-TOPIXレバレッジ(2倍),16820,3.38,550,4801
529,1458,東証ETF,楽天 ETF-日経レバレッジ指数連動型,12530,3.38,410,128939
530,6005,東証1部,三浦工業(株),3210,3.38,105,226100
531,6141,東証1部,ＤＭＧ森精機(株),2569,3.38,84,1252400
532,6758,東証1部,ソニー(株),5385,3.38,176,9016200
533,3608,東証1部,(株)ＴＳＩホールディングス,798,3.37,26,333400
534,3626,東証1部,ＴＩＳ(株),3990,3.37,130,249400
535,3682,マザーズ,エンカレッジ・テクノロジ(株),2056,3.37,67,9000
536,6098,東証1部,(株)リクルートホールディングス,2748.5,3.37,89.5,3080200
537,6768,東証1部,(株)タムラ製作所,890,3.37,29,558800
538,6861,東証1部,(株)キーエンス,68670,3.37,2240,503600
539,3391,東証1部,(株)ツルハホールディングス,15710,3.36,510,184700
540,7251,東証1部,(株)ケーヒン,2337,3.36,76,460700
541,8281,東証1部,ゼビオホールディングス(株),2397,3.36,78,148400
542,3769,東証1部,ＧＭＯペイメントゲートウェイ(株),9910,3.34,320,169500
543,6516,東証1部,山洋電気(株),8980,3.34,290,127400
544,7202,東証1部,いすゞ自動車(株),1900.5,3.34,61.5,3242900
545,8999,東証1部,グランディハウス(株),588,3.34,19,89700
546,1848,東証2部,(株)富士ピー・エス,1085,3.33,35,68500
547,3185,マザーズ,夢展望(株),1430,3.32,46,18500
548,7214,東証1部,ＧＭＢ(株),2271,3.32,73,125100
549,8545,東証1部,(株)関西アーバン銀行,1464,3.32,47,100400
550,9684,東証1部,(株)スクウェア・エニックス・ホールディングス,5140,3.32,165,1195100
551,1467,東証ETF,JPX日経400ブル2倍上場投信レバレッジ,12800,3.31,410,1550
552,7229,東証JQS,(株)ユタカ技研,2964,3.31,95,17900
553,1579,東証ETF,日経平均ブル2倍上場投信,23190,3.30,740,356680
554,4189,東証1部,ＫＨネオケム(株),3290,3.30,105,298200
555,8361,東証1部,(株)大垣共立銀行,2915,3.30,93,357700
556,7868,東証1部,(株)廣済堂,503,3.29,16,123800
557,8185,東証1部,(株)チヨダ,2792,3.29,89,114500
558,8418,東証1部,(株)山口フィナンシャルグループ,1320,3.29,42,1236000
559,1570,東証ETF,(NEXT FUNDS)日経平均レバレッジ上場投信,22060,3.28,700,6048229
560,5951,東証1部,ダイニチ工業(株),881,3.28,28,92700
561,5998,東証1部,(株)アドバネクス,4095,3.28,130,14600
562,6366,東証1部,千代田化工建設(株),1070,3.28,34,2838800
563,4552,東証1部,ＪＣＲファーマ(株),5680,3.27,180,157400
564,9468,東証1部,カドカワ(株),1420,3.27,45,404100
565,9880,東証1部,イノテック(株),1104,3.27,35,89100
566,4694,東証1部,(株)ビー・エム・エル,3040,3.26,96,96900
567,6197,東証1部,(株)ソラスト,3010,3.26,95,119700
568,7241,東証1部,フタバ産業(株),1078,3.26,34,405100
569,7745,東証1部,(株)エー・アンド・デイ,824,3.26,26,157700
570,1365,東証ETF,ダイワ 上場投信-日経平均レバレッジ,16860,3.25,530,77949
571,9707,東証JQS,(株)ユニマット　リタイアメント・コミュニティ,2000,3.25,63,42300
572,5809,東証1部,タツタ電線(株),829,3.24,26,1383800
573,6763,東証1部,帝国通信工業(株),1435,3.24,45,62500
574,3010,東証2部,価値開発(株),256,3.23,8,927000
575,4326,東証1部,(株)インテージホールディングス,1439,3.23,45,128600
576,6462,東証1部,(株)リケン,6390,3.23,200,14800
577,3099,東証1部,(株)三越伊勢丹ホールディングス,1347,3.22,42,2947000
578,3150,東証JQS,(株)グリムス,1862,3.22,58,10300
579,7482,東証1部,(株)シモジマ,1218,3.22,38,4500
580,2502,東証1部,アサヒグループホールディングス(株),5667,3.21,176,1487100
581,3361,東証1部,(株)トーエル,1060,3.21,33,8000
582,4319,東証1部,ＴＡＣ(株),354,3.21,11,63100
583,9735,東証1部,セコム(株),8610,3.21,268,735600
584,2531,東証1部,宝ホールディングス(株),1385,3.20,43,846000
585,3627,東証1部,ネオス(株),452,3.20,14,183500
586,3904,マザーズ,(株)カヤック,1385,3.20,43,53900
587,5015,東証1部,ビーピー・カストロール(株),2128,3.20,66,44000
588,5237,東証2部,(株)ノザワ,1645,3.20,51,60200
589,5943,東証1部,(株)ノーリツ,2223,3.20,69,71100
590,8093,東証1部,極東貿易(株),516,3.20,16,455000
591,9069,東証1部,センコーグループホールディングス(株),807,3.20,25,358900
592,1464,東証ETF,ダイワ上場投信-JPX日経400レバレッジ,12940,3.19,400,1165
593,2681,東証1部,(株)ゲオホールディングス,2296,3.19,71,242500
594,4462,東証2部,石原ケミカル(株),2395,3.19,74,12200
595,5939,東証JQS,(株)大谷工業,3885,3.19,120,500
596,6327,東証JQS,北川精機(株),517,3.19,16,36700
597,8342,東証1部,(株)青森銀行,3715,3.19,115,102800
598,3771,東証1部,(株)システムリサーチ,2303,3.18,71,25200
599,5195,東証1部,バンドー化学(株),1331,3.18,41,25200
600,5476,東証1部,日本高周波鋼業(株),1006,3.18,31,253800
601,2158,マザーズ,(株)ＦＲＯＮＴＥＯ,780,3.17,24,291400
602,7919,東証2部,野崎印刷紙業(株),228,3.17,7,66000
603,8562,東証1部,(株)福島銀行,910,3.17,28,63400
604,4507,東証1部,塩野義製薬(株),6228,3.16,191,1345900
605,9914,東証JQS,(株)植松商会,588,3.16,18,4000
606,3858,東証JQS,(株)ユビキタス,1212,3.15,37,196900
607,8081,東証1部,(株)カナデン,1538,3.15,47,14500
608,3156,東証1部,(株)ＵＫＣホールディングス,2398,3.14,73,78600
609,3431,東証1部,宮地エンジニアリンググループ(株),2927,3.14,89,132500
610,4403,東証1部,日油(株),3020,3.14,92,284400
611,9503,東証1部,関西電力(株),1396,3.14,42.5,4463400
612,1724,東証JQS,シンクレイヤ(株),956,3.13,29,32100
613,3141,東証1部,ウエルシアホールディングス(株),4775,3.13,145,180900
614,6097,東証1部,日本ビューホテル(株),1614,3.13,49,39100
615,9991,東証1部,ジェコス(株),1284,3.13,39,66500
616,2121,マザーズ,(株)ミクシィ,4965,3.12,150,491700
617,5020,東証1部,ＪＸＴＧホールディングス(株),746.4,3.12,22.6,12487300
618,6118,東証1部,アイダエンジニアリング(株),1586,3.12,48,374700
619,8173,東証1部,上新電機(株),3635,3.12,110,17300
620,9902,東証1部,(株)日伝,2282,3.12,69,17400
621,3347,東証2部,(株)トラスト,298,3.11,9,20500
622,7607,東証1部,(株)進和,2623,3.11,79,17900
623,4320,東証1部,(株)ＣＥホールディングス,899,3.10,27,41600
624,9830,東証1部,トラスコ中山(株),3325,3.10,100,91500
625,4792,東証JQS,山田コンサルティンググループ(株),3505,3.09,105,33600
626,5269,東証1部,日本コンクリート工業(株),501,3.09,15,196600
627,7595,東証1部,(株)アルゴグラフィックス,3835,3.09,115,14700
628,2169,東証1部,ＣＤＳ(株),1374,3.08,41,19400
629,6079,マザーズ,(株)エナリス,635,3.08,19,412800
630,6351,東証1部,(株)鶴見製作所,2139,3.08,64,13200
631,6402,東証2部,兼松エンジニアリング(株),1706,3.08,51,13900
632,6952,東証1部,カシオ計算機(株),1706,3.08,51,2812400
633,2815,東証1部,アリアケジャパン(株),9750,3.07,290,78000
634,3741,東証1部,(株)セック,3185,3.07,95,92600
635,8382,東証1部,(株)中国銀行,1475,3.07,44,738600
636,2191,東証JQS,テラ(株),539,3.06,16,128000
637,2317,東証1部,(株)システナ,3870,3.06,115,126000
638,6183,東証1部,(株)ベルシステム２４ホールディングス,1615,3.06,48,240500
639,7180,東証1部,(株)九州フィナンシャルグループ,673,3.06,20,2222400
640,6627,マザーズ,(株)テラプローブ,1418,3.05,42,189400
641,1987,東証2部,(株)ソルコム,2204,3.04,65,19000
642,4151,東証1部,協和発酵キリン(株),2200,3.04,65,1040800
643,8065,東証1部,佐藤商事(株),1289,3.04,38,20000
644,8515,東証1部,アイフル(株),407,3.04,12,7593000
645,9358,東証1部,(株)宇徳,508,3.04,15,31000
646,1648,東証ETF,ダイワ 上場投信･TOPIX-17銀行,13600,3.03,400,102
647,3350,東証JQS,(株)レッド・プラネット・ジャパン,34,3.03,1,1251100
648,4228,東証1部,積水化成品工業(株),1426,3.03,42,88300
649,4344,東証1部,ソースネクスト(株),749,3.03,22,992600
650,3143,東証2部,オーウイル(株),1569,3.02,46,10800
651,4095,東証1部,日本パーカライジング(株),1946,3.02,57,93600
652,5707,東証1部,東邦亜鉛(株),6830,3.02,200,212400
653,4025,東証1部,多木化学(株),5810,3.01,170,3600
654,4186,東証1部,東京応化工業(株),5140,3.01,150,153400
655,6146,東証1部,(株)ディスコ,26310,3.01,770,154100
656,4587,東証1部,ペプチドリーム(株),4635,3.00,135,1078100
657,5304,東証2部,ＳＥＣカーボン(株),7200,3.00,210,3600
658,6291,東証1部,日本エアーテック(株),962,3.00,28,32000
659,7989,東証1部,立川ブラインド工業(株),1476,3.00,43,20400
660,8586,東証1部,日立キャピタル(株),3095,3.00,90,334600
661,4008,東証1部,住友精化(株),5860,2.99,170,25800
662,5757,東証2部,(株)ＣＫサンエツ,4835,2.98,140,9400
663,5217,東証JQS,テクノクオーツ(株),12150,2.97,350,1800
664,5411,東証1部,ジェイ　エフ　イー　ホールディングス(株),2665.5,2.97,77,4844100
665,8011,東証1部,(株)三陽商会,2183,2.97,63,34300
666,4767,東証1部,(株)テー・オー・ダブリュー,1043,2.96,30,55800
667,7231,東証1部,トピー工業(株),3650,2.96,105,63000
668,8074,東証1部,ユアサ商事(株),4005,2.96,115,42100
669,8282,東証1部,(株)ケーズホールディングス,3135,2.96,90,356700
670,3154,東証1部,メディアスホールディングス(株),2827,2.95,81,21100
671,4282,東証1部,ＥＰＳホールディングス(株),2723,2.95,78,108300
672,7815,東証2部,東京ボード工業(株),1712,2.95,49,200
673,9310,東証1部,日本トランスシティ(株),489,2.95,14,32000
674,9366,東証1部,(株)サンリツ,908,2.95,26,90200
675,3635,東証1部,(株)コーエーテクモホールディングス,2485,2.94,71,267900
676,4572,東証JQG,カルナバイオサイエンス(株),1330,2.94,38,82800
677,4641,東証1部,(株)アルプス技研,2275,2.94,65,66700
678,4709,東証1部,(株)インフォメーション・ディベロプメント,1436,2.94,41,59200
679,6554,マザーズ,(株)エスユーエス,4555,2.94,130,12900
680,8304,東証1部,(株)あおぞら銀行,4550,2.94,130,1200700
681,1631,東証ETF,(NEXT FUNDS)銀行上場投信,12660,2.93,360,45
682,3656,東証1部,ＫＬａｂ(株),1933,2.93,55,1373300
683,3960,マザーズ,(株)バリューデザイン,2213,2.93,63,7600
684,4733,東証1部,(株)オービックビジネスコンサルタント,6350,2.92,180,19400
685,6095,マザーズ,メドピア(株),1058,2.92,30,76900
686,7570,東証1部,橋本総業ホールディングス(株),1868,2.92,53,2600
687,1358,東証ETF,上場インデックス日経レバレッジ指数,20880,2.91,590,7865
688,4581,東証1部,大正製薬ホールディングス(株),9180,2.91,260,313700
689,5310,東証1部,東洋炭素(株),3885,2.91,110,101700
690,5988,東証1部,(株)パイオラックス,3355,2.91,95,31700
691,6030,マザーズ,(株)アドベンチャー,15210,2.91,430,9900
692,8624,東証1部,いちよし証券(株),1450,2.91,41,332500
693,9433,東証1部,ＫＤＤＩ(株),2833,2.91,80,9592400
694,4725,東証1部,(株)ＣＡＣ　Ｈｏｌｄｉｎｇｓ,1101,2.90,31,26000
695,6474,東証1部,(株)不二越,781,2.90,22,1372000
696,3921,東証1部,(株)ネオジャパン,1783,2.89,50,61000
697,6363,東証1部,(株)酉島製作所,1141,2.89,32,17100
698,5204,東証1部,石塚硝子(株),2963,2.88,83,40400
699,7460,東証2部,(株)ヤギ,3035,2.88,85,17200
700,7988,東証1部,(株)ニフコ,7870,2.88,220,133500
701,8028,東証1部,ユニー・ファミリーマートホールディングス(株),7510,2.88,210,619600
702,9514,東証1部,(株)エフオン,1357,2.88,38,154300
703,2196,東証1部,(株)エスクリ,1110,2.87,31,36100
704,5358,東証1部,イソライト工業(株),1361,2.87,38,593600
705,7995,東証1部,日本バルカー工業(株),3405,2.87,95,191000
706,8614,東証1部,東洋証券(株),359,2.87,10,833000
707,9974,東証1部,(株)ベルク,6460,2.87,180,13700
708,3086,東証1部,Ｊ．フロント　リテイリング(株),2053,2.86,57,1880300
709,3708,東証1部,特種東海製紙(株),4310,2.86,120,10300
710,6294,東証1部,オカダアイヨン(株),2159,2.86,60,37100
711,7609,東証1部,ダイトロン(株),2449,2.86,68,91200
712,8203,東証1部,(株)ＭｒＭａｘＨＤ,826,2.86,23,260700
713,8278,東証1部,(株)フジ,2372,2.86,66,77400
714,8308,東証1部,(株)りそなホールディングス,676.1,2.86,18.8,18938600
715,8542,東証1部,(株)トマト銀行,1585,2.86,44,17600
716,2330,東証JQS,(株)フォーサイド,361,2.85,10,1353000
717,3370,東証JQS,(株)フジタコーポレーション,2708,2.85,75,43600
718,3926,東証1部,(株)オープンドア,2817,2.85,78,75100
719,6287,東証1部,サトーホールディングス(株),3610,2.85,100,74200
720,8085,東証2部,ナラサキ産業(株),433,2.85,12,98000
721,8912,東証2部,(株)エリアクエスト,289,2.85,8,780800
722,9075,東証1部,福山通運(株),4330,2.85,120,59000
723,1615,東証ETF,東証銀行業株価指数連動型上場投資信託,217,2.84,6,2823300
724,8154,東証1部,加賀電子(株),3075,2.84,85,61300
725,3001,東証1部,片倉工業(株),1453,2.83,40,39000
726,3597,東証2部,(株)自重堂,8710,2.83,240,200
727,4987,東証2部,(株)寺岡製作所,980,2.83,27,93900
728,5603,東証1部,虹技(株),2216,2.83,61,16800
729,1994,東証JQS,高橋カーテンウォール工業(株),801,2.82,22,33600
730,2349,東証JQS,(株)エヌアイデイ,3830,2.82,105,7000
731,3132,東証1部,マクニカ・富士エレホールディングス(株),3100,2.82,85,273700
732,5451,東証1部,(株)淀川製鋼所,3465,2.82,95,43400
733,5729,東証2部,日本精鉱(株),4200,2.82,115,10900
734,6457,東証1部,グローリー(株),4380,2.82,120,147400
735,8037,東証1部,カメイ(株),1822,2.82,50,33300
736,1968,東証1部,太平電業(株),2888,2.81,79,64200
737,3798,東証JQS,ＵＬＳグループ(株),1937,2.81,53,58900
738,4021,東証1部,日産化学工業(株),4570,2.81,125,479600
739,9405,東証1部,朝日放送(株),915,2.81,25,29500
740,6895,東証2部,ダイヤモンド電機(株),8080,2.80,220,7400
741,7519,東証JQS,五洋インテックス(株),624,2.80,17,184000
742,7985,東証2部,ネポン(株),294,2.80,8,59000
743,8795,東証1部,(株)Ｔ＆Ｄホールディングス,1997.5,2.80,54.5,2534900
744,9749,東証1部,富士ソフト(株),3860,2.80,105,89500
745,3046,東証1部,(株)ジンズ,5150,2.79,140,158300
746,5706,東証1部,三井金属,6270,2.79,170,1290200
747,7893,東証1部,(株)プロネクサス,1510,2.79,41,22200
748,7274,東証1部,(株)ショーワ,1403,2.78,38,376100
749,7817,東証1部,パラマウントベッドホールディングス(株),5910,2.78,160,83600
750,1659,東証ETF,iシェアーズ 米国リート ETF,1928,2.77,52,892
751,4004,東証1部,昭和電工(株),5190,2.77,140,1202100
752,6481,東証1部,ＴＨＫ(株),4645,2.77,125,694400
753,6640,東証1部,第一精工(株),3150,2.77,85,39800
754,7777,東証JQG,(株)スリー・ディー・マトリックス,1038,2.77,28,334000
755,7846,東証1部,(株)パイロットコーポレーション,5560,2.77,150,91900
756,7864,東証1部,(株)フジシールインターナショナル,3890,2.77,105,97300
757,8097,東証1部,三愛石油(株),1633,2.77,44,70500
758,4553,東証1部,東和薬品(株),6330,2.76,170,27800
759,6272,東証1部,レオン自動機(株),2272,2.76,61,157800
760,7272,東証1部,ヤマハ発動機(株),3720,2.76,100,1087800
761,9682,東証1部,(株)ＤＴＳ,4095,2.76,110,164200
762,4527,東証1部,ロート製薬(株),3025,2.75,81,247600
763,4925,東証JQS,(株)ハーバー研究所,5970,2.75,160,7500
764,5331,東証1部,(株)ノリタケカンパニーリミテド,5980,2.75,160,30700
765,5401,東証1部,新日鐵住金(株),2855,2.75,76.5,7279100
766,6998,東証2部,日本タングステン(株),3365,2.75,90,18900
767,2163,東証2部,(株)アルトナー,2212,2.74,59,12900
768,3649,東証1部,(株)ファインデックス,824,2.74,22,197400
769,6406,東証1部,フジテック(株),1540,2.74,41,228100
770,7276,東証1部,(株)小糸製作所,7880,2.74,210,524500
771,7527,東証1部,(株)システムソフト,150,2.74,4,695300
772,8367,東証1部,(株)南都銀行,3190,2.74,85,182100
773,3822,東証1部,(株)Ｍｉｎｏｒｉソリューションズ,1654,2.73,44,46500
774,6444,東証1部,サンデンホールディングス(株),2444,2.73,65,165300
775,1911,東証1部,住友林業(株),1926,2.72,51,753600
776,5194,東証2部,相模ゴム工業(株),2039,2.72,54,96000
777,6479,東証1部,ミネベアミツミ(株),2534,2.72,67,2509400
778,7182,東証1部,(株)ゆうちょ銀行,1513,2.72,40,2564700
779,7456,東証1部,松田産業(株),2003,2.72,53,26800
780,8358,東証1部,スルガ銀行(株),2262,2.72,60,1650700
781,1605,東証1部,国際石油開発帝石(株),1457.5,2.71,38.5,5059200
782,2877,東証JQS,日東ベスト(株),1024,2.71,27,2500
783,4463,東証1部,日華化学(株),1251,2.71,33,8200
784,4464,東証2部,(株)ソフト９９コーポレーション,1478,2.71,39,46900
785,4722,東証1部,フューチャー(株),1211,2.71,32,64200
786,6071,東証1部,(株)ＩＢＪ,1061,2.71,28,121100
787,6176,マザーズ,(株)ブランジスタ,1670,2.71,44,238100
788,8059,東証1部,第一実業(株),3410,2.71,90,34800
789,9058,東証1部,トランコム(株),8350,2.71,220,16200
790,2370,マザーズ,(株)メディネット,152,2.70,4,803600
791,6050,東証1部,イー・ガーディアン(株),2810,2.70,74,341900
792,6072,マザーズ,地盤ネットホールディングス(株),380,2.70,10,544800
793,7782,東証1部,(株)シンシア,988,2.70,26,87600
794,8541,東証1部,(株)愛媛銀行,1409,2.70,37,139700
795,8604,東証1部,野村ホールディングス(株),726.6,2.70,19.1,27266400
796,9627,東証1部,(株)アインホールディングス,6840,2.70,180,404100
797,1835,東証1部,東鉄工業(株),3630,2.69,95,69600
798,4245,東証1部,(株)ダイキアクシス,1565,2.69,41,30200
799,6340,東証1部,澁谷工業(株),4775,2.69,125,79500
800,6630,東証1部,ヤーマン(株),1869,2.69,49,595900
801,8053,東証1部,住友商事(株),1929.5,2.69,50.5,3812100
802,9987,東証1部,(株)スズケン,4770,2.69,125,328700
803,1311,東証ETF,TOPIXCore30連動型上場投資信託,844,2.68,22,2640
804,3088,東証1部,(株)マツモトキヨシホールディングス,4595,2.68,120,247100
805,3299,東証1部,(株)ムゲンエステート,1225,2.68,32,113300
806,3907,マザーズ,シリコンスタジオ(株),2609,2.68,68,21500
807,4042,東証1部,東ソー(株),2567,2.68,67,2052000
808,6361,東証1部,荏原,4590,2.68,120,399600
809,3076,東証1部,あい　ホールディングス(株),2994,2.67,78,209100
810,4203,東証1部,住友ベークライト(株),960,2.67,25,869000
811,4661,東証1部,(株)オリエンタルランド,10945,2.67,285,822200
812,4752,東証JQS,(株)昭和システムエンジニアリング,846,2.67,22,8000
813,4816,東証JQS,東映アニメーション(株),10750,2.67,280,20800
814,4902,東証1部,コニカミノルタ(株),1115,2.67,29,4830900
815,5632,東証1部,三菱製鋼(株),2885,2.67,75,113100
816,9449,東証1部,ＧＭＯインターネット(株),2039,2.67,53,1178700
817,1716,東証1部,第一カッター興業(株),2043,2.66,53,73000
818,3360,東証1部,シップヘルスケアホールディングス(株),3660,2.66,95,164700
819,3687,東証1部,(株)フィックスターズ,6560,2.66,170,158900
820,3918,東証1部,ＰＣＩホールディングス(株),3860,2.66,100,44800
821,6145,東証JQS,日特エンジニアリング(株),5410,2.66,140,108100
822,9072,東証1部,ニッコンホールディングス(株),3050,2.66,79,160900
823,1663,東証1部,Ｋ＆Ｏエナジーグループ(株),1819,2.65,47,16100
824,3105,東証1部,日清紡ホールディングス(株),1589,2.65,41,993200
825,3917,マザーズ,(株)アイリッジ,1935,2.65,50,37200
826,9305,東証1部,(株)ヤマタネ,2169,2.65,56,24500
827,4536,東証1部,参天製薬(株),1828,2.64,47,1119800
828,4992,東証1部,北興化学工業(株),817,2.64,21,105700
829,6018,東証2部,阪神内燃機工業(株),1829,2.64,47,13400
830,6942,東証JQS,(株)ソフィアホールディングス,1869,2.64,48,2400
831,7230,東証1部,日信工業(株),2103,2.64,54,211300
