0,1d2a,20180202,1840,,,,
414,5269,東証1部,日本コンクリート工業(株),508,1.40,7,284400
415,6736,東証JQS,サン電子(株),725,1.40,10,71100
416,7217,東証JQS,(株)テイン,725,1.40,10,2700
417,8214,東証1部,(株)ＡＯＫＩホールディングス,1739,1.40,24,120800
418,9696,東証JQS,(株)ウィザス,435,1.40,6,20700
419,9991,東証1部,ジェコス(株),1302,1.40,18,42800
420,1935,東証2部,(株)ＴＴＫ,658,1.39,9,47000
421,2477,マザーズ,手間いらず(株),3280,1.39,45,39400
422,6287,東証1部,サトーホールディングス(株),3660,1.39,50,90800
423,9744,東証1部,(株)メイテック,6580,1.39,90,253200
424,1822,東証1部,大豊建設(株),586,1.38,8,746000
425,9619,東証1部,(株)イチネンホールディングス,1839,1.38,25,43500
426,1716,東証1部,第一カッター興業(株),2071,1.37,28,144600
427,4645,東証JQS,(株)市進ホールディングス,445,1.37,6,1800
428,4680,東証1部,(株)ラウンドワン,2146,1.37,29,1273300
429,4967,東証1部,小林製薬(株),7420,1.37,100,122100
430,8074,東証1部,ユアサ商事(株),4060,1.37,55,66600
431,4919,東証1部,(株)ミルボン,3735,1.36,50,144800
432,5985,東証1部,サンコール(株),819,1.36,11,194900
433,8046,東証2部,丸藤シートパイル(株),3355,1.36,45,3600
434,8275,東証1部,(株)フォーバル,892,1.36,12,26000
435,9069,東証1部,センコーグループホールディングス(株),818,1.36,11,440200
436,9281,東証,タカラレーベン・インフラ投資法人,119600,1.36,1600,423
437,2695,東証1部,(株)くらコーポレーション,6770,1.35,90,77800
438,8242,東証1部,エイチ・ツー・オー　リテイリング(株),2250,1.35,30,872200
439,3636,東証1部,(株)三菱総合研究所,3790,1.34,50,11700
440,9143,東証1部,ＳＧホールディングス(株),2651,1.34,35,2828300
441,9836,東証JQS,リーバイ・ストラウス　ジャパン(株),302,1.34,4,7000
442,2814,東証JQS,佐藤食品工業(株),1450,1.33,19,3900
443,3222,東証1部,ユナイテッド・スーパーマーケット・ホールディングス(株),1142,1.33,15,188300
444,3902,東証1部,メディカル・データ・ビジョン(株),2364,1.33,31,82400
445,6197,東証1部,(株)ソラスト,3050,1.33,40,111100
446,7840,東証1部,フランスベッドホールディングス(株),1068,1.33,14,25600
447,8341,東証1部,(株)七十七銀行,3040,1.33,40,318900
448,9776,東証JQS,札幌臨床検査センター(株),1830,1.33,24,3600
449,5909,東証1部,(株)コロナ,1463,1.32,19,26200
450,6072,マザーズ,地盤ネットホールディングス(株),385,1.32,5,278500
451,9377,東証JQS,(株)エージーピー,1155,1.32,15,37100
452,1984,東証JQS,三信建設工業(株),464,1.31,6,1000
453,3306,東証2部,日本製麻(株),463,1.31,6,15300
454,8287,東証2部,マックスバリュ西日本(株),2010,1.31,26,24800
455,8399,東証1部,(株)琉球銀行,1785,1.31,23,88800
456,1456,東証ETF,ダイワ 上場投信-日経平均インバース,7020,1.30,90,296
457,1468,東証ETF,JPX日経400ベア上場投信インバース,7020,1.30,90,10
458,2427,東証1部,(株)アウトソーシング,2186,1.30,28,858400
459,5363,東証1部,(株)ＴＹＫ,468,1.30,6,690500
460,6262,東証1部,ペガサスミシン製造(株),778,1.30,10,97000
461,6810,東証1部,マクセルホールディングス(株),2651,1.30,34,659200
462,4911,東証1部,(株)資生堂,5876,1.29,75,1494100
463,7741,東証1部,ＨＯＹＡ(株),5563,1.29,71,1426100
464,2384,東証1部,ＳＢＳホールディングス(株),1188,1.28,15,97500
465,4356,東証JQS,応用技術(株),790,1.28,10,15000
466,9843,東証1部,(株)ニトリホールディングス,17420,1.28,220,280800
467,1766,東証1部,東建コーポレーション(株),12780,1.27,160,86000
468,2492,東証1部,(株)インフォマート,797,1.27,10,349100
469,3176,東証1部,三洋貿易(株),2795,1.27,35,20300
470,1515,東証1部,日鉄鉱業(株),8050,1.26,100,16600
471,2378,東証1部,(株)ルネサンス,1853,1.26,23,71900
472,7956,東証1部,ピジョン(株),4420,1.26,55,501100
473,1559,東証ETF,(NEXT FUNDS)タイ株式指数連動型上場投信,3645,1.25,45,62
474,8096,東証1部,兼松エレクトロニクス(株),3250,1.25,40,44500
475,9435,東証1部,(株)光通信,16200,1.25,200,64700
476,7862,東証1部,トッパン・フォームズ(株),1387,1.24,17,280100
477,9956,東証1部,(株)バローホールディングス,2704,1.24,33,123400
478,2784,東証1部,アルフレッサ　ホールディングス(株),2804,1.23,34,659200
479,3079,東証1部,ディーブイエックス(株),1394,1.23,17,18100
480,5959,東証1部,岡部(株),1155,1.23,14,215800
481,8215,東証JQS,(株)銀座山形屋,1892,1.23,23,1000
482,2692,東証1部,伊藤忠食品(株),6650,1.22,80,4500
483,4929,東証1部,(株)アジュバンコスメジャパン,1081,1.22,13,19800
484,2398,東証1部,(株)ツクイ,920,1.21,11,834400
485,2735,東証1部,(株)ワッツ,1167,1.21,14,31100
486,8750,東証1部,第一生命ホールディングス(株),2350.5,1.21,28,6330900
487,4716,東証1部,日本オラクル(株),9240,1.20,110,249700
488,7189,東証1部,(株)西日本フィナンシャルホールディングス,1524,1.20,18,637500
489,8356,東証1部,(株)十六銀行,3375,1.20,40,134900
490,9640,東証JQS,(株)セゾン情報システムズ,2692,1.20,32,13600
491,9692,東証1部,(株)シーイーシー,3365,1.20,40,173000
492,9842,東証1部,アークランドサカモト(株),1944,1.20,23,53000
493,1938,東証2部,日本リーテック(株),1356,1.19,16,600
494,9629,東証1部,ピー・シー・エー(株),1792,1.19,21,7000
495,1439,東証JQS,(株)安江工務店,1540,1.18,18,50500
496,1919,東証1部,(株)ヤマダ・エスバイエルホーム,86,1.18,1,3669000
497,3002,東証1部,グンゼ(株),6860,1.18,80,73700
498,3623,マザーズ,ビリングシステム(株),6010,1.18,70,38600
499,8795,東証1部,(株)Ｔ＆Ｄホールディングス,2021,1.18,23.5,2301600
500,7181,東証1部,(株)かんぽ生命保険,2941,1.17,34,822000
501,7268,東証JQS,(株)タツミ,431,1.17,5,5000
502,8130,東証1部,(株)サンゲツ,2246,1.17,26,183100
503,9513,東証1部,Ｊ−ＰＯＷＥＲ,3030,1.17,35,655000
504,3282,東証,コンフォリア・レジデンシャル投資法人,244000,1.16,2800,9040
505,4629,東証JQS,大伸化学(株),1740,1.16,20,100
506,4722,東証1部,フューチャー(株),1225,1.16,14,94700
507,6744,東証1部,能美防災(株),2087,1.16,24,51600
508,8854,東証2部,(株)日住サービス,2444,1.16,28,100
509,9367,東証JQS,大東港運(株),608,1.16,7,6000
510,2060,東証1部,フィード・ワン(株),263,1.15,3,588500
511,4321,東証1部,ケネディクス(株),705,1.15,8,2189200
512,6888,東証JQS,アクモス(株),353,1.15,4,94000
513,7914,東証1部,共同印刷(株),3560,1.14,40,11100
514,8850,東証1部,スターツコーポレーション(株),3105,1.14,35,51800
515,7018,東証2部,内海造船(株),1786,1.13,20,2200
516,1730,東証JQS,麻生フオームクリート(株),810,1.12,9,11700
517,1960,東証2部,(株)サンテック,904,1.12,10,33000
518,7821,東証1部,前田工繊(株),2076,1.12,23,83300
519,1494,東証ETF,One ETF 高配当日本株,20110,1.11,220,4
520,3151,東証1部,(株)バイタルケーエスケー・ホールディングス,1002,1.11,11,52200
521,3444,東証JQS,(株)菊池製作所,908,1.11,10,28000
522,4671,東証1部,(株)ファルコホールディングス,1815,1.11,20,17200
523,5935,東証JQS,元旦ビューティ工業(株),4090,1.11,45,200
524,7122,東証1部,近畿車輛(株),3200,1.11,35,17000
525,7614,東証JQS,(株)オーエムツーネットワーク,1636,1.11,18,5300
526,7981,東証1部,タカラスタンダード(株),1845,1.10,20,94500
527,8084,東証1部,菱電商事(株),1933,1.10,21,28600
528,1898,東証1部,世紀東急工業(株),652,1.09,7,209900
529,2480,東証JQS,システム・ロケーション(株),1489,1.09,16,2600
530,2918,東証1部,わらべや日洋ホールディングス(株),2873,1.09,31,77900
531,6396,東証2部,(株)宇野澤組鐵工所,2960,1.09,32,2400
532,7749,東証JQS,メディキット(株),5550,1.09,60,1300
533,9502,東証1部,中部電力(株),1395,1.09,15,1698300
534,8281,東証1部,ゼビオホールディングス(株),2423,1.08,26,122400
535,9441,東証JQS,(株)ベルパーク,3750,1.08,40,1700
536,9974,東証1部,(株)ベルク,6530,1.08,70,14600
537,1436,マザーズ,(株)フィット,1136,1.07,12,2300
538,3606,東証1部,(株)レナウン,189,1.07,2,966200
539,4577,東証1部,ダイト(株),3780,1.07,40,55700
540,8769,東証1部,(株)アドバンテッジリスクマネジメント,1138,1.07,12,212400
541,2329,東証JQS,(株)東北新社,855,1.06,9,25300
542,2371,東証1部,(株)カカクコム,2001,1.06,21,973500
543,3093,東証1部,(株)トレジャー・ファクトリー,953,1.06,10,18700
544,5983,東証JQS,イワブチ(株),6700,1.06,70,300
545,7869,東証JQS,日本フォームサービス(株),287,1.06,3,3000
546,8058,東証1部,三菱商事(株),3152,1.06,33,4863300
547,4572,東証JQG,カルナバイオサイエンス(株),1344,1.05,14,45000
548,4579,東証JQG,ラクオリア創薬(株),2793,1.05,29,1264400
549,6734,東証JQS,(株)ニューテック,1057,1.05,11,8900
550,8118,東証1部,(株)キング,673,1.05,7,105100
551,1328,東証ETF,金価格連動型上場投資信託,3890,1.04,40,1860
552,3513,東証1部,イチカワ(株),389,1.04,4,54000
553,7823,東証1部,(株)アートネイチャー,777,1.04,8,31800
554,9749,東証1部,富士ソフト(株),3900,1.04,40,92500
555,4521,東証1部,科研製薬(株),5910,1.03,60,166600
556,6816,東証1部,アルパイン(株),2443,1.03,25,579500
557,7245,東証1部,大同メタル工業(株),1174,1.03,12,98300
558,6059,東証1部,(株)ウチヤマホールディングス,596,1.02,6,32100
559,6303,東証2部,(株)ササクラ,2983,1.02,30,6400
560,7314,東証JQS,(株)小田原機器,889,1.02,9,1400
561,3921,東証1部,(株)ネオジャパン,1801,1.01,18,89700
562,7780,東証1部,(株)メニコン,3500,1.01,35,118000
563,9365,東証2部,トレーディア(株),1599,1.01,16,100
564,1571,東証ETF,(NEXT FUNDS)日経平均インバース上場投信,1613,1.00,16,391696
565,4531,東証1部,有機合成薬品工業(株),304,1.00,3,68400
566,4669,東証JQS,(株)ニッパンレンタル,1915,1.00,19,900
567,5161,東証2部,西川ゴム工業(株),2524,1.00,25,9200
568,6488,東証JQS,(株)ヨシタケ,1420,1.00,14,5500
569,6960,東証JQS,フクダ電子(株),8110,1.00,80,3900
570,7877,東証JQS,永大化工(株),403,1.00,4,12000
571,2675,東証2部,(株)ダイナック,1734,0.99,17,1700
572,6544,マザーズ,ジャパンエレベーターサービスホールディングス(株),2665,0.99,26,172400
573,7463,東証1部,(株)アドヴァン,1118,0.99,11,105100
574,8273,東証1部,(株)イズミ,7120,0.99,70,79300
575,8267,東証1部,イオン(株),1914.5,0.98,18.5,2718200
576,8570,東証1部,イオンフィナンシャルサービス(株),2787,0.98,27,539900
577,3465,東証1部,ケイアイスター不動産(株),3110,0.97,30,36800
578,3559,マザーズ,(株)ピーバンドットコム,2703,0.97,26,20100
579,3962,マザーズ,(株)チェンジ,8330,0.97,80,22100
580,4668,東証1部,(株)明光ネットワークジャパン,1360,0.97,13,126800
581,6040,マザーズ,日本スキー場開発(株),2402,0.97,23,9600
582,9083,東証2部,神姫バス(株),4145,0.97,40,300
583,5706,東証1部,三井金属,6330,0.96,60,1034100
584,6464,東証1部,(株)ツバキ・ナカシマ,3145,0.96,30,166500
585,8218,東証1部,(株)コメリ,3170,0.96,30,132600
586,8385,東証1部,(株)伊予銀行,948,0.96,9,1312900
587,9413,東証1部,(株)テレビ東京ホールディングス,2641,0.96,25,98600
588,1576,東証ETF,南方 FTSE 中国A株 50 ETF,747,0.95,7,160
589,2002,東証1部,(株)日清製粉グループ本社,2234,0.95,21,969200
590,3978,東証1部,(株)マクロミル,2751,0.95,26,478800
591,4826,東証1部,(株)ＣＩＪ,747,0.95,7,93600
592,6534,東証2部,Ｄ．Ａ．コンソーシアムホールディングス(株),2334,0.95,22,443400
593,7635,東証JQS,杉田エース(株),1168,0.95,11,2600
594,7707,マザーズ,プレシジョン・システム・サイエンス(株),637,0.95,6,224900
595,7739,東証1部,キヤノン電子(株),2856,0.95,27,122100
596,8233,東証1部,(株)高島屋,1163,0.95,11,1587000
597,8789,マザーズ,フィンテック　グローバル(株),106,0.95,1,1863300
598,9360,東証2部,鈴与シンワート(株),851,0.95,8,3000
599,2590,東証1部,ダイドーグループホールディングス(株),6440,0.94,60,61600
600,3421,東証1部,(株)稲葉製作所,1398,0.94,13,21200
601,3765,東証1部,ガンホー・オンライン・エンターテイメント(株),322,0.94,3,3970300
602,6046,マザーズ,(株)リンクバル,3740,0.94,35,27000
603,7172,マザーズ,(株)ジャパンインベストメントアドバイザー,3770,0.94,35,128200
604,1580,東証ETF,日経平均ベア上場投信,4325,0.93,40,20060
605,2191,東証JQS,テラ(株),544,0.93,5,162800
606,6625,東証JQS,ＪＡＬＣＯホールディングス(株),109,0.93,1,334700
607,7550,東証1部,(株)ゼンショーホールディングス,1956,0.93,18,452200
608,5698,東証2部,(株)エンビプロ・ホールディングス,1213,0.92,11,265700
609,6461,東証1部,日本ピストンリング(株),2306,0.92,21,42300
610,9861,東証1部,(株)吉野家ホールディングス,1976,0.92,18,394100
611,6428,東証1部,(株)オーイズミ,554,0.91,5,14500
612,8876,東証1部,(株)リログループ,3340,0.91,30,296200
613,9264,東証JQS,ポエック(株),3865,0.91,35,11600
614,9919,東証1部,(株)関西スーパーマーケット,1219,0.91,11,27800
615,1312,東証ETF,小型コア･インデックス連動型上場投資信託,23600,0.90,210,23
616,1472,東証ETF,(NEXT FUNDS)JPX日経400ダブルインバース,1785,0.90,16,2061
617,3563,東証1部,(株)スシローグローバルホールディングス,4485,0.90,40,125700
618,6403,東証JQS,水道機工(株),2018,0.90,18,800
619,7983,東証2部,(株)ミロク,448,0.90,4,4000
620,2108,東証1部,日本甜菜製糖(株),2753,0.88,24,16100
621,7261,東証1部,マツダ(株),1549,0.88,13.5,5824600
622,8059,東証1部,第一実業(株),3440,0.88,30,41600
623,3159,東証1部,丸善ＣＨＩホールディングス(株),348,0.87,3,31400
624,3754,東証JQS,エキサイト(株),809,0.87,7,4000
625,3991,マザーズ,ウォンテッドリー(株),2900,0.87,25,10800
626,4636,東証1部,(株)Ｔ＆Ｋ　ＴＯＫＡ,1507,0.87,13,15300
627,6309,東証1部,巴工業(株),2086,0.87,18,20500
628,1349,東証ETF,ABF 汎アジア債券インデックス･ファンド,12940,0.86,110,21
629,1795,東証JQS,(株)マサル,585,0.86,5,1000
630,1883,東証1部,前田道路(株),2496,0.85,21,156000
631,6029,東証1部,アトラ(株),714,0.85,6,55300
632,9006,東証1部,京浜急行電鉄(株),2147,0.85,18,529000
633,1493,東証ETF,One ETF JPX日経中小型,15650,0.84,130,3
634,3199,東証1部,綿半ホールディングス(株),4800,0.84,40,68300
635,4676,東証1部,(株)フジ・メディア・ホールディングス,1809,0.84,15,1037700
636,7224,東証1部,新明和工業(株),960,0.84,8,998700
637,9746,東証1部,(株)ＴＫＣ,4195,0.84,35,18700
638,9989,東証1部,(株)サンドラッグ,4785,0.84,40,438200
639,1319,東証ETF,日経300株価指数連動型上場投資信託,363,0.83,3,4000
640,3071,マザーズ,(株)ストリーム,121,0.83,1,113900
641,6408,東証JQS,小倉クラッチ(株),732,0.83,6,21000
642,9078,東証2部,(株)エスライン,1211,0.83,10,13900
643,9361,東証2部,伏木海陸運送(株),1451,0.83,12,100
644,9990,東証1部,(株)サックスバー　ホールディングス,1215,0.83,10,91100
645,8018,東証1部,三共生興(株),493,0.82,4,62300
646,8377,東証1部,(株)ほくほくフィナンシャルグループ,1728,0.82,14,475100
647,1635,東証ETF,ダイワ 上場投信･TOPIX-17エネルギー資源,17500,0.81,140,1
648,3317,東証JQS,(株)フライングガーデン,3720,0.81,30,4400
649,5142,東証1部,アキレス(株),2374,0.81,19,19100
650,6138,東証1部,ダイジェット工業(株),2124,0.81,17,15700
651,6373,東証1部,大同工業(株),1734,0.81,14,23900
652,8006,東証2部,ユアサ・フナショク(株),3725,0.81,30,700
653,1492,東証ETF,MAXIS JPX日経中小型株指数上場投信,16300,0.80,130,107
654,7169,東証JQS,(株)ニュートン・フィナンシャル・コンサルティング,2130,0.80,17,14500
655,7267,東証1部,ホンダ,3890,0.80,31,5681300
656,1941,東証1部,(株)中電工,3205,0.79,25,48500
657,2281,東証1部,プリマハム(株),768,0.79,6,1050000
658,2502,東証1部,アサヒグループホールディングス(株),5712,0.79,45,1274300
659,3293,東証JQS,アズマハウス(株),2046,0.79,16,2500
660,6669,東証JQS,シーシーエス(株),4480,0.79,35,19400
661,7450,東証JQS,(株)サンデー,1778,0.79,14,900
662,9408,東証JQS,(株)新潟放送,1020,0.79,8,1800
663,2286,東証1部,林兼産業(株),908,0.78,7,21500
664,2698,東証1部,(株)キャンドゥ,1798,0.78,14,40700
665,2925,東証1部,(株)ピックルスコーポレーション,1939,0.78,15,13600
666,3288,東証1部,(株)オープンハウス,6470,0.78,50,202100
667,3656,東証1部,ＫＬａｂ(株),1948,0.78,15,1545100
668,5947,東証1部,リンナイ(株),10380,0.78,80,145200
669,7462,東証JQS,ダイヤ通商(株),899,0.78,7,400
670,7509,東証JQS,アイエーグループ(株),3900,0.78,30,1500
671,9087,東証JQS,タカセ(株),2070,0.78,16,500
672,3538,東証2部,(株)ウイルプラスホールディングス,1439,0.77,11,52700
673,5187,東証1部,クリエートメディック(株),1302,0.77,10,10000
674,6852,東証JQS,(株)テクノ・セブン,1822,0.77,14,2500
675,8015,東証1部,豊田通商(株),4605,0.77,35,1039800
676,8098,東証1部,稲畑産業(株),1702,0.77,13,90400
677,6087,東証1部,(株)アビスト,5310,0.76,40,10800
678,7276,東証1部,(株)小糸製作所,7940,0.76,60,469000
679,8278,東証1部,(株)フジ,2390,0.76,18,64000
680,9788,東証1部,(株)ナック,1063,0.76,8,89800
681,1573,東証ETF,中国H株ベア上場投信,6750,0.75,50,340
682,2345,東証2部,アイスタディ(株),2015,0.75,15,195600
683,2501,東証1部,サッポロホールディングス(株),3365,0.75,25,201100
684,6185,マザーズ,ソネット・メディア・ネットワークス(株),4005,0.75,30,11900
685,6973,東証1部,協栄産業(株),2152,0.75,16,9400
686,7404,東証2部,昭和飛行機工業(株),1476,0.75,11,3700
687,7451,東証1部,三菱食品(株),3355,0.75,25,46400
688,9603,東証1部,(株)エイチ・アイ・エス,4035,0.75,30,177000
689,9964,東証JQS,(株)アイ・テック,1874,0.75,14,18500
690,9979,東証1部,(株)大庄,1752,0.75,13,23700
691,1324,東証ETF,(NEXT FUNDS)ロシア株式指数上場投信,137,0.74,1,58700
692,2599,東証1部,ジャパンフーズ(株),1504,0.74,11,13200
693,3177,東証JQS,(株)ありがとうサービス,3385,0.74,25,4700
694,3512,東証1部,日本フエルト(株),544,0.74,4,17200
695,3711,東証JQS,(株)創通,2324,0.74,17,3700
696,4539,東証1部,日本ケミファ(株),4760,0.74,35,4300
697,2659,東証1部,(株)サンエー,5550,0.73,40,25600
698,5423,東証1部,東京製鐵(株),971,0.73,7,1119400
699,6537,マザーズ,ＷＡＳＨハウス(株),2631,0.73,19,10200
700,7211,東証1部,三菱自動車(株),824,0.73,6,6194700
701,7510,東証1部,(株)たけびし,1927,0.73,14,22900
702,2503,東証1部,キリンホールディングス(株),2801.5,0.72,20,1860900
703,3359,マザーズ,(株)タイセイ,1688,0.72,12,85800
704,3562,東証JQS,(株)Ｎｏ．１,2088,0.72,15,6700
705,3903,東証1部,(株)ｇｕｍｉ,1116,0.72,8,657900
706,4743,東証1部,(株)アイティフォー,840,0.72,6,500100
707,5481,東証1部,山陽特殊製鋼(株),2801,0.72,20,189200
708,9783,東証1部,(株)ベネッセホールディングス,4205,0.72,30,207500
709,1356,東証ETF,TOPIXベア2倍上場投信,2255,0.71,16,256820
710,4977,東証1部,新田ゼラチン(株),852,0.71,6,24000
711,1945,東証1部,(株)東京エネシス,1155,0.70,8,104700
712,2048,東証ETF,NEXT NOTES 野村日本株高配当70(ドルH、NR)ETN,11530,0.70,80,657
713,3028,東証1部,(株)アルペン,2605,0.70,18,75900
714,3848,東証JQS,(株)データ・アプリケーション,2022,0.70,14,8400
715,5724,東証JQS,(株)アサカ理研,2604,0.70,18,55900
716,9709,東証2部,ＮＣＳ＆Ａ(株),430,0.70,3,12400
717,1972,東証1部,三晃金属工業(株),4375,0.69,30,18000
718,3549,東証1部,(株)クスリのアオキホールディングス,5870,0.69,40,82000
719,7222,東証1部,日産車体(株),1166,0.69,8,174500
720,7819,東証1部,ＳＨＯ−ＢＩ(株),435,0.69,3,15900
721,1309,東証ETF,上海株式指数･上証50連動型上場投資信託,37050,0.68,250,312
722,1828,東証2部,田辺工業(株),1336,0.68,9,32600
723,1888,東証1部,若築建設(株),1784,0.68,12,61800
724,2687,東証1部,(株)シー・ヴイ・エス・ベイエリア,742,0.68,5,13000
725,3221,東証1部,(株)ヨシックス,3715,0.68,25,61400
726,3466,東証,ラサールロジポート投資法人,118700,0.68,800,2222
727,4461,東証1部,第一工業製薬(株),1029,0.68,7,1099000
728,7475,東証1部,アルビス(株),3715,0.68,25,9500
729,8117,東証2部,中央自動車工業(株),1775,0.68,12,13400
730,1466,東証ETF,ダイワ上場投信-JPX日経400ダブルインバース,4525,0.67,30,2341
731,1934,東証1部,(株)ユアテック,908,0.67,6,124500
732,4849,東証JQS,エン・ジャパン(株),5980,0.67,40,194700
733,6284,東証1部,日精エー・エス・ビー機械(株),7560,0.67,50,63200
734,7625,東証2部,(株)グローバルダイニング,302,0.67,2,22900
735,7751,東証1部,キヤノン(株),4389,0.67,29,6047100
736,1826,東証1部,佐田建設(株),460,0.66,3,39100
737,2656,東証JQS,(株)ベクター,458,0.66,3,32200
738,2673,東証JQS,夢みつけ隊(株),152,0.66,1,32900
739,3627,東証1部,ネオス(株),455,0.66,3,74100
740,4540,東証1部,(株)ツムラ,3805,0.66,25,159600
741,4974,東証1部,タカラバイオ(株),1844,0.66,12,543400
742,6137,東証2部,小池酸素工業(株),3050,0.66,20,300
743,9759,東証1部,(株)ＮＳＤ,2423,0.66,16,103100
744,1326,東証ETF,SPDRゴールド･シェア,14010,0.65,90,2186
745,2790,東証JQS,(株)ナフコ,2025,0.65,13,2200
746,3082,東証1部,(株)きちり,769,0.65,5,20400
747,3132,東証1部,マクニカ・富士エレホールディングス(株),3120,0.65,20,217900
748,6770,東証1部,アルプス電気(株),3115,0.65,20,3354600
749,6853,東証1部,(株)共和電業,466,0.65,3,41000
750,6957,東証JQS,(株)芝浦電子,6230,0.65,40,23800
751,8088,東証1部,岩谷産業(株),3865,0.65,25,95900
752,1811,東証1部,(株)錢高組,6290,0.64,40,7100
753,1820,東証1部,西松建設(株),3165,0.64,20,264900
754,3205,東証1部,(株)ダイドーリミテッド,471,0.64,3,31100
755,5726,東証1部,(株)大阪チタニウムテクノロジーズ,3165,0.64,20,442700
756,7599,東証1部,(株)ＩＤＯＭ,786,0.64,5,633500
757,7616,東証1部,(株)コロワイド,2211,0.64,14,207000
758,8387,東証1部,(株)四国銀行,1721,0.64,11,73500
759,9265,東証1部,ヤマシタヘルスケアホールディングス(株),1582,0.64,10,5900
760,9531,東証1部,東京ガス(株),2746.5,0.64,17.5,1482100
761,2908,東証1部,フジッコ(株),2388,0.63,15,69500
762,5185,東証1部,(株)フコク,1113,0.63,7,9300
763,5805,東証1部,昭和電線ホールディングス(株),960,0.63,6,287700
764,6346,東証2部,キクカワエンタープライズ(株),322,0.63,2,6000
765,6462,東証1部,(株)リケン,6430,0.63,40,21600
766,7150,東証1部,(株)島根銀行,1428,0.63,9,26400
767,7730,東証1部,マニー(株),4025,0.63,25,119800
768,8247,東証2部,(株)大和,634,0.63,4,10100
769,9537,東証2部,北陸ガス(株),3220,0.63,20,600
770,9658,東証1部,(株)ビジネスブレイン太田昭和,1903,0.63,12,25600
771,1368,東証ETF,ダイワ 上場投信-TOPIX Wインバース(-2倍),3270,0.62,20,7926
772,3223,東証JQS,(株)エスエルディー,1799,0.62,11,500
773,3543,東証1部,(株)コメダホールディングス,2113,0.62,13,219900
774,3560,東証JQS,(株)ほぼ日,6500,0.62,40,1000
775,6161,東証2部,(株)エスティック,4890,0.62,30,9600
776,7921,東証1部,宝印刷(株),1778,0.62,11,15900
777,6156,東証JQS,(株)エーワン精密,2646,0.61,16,1800
778,7646,東証1部,(株)ＰＬＡＮＴ,1480,0.61,9,23000
779,7917,東証1部,藤森工業(株),4105,0.61,25,30600
780,8158,東証1部,ソーダニッカ(株),661,0.61,4,32300
781,8200,東証1部,(株)リンガーハット,2474,0.61,15,93800
782,9720,東証JQS,(株)ホテル、ニューグランド,2980,0.61,18,300
783,1541,東証ETF,純プラチナ上場信託(現物国内保管型),3340,0.60,20,7338
784,1802,東証1部,(株)大林組,1338,0.60,8,2366900
785,2041,東証ETF,NEXT NOTES NYダウ･ベア･ドルヘッジ ETN,5040,0.60,30,10621
786,2761,東証JQS,トシン・グループ(株),3330,0.60,20,200
787,2884,東証1部,(株)ヨシムラ・フード・ホールディングス,1831,0.60,11,559500
788,3840,東証2部,パス(株),167,0.60,1,145400
789,4678,東証1部,(株)秀英予備校,501,0.60,3,8800
790,5008,東証2部,東亜石油(株),168,0.60,1,265000
791,6588,東証1部,東芝テック(株),675,0.60,4,651000
792,7867,東証1部,(株)タカラトミー,1687,0.60,10,679800
793,8151,東証1部,(株)東陽テクニカ,1004,0.60,6,37900
794,8928,東証1部,穴吹興産(株),3350,0.60,20,3400
795,9368,東証1部,キムラユニティー(株),1182,0.60,7,8400
796,9532,東証1部,大阪ガス(株),2255.5,0.60,13.5,1046100
797,9717,東証1部,(株)ジャステック,1348,0.60,8,19800
798,3313,東証1部,ブックオフコーポレーション(株),846,0.59,5,20000
799,4999,東証2部,セメダイン(株),1026,0.59,6,12700
800,6787,東証JQS,(株)メイコー,2048,0.59,12,251800
801,7953,東証2部,菊水化学工業(株),509,0.59,3,13500
802,9706,東証1部,日本空港ビルデング(株),4295,0.59,25,184900
803,1433,東証1部,ベステラ(株),2072,0.58,12,24800
804,1586,東証ETF,上場インデックス TOPIX Ex-Financials,1572,0.58,9,1
805,3183,東証1部,ウイン・パートナーズ(株),1567,0.58,9,29100
806,3515,東証JQS,(株)フジコー,4315,0.58,25,1400
807,3583,東証2部,オーベクス(株),1048,0.58,6,2700
808,3641,東証JQS,(株)パピレス,2081,0.58,12,65400
809,7254,東証2部,(株)ユニバンス,346,0.58,2,19700
810,8276,東証1部,(株)平和堂,2447,0.58,14,264100
811,1465,東証ETF,ダイワ上場投信-JPX日経400インバース,7100,0.57,40,2
812,2036,東証ETF,NEXT NOTES 日経・TOCOM 金 ダブル・ブル ETN,10600,0.57,60,2532
813,4755,東証1部,楽天(株),991.5,0.57,5.6,6270600
814,8032,東証1部,日本紙パルプ商事(株),4410,0.57,25,12600
815,8355,東証1部,(株)静岡銀行,1225,0.57,7,2881000
816,9008,東証1部,京王電鉄(株),5280,0.57,30,294900
817,1388,東証ETF,UBS ETF 欧州通貨圏小型株(MSCI EMU小型株),14370,0.56,80,96
818,1469,東証ETF,JPX日経400ベア2倍上場投信ダブルインバース,4480,0.56,25,3760
819,1718,東証JQS,美樹工業(株),5370,0.56,30,1400
820,1939,東証1部,(株)四電工,2883,0.56,16,3700
821,2162,東証JQS,ｎｍｓホールディングス(株),1960,0.56,11,76600
822,3993,マザーズ,(株)ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,16140,0.56,90,278800
823,4595,東証JQS,(株)ミズホメディー,5340,0.56,30,38200
824,5304,東証2部,ＳＥＣカーボン(株),7240,0.56,40,2300
825,6055,東証1部,ジャパンマテリアル(株),4475,0.56,25,118700
826,6967,東証1部,新光電気工業(株),902,0.56,5,903300
