0,1d2a,20180202,1840,,,,
827,6981,東証1部,(株)村田製作所,16220,0.56,90,1105200
828,7251,東証1部,(株)ケーヒン,2350,0.56,13,233700
829,7544,東証2部,(株)スリーエフ,362,0.56,2,2000
830,8344,東証1部,(株)山形銀行,2499,0.56,14,48300
831,1805,東証1部,飛島建設(株),184,0.55,1,1468800
832,3360,東証1部,シップヘルスケアホールディングス(株),3680,0.55,20,119600
833,3834,東証1部,(株)朝日ネット,550,0.55,3,48100
834,4828,東証1部,東洋ビジネスエンジニアリング(株),1820,0.55,10,1600
835,6145,東証JQS,日特エンジニアリング(株),5440,0.55,30,89700
836,7416,東証1部,(株)はるやまホールディングス,1102,0.55,6,9900
837,7490,東証2部,日新商事(株),917,0.55,5,1900
838,7937,東証1部,(株)ツツミ,2200,0.55,12,4200
839,8159,東証1部,(株)立花エレテック,2198,0.55,12,61300
840,9039,東証1部,(株)サカイ引越センター,5440,0.55,30,66800
841,9366,東証1部,(株)サンリツ,913,0.55,5,32500
842,1379,東証1部,ホクト(株),2050,0.54,11,62900
843,1407,東証JQS,(株)ウエストホールディングス,750,0.54,4,35400
844,1813,東証1部,(株)不動テトラ,187,0.54,1,842100
845,2055,東証2部,日和産業(株),372,0.54,2,23100
846,3106,東証1部,クラボウ,370,0.54,2,480000
847,5714,東証1部,ＤＯＷＡホールディングス(株),4650,0.54,25,208400
848,6859,東証1部,エスペック(株),2962,0.54,16,118400
849,2903,東証2部,シノブフーズ(株),955,0.53,5,7600
850,7813,マザーズ,(株)プラッツ,3815,0.53,20,2800
851,8163,東証1部,ＳＲＳホールディングス(株),952,0.53,5,68800
852,9904,東証2部,(株)ベリテ,382,0.53,2,92500
853,9943,東証JQS,(株)ココスジャパン,2274,0.53,12,5500
854,3045,東証2部,(株)カワサキ,1735,0.52,9,400
855,3141,東証1部,ウエルシアホールディングス(株),4800,0.52,25,155000
856,6870,東証2部,日本フェンオール(株),1735,0.52,9,7400
857,8111,東証1部,(株)ゴールドウイン,11490,0.52,60,35300
858,8423,東証1部,アクリーティブ(株),385,0.52,2,65400
859,9742,東証1部,(株)アイネス,1164,0.52,6,60400
860,1852,東証1部,(株)淺沼組,398,0.51,2,250000
861,2511,東証ETF,(NEXT FUNDS)外国債券・シティ世界国債(除く日本・H無),992,0.51,5,1610
862,3053,東証1部,(株)ペッパーフードサービス,4885,0.51,25,224400
863,5440,東証1部,共英製鋼(株),2156,0.51,11,130300
864,6134,東証1部,富士機械製造(株),2366,0.51,12,353200
865,6323,東証1部,ローツェ(株),2753,0.51,14,283600
866,8007,東証1部,高島(株),2360,0.51,12,9500
867,9945,東証1部,(株)プレナス,2182,0.51,11,224900
868,1994,東証JQS,高橋カーテンウォール工業(株),805,0.50,4,15200
869,2212,東証1部,山崎製パン(株),2196,0.50,11,518300
870,2733,東証1部,(株)あらた,6000,0.50,30,76200
871,3608,東証1部,(株)ＴＳＩホールディングス,802,0.50,4,235100
872,4686,東証1部,(株)ジャストシステム,2221,0.50,11,191700
873,4972,東証JQS,綜研化学(株),2426,0.50,12,17600
874,5104,東証2部,日東化工(株),804,0.50,4,8300
875,6155,東証2部,高松機械工業(株),1399,0.50,7,10800
876,6920,東証1部,レーザーテック(株),3985,0.50,20,429400
877,7443,東証JQS,横浜魚類(株),608,0.50,3,4900
878,8138,東証2部,三京化成(株),2822,0.50,14,4400
879,8244,東証1部,(株)近鉄百貨店,3995,0.50,20,13600
880,8541,東証1部,(株)愛媛銀行,1416,0.50,7,125700
881,9086,東証1部,(株)日立物流,3030,0.50,15,444700
882,1473,東証ETF,One ETF トピックス,1864,0.49,9,10
883,1916,東証1部,日成ビルド工業(株),1438,0.49,7,132500
884,2752,東証JQS,(株)フジオフードシステム,2055,0.49,10,14800
885,2883,東証1部,(株)大冷,2278,0.49,11,4000
886,3068,東証JQS,(株)ＷＤＩ,1626,0.49,8,7300
887,4845,東証1部,(株)スカラ,817,0.49,4,213100
888,8515,東証1部,アイフル(株),409,0.49,2,6127100
889,9034,東証JQS,南総通運(株),1435,0.49,7,3800
890,9995,東証1部,(株)ルネサスイーストン,827,0.49,4,119900
891,1762,東証1部,(株)高松コンストラクショングループ,3165,0.48,15,23500
892,1926,東証1部,ライト工業(株),1250,0.48,6,161500
893,4508,東証1部,田辺三菱製薬(株),2289,0.48,11,866200
894,6240,東証1部,ヤマシンフィルタ(株),1466,0.48,7,931800
895,6941,東証1部,山一電機(株),2314,0.48,11,517000
896,9675,東証1部,常磐興産(株),1880,0.48,9,8500
897,9852,東証JQS,ＣＢグループマネジメント(株),4200,0.48,20,1000
898,1890,東証1部,東洋建設(株),637,0.47,3,278800
899,2372,東証1部,(株)アイロムグループ,1929,0.47,9,705500
900,2424,東証1部,(株)ブラス,1058,0.47,5,12600
901,3269,東証,アドバンス・レジデンス投資法人,280300,0.47,1300,3166
902,3423,東証JQS,(株)エスイー,635,0.47,3,27400
903,4966,東証2部,上村工業(株),8630,0.47,40,1900
904,5928,東証2部,アルメタックス(株),427,0.47,2,3000
905,7946,東証2部,(株)光陽社,1715,0.47,8,5600
906,9029,東証2部,(株)ヒガシトゥエンティワン,429,0.47,2,13500
907,1860,東証1部,戸田建設(株),872,0.46,4,763000
908,2418,東証1部,(株)ツカダ・グローバルホールディング,661,0.46,3,43700
909,2469,東証JQS,ヒビノ(株),1965,0.46,9,7100
910,3963,東証1部,(株)シンクロ・フード,3285,0.46,15,19500
911,4189,東証1部,ＫＨネオケム(株),3305,0.46,15,172500
912,6173,マザーズ,(株)アクアライン,3265,0.46,15,400
913,6730,東証1部,(株)アクセル,880,0.46,4,31300
914,9075,東証1部,福山通運(株),4350,0.46,20,38300
915,9355,東証2部,(株)リンコーコーポレーション,1759,0.46,8,900
916,1613,東証ETF,東証電気機器株価指数連動型上場投資信託,2652,0.45,12,80
917,3648,東証1部,ＡＧＳ(株),886,0.45,4,24200
918,5632,東証1部,三菱製鋼(株),2898,0.45,13,67500
919,6406,東証1部,フジテック(株),1547,0.45,7,172100
920,6508,東証1部,(株)明電舎,442,0.45,2,1216000
921,8208,東証JQS,(株)エンチョー,447,0.45,2,7000
922,9501,東証1部,東京電力ホールディングス(株),447,0.45,2,7829200
923,1540,東証ETF,純金上場信託(現物国内保管型),4585,0.44,20,15736
924,1618,東証ETF,(NEXT FUNDS)エネルギー資源上場投信,15850,0.44,70,52
925,1719,東証1部,安藤ハザマ,912,0.44,4,776000
926,3385,東証1部,(株)薬王堂,3410,0.44,15,104200
927,3932,東証1部,(株)アカツキ,6910,0.44,30,215500
928,4301,東証1部,(株)アミューズ,3460,0.44,15,38800
929,6547,東証2部,(株)グリーンズ,1817,0.44,8,103800
930,6879,東証1部,(株)イマジカ・ロボット　ホールディングス,1371,0.44,6,382700
931,8160,東証1部,(株)木曽路,2757,0.44,12,53800
932,8697,東証1部,(株)日本取引所グループ,2073,0.44,9,1911600
933,9405,東証1部,朝日放送(株),919,0.44,4,29300
934,9635,東証2部,武蔵野興業(株),2730,0.44,12,600
935,1325,東証ETF,(NEXT FUNDS)ブラジル株式指数上場投信,233,0.43,1,72300
936,3476,東証,投資法人みらい,186400,0.43,800,1721
937,4204,東証1部,積水化学工業(株),2092,0.43,9,1480700
938,4734,東証JQS,(株)ビーイング,468,0.43,2,2300
939,7284,東証1部,盟和産業(株),1401,0.43,6,5800
940,8967,東証,日本ロジスティクスファンド投資法人,207800,0.43,900,1971
941,9503,東証1部,関西電力(株),1402,0.43,6,2057500
942,9616,東証1部,(株)共立メンテナンス,4640,0.43,20,157700
943,9900,東証1部,(株)サガミチェーン,1415,0.43,6,25200
944,2144,東証JQG,(株)やまねメディカル,241,0.42,1,9600
945,2376,東証1部,(株)サイネックス,952,0.42,4,11800
946,2488,東証JQS,日本サード・パーティ(株),1205,0.42,5,267800
947,2734,東証1部,(株)サーラコーポレーション,719,0.42,3,157100
948,3279,東証,アクティビア・プロパティーズ投資法人,483500,0.42,2000,1324
949,3439,東証JQS,(株)三ツ知,1897,0.42,8,9300
950,8016,東証1部,(株)オンワードホールディングス,958,0.42,4,307700
951,8166,東証1部,(株)タカキュー,237,0.42,1,54200
952,8285,東証1部,三谷産業(株),476,0.42,2,31300
953,9987,東証1部,(株)スズケン,4790,0.42,20,246100
954,2408,東証JQS,(株)ＫＧ情報,734,0.41,3,6200
955,2702,東証JQS,日本マクドナルドホールディングス(株),4935,0.41,20,146000
956,3107,東証1部,ダイワボウホールディングス(株),4915,0.41,20,58000
957,4341,東証2部,西菱電機(株),970,0.41,4,500
958,6485,東証1部,前澤給装工業(株),1983,0.41,8,6400
959,6908,東証1部,イリソ電子工業(株),7300,0.41,30,151600
960,7265,東証JQS,エイケン工業(株),729,0.41,3,10000
961,9504,東証1部,中国電力(株),1210,0.41,5,1738500
962,1569,東証ETF,TOPIXベア上場投信,2994,0.40,12,4630
963,1674,東証ETF,ETFS 白金上場投信,10050,0.40,40,1
964,2573,東証2部,北海道コカ・コーラボトリング(株),756,0.40,3,4000
965,3910,東証JQS,(株)エムケイシステム,2730,0.40,11,12600
966,4611,東証1部,大日本塗料(株),1772,0.40,7,61700
967,7516,東証1部,コーナン商事(株),2728,0.40,11,166500
968,7839,東証1部,(株)ＳＨＯＥＩ,5040,0.40,20,38200
969,8787,東証JQS,(株)ＵＣＳ,1506,0.40,6,4700
970,9022,東証1部,東海旅客鉄道(株),21185,0.40,85,386900
971,2667,東証JQS,(株)イメージ　ワン,511,0.39,2,266800
972,3762,東証1部,テクマトリックス(株),1804,0.39,7,379800
973,3964,東証1部,(株)オークネット,1563,0.39,6,23400
974,5930,東証1部,文化シヤッター(株),1031,0.39,4,114900
975,5939,東証JQS,(株)大谷工業,3900,0.39,15,500
976,7565,東証2部,萬世電機(株),1035,0.39,4,2000
977,7878,東証JQS,(株)光・彩,2597,0.39,10,200
978,7922,東証JQS,三光産業(株),516,0.39,2,16800
979,8001,東証1部,伊藤忠商事(株),2183,0.39,8.5,7424700
980,8508,東証2部,Ｊトラスト(株),764,0.39,3,262200
981,9412,東証1部,(株)スカパーＪＳＡＴホールディングス,521,0.39,2,591400
982,9478,東証JQS,ＳＥホールディングス・アンド・インキュベーションズ(株),256,0.39,1,503900
983,9812,東証JQS,(株)テーオーホールディングス,779,0.39,3,1200
984,2266,東証1部,六甲バター(株),2882,0.38,11,14900
985,2475,東証1部,ＷＤＢホールディングス(株),3975,0.38,15,68700
986,2613,東証1部,(株)Ｊ−オイルミルズ,3960,0.38,15,17400
987,3197,東証1部,(株)すかいらーく,1585,0.38,6,1251500
988,3939,マザーズ,(株)カナミックネットワーク,5250,0.38,20,33300
989,4689,東証1部,ヤフー(株),523,0.38,2,10783500
990,5232,東証1部,住友大阪セメント(株),523,0.38,2,2069000
991,6077,東証1部,(株)Ｎ・フィールド,1574,0.38,6,91200
992,9046,東証1部,神戸電鉄(株),4005,0.38,15,5100
993,1768,東証1部,(株)ソネック,821,0.37,3,1200
994,2112,東証1部,塩水港精糖(株),272,0.37,1,84200
995,6637,東証JQS,寺崎電気産業(株),1624,0.37,6,1100
996,7992,東証2部,セーラー万年筆(株),272,0.37,1,19200
997,9073,東証JQS,京極運輸商事(株),536,0.37,2,1600
998,9364,東証1部,(株)上組,2436,0.37,9,445000
999,9795,東証1部,(株)ステップ,1899,0.37,7,7200
1000,2433,東証1部,(株)博報堂ＤＹホールディングス,1668,0.36,6,479400
1001,2818,東証1部,(株)ピエトロ,1686,0.36,6,5200
1002,4801,東証1部,セントラルスポーツ(株),4185,0.36,15,11100
1003,6186,東証1部,(株)一蔵,1117,0.36,4,22100
1004,8002,東証1部,丸紅(株),836.8,0.36,3,6559000
1005,8075,東証1部,神鋼商事(株),4210,0.36,15,44800
1006,8544,東証1部,(株)京葉銀行,561,0.36,2,539000
1007,8952,東証,ジャパンリアルエステイト投資法人,559000,0.36,2000,2720
1008,9601,東証1部,松竹(株),16540,0.36,60,39400
1009,1782,東証JQS,常磐開発(株),8680,0.35,30,1000
1010,2483,東証JQS,(株)翻訳センター,4330,0.35,15,2100
1011,3320,東証2部,クロスプラス(株),1135,0.35,4,11900
1012,4653,東証1部,(株)ダイオーズ,1443,0.35,5,6600
1013,6379,東証1部,新興プランテック(株),1136,0.35,4,141500
1014,7277,東証1部,(株)ＴＢＫ,568,0.35,2,71900
1015,8995,東証2部,(株)誠建設工業,859,0.35,3,2400
1016,9041,東証1部,近鉄グループホールディングス(株),4355,0.35,15,315200
1017,9436,東証JQS,沖縄セルラー電話(株),4285,0.35,15,4000
1018,3607,東証1部,(株)クラウディアホールディングス,599,0.34,2,6200
1019,4674,東証1部,(株)クレスコ,4465,0.34,15,76100
1020,6497,東証JQS,(株)ハマイ,1180,0.34,4,1400
1021,7649,東証1部,スギホールディングス(株),5890,0.34,20,111200
1022,7716,東証JQS,(株)ナカニシ,5920,0.34,20,14200
1023,1487,東証ETF,上場インデックスファンド米国債券(H有),17990,0.33,60,176
1024,1636,東証ETF,ダイワ 上場投信･TOPIX-17建設･資材,30200,0.33,100,1
1025,2180,東証JQG,(株)サニーサイドアップ,914,0.33,3,7100
1026,2593,東証1部,(株)伊藤園,4600,0.33,15,140500
1027,2773,東証JQS,(株)ミューチュアル,903,0.33,3,4000
1028,2812,東証1部,焼津水産化学工業(株),1211,0.33,4,5800
1029,3157,東証1部,ジューテックホールディングス(株),1507,0.33,5,6400
1030,3201,東証1部,ニッケ,1201,0.33,4,143600
1031,3299,東証1部,(株)ムゲンエステート,1229,0.33,4,138300
1032,5110,東証1部,住友ゴム工業(株),2147,0.33,7,850500
1033,6018,東証2部,阪神内燃機工業(株),1835,0.33,6,5000
1034,6478,東証2部,ダイベア(株),901,0.33,3,24100
1035,7630,東証1部,(株)壱番屋,4565,0.33,15,24200
1036,8274,東証1部,(株)東武ストア,3075,0.33,10,2600
1037,8984,東証,大和ハウスリート投資法人,270100,0.33,900,5115
1038,9534,東証1部,北海道ガス(株),300,0.33,1,132000
1039,1662,東証1部,石油資源開発(株),3135,0.32,10,193500
1040,2305,東証1部,(株)スタジオアリス,2846,0.32,9,15200
1041,3004,東証1部,神栄(株),1544,0.32,5,3800
1042,3391,東証1部,(株)ツルハホールディングス,15760,0.32,50,207800
1043,3968,東証JQS,セグエグループ(株),2217,0.32,7,19100
1044,4241,東証JQS,(株)アテクト,1573,0.32,5,2200
1045,4587,東証1部,ペプチドリーム(株),4650,0.32,15,744800
1046,4735,東証2部,(株)京進,947,0.32,3,8000
1047,5444,東証1部,大和工業(株),3180,0.32,10,148000
1048,7173,東証1部,(株)東京ＴＹフィナンシャルグループ,3170,0.32,10,73900
1049,7949,東証1部,小松ウオール工業(株),2511,0.32,8,23700
1050,8044,東証2部,大都魚類(株),1259,0.32,4,600
1051,8396,東証1部,(株)十八銀行,312,0.32,1,195000
1052,8542,東証1部,(株)トマト銀行,1590,0.32,5,18000
1053,9507,東証1部,四国電力(株),1239,0.32,4,793400
1054,1477,東証ETF,iシェアーズ MSCI 日本株最小分散 ETF,1972,0.31,6,45
1055,1555,東証ETF,上場インデックスファンド豪州リート,1617,0.31,5,10080
1056,1623,東証ETF,(NEXT FUNDS)鉄鋼･非鉄上場投信,22580,0.31,70,6
1057,1871,東証1部,(株)ピーエス三菱,968,0.31,3,171900
1058,2749,東証1部,(株)ＪＰホールディングス,325,0.31,1,290200
1059,3744,東証2部,サイオス(株),654,0.31,2,19000
1060,6273,東証1部,ＳＭＣ(株),54990,0.31,170,213400
1061,7238,東証1部,曙ブレーキ工業(株),324,0.31,1,1573800
1062,8053,東証1部,住友商事(株),1935.5,0.31,6,3654700
1063,8881,東証1部,日神不動産(株),957,0.31,3,108200
1064,9622,東証1部,(株)スペース,1606,0.31,5,10900
1065,1417,東証1部,(株)ミライト・ホールディングス,1656,0.30,5,508100
1066,1982,東証1部,日比谷総合設備(株),2363,0.30,7,29500
1067,3639,東証1部,(株)ボルテージ,987,0.30,3,53200
1068,3666,東証1部,(株)テクノスジャパン,1011,0.30,3,267600
1069,4956,東証1部,コニシ(株),2002,0.30,6,38800
1070,5957,東証1部,日東精工(株),667,0.30,2,35300
1071,6164,東証JQS,(株)太陽工機,2999,0.30,9,3800
1072,6498,東証1部,(株)キッツ,1014,0.30,3,436900
1073,8142,東証1部,(株)トーホー,2647,0.30,8,12100
1074,8153,東証1部,(株)モスフードサービス,3345,0.30,10,32200
1075,8954,東証,オリックス不動産投資法人,167900,0.30,500,7144
1076,9837,東証1部,モリト(株),1009,0.30,3,23700
1077,3994,マザーズ,(株)マネーフォワード,3460,0.29,10,259500
1078,5966,東証2部,ＫＴＣ(株),2095,0.29,6,3700
1079,6332,東証1部,月島機械(株),1375,0.29,4,85400
1080,6617,東証1部,(株)東光高岳,1724,0.29,5,146100
1081,7847,東証JQS,(株)グラファイトデザイン,688,0.29,2,35800
1082,8051,東証1部,(株)山善,1360,0.29,4,135900
1083,8851,東証2部,アーバンライフ(株),1020,0.29,3,1000
1084,1380,東証JQS,(株)秋川牧園,726,0.28,2,4100
1085,2043,東証ETF,NEXT NOTES STOXX アセアン好配当50(円、NR)ETN,14470,0.28,40,2
1086,3030,東証1部,(株)ハブ,1445,0.28,4,57700
1087,4557,東証JQS,(株)医学生物学研究所,2136,0.28,6,2500
1088,6049,マザーズ,(株)イトクロ,7050,0.28,20,14300
1089,6463,東証1部,ＴＰＲ(株),3600,0.28,10,60500
1090,7177,東証JQS,ＧＭＯフィナンシャルホールディングス(株),719,0.28,2,160500
1091,9049,東証2部,京福電気鉄道(株),2898,0.28,8,400
1092,9074,東証1部,日本石油輸送(株),3535,0.28,10,7200
1093,9699,東証1部,西尾レントオール(株),3565,0.28,10,80100
1094,1909,東証1部,日本ドライケミカル(株),2570,0.27,7,3300
1095,3166,東証1部,ＯＣＨＩホールディングス(株),1478,0.27,4,9200
1096,3388,東証1部,明治電機工業(株),2195,0.27,6,50200
1097,3478,東証,森トラスト・ホテルリート投資法人,149200,0.27,400,544
1098,3640,東証1部,(株)電算,2618,0.27,7,7000
1099,6063,東証JQS,日本エマージェンシーアシスタンス(株),1095,0.27,3,4300
1100,6279,東証2部,(株)瑞光,3740,0.27,10,1400
1101,7989,東証1部,立川ブラインド工業(株),1480,0.27,4,13400
1102,8388,東証1部,(株)阿波銀行,732,0.27,2,287000
1103,8593,東証1部,三菱ＵＦＪリース(株),733,0.27,2,1959600
1104,8892,東証1部,(株)日本エスコン,731,0.27,2,504300
1105,9283,東証,日本再生可能エネルギーインフラ投資法人,110900,0.27,300,172
1106,9466,東証1部,(株)アイドママーケティングコミュニケーション,755,0.27,2,13100
1107,1561,東証ETF,国際のETF VIX中期先物指数,11630,0.26,30,62
1108,2389,東証1部,(株)オプトホールディング,1528,0.26,4,272300
1109,3148,東証1部,(株)クリエイトＳＤホールディングス,2702,0.26,7,95300
1110,3604,東証2部,川本産業(株),391,0.26,1,4200
1111,4681,東証1部,リゾートトラスト(株),2651,0.26,7,219400
1112,4840,東証JQG,(株)トライアイズ,384,0.26,1,5600
1113,6247,東証1部,(株)日阪製作所,1166,0.26,3,40000
1114,7523,東証JQS,アールビバン(株),781,0.26,2,26400
1115,7972,東証1部,(株)イトーキ,786,0.26,2,61100
1116,9695,東証JQS,(株)鴨川グランドホテル,381,0.26,1,1000
1117,9850,東証1部,(株)グルメ杵屋,1162,0.26,3,14000
1118,25935,東証1部,(株)伊藤園第1種優先株式,2273,0.26,6,30500
1119,1948,東証2部,(株)弘電社,4035,0.25,10,3000
1120,2432,東証1部,(株)ディー・エヌ・エー,2401,0.25,6,1565700
1121,3143,東証2部,オーウイル(株),1573,0.25,4,7700
1122,3766,東証JQS,システムズ・デザイン(株),788,0.25,2,3600
1123,4033,東証1部,日東エフシー(株),809,0.25,2,14200
1124,5932,東証1部,三協立山(株),1574,0.25,4,70100
1125,6191,東証1部,(株)エボラブルアジア,2419,0.25,6,92300
1126,6707,東証1部,サンケン電気(株),818,0.25,2,923000
1127,7444,東証2部,ハリマ共和物産(株),2786,0.25,7,3500
1128,7775,東証1部,大研医器(株),787,0.25,2,54800
1129,7850,東証JQS,総合商研(株),805,0.25,2,1200
1130,8708,東証1部,藍澤證券(株),787,0.25,2,82000
1131,8938,東証JQG,ＬＣホールディングス(株),1974,0.25,5,13200
1132,9179,東証2部,川崎近海汽船(株),4060,0.25,10,1800
1133,9319,東証1部,(株)中央倉庫,1211,0.25,3,5500
1134,1847,東証1部,(株)イチケン,2460,0.24,6,14600
1135,1866,東証1部,北野建設(株),422,0.24,1,94000
1136,3248,マザーズ,(株)アールエイジ,831,0.24,2,4800
1137,5905,東証2部,日本製罐(株),1271,0.24,3,500
1138,6023,東証2部,ダイハツディーゼル(株),819,0.24,2,17000
1139,6091,東証2部,(株)ウエスコホールディングス,411,0.24,1,29600
1140,8181,東証1部,(株)東天紅,2055,0.24,5,3100
1141,8346,東証1部,(株)東邦銀行,413,0.24,1,312400
1142,9048,東証1部,名古屋鉄道(株),2893,0.24,7,298500
1143,1435,東証1部,(株)インベスターズクラウド,1780,0.23,4,492900
1144,1480,東証ETF,(NEXT FUNDS)野村企業価値分配指数上場投信,17400,0.23,40,1
1145,1595,東証ETF,NZAM 上場投信 東証REIT指数,1754,0.23,4,190
1146,1882,東証1部,東亜道路工業(株),4375,0.23,10,10300
1147,1965,東証2部,(株)テクノ菱和,857,0.23,2,7100
1148,2405,東証2部,(株)フジコー,444,0.23,1,35200
1149,2911,東証2部,旭松食品(株),437,0.23,1,6000
1150,3139,東証1部,(株)ラクト・ジャパン,4330,0.23,10,42100
1151,3794,東証2部,エヌ・デーソフトウェア(株),1302,0.23,3,2300
1152,4295,東証1部,(株)フェイス,1332,0.23,3,8100
1153,4631,東証1部,ＤＩＣ(株),4335,0.23,10,237300
1154,6048,東証1部,(株)デザインワン・ジャパン,1292,0.23,3,20900
1155,6402,東証2部,兼松エンジニアリング(株),1710,0.23,4,12200
1156,9505,東証1部,北陸電力(株),885,0.23,2,1264800
1157,9993,東証1部,(株)ヤマザワ,1760,0.23,4,3700
1158,2481,東証JQS,(株)タウンニュース社,455,0.22,1,1600
1159,4762,東証1部,(株)エックスネット,929,0.22,2,7700
1160,6096,マザーズ,(株)レアジョブ,1839,0.22,4,4800
1161,6371,東証1部,(株)椿本チエイン,928,0.22,2,668000
1162,6977,東証2部,(株)日本抵抗器製作所,1830,0.22,4,65700
1163,7811,東証1部,中本パックス(株),4630,0.22,10,8500
1164,8358,東証1部,スルガ銀行(株),2267,0.22,5,1104600
1165,8848,東証1部,(株)レオパレス２１,895,0.22,2,1308000
1166,8869,東証1部,明和地所(株),901,0.22,2,30400
1167,9726,東証1部,ＫＮＴ−ＣＴホールディングス(株),1791,0.22,4,42300
1168,1660,東証ETF,MAXIS高利回りJリート上場投信,9370,0.21,20,289
1169,1780,東証1部,(株)ヤマウラ,957,0.21,2,18800
1170,6282,東証1部,オイレス工業(株),2353,0.21,5,69300
1171,7271,東証1部,(株)安永,2803,0.21,6,71900
1172,8260,東証1部,(株)井筒屋,479,0.21,1,83200
1173,8421,東証,信金中央金庫,239500,0.21,500,112
1174,8596,東証1部,(株)九州リースサービス,957,0.21,2,60800
1175,9468,東証1部,カドカワ(株),1423,0.21,3,364200
1176,9506,東証1部,東北電力(株),1427,0.21,3,1064700
1177,1486,東証ETF,上場インデックスファンド米国債券(H無),19750,0.20,40,115
1178,1824,東証1部,前田建設工業(株),1524,0.20,3,523100
1179,2344,東証JQS,平安レイサービス(株),1013,0.20,2,1500
1180,3366,東証1部,(株)一六堂,498,0.20,1,16200
1181,3751,東証1部,日本アジアグループ(株),510,0.20,1,111800
1182,5816,東証2部,オーナンバ(株),492,0.20,1,3400
1183,7164,東証1部,全国保証(株),5130,0.20,10,257400
1184,7640,東証1部,(株)トップカルチャー,502,0.20,1,12900
1185,7913,東証1部,図書印刷(株),995,0.20,2,13000
1186,8115,東証2部,ムーンバット(株),985,0.20,2,6000
1187,8230,東証1部,(株)はせがわ,510,0.20,1,6300
1188,8572,東証1部,アコム(株),495,0.20,1,6803600
1189,9543,東証1部,静岡ガス(株),986,0.20,2,75000
1190,1566,東証ETF,上場インデックスファンド新興国債券,53800,0.19,100,876
1191,1677,東証ETF,上場インデックスファンド海外債券毎月分配,52100,0.19,100,160
1192,2178,マザーズ,(株)トライステージ,537,0.19,1,38000
1193,3326,東証JQS,(株)ランシステム,1034,0.19,2,3200
1194,3955,東証2部,(株)イムラ封筒,532,0.19,1,3100
1195,5563,東証1部,新日本電工(株),516,0.19,1,1869800
1196,5929,東証1部,三和ホールディングス(株),1571,0.19,3,630400
1197,5965,東証2部,(株)フジマック,2662,0.19,5,6000
1198,7011,東証1部,三菱重工業(株),4146,0.19,8,1856500
1199,8038,東証1部,東都水産(株),2060,0.19,4,5800
1200,8835,東証1部,太平洋興発(株),1049,0.19,2,15200
1201,9684,東証1部,(株)スクウェア・エニックス・ホールディングス,5150,0.19,10,701300
1202,9948,東証1部,(株)アークス,2595,0.19,5,150400
1203,1620,東証ETF,(NEXT FUNDS)素材･化学上場投信,27450,0.18,50,7
1204,2789,東証JQS,(株)カルラ,542,0.18,1,6000
1205,2910,東証1部,(株)ロック・フィールド,2218,0.18,4,61300
1206,3295,東証,ヒューリックリート投資法人,170800,0.18,300,2544
1207,6147,東証JQS,(株)ヤマザキ,552,0.18,1,4100
1208,9765,東証1部,(株)オオバ,542,0.18,1,30600
1209,9797,東証2部,大日本コンサルタント(株),551,0.18,1,5200
1210,1387,東証ETF,UBS ETF 欧州通貨圏株(MSCI EMU),17320,0.17,30,70
1211,2001,東証1部,日本製粉(株),1718,0.17,3,78200
1212,2215,東証1部,第一屋製パン(株),1205,0.17,2,6000
1213,2676,東証1部,高千穂交易(株),1187,0.17,2,13200
1214,2764,東証1部,(株)ひらまつ,591,0.17,1,94400
1215,3204,東証1部,(株)トーア紡コーポレーション,604,0.17,1,9600
1216,3329,東証JQS,東和フードサービス(株),1742,0.17,3,3200
1217,3675,マザーズ,(株)クロス・マーケティンググループ,605,0.17,1,160400
1218,5918,東証2部,瀧上工業(株),6010,0.17,10,300
1219,5976,東証1部,ネツレン,1198,0.17,2,40300
1220,6190,マザーズ,(株)フェニックスバイオ,1209,0.17,2,3500
1221,7201,東証1部,日産自動車(株),1173,0.17,2,14713500
1222,7458,東証1部,(株)第一興商,6030,0.17,10,72400
1223,9362,東証2部,兵機海運(株),1800,0.17,3,2100
1224,9376,東証JQS,(株)ユーラシア旅行社,591,0.17,1,2400
1225,9536,東証1部,西部ガス(株),2931,0.17,5,24200
1226,9885,東証2部,(株)シャルレ,578,0.17,1,12200
1227,1322,東証ETF,上場インデックスファンド中国A株CSI300,6220,0.16,10,370
1228,1861,東証1部,(株)熊谷組,3105,0.16,5,319100
1229,3501,東証1部,住江織物(株),3210,0.16,5,9700
1230,3524,東証1部,日東製網(株),1882,0.16,3,8300
1231,3539,東証2部,(株)ジャパンミート,1896,0.16,3,10600
1232,3930,マザーズ,(株)はてな,1864,0.16,3,8700
1233,5271,東証2部,(株)トーヨーアサノ,3055,0.16,5,5400
1234,5981,東証1部,東京製綱(株),1870,0.16,3,47400
1235,6932,東証1部,(株)遠藤照明,1240,0.16,2,74400
1236,6976,東証1部,太陽誘電(株),1854,0.16,3,2382300
1237,7460,東証2部,(株)ヤギ,3040,0.16,5,21300
1238,7520,東証1部,(株)エコス,1291,0.16,2,11100
1239,8165,東証1部,(株)千趣会,615,0.16,1,66000
1240,8179,東証1部,ロイヤルホールディングス(株),3060,0.16,5,73700
1241,8282,東証1部,(株)ケーズホールディングス,3140,0.16,5,494100
1242,8289,東証1部,(株)Ｏｌｙｍｐｉｃグループ,618,0.16,1,4300
1243,8976,東証,大和証券オフィス投資法人,629000,0.16,1000,603
1244,9508,東証1部,九州電力(株),1217,0.16,2,1526400
