KUBUN_CODE,583,大学院基礎科目,(院)基礎科目, 
KUBUN_CODE,584,情報基礎科目,(院)情報基礎, 
KUBUN_CODE,585,対象分野科目,(院)対象分野, 
KUBUN_CODE,586,大学院基礎科目(情報創成),(院)創成基礎, 
KUBUN_CODE,635,自然科学科目,自然科学, 
KUBUN_CODE,636,情報科目,情報科目, 
KUBUN_CODE,637,対象分野科目,対象分野, 
KUBUN_CODE,690,全科目（査定内）,査定内科目, 
KUBUN_CODE,910,教職に関する専門教育科目,教職専門科目, 
KUBUN_CODE,911,免許法第66条に定める科目,免許法66条科目, 
KUBUN_CODE,912,数学の教科に関する専門教育科目,数学の教科科目, 
KUBUN_CODE,913,情報の教科に関する専門教育科目,情報の教科科目, 
KUBUN_CODE,991,教職科目（教科に関する科目）,教職(科)科目, 
KUBUN_CODE,992,教職科目（教職に関する科目）,教職(職)科目, 
KUBUN_CODE,993,教職科目（教科又は教職）,教職(科＋職)科目, 
KUBUN_CODE,995,大学院教科に関する科目（数学）,(院教職)教科(数学), 
KUBUN_CODE,996,大学院教科に関する科目（情報）,(院教職)教科(情報), 
KUBUN_CODE,997,大学院教職に関する専門科目,(院教職)教職専門, 
COURSE,0,コース共通,コース共通, 
COURSE,10,１年次入学コース,１年次入学, 
COURSE,30,３年次編入学コース,３年編入学, 
COURSE,85,知能情報分野,知能情報分野, 
COURSE,86,システム創成情報分野,シス創成分野, 
COURSE,87,生命情報分野,生命情報分野, 
COURSE,88,電子情報分野,電子情報分野, 
COURSE,89,機械情報分野,機械情報分野, 
COURSE,90,情報創成工学分野,情報創成分野, 
HOME_TYPE,1,自宅,自宅, 
HOME_TYPE,2,学生寮,学生寮, 
HOME_TYPE,3,下宿,下宿, 
HOME_TYPE,4,アパート,アパート, 
HOME_TYPE,9,その他,その他, 
CHAIR_TYPE,0,議長,議長, 
CHAIR_TYPE,1,委員長,委員長, 
CHAIR_TYPE,2,副委員長,副委員長, 
CHAIR_TYPE,3,委員,委員, 
PREFECTURE,1,北海道,北海道, 
PREFECTURE,2,青森,青森, 
PREFECTURE,3,岩手,岩手, 
PREFECTURE,4,宮城,宮城, 
PREFECTURE,5,秋田,秋田, 
PREFECTURE,6,山形,山形, 
PREFECTURE,7,福島,福島, 
PREFECTURE,8,茨城,茨城, 
PREFECTURE,9,栃木,栃木, 
PREFECTURE,10,群馬,群馬, 
PREFECTURE,11,埼玉,埼玉, 
PREFECTURE,12,千葉,千葉, 
PREFECTURE,13,東京,東京, 
PREFECTURE,14,神奈川,神奈川, 
PREFECTURE,15,新潟,新潟, 
PREFECTURE,16,富山,富山, 
PREFECTURE,17,石川,石川, 
PREFECTURE,18,福井,福井, 
PREFECTURE,19,山梨,山梨, 
PREFECTURE,20,長野,長野, 
PREFECTURE,21,岐阜,岐阜, 
PREFECTURE,22,静岡,静岡, 
PREFECTURE,23,愛知,愛知, 
PREFECTURE,24,三重,三重, 
PREFECTURE,25,滋賀,滋賀, 
PREFECTURE,26,京都,京都, 
PREFECTURE,27,大阪,大阪, 
PREFECTURE,28,兵庫,兵庫, 
PREFECTURE,29,奈良,奈良, 
PREFECTURE,30,和歌山,和歌山, 
PREFECTURE,31,鳥取,鳥取, 
PREFECTURE,32,島根,島根, 
PREFECTURE,33,岡山,岡山, 
PREFECTURE,34,広島,広島, 
PREFECTURE,35,山口,山口, 
PREFECTURE,36,徳島,徳島, 
PREFECTURE,37,香川,香川, 
PREFECTURE,38,愛媛,愛媛, 
PREFECTURE,39,高知,高知, 
PREFECTURE,40,福岡,福岡, 
PREFECTURE,41,佐賀,佐賀, 
PREFECTURE,42,長崎,長崎, 
PREFECTURE,43,熊本,熊本, 
PREFECTURE,44,大分,大分, 
PREFECTURE,45,宮崎,宮崎, 
PREFECTURE,46,鹿児島,鹿児島, 
PREFECTURE,47,沖縄,沖縄, 
PREFECTURE,51,大学検定,大学検定, 
PREFECTURE,52,外国学校,外国学校, 
PREFECTURE,53,指定,指定, 
PREFECTURE,54,認定,認定, 
PREFECTURE,55,在外教育施設,在外教育施設, 
ED_KUBUN_CODE,900,（空欄）,空欄, 
ED_KUBUN_CODE,910,教職共通科目,教職共通科目, 
ED_KUBUN_CODE,912,数学コース,数学コース, 
ED_KUBUN_CODE,913,情報コース,情報コース, 
ED_KUBUN_CODE,915,日本国憲法,日本国憲法, 
ED_KUBUN_CODE,916,体育,体育, 
ED_KUBUN_CODE,917,外国語コミュニケーション,コミュニケーション, 
ED_KUBUN_CODE,918,情報機器の操作,情報機器の操作, 
ED_KUBUN_CODE,920,代数学,代数学, 
ED_KUBUN_CODE,921,幾何学,幾何学, 
ED_KUBUN_CODE,922,解析学,解析学, 
ED_KUBUN_CODE,923,確率論・統計学,確率・統計, 
ED_KUBUN_CODE,924,コンピュータ（数学）,コンピュータ（数学）, 
ED_KUBUN_CODE,930,コンピュータ（情報),コンピュータ（情報）, 
ED_KUBUN_CODE,931,情報処理,情報処理, 
ED_KUBUN_CODE,932,情報システム,情報システム, 
ED_KUBUN_CODE,933,情報通信ネットワーク,情報通信ネット, 
ED_KUBUN_CODE,934,マルチメディア表現,マルチメディア表現, 
ED_KUBUN_CODE,935,マルチメディア技術,マルチメディア技術, 
ED_KUBUN_CODE,936,情報社会,情報社会, 
ED_KUBUN_CODE,937,情報倫理,情報倫理, 
ED_KUBUN_CODE,938,情報と職業,情報と職業, 
QUALIFICATION,0,非常勤教員,非常勤教員, 
QUALIFICATION,1,一般職員(助手/技官/事務官),一般職員(助手/技官/事務官), 
QUALIFICATION,2,一般教員(教授/助教授/講師),一般教員(教授/助教授/講師), 
QUALIFICATION,3,教務(教育)委員補佐,教務(教育)委員補佐, 
QUALIFICATION,4,教務(教育)委員,教務(教育)委員, 
QUALIFICATION,5,特別職務教員,特別職務教員, 
QUALIFICATION,6,「入試検討委員会」関係者,「入試検討委員会」関係者, 
QUALIFICATION,7,「総務係」職員,「総務係」職員, 
QUALIFICATION,8,「学務係」システム管理者,「学務係」システム管理者, 
QUALIFICATION,9,「学務係」一般職員,「学務係」一般職員, 
REQUISITE_TYPE,2,３年次進級要件,３年次進級要件, 
REQUISITE_TYPE,3,卒業研究着手要件,卒研着手要件, 
REQUISITE_TYPE,4,卒業要件,卒業要件, 
REQUISITE_TYPE,6,大学院前期課程修了要件,前期課程修了要件, 
REQUISITE_TYPE,7,大学院後期課程修了要件,後期課程修了要件, 
REQUISITE_TYPE,9,学部教職課程認定要件,学部教職認定要件, 
REQUISITE_CODE,4405,人間情報科目,人間情報, 
REQUISITE_CODE,4445,人文社会系入門,人文社会入門, 
REQUISITE_CODE,4455,人文社会系講義,人文社会講義, 
REQUISITE_CODE,4459,人文社会系(入門＋講義),人文社会(入+講), 
REQUISITE_CODE,4461,英語(必修),英語(必修), 
REQUISITE_CODE,4464,英語(選択),英語(選択), 
REQUISITE_CODE,4475,語学(選択必修),語学(選必), 
REQUISITE_CODE,4479,言語系合計,言語合計, 
REQUISITE_CODE,4481,健康科学系科目,健康科学, 
REQUISITE_CODE,4500,人間科学要件合計,人間科学合計, 
REQUISITE_CODE,5600,大学院特別講究,(院)特別講究, 
REQUISITE_CODE,5680,大学院講究,大学院講究, 
REQUISITE_CODE,5690,特別実験・演習,特別実験演習, 
REQUISITE_CODE,5820,プロジェクト研究,(院)プロジェクト, 
REQUISITE_CODE,5830,大学院基礎科目,(院)基礎科目, 
REQUISITE_CODE,5835,大学院基礎＋対象分野,(院)基礎+対象, 
REQUISITE_CODE,5836,大学院基礎＋情報＋対象分野,(院)基礎+情報+対象, 
REQUISITE_CODE,5840,大学院情報基礎科目,(院)情報基礎, 
REQUISITE_CODE,5850,大学院対象分野科目,(院)対象分野, 
REQUISITE_CODE,5860,大学院創成基礎科目,(院)創成基礎, 
REQUISITE_CODE,6351,自然科学科目(必修),自然(必修), 
REQUISITE_CODE,6352,自然科学科目(２年次までの必修),自然(２年迄必修), 
REQUISITE_CODE,6353,自然科学科目(３年次までの必修),自然(３年迄必修), 
REQUISITE_CODE,6355,自然科学(選択必修),自然(選必), 
REQUISITE_CODE,6359,自然科学科目合計,自然合計, 
REQUISITE_CODE,6361,情報科目(必修),情報(必修), 
REQUISITE_CODE,6362,情報科目(２年次までの必修),情報(２年迄必修), 
REQUISITE_CODE,6363,情報科目(３年次までの必修),情報(３年迄必修), 
REQUISITE_CODE,6364,情報科目(３年迄必修実験演習),情報(３年迄の必修の実験演習), 
REQUISITE_CODE,6365,情報科目(選択必修),情報(選必), 
REQUISITE_CODE,6371,対象分野科目(必修),対象(必修), 
REQUISITE_CODE,6372,対象分野科目(２年次までの必修),対象(２年迄必修), 
REQUISITE_CODE,6373,対象分野科目(３年次までの必修),対象(３年迄必修), 
REQUISITE_CODE,6374,対象分野(３年次迄必修実験演習),対象(３年迄必修実験演習), 
REQUISITE_CODE,6375,対象分野科目(選択必修),対象(選必), 
REQUISITE_CODE,6376,情報＋対象分野科目(選択必修),情報+対象(選必), 
REQUISITE_CODE,6377,自然科学＋対象分野(選択必修),自然+対象(選必), 
REQUISITE_CODE,6378,自然＋情報＋象対分野(選択必修),自然+情報+対象(選必), 
REQUISITE_CODE,6391,３年次までの必修,３年迄必修, 
REQUISITE_CODE,6900,要件加算単位合計,卒業要件合計, 
REQUISITE_CODE,9111,教職の意義に関する科目(必修),教職の意義(必修), 
REQUISITE_CODE,9121,教職の基礎理論に関する科目(必修),教職の基礎理論(必修), 
REQUISITE_CODE,9131,教育課程及び指導法(必修),教育課程及び指導法(必修), 
REQUISITE_CODE,9141,生徒指導、教育相談及び進路指導(必修),生徒指導・教育相談等(必修), 
REQUISITE_CODE,9151,総合演習(必修),総合演習(必修), 
REQUISITE_CODE,9161,教育実習(必修),教育実習(必修), 
REQUISITE_CODE,9211,情報社会及び情報倫理(必修),情報社会及び倫理(必修), 
REQUISITE_CODE,9215,情報社会及び情報倫理(選択必修),情報社会及び倫理(選択必修), 
REQUISITE_CODE,9221,コンピュータ及び情報処理(必修),コンピュータと情報処理(必修), 
REQUISITE_CODE,9231,情報システム(必修),情報システム(必修), 
REQUISITE_CODE,9235,情報システム(選択必修),情報システム(選択必修), 
REQUISITE_CODE,9241,情報通信及びネットワーク(必修),情報通信とネットワーク(必修), 
REQUISITE_CODE,9251,マルチメディア表現及び技術(必修),マルチメディア表現と技術(必修), 
REQUISITE_CODE,9265,情報と職業(選択必修),情報と職業(選択必修), 
REQUISITE_CODE,9311,日本国憲法(必修),日本国憲法(必修), 
REQUISITE_CODE,9321,体育(必修),体育(必修), 
REQUISITE_CODE,9331,外国語コミュニケーション(必修),外国語コミュニケーション(必修), 
REQUISITE_CODE,9341,情報機器の操作(必修),情報機器の操作(必修), 
REQUISITE_CODE,9910,教科に関する科目合計,教科に関する科目合計, 
REQUISITE_CODE,9920,教職に関する科目合計,教職に関する科目合計, 
REQUISITE_CODE,9930,教科又は教職科目合計,教職又は教科科目合計, 
ROOM,1101,1101講義室,1101講義室,50席
ROOM,1102,1102講義室,1102講義室,50席
ROOM,1103,1103講義室,1103講義室,100席
ROOM,1104,1104講義室,1104講義室,100席
ROOM,1201,1201講義室,1201講義室,100席
ROOM,1202,1202講義室,1202講義室,100席
ROOM,1203,1203講義室,1203講義室,120席
ROOM,1204,1204講義室,1204講義室,120席
ROOM,1301,1301講義室,1301講義室,100席
ROOM,1302,1302講義室,1302講義室,50席
ROOM,1303,1303講義室,1303講義室,50席
ROOM,1304,1304講義室,1304講義室,120席
ROOM,1305,1305講義室,1305講義室,120席
ROOM,1401,1401講義室,1401講義室,100席
ROOM,1402,1402講義室,1402講義室,50席
ROOM,1403,1403講義室,1403講義室,50席
ROOM,1404,1404講義室,1404講義室,120席
ROOM,1405,マルチメディア講義室,マルチメディア,60席
ROOM,2101,2101講義室,2101講義室,160席
ROOM,2102,2102講義室,2102講義室,160席
ROOM,2201,2201講義室,2201講義室,200席
ROOM,2202,500人講義室,500人講義室,500席
ROOM,3101,ＡＶ講義室,ＡＶ講義室,100席
ROOM,3102,セミナ室Ｉ,セミナ室Ｉ,22席
ROOM,3103,セミナ室II,セミナ室II,22席
ROOM,3104,セミナ室III,セミナ室III,24席
ROOM,3105,ＡＶ講演室,ＡＶ講演室,50席
ROOM,3106,ＡＶ演習室,ＡＶ演習室,20席
ROOM,3201,基礎実験室,基礎実験室,90席
ROOM,3301,端末講義室,端末講義室,90席
ROOM,3302,端末演習室,端末演習室,20席
ROOM,8001,院講義室(機械3F),院講義室(機械3F),20席
ROOM,8002,英語研究室,英語研究室,10席
ROOM,8003,独語研究室,独語研究室,10席
ROOM,8211,院講義室(新棟2F),院講義室(新棟2F),30席
ROOM,8501,セミナ室(知能5F),セミナ室(知能5F),20席
ROOM,8502,制御端末室(5F),制御端末室(5F),20席
ROOM,8511,院講義室(新棟5F),院講義室(新棟5F),60席
ROOM,8601,セミナ室(知能6F),セミナ室(知能6F),20席
ROOM,8701,コロキウム室(生化7F),コロキウム室(生化7F),20席
