区分,学生番号,枝番,日付,時刻,端末番号
01,232C1091,1,20231013,125244,028
01,232C1183,1,20231013,125257,028
01,232C1029,1,20231013,125318,028
01,232C1113,1,20231013,125333,028
01,232C1033,1,20231013,125444,028
01,232C1119,1,20231013,125500,028
01,232C1011,1,20231013,124448,028
01,232C1071,1,20231013,124624,028
01,232C1107,1,20231013,124803,028
01,232C1085,1,20231013,125026,028
01,232C1005,1,20231013,125051,028
01,232C1047,1,20231013,125057,028
01,232C1117,1,20231013,125100,028
01,232C1073,1,20231013,125105,028
01,232C1105,1,20231013,125154,028
01,232C1173,1,20231013,125220,028
01,232C1067,1,20231013,125325,028
01,232C1055,1,20231013,125452,028
01,22221201,1,20231016,102221,028
01,202C1174,1,20231016,102519,028
02,236E0063,1,20231016,102531,028
02,236E0010,1,20231016,102600,028
02,236E0016,1,20231016,102746,028
02,236E0020,1,20231016,102748,028
01,22221205,1,20231016,103043,028
02,236E0502,1,20231016,102059,028
01,202C1088,1,20231016,102607,028
02,21676002,2,20231016,103442,028
02,236E0502,1,20231016,102056,028
01,202C2088,1,20231016,102201,028
01,202C1046,1,20231016,102206,028
01,202C1067,1,20231016,102239,028
02,236E0059,1,20231016,102916,028
01,22221207,1,20231016,103101,028
02,236E0001,1,20231016,102557,028
02,236E0038,1,20231016,102739,028
01,202C1012,1,20231016,102816,028
02,226E0044,1,20231016,103350,028
02,236E0057,1,20231016,102425,028
02,236E0005,1,20231016,102643,028
01,192C1148,2,20231016,102440,028
01,202C2084,1,20231016,102503,028
01,202C1072,1,20231016,103055,028
01,222C2059,1,20231016,124833,028
01,212C2098,1,20231016,125323,028
01,222C2036,1,20231016,130019,028
01,222C2027,2,20231016,125141,028
01,222C2105,1,20231016,125249,028
01,222C2080,1,20231016,125253,028
01,212C2098,1,20231016,125325,028
01,222C2008,1,20231016,125449,028
01,222C2064,1,20231016,125543,028
01,222C2024,1,20231016,125704,028
01,222C2090,1,20231016,125832,028
01,222C2031,1,20231016,124529,028
01,222C2007,1,20231016,124605,028
01,222C2058,1,20231016,125007,028
01,222C2002,1,20231016,125225,028
01,222C2032,1,20231016,125256,028
01,222C2004,1,20231016,125405,028
01,222C2078,1,20231016,125527,028
01,222C2107,1,20231016,124256,028
01,222C2074,1,20231016,124326,028
01,222C2085,1,20231016,124343,028
01,222C2092,1,20231016,124454,028
01,222C2081,1,20231016,124526,028
01,222C2017,1,20231016,124720,028
01,222C2095,1,20231016,125009,028
01,222C2070,1,20231016,125136,028
01,222C2013,1,20231016,125400,028
01,222C2091,1,20231016,125411,028
01,222C2001,1,20231016,125413,028
01,222C2102,1,20231016,125432,028
01,212C2018,1,20231016,125445,028
01,222C2044,1,20231016,125536,028
01,222C2009,2,20231016,130814,028
01,222C2086,1,20231016,124533,028
01,222C2033,1,20231016,124545,028
01,222C2011,1,20231016,124551,028
01,222C2110,1,20231016,124725,028
01,222C2069,1,20231016,124829,028
01,222C2005,1,20231016,125159,028
01,222C2006,1,20231016,125504,028
01,222C2053,1,20231016,125828,028
01,222C2026,1,20231016,130200,028
01,222C2010,1,20231016,124508,028
01,222C2104,1,20231016,125004,028
01,222C2055,1,20231016,125011,028
01,222C2087,1,20231016,125242,028
01,222C2063,1,20231016,125247,028
01,222C2111,1,20231016,125339,028
01,222C2051,1,20231016,125418,028
01,222C2039,1,20231016,125424,028
01,222C2079,1,20231016,125520,028
01,222C2049,1,20231016,130009,028
01,222C2042,1,20231016,124254,028
01,222C2093,1,20231016,124320,028
01,222C2068,1,20231016,124503,028
01,222C2037,1,20231016,124521,028
01,222C2046,1,20231016,124615,028
01,222C2097,1,20231016,124959,028
01,222C2052,1,20231016,125245,028
01,222C2004,1,20231016,125402,028
01,21223005,2,20231016,130113,028
01,222C2029,1,20231016,124149,028
01,222C2101,1,20231016,124245,028
01,222C2038,1,20231016,124248,028
01,222C2019,1,20231016,124542,028
01,222C2034,1,20231016,124739,028
01,222C2056,1,20231016,124831,028
01,222C2109,1,20231016,125106,028
01,222C2023,1,20231016,125221,028
01,212C2081,1,20231016,125715,028
01,222C2043,1,20231016,125901,028
01,222C2096,1,20231016,130121,028
01,222C2057,1,20231016,125014,028
01,222C2088,1,20231016,125240,028
01,222C2098,1,20231016,125517,028
01,222C2012,1,20231016,125712,028
01,202C2013,2,20231016,142345,028
01,212C3095,1,20231017,102100,028
01,212C3012,1,20231017,102132,028
01,212C3048,1,20231017,102202,028
01,212C3124,1,20231017,102208,028
01,23225206,1,20231017,102222,028
01,212C3097,1,20231017,102256,028
01,23225204,1,20231017,102330,028
01,212C3032,1,20231017,102402,028
01,212C3025,1,20231017,102444,028
01,212C3041,1,20231017,102642,028
01,212C3078,1,20231017,102646,028
01,212C3044,1,20231017,102748,028
01,212C3112,1,20231017,102011,028
01,212C3010,1,20231017,102027,028
01,212C3005,1,20231017,102038,028
01,212C3010,1,20231017,102046,028
01,212C3023,1,20231017,102117,028
01,23225203,1,20231017,102135,028
01,212C3056,1,20231017,102205,028
01,212C3049,1,20231017,102212,028
01,212C3107,1,20231017,102217,028
01,212C3058,1,20231017,102219,028
01,212C3085,1,20231017,102300,028
01,212C3013,1,20231017,102350,028
01,212C3088,1,20231017,102604,028
01,212C3119,1,20231017,102720,028
01,212C3007,1,20231017,102738,028
01,23225202,1,20231017,102800,028
01,212C3066,1,20231017,102853,028
01,23225201,1,20231017,103028,028
01,212C3075,2,20231017,103537,028
01,212C3055,1,20231017,103658,028
01,212C3099,2,20231017,103829,028
01,212C3051,1,20231017,102014,028
01,212C3022,1,20231017,102030,028
01,212C3112,1,20231017,102113,028
01,212C3084,1,20231017,102126,028
01,212C3113,1,20231017,102149,028
01,212C3125,1,20231017,102226,028
01,212C3114,1,20231017,102238,028
01,212C3052,1,20231017,102247,028
01,212C3069,1,20231017,102253,028
01,212C3042,2,20231017,102326,028
01,212C3061,1,20231017,102534,028
01,212C3126,1,20231017,102554,028
01,212C3027,1,20231017,102751,028
01,212C3034,1,20231017,102753,028
01,212C3020,1,20231017,102900,028
01,212C3093,1,20231017,102905,028
01,212C3083,1,20231017,103330,028
01,212C3098,1,20231017,103406,028
01,212C3077,1,20231017,103654,028
01,212C3090,1,20231017,104332,028
01,212C3076,1,20231017,104334,028
01,212C3008,1,20231017,102510,028
01,212C3029,1,20231017,102544,028
01,212C3096,1,20231017,102615,028
01,212C3117,1,20231017,102649,028
01,212C3067,1,20231017,102816,028
01,212C3017,1,20231017,102932,028
02,236E0062,1,20231017,125240,028
02,236E0009,1,20231017,124940,028
02,236E0009,1,20231017,125053,028
02,236E0051,1,20231017,125039,028
02,236E0043,1,20231017,130023,028
02,236E0028,1,20231017,125327,028
02,226E0022,1,20231017,125525,028
02,226E0022,1,20231017,125530,028
02,236E0007,1,20231017,125614,028
02,236E0014,1,20231017,125245,028
02,236E0502,1,20231017,125540,028
02,236E0013,1,20231017,125626,028
01,222C2104,1,20231018,101852,028
01,222C2064,1,20231018,102243,028
01,222C2078,1,20231018,102444,028
01,222C2046,1,20231018,102519,028
01,222C2016,1,20231018,102847,028
01,222C2062,1,20231018,102916,028
01,222C2032,1,20231018,103345,028
01,212C2081,1,20231018,103448,028
01,222C2043,1,20231018,103810,028
01,222C2087,1,20231018,103825,028
01,222C2088,1,20231018,104002,028
01,222C2042,1,20231018,102013,028
01,222C2066,1,20231018,102108,028
01,222C2081,1,20231018,102157,028
01,222C2017,1,20231018,102201,028
01,222C2068,1,20231018,102206,028
01,222C2107,1,20231018,102220,028
01,222C2012,1,20231018,102557,028
01,222C2090,1,20231018,102645,028
01,222C2098,1,20231018,102808,028
01,222C2029,1,20231018,103127,028
01,222C2013,1,20231018,103136,028
01,222C2021,1,20231018,103212,028
01,222C2091,1,20231018,103745,028
01,222C2033,1,20231018,102000,028
01,222C2069,1,20231018,102044,028
01,222C2038,1,20231018,102102,028
01,222C2111,1,20231018,102145,028
01,222C2011,1,20231018,102215,028
01,222C2024,1,20231018,102217,028
01,222C2001,1,20231018,102315,028
01,222C2010,1,20231018,102526,028
01,222C2109,1,20231018,102728,028
01,222C2036,1,20231018,102815,028
01,222C2083,1,20231018,102840,028
01,222C2110,1,20231018,103611,028
01,222C2105,1,20231018,103828,028
01,222C2037,1,20231018,103840,028
01,222C2004,1,20231018,103858,028
01,222C2025,1,20231018,104004,028
01,222C2101,1,20231018,102037,028
01,222C2058,1,20231018,102239,028
01,222C2057,1,20231018,102246,028
01,222C2005,1,20231018,102300,028
01,222C2085,1,20231018,102339,028
01,222C2071,1,20231018,102356,028
01,222C2086,1,20231018,102852,028
01,222C2102,1,20231018,103042,028
01,222C2097,1,20231018,103234,028
01,222C2015,2,20231018,103254,028
01,222C2052,1,20231018,103834,028
01,222C2047,1,20231018,103919,028
01,222C2068,1,20231018,101902,028
01,222C2023,1,20231018,102029,028
01,222C2039,1,20231018,102054,028
01,222C2031,1,20231018,102336,028
01,222C2019,1,20231018,102800,028
01,222C2059,1,20231018,102803,028
01,222C2086,1,20231018,102850,028
01,21223005,2,20231018,103114,028
01,222C2026,1,20231018,103118,028
01,222C2074,1,20231018,103132,028
01,232C1031,1,20231018,124324,028
01,232C1103,1,20231018,124901,028
01,232C1053,1,20231018,125003,028
01,232C1183,1,20231018,125111,028
01,232C1123,1,20231018,125744,028
01,232C1083,1,20231018,130120,028
01,232C1063,1,20231018,130125,028
01,232C1009,1,20231018,124036,028
01,232C1157,1,20231018,124809,028
01,232C1027,1,20231018,124822,028
01,232C1091,1,20231018,124918,028
01,232C1111,1,20231018,124943,028
01,232C1059,1,20231018,125009,028
01,232C1057,1,20231018,125040,028
01,232C1007,1,20231018,125042,028
01,232C1047,1,20231018,125227,028
01,232C1065,1,20231018,125235,028
01,232C1119,1,20231018,125253,028
01,232C1067,1,20231018,125402,028
01,232C1097,1,20231018,125653,028
01,222C2002,1,20231018,111602,028
01,232C1061,1,20231018,124117,028
01,232C1145,1,20231018,124248,028
01,232C1099,1,20231018,124456,028
01,222C1061,1,20231018,124825,028
01,232C1131,1,20231018,125027,028
01,232C1037,1,20231018,125047,028
01,232C1023,1,20231018,125105,028
01,232C1141,1,20231018,125114,028
01,232C1121,1,20231018,125145,028
01,232C1173,1,20231018,125158,028
01,232C1005,1,20231018,125205,028
01,232C1017,1,20231018,125224,028
01,232C1073,1,20231018,125255,028
01,212C1109,1,20231018,125311,028
01,232C1107,1,20231018,125509,028
01,232C1129,1,20231018,125644,028
01,232C1001,1,20231018,125741,028
01,232C1021,1,20231018,130127,028
01,232C1015,1,20231018,124250,028
01,232C1071,1,20231018,124542,028
01,232C1049,1,20231018,124805,028
01,232C1035,1,20231018,124819,028
01,232C1147,1,20231018,124836,028
01,232C1101,2,20231018,124916,028
01,232C1133,1,20231018,125006,028
01,232C1115,1,20231018,125208,028
01,232C1105,1,20231018,125240,028
01,232C1095,1,20231018,125303,028
01,232C1117,1,20231018,125308,028
01,232C1081,1,20231018,125318,028
01,232C1055,1,20231018,125350,028
01,232C1089,1,20231018,125507,028
01,232C1169,1,20231018,125517,028
01,232C1029,1,20231018,125520,028
01,232C1137,1,20231018,125642,028
01,222C1105,1,20231018,125748,028
01,232C1043,1,20231018,130116,028
01,232C1153,1,20231018,130118,028
01,232C1069,1,20231018,130133,028
01,222C2092,1,20231018,105308,028
01,222C1113,1,20231018,124017,028
01,232C1075,1,20231018,124025,028
01,232C1013,1,20231018,124353,028
01,232C1139,1,20231018,124903,028
01,232C1109,1,20231018,124913,028
01,232C1025,1,20231018,125037,028
01,232C1041,1,20231018,125109,028
01,232C1003,1,20231018,125142,028
01,232C1127,1,20231018,125245,028
01,232C1033,1,20231018,125301,028
01,232C1179,1,20231018,125432,028
01,232C1051,1,20231018,125441,028
01,212C3056,1,20231019,102121,028
01,212C3113,1,20231019,102605,028
01,212C3084,1,20231019,102029,028
01,212C3049,1,20231019,102044,028
01,212C3010,1,20231019,102123,028
01,212C3025,1,20231019,102258,028
01,212C3069,1,20231019,102314,028
01,212C3112,1,20231019,102347,028
01,212C3007,1,20231019,102355,028
01,212C2071,1,20231019,102413,028
01,212C3029,1,20231019,102532,028
01,212C3085,1,20231019,102557,028
01,23225205,1,20231019,102641,028
01,212C3042,2,20231019,102715,028
01,212C3044,1,20231019,102738,028
01,212C3097,1,20231019,102746,028
01,212C3032,1,20231019,102752,028
01,212C3090,1,20231019,102952,028
01,212C3052,1,20231019,103927,028
01,212C3044,1,20231019,101629,028
01,212C3114,1,20231019,102108,028
01,23225206,1,20231019,102135,028
01,212C3023,1,20231019,102204,028
01,212C2038,2,20231019,102227,028
01,212C3048,1,20231019,102318,028
01,212C3020,1,20231019,102420,028
01,212C2054,1,20231019,102451,028
01,212C3066,1,20231019,102515,028
01,212C3088,1,20231019,102545,028
01,212C3126,1,20231019,102547,028
01,212C3093,1,20231019,102908,028
01,212C3045,1,20231019,102957,028
01,212C3067,1,20231019,102959,028
01,212C3098,1,20231019,104030,028
01,212C3013,1,20231019,102020,028
01,212C3008,1,20231019,102027,028
01,212C3041,1,20231019,102232,028
01,212C3095,1,20231019,102253,028
01,212C3058,1,20231019,102352,028
01,212C3100,1,20231019,102423,028
01,212C3078,1,20231019,102446,028
01,212C3117,1,20231019,102536,028
01,23225201,1,20231019,102711,028
01,212C3027,1,20231019,102725,028
01,212C3017,1,20231019,102850,028
01,212C3077,1,20231019,102932,028
01,212C3061,1,20231019,102955,028
01,23225202,1,20231019,103002,028
01,212C3119,1,20231019,103058,028
01,212C3124,1,20231019,103459,028
01,212C3124,1,20231019,103503,028
01,212C2010,1,20231019,103604,028
01,212C3101,2,20231019,103918,028
01,212C3099,2,20231019,104147,028
01,23225203,1,20231019,102049,028
01,212C3005,1,20231019,102116,028
01,23225204,1,20231019,102119,028
01,212C3022,1,20231019,102132,028
01,212C3116,1,20231019,102150,028
01,212C3125,1,20231019,102350,028
01,212C3096,1,20231019,102428,028
01,212C3012,1,20231019,102448,028
01,212C3034,1,20231019,102728,028
01,212C3106,1,20231019,102847,028
01,212C3083,1,20231019,102911,028
01,212C3076,1,20231019,102948,028
02,236E0028,1,20231019,161102,028
02,226E0022,1,20231019,161340,028
02,236E0013,1,20231019,161350,028
02,236E0062,1,20231019,161616,028
02,236E0502,1,20231019,162406,028
02,236E0007,1,20231019,161238,028
02,236E0064,1,20231019,161321,028
02,236E0051,1,20231019,161352,028
02,236E0043,1,20231019,161356,028
02,236E0014,1,20231019,161358,028
01,232C1091,1,20231020,124943,028
01,232C1029,1,20231020,125108,028
01,232C1027,1,20231020,125330,028
01,232C1009,1,20231020,124329,028
01,232C1119,1,20231020,124641,028
01,212C1109,1,20231020,124720,028
01,232C1121,1,20231020,124732,028
01,232C1013,1,20231020,124739,028
01,232C1101,2,20231020,124942,028
01,232C1041,1,20231020,124953,028
01,232C1107,1,20231020,125005,028
01,232C1005,1,20231020,125017,028
01,232C1049,1,20231020,125024,028
01,232C1137,1,20231020,125105,028
01,232C1053,1,20231020,125114,028
01,232C1059,1,20231020,125119,028
01,232C1063,1,20231020,125129,028
01,232C1153,1,20231020,125212,028
01,232C1139,1,20231020,124602,028
01,232C1169,1,20231020,124934,028
01,232C1019,1,20231020,124936,028
01,232C1017,1,20231020,124956,028
01,232C1115,1,20231020,125021,028
01,232C1015,1,20231020,125048,028
01,232C1111,1,20231020,125123,028
01,232C1021,1,20231020,125126,028
01,232C1035,1,20231020,125215,028
01,232C1127,1,20231020,125224,028
01,232C1073,1,20231020,125554,028
01,232C1033,1,20231020,125619,028
01,232C1131,1,20231020,125907,028
01,232C1123,1,20231020,125957,028
01,232C1075,1,20231020,130329,028
01,232C1011,1,20231020,124319,028
01,232C1171,1,20231020,124353,028
01,232C1043,1,20231020,124637,028
01,232C1157,1,20231020,125028,028
01,232C1145,1,20231020,125033,028
01,232C1025,1,20231020,125038,028
01,232C1181,1,20231020,125111,028
01,232C1007,1,20231020,125116,028
01,232C1113,1,20231020,125121,028
01,232C1069,1,20231020,125210,028
01,232C1051,1,20231020,125229,028
01,232C1117,1,20231020,125323,028
01,232C1065,1,20231020,125743,028
01,232C1159,1,20231020,130105,028
01,232C1009,1,20231020,124324,028
01,232C1011,1,20231020,124332,028
01,232C1165,1,20231020,124428,028
01,232C1103,1,20231020,124659,028
01,232C1109,1,20231020,124938,028
01,232C1183,1,20231020,124946,028
01,232C1133,1,20231020,124949,028
01,232C1141,1,20231020,124951,028
01,232C1057,1,20231020,125012,028
01,232C1083,1,20231020,125036,028
01,232C1061,1,20231020,125142,028
01,232C1039,1,20231020,125206,028
01,232C1055,1,20231020,125307,028
01,232C1085,1,20231020,125400,028
01,232C1079,2,20231020,125545,028
01,232C1001,1,20231020,125929,028
01,232C1099,1,20231020,130229,028
01,232C1059,1,20231020,124358,028
01,232C1077,1,20231020,124704,028
01,232C1003,1,20231020,124743,028
01,232C1007,1,20231020,124853,028
01,232C1173,1,20231020,124912,028
01,232C1179,1,20231020,125054,028
01,232C1175,1,20231020,125057,028
01,232C1071,1,20231020,125219,028
01,232C1105,1,20231020,125222,028
01,232C1097,1,20231020,130013,028
01,232C1167,1,20231020,130916,028
01,232C1089,1,20231020,130937,028
01,222C2010,1,20231023,130702,028
01,222C2085,1,20231023,124444,028
01,222C2002,1,20231023,124958,028
01,222C2016,1,20231023,125347,028
01,222C2043,1,20231023,125546,028
01,222C2090,1,20231023,125751,028
01,222C2019,1,20231023,130516,028
01,222C2049,1,20231023,130531,028
01,222C2096,1,20231023,130609,028
01,222C2007,1,20231023,124215,028
01,222C2107,1,20231023,124230,028
01,222C2030,1,20231023,124342,028
01,222C2039,1,20231023,125122,028
01,222C2012,1,20231023,125203,028
01,222C2109,1,20231023,125210,028
01,222C2058,1,20231023,125314,028
01,21223005,2,20231023,130158,028
01,222C2102,1,20231023,130244,028
01,222C2070,1,20231023,130351,028
01,222C2031,1,20231023,124218,028
01,222C2088,1,20231023,124223,028
01,222C2105,1,20231023,124227,028
01,222C2005,1,20231023,124319,028
01,222C2046,1,20231023,124855,028
01,222C2051,1,20231023,125243,028
01,222C2091,1,20231023,125256,028
01,222C2064,1,20231023,125344,028
01,222C2092,1,20231023,124235,028
01,222C2068,1,20231023,124558,028
01,222C2017,1,20231023,124811,028
01,222C2093,1,20231023,125136,028
01,202C2013,3,20231023,125138,028
01,222C2038,1,20231023,125236,028
01,222C2110,1,20231023,125523,028
01,222C2107,1,20231023,123133,028
01,222C2066,1,20231023,124212,028
01,222C2101,1,20231023,124325,028
01,222C2034,1,20231023,124650,028
01,222C2008,1,20231023,125229,028
01,222C2111,1,20231023,125250,028
01,222C2032,1,20231023,125302,028
01,222C2044,1,20231023,125500,028
01,222C2001,1,20231023,130152,028
01,222C2052,1,20231023,124108,028
01,222C2056,1,20231023,124233,028
01,222C2095,1,20231023,124337,028
01,222C2023,1,20231023,124520,028
01,222C2104,1,20231023,125104,028
01,222C2080,1,20231023,125207,028
01,222C2006,1,20231023,125804,028
01,222C2062,1,20231023,130415,028
01,222C2004,1,20231023,131406,028
01,222C2033,1,20231023,124221,028
01,222C2037,1,20231023,124814,028
01,222C2025,1,20231023,125142,028
01,222C2086,1,20231023,125239,028
01,21223005,2,20231023,125811,028
01,222C2013,1,20231023,130200,028
01,222C2053,1,20231023,124035,028
01,222C2087,1,20231023,124105,028
01,222C2055,1,20231023,124333,028
01,222C2042,1,20231023,124446,028
01,222C2073,1,20231023,124834,028
01,222C2081,1,20231023,124845,028
01,222C2026,1,20231023,125548,028
01,212C2081,1,20231023,130144,028
01,212C3095,1,20231024,102017,028
01,212C3056,1,20231024,102046,028
01,212C3013,1,20231024,102054,028
01,212C3116,1,20231024,102212,028
01,212C3069,1,20231024,102346,028
01,212C3100,1,20231024,102434,028
01,212C3124,1,20231024,102527,028
01,212C3061,1,20231024,102618,028
01,212C3008,1,20231024,102644,028
01,212C3119,1,20231024,102811,028
01,212C3099,2,20231024,102839,028
01,212C3098,1,20231024,103504,028
01,212C3023,1,20231024,102113,028
01,212C3090,1,20231024,102116,028
01,212C3085,1,20231024,102123,028
01,212C3117,1,20231024,102126,028
01,212C3125,1,20231024,102247,028
01,212C3097,1,20231024,102308,028
01,212C3044,1,20231024,102358,028
01,212C3106,1,20231024,102443,028
01,212C3025,1,20231024,102500,028
01,212C3066,1,20231024,102737,028
01,212C3032,1,20231024,102803,028
01,212C2038,2,20231024,102817,028
01,212C3027,1,20231024,102823,028
01,212C3084,1,20231024,102836,028
01,23225202,1,20231024,102946,028
01,212C3078,1,20231024,103004,028
01,212C3083,1,20231024,103028,028
01,212C3093,1,20231024,103033,028
01,212C3041,1,20231024,103041,028
01,212C2010,1,20231024,103248,028
01,212C3017,1,20231024,103319,028
01,23225203,1,20231024,104102,028
01,212C3029,1,20231024,102005,028
01,212C3113,1,20231024,102043,028
01,212C3022,1,20231024,102051,028
01,212C3112,1,20231024,102110,028
01,212C3076,1,20231024,102118,028
01,212C3005,1,20231024,102146,028
01,23225204,1,20231024,102301,028
01,212C3107,1,20231024,102416,028
01,212C3042,2,20231024,102524,028
01,212C3124,1,20231024,102530,028
01,212C3067,1,20231024,102611,028
01,212C3088,1,20231024,102740,028
01,212C3020,1,20231024,102745,028
01,212C3034,1,20231024,102826,028
01,212C3052,1,20231024,103655,028
01,212C3075,2,20231024,103843,028
01,212C3058,1,20231024,104115,028
01,212C3058,1,20231024,101552,028
01,212C3049,1,20231024,102025,028
01,212C3114,1,20231024,102101,028
01,212C3010,1,20231024,102148,028
01,23225206,1,20231024,102250,028
01,182C3034,3,20231024,102254,028
01,212C3012,1,20231024,102421,028
01,212C3096,1,20231024,102426,028
01,212C3048,1,20231024,102507,028
01,212C3126,1,20231024,102521,028
01,212C3007,1,20231024,102759,028
02,236E0064,1,20231024,125113,028
02,236E0502,1,20231024,125137,028
02,236E0009,1,20231024,125241,028
02,236E0062,1,20231024,125034,028
02,236E0007,1,20231024,125406,028
02,236E0014,1,20231024,125805,028
02,236E0043,1,20231024,125842,028
02,236E0028,1,20231024,125153,028
02,236E0009,1,20231024,125816,028
01,232C1009,1,20231025,124732,028
01,232C1059,1,20231025,125022,028
01,232C1007,1,20231025,125142,028
01,232C1177,1,20231025,125337,028
01,232C1077,1,20231025,125343,028
01,232C1061,1,20231025,124219,028
01,232C1095,1,20231025,124456,028
01,232C1179,1,20231025,124944,028
01,232C1019,1,20231025,125018,028
01,232C1043,1,20231025,125039,028
01,232C1021,1,20231025,125049,028
01,232C1149,1,20231025,125101,028
01,232C1181,1,20231025,125109,028
01,232C1115,1,20231025,125111,028
01,232C1017,1,20231025,125129,028
01,232C1119,1,20231025,125137,028
01,232C1053,1,20231025,125147,028
01,232C1033,1,20231025,125201,028
01,232C1055,1,20231025,125226,028
01,232C1041,1,20231025,125316,028
01,232C1143,1,20231025,125329,028
01,232C1141,1,20231025,125340,028
01,232C1133,1,20231025,125346,028
01,232C1071,1,20231025,125656,028
01,222C1113,1,20231025,124119,028
01,232C1081,1,20231025,124339,028
01,232C1105,1,20231025,124500,028
01,232C1047,1,20231025,124502,028
01,232C1173,1,20231025,124519,028
01,232C1109,1,20231025,124605,028
01,232C1157,1,20231025,124708,028
01,232C1049,1,20231025,124710,028
01,232C1107,1,20231025,125016,028
01,232C1169,1,20231025,125020,028
01,232C1171,1,20231025,125027,028
01,232C1083,1,20231025,125035,028
01,232C1021,1,20231025,125052,028
01,232C1073,1,20231025,125139,028
01,232C1167,1,20231025,125247,028
01,232C1183,1,20231025,125319,028
01,232C1025,1,20231025,125325,028
01,232C1139,1,20231025,125334,028
01,232C1131,1,20231025,125350,028
01,222C1061,1,20231025,130250,028
01,232C1089,1,20231025,130303,028
01,232C1171,1,20231025,124003,028
01,232C1023,1,20231025,124042,028
01,232C1013,1,20231025,124407,028
01,232C1173,1,20231025,124516,028
01,232C1101,2,20231025,124608,028
01,212C1109,1,20231025,124939,028
01,232C1121,1,20231025,125037,028
01,232C1015,1,20231025,125045,028
01,232C1145,1,20231025,125047,028
01,232C1063,1,20231025,125057,028
01,232C1005,1,20231025,125107,028
01,232C1027,1,20231025,125119,028
01,232C1057,1,20231025,125134,028
01,232C1079,2,20231025,125312,028
01,232C1113,1,20231025,125420,028
01,232C1065,1,20231025,125436,028
01,232C1099,1,20231025,124329,028
01,232C1011,1,20231025,124726,028
01,232C1059,1,20231025,124837,028
01,232C1075,1,20231025,125042,028
01,232C1175,1,20231025,125103,028
01,232C1179,1,20231025,125114,028
01,232C1051,1,20231025,125151,028
01,232C1067,1,20231025,125158,028
01,232C1069,1,20231025,125235,028
01,232C1103,1,20231025,125332,028
01,232C1039,1,20231025,125407,028
01,232C1035,1,20231025,125451,028
01,232C1147,1,20231025,125716,028
01,232C1029,1,20231025,125758,028
01,212C3008,1,20231026,102030,028
01,212C3042,2,20231026,102509,028
01,212C3010,1,20231026,102051,028
01,212C3034,1,20231026,102102,028
01,212C3061,1,20231026,102117,028
01,212C3069,1,20231026,102120,028
01,212C3010,1,20231026,102249,028
01,212C3013,1,20231026,102253,028
01,212C3023,1,20231026,102339,028
01,212C3107,1,20231026,102533,028
01,212C3106,1,20231026,102550,028
01,212C3113,1,20231026,102554,028
01,212C3020,1,20231026,102654,028
01,212C3088,1,20231026,102722,028
01,212C3084,1,20231026,102726,028
01,212C3048,1,20231026,102759,028
01,212C3044,1,20231026,102834,028
01,212C3055,1,20231026,102919,028
01,212C3052,1,20231026,103541,028
01,212C3101,2,20231026,103548,028
01,212C3041,1,20231026,104431,028
01,212C3058,1,20231026,102003,028
01,212C3125,1,20231026,102036,028
01,212C3056,1,20231026,102112,028
01,23225204,1,20231026,102125,028
01,212C3095,1,20231026,102134,028
01,212C3007,1,20231026,102454,028
01,23225201,1,20231026,102659,028
01,212C3017,1,20231026,102714,028
01,212C3029,1,20231026,102724,028
01,212C3117,1,20231026,102728,028
01,212C3032,1,20231026,102736,028
01,23225202,1,20231026,102944,028
01,212C3066,1,20231026,102949,028
01,212C2010,1,20231026,103104,028
01,212C3083,1,20231026,103412,028
01,212C3124,1,20231026,103621,028
01,212C3022,1,20231026,102033,028
01,212C3112,1,20231026,102053,028
01,23225206,1,20231026,102055,028
01,212C3114,1,20231026,102138,028
01,212C3025,1,20231026,102543,028
01,212C3045,1,20231026,102648,028
01,212C3005,1,20231026,102748,028
01,212C3012,1,20231026,102817,028
01,212C3067,1,20231026,103000,028
01,212C3090,1,20231026,103102,028
01,212C3076,1,20231026,103111,028
01,212C3078,1,20231026,103227,028
01,212C3126,1,20231026,103453,028
01,212C3075,2,20231026,103551,028
01,212C3061,1,20231026,101819,028
01,212C3116,1,20231026,101822,028
01,212C3049,1,20231026,102048,028
01,212C3085,1,20231026,102305,028
01,212C2054,1,20231026,102447,028
01,212C3097,1,20231026,102617,028
01,212C3027,1,20231026,102657,028
01,212C3100,1,20231026,102757,028
01,212C3077,1,20231026,103113,028
01,212C3096,1,20231026,103224,028
01,212C3093,1,20231026,103254,028
01,23225205,1,20231026,105046,028
02,236E0051,1,20231026,161121,028
02,236E0007,1,20231026,161253,028
02,236E0007,1,20231026,161257,028
02,226E0022,1,20231026,161303,028
02,236E0009,1,20231026,161503,028
02,236E0043,1,20231026,161836,028
02,236E0062,1,20231026,162019,028
01,232C1179,1,20231027,125009,028
01,232C1091,1,20231027,125638,028
01,232C1171,1,20231027,124128,028
01,232C1059,1,20231027,124137,028
01,232C1043,1,20231027,124203,028
01,232C1055,1,20231027,124756,028
01,232C1105,1,20231027,124859,028
01,232C1069,1,20231027,125011,028
01,232C1089,1,20231027,125125,028
01,232C1129,1,20231027,125131,028
01,232C1093,1,20231027,125528,028
01,232C1101,2,20231027,125833,028
01,232C1097,1,20231027,130221,028
01,232C1059,1,20231027,124135,028
01,232C1071,1,20231027,125003,028
01,232C1079,2,20231027,125109,028
01,232C1073,1,20231027,125202,028
