date,code,open,high,low,close,sma 8,sma 21,sma 34,sma 89,sma 233,stddev,-3s,-2s,+2s,+3s,RCI
2017-05-11,998405,1587.61,1588.84,1581.9,1586.86,1562.3,1515.7,1517.1,1532.8,1423.6,44.0,1383.7,1427.7,1603.7,1647.7,85.3
2017-05-12,998405,1585.16,1585.16,1574.31,1580.71,1567.8,1519.6,1518.6,1533.5,1424.4,46.0,1381.5,1427.5,1611.7,1657.7,89.9
2017-05-15,998405,1572.11,1580.0,1571.69,1580.0,1573.8,1523.6,1520.1,1534.1,1425.3,47.5,1381.2,1428.6,1618.6,1666.0,92.6
2017-05-16,998405,1587.79,1590.7,1580.46,1584.23,1579.4,1528.6,1521.2,1534.5,1426.4,48.1,1384.2,1432.4,1624.8,1673.0,93.6
2017-05-17,998405,1575.77,1577.65,1572.37,1575.82,1582.6,1533.7,1522.8,1534.7,1427.5,47.1,1392.4,1439.5,1627.9,1675.0,90.4
2017-05-18,998405,1554.25,1558.91,1547.99,1555.01,1578.7,1538.3,1523.1,1534.7,1428.4,44.0,1406.2,1450.2,1626.4,1670.4,85.7
2017-05-19,998405,1557.72,1562.08,1549.91,1559.73,1575.9,1542.8,1523.6,1534.9,1429.4,41.0,1419.9,1460.9,1624.7,1665.7,80.0
2017-05-22,998405,1566.64,1568.84,1562.05,1567.65,1573.8,1547.3,1524.8,1535.1,1430.3,37.9,1433.7,1471.6,1623.0,1660.9,73.4
2017-05-23,998405,1566.4,1570.44,1563.37,1565.22,1571.0,1551.8,1526.3,1535.4,1431.3,33.8,1450.5,1484.3,1619.3,1653.1,65.5
2017-05-24,998405,1577.65,1578.22,1570.91,1575.11,1570.3,1556.7,1528.0,1535.8,1432.3,28.8,1470.2,1499.1,1614.3,1643.2,56.6
2017-05-25,998405,1573.94,1582.66,1572.6,1578.42,1570.1,1560.9,1530.2,1536.3,1433.6,24.6,1487.2,1511.8,1610.0,1634.6,47.5
2017-05-26,998405,1577.24,1577.57,1569.29,1569.42,1568.3,1564.1,1532.1,1537.0,1434.8,20.7,1501.9,1522.6,1605.6,1626.3,36.2
2017-05-29,998405,1569.93,1575.05,1566.41,1570.21,1567.6,1566.5,1534.7,1537.6,1436.1,18.0,1512.4,1530.5,1602.5,1620.6,23.6
2017-05-30,998405,1569.8,1573.44,1562.78,1572.67,1569.8,1568.2,1537.2,1538.1,1437.5,16.8,1517.9,1534.7,1601.7,1618.5,10.1
2017-05-31,998405,1568.22,1571.4,1565.25,1568.37,1570.9,1569.7,1539.2,1538.5,1438.9,15.1,1524.3,1539.4,1600.0,1615.1,-5.7
2017-06-01,998405,1570.47,1587.61,1570.24,1586.14,1573.2,1572.3,1541.9,1539.3,1440.2,12.8,1533.9,1546.7,1597.9,1610.7,-7.7
2017-06-02,998405,1594.61,1613.18,1593.94,1612.2,1579.1,1575.8,1545.8,1540.5,1441.6,13.3,1535.8,1549.1,1602.5,1615.8,-7.7
2017-06-05,998405,1605.39,1612.91,1602.39,1609.97,1583.4,1578.6,1549.9,1541.5,1443.0,14.0,1536.7,1550.6,1606.6,1620.5,-7.8
2017-06-06,998405,1606.6,1608.93,1594.88,1596.44,1585.7,1579.1,1554.0,1542.1,1444.2,14.4,1535.8,1550.2,1608.0,1622.4,11.3
2017-06-07,998405,1594.42,1599.5,1591.2,1597.09,1589.1,1579.8,1557.8,1542.6,1445.9,15.0,1534.9,1549.9,1609.7,1624.7,27.3
2017-06-08,998405,1602.53,1603.08,1589.51,1590.41,1591.7,1580.1,1561.3,1543.2,1447.5,15.1,1534.8,1549.9,1610.3,1625.4,41.4
2017-06-09,998405,1589.66,1598.2,1585.22,1591.66,1594.0,1580.3,1564.9,1543.9,1449.1,15.2,1534.6,1549.8,1610.8,1626.0,55.2
2017-06-12,998405,1588.35,1595.61,1586.28,1591.55,1596.9,1580.8,1568.4,1544.7,1450.5,15.4,1534.5,1549.9,1611.7,1627.1,64.3
2017-06-13,998405,1589.08,1597.08,1588.72,1593.51,1597.9,1581.5,1571.5,1545.6,1452.0,15.7,1534.5,1550.1,1612.9,1628.5,71.4
2017-06-14,998405,1599.34,1601.54,1591.77,1591.77,1595.3,1581.8,1574.1,1546.5,1453.5,15.8,1534.3,1550.1,1613.5,1629.3,76.5
2017-06-15,998405,1586.99,1598.03,1581.68,1588.09,1592.6,1582.4,1576.1,1547.2,1454.9,15.8,1534.9,1550.8,1614.0,1629.9,77.0
2017-06-16,998405,1595.51,1602.91,1591.62,1596.04,1592.5,1584.4,1577.8,1548.1,1456.3,14.8,1540.1,1554.9,1613.9,1628.7,72.6
2017-06-19,998405,1597.21,1607.47,1596.09,1606.07,1593.6,1586.6,1579.9,1549.0,1457.9,14.4,1543.5,1557.9,1615.3,1629.7,69.9
2017-06-20,998405,1619.49,1625.05,1617.25,1617.25,1597.0,1588.9,1582.4,1550.2,1459.6,15.1,1543.5,1558.6,1619.2,1634.3,70.0
2017-06-21,998405,1614.73,1617.35,1608.84,1611.56,1599.5,1591.1,1584.5,1550.9,1461.3,14.9,1546.4,1561.3,1620.9,1635.8,68.2
2017-06-22,998405,1612.71,1616.29,1610.38,1610.38,1601.8,1592.8,1586.2,1551.6,1462.9,15.0,1547.8,1562.8,1622.8,1637.8,67.8
2017-06-23,998405,1612.35,1613.08,1607.67,1611.34,1604.1,1594.4,1587.0,1552.4,1464.3,15.1,1549.0,1564.2,1624.6,1639.8,66.5
2017-06-26,998405,1611.29,1616.07,1610.46,1612.21,1606.6,1596.4,1587.9,1553.0,1465.6,14.5,1553.0,1567.5,1625.3,1639.8,66.4
2017-06-27,998405,1618.63,1620.41,1615.71,1619.02,1610.5,1598.7,1588.9,1553.8,1466.9,13.9,1556.9,1570.8,1626.6,1640.5,66.6
2017-06-28,998405,1616.03,1623.05,1613.01,1614.37,1612.8,1600.7,1589.7,1554.6,1468.2,13.0,1561.7,1574.7,1626.7,1639.7,65.8
2017-06-29,998405,1626.37,1627.54,1620.7,1624.07,1615.0,1603.4,1591.0,1555.4,1469.5,11.7,1568.4,1580.1,1626.7,1638.4,65.8
2017-06-30,998405,1611.08,1612.51,1604.82,1611.9,1614.4,1604.6,1591.9,1556.1,1470.7,11.1,1571.3,1582.4,1626.8,1637.9,60.9
2017-07-03,998405,1613.65,1616.82,1610.87,1614.41,1614.7,1604.7,1592.8,1556.7,1471.8,11.2,1571.1,1582.3,1627.1,1638.3,75.6
2017-07-04,998405,1625.18,1625.87,1605.4,1609.7,1614.6,1604.7,1593.8,1557.3,1473.1,11.2,1571.2,1582.3,1627.1,1638.2,75.6
2017-07-05,998405,1608.56,1618.77,1602.47,1618.63,1615.5,1605.8,1595.7,1558.1,1474.3,11.4,1571.6,1583.0,1628.6,1640.0,78.8
2017-07-06,998405,1618.03,1619.27,1611.82,1615.53,1616.0,1606.6,1597.3,1559.0,1475.6,11.4,1572.4,1583.8,1629.4,1640.8,79.2
2017-07-07,998405,1604.22,1614.57,1603.89,1607.06,1614.5,1607.4,1598.5,1559.8,1476.9,10.8,1575.0,1585.8,1629.0,1639.8,68.1
2017-07-10,998405,1617.38,1619.95,1611.54,1615.48,1614.6,1608.6,1599.9,1560.5,1478.2,10.3,1577.7,1588.0,1629.2,1639.5,64.2
2017-07-11,998405,1616.04,1627.79,1615.0,1627.14,1615.0,1610.3,1601.5,1561.2,1479.5,10.3,1579.5,1589.7,1630.9,1641.1,64.5
2017-07-12,998405,1622.62,1623.78,1616.59,1619.34,1615.9,1611.5,1602.7,1561.9,1480.8,9.7,1582.4,1592.1,1630.9,1640.6,63.6
2017-07-13,998405,1625.43,1626.23,1615.81,1619.11,1616.5,1612.8,1604.1,1562.6,1482.1,8.7,1586.7,1595.4,1630.2,1638.9,62.1
2017-07-14,998405,1623.79,1628.61,1621.83,1625.48,1618.5,1614.6,1605.8,1563.4,1483.7,7.1,1593.4,1600.4,1628.8,1635.8,61.7
2017-07-18,998405,1621.21,1621.54,1610.79,1620.48,1618.7,1615.7,1607.2,1564.2,1485.1,5.8,1598.4,1604.2,1627.2,1633.0,59.5
2017-07-19,998405,1616.85,1623.7,1614.9,1621.87,1619.5,1616.5,1608.7,1565.0,1486.6,5.5,1600.1,1605.6,1627.4,1632.9,56.9
2017-07-20,998405,1623.9,1634.96,1622.78,1633.01,1622.7,1617.2,1610.1,1565.6,1488.0,6.5,1597.6,1604.1,1630.3,1636.8,67.5
2017-07-21,998405,1629.35,1631.64,1628.06,1629.99,1624.6,1618.1,1610.6,1566.2,1489.3,7.0,1597.2,1604.2,1632.0,1639.0,70.5
2017-07-24,998405,1619.23,1624.12,1613.08,1621.57,1623.9,1618.7,1611.0,1566.7,1490.6,6.8,1598.4,1605.2,1632.2,1639.0,68.4
2017-07-25,998405,1621.42,1625.14,1616.94,1617.07,1623.6,1618.9,1611.6,1567.3,1491.9,6.6,1599.2,1605.8,1632.0,1638.6,58.4
2017-07-26,998405,1628.2,1628.46,1617.39,1620.88,1623.8,1619.3,1612.3,1567.8,1493.2,6.4,1600.1,1606.5,1632.1,1638.5,54.5
2017-07-27,998405,1620.39,1636.53,1619.46,1626.84,1624.0,1619.7,1613.4,1568.5,1494.6,6.6,1599.9,1606.5,1632.9,1639.5,60.0
2017-07-28,998405,1624.22,1625.2,1617.62,1621.22,1624.1,1620.0,1614.2,1569.1,1495.9,6.5,1600.5,1607.0,1633.0,1639.5,53.4
2017-07-31,998405,1618.99,1624.86,1616.49,1618.61,1623.6,1619.8,1615.0,1570.1,1497.3,6.4,1600.5,1606.9,1632.7,1639.1,58.4
2017-08-01,998405,1619.13,1628.84,1618.5,1628.5,1623.1,1620.6,1616.1,1571.2,1498.8,6.4,1601.3,1607.7,1633.5,1639.9,57.4
2017-08-02,998405,1635.0,1638.61,1629.24,1634.38,1623.6,1621.5,1617.3,1572.2,1500.2,6.9,1600.7,1607.6,1635.4,1642.3,58.1
2017-08-03,998405,1634.03,1635.26,1627.72,1633.82,1625.2,1622.7,1618.7,1573.5,1501.6,6.9,1602.1,1608.9,1636.5,1643.3,58.3
2017-08-04,998405,1628.96,1633.38,1626.7,1631.45,1627.0,1623.3,1619.7,1574.4,1503.0,7.1,1602.1,1609.2,1637.4,1644.5,61.2
2017-08-07,998405,1640.47,1642.34,1637.34,1639.27,1629.3,1624.4,1620.7,1575.5,1504.5,7.6,1601.5,1609.1,1639.7,1647.3,61.6
2017-08-08,998405,1640.56,1641.75,1631.61,1635.32,1630.3,1625.8,1621.2,1576.7,1506.0,6.9,1605.1,1612.0,1639.6,1646.5,61.4
2017-08-09,998405,1630.15,1632.19,1610.46,1617.9,1629.9,1625.9,1621.4,1577.9,1507.3,6.7,1605.7,1612.4,1639.4,1646.1,35.6
2017-08-10,998405,1619.64,1623.75,1612.54,1617.25,1629.7,1625.4,1621.6,1579.1,1508.6,7.0,1604.5,1611.4,1639.4,1646.3,22.6
2017-08-14,998405,1602.18,1607.33,1596.4,1599.06,1626.1,1624.4,1621.2,1580.1,1509.7,9.0,1597.5,1606.5,1642.3,1651.3,3.1
2017-08-15,998405,1611.94,1622.26,1609.83,1616.21,1623.8,1624.3,1621.4,1581.4,1510.9,9.1,1597.1,1606.1,1642.5,1651.5,-14.3
2017-08-16,998405,1616.03,1619.47,1614.0,1616.0,1621.6,1623.8,1621.3,1582.9,1512.1,9.3,1596.0,1605.3,1642.3,1651.6,-26.5
2017-08-17,998405,1614.62,1618.41,1612.48,1614.82,1619.5,1623.6,1621.3,1584.3,1513.3,9.4,1595.3,1604.7,1642.5,1651.9,-39.9
2017-08-18,998405,1595.85,1600.6,1592.23,1597.36,1614.2,1622.4,1620.5,1585.4,1514.3,11.0,1589.3,1600.3,1644.5,1655.5,-50.0
2017-08-21,998405,1601.02,1601.02,1592.28,1595.19,1609.2,1620.6,1620.0,1586.5,1515.4,12.2,1583.9,1596.1,1645.1,1657.3,-55.7
2017-08-22,998405,1594.34,1600.24,1593.31,1596.12,1606.5,1619.0,1619.5,1587.8,1516.4,13.1,1579.6,1592.7,1645.3,1658.4,-62.1
2017-08-23,998405,1610.79,1611.06,1598.44,1600.05,1604.4,1618.0,1619.2,1589.3,1517.5,13.8,1576.7,1590.5,1645.5,1659.3,-67.4
2017-08-24,998405,1595.89,1601.17,1592.2,1592.2,1603.5,1616.8,1618.4,1590.8,1518.7,14.9,1572.2,1587.1,1646.5,1661.4,-77.5
2017-08-25,998405,1596.04,1600.89,1593.09,1596.99,1601.1,1615.6,1617.9,1592.3,1519.9,15.4,1569.3,1584.7,1646.5,1661.9,-81.9
2017-08-28,998405,1600.7,1603.78,1595.03,1600.12,1599.1,1614.4,1617.7,1593.7,1521.1,15.6,1567.7,1583.3,1645.5,1661.1,-82.2
2017-08-29,998405,1589.29,1598.85,1589.05,1597.76,1597.0,1613.3,1617.1,1595.1,1522.4,15.9,1565.6,1581.5,1645.1,1661.0,-82.7
2017-08-30,998405,1606.15,1611.66,1601.14,1607.65,1598.3,1612.7,1616.6,1596.7,1523.6,15.9,1565.0,1580.9,1644.5,1660.4,-79.2
2017-08-31,998405,1614.63,1620.54,1613.73,1617.41,1601.0,1612.2,1616.5,1598.1,1524.9,15.5,1565.7,1581.2,1643.2,1658.7,-67.5
2017-09-01,998405,1624.37,1624.37,1612.8,1619.59,1604.0,1611.5,1616.5,1599.4,1526.1,14.8,1567.2,1581.9,1641.1,1655.8,-50.8
2017-09-04,998405,1613.59,1616.04,1600.96,1603.55,1604.4,1610.1,1615.9,1600.4,1527.2,13.9,1568.3,1582.2,1638.0,1651.9,-41.7
2017-09-05,998405,1605.11,1605.39,1588.94,1590.71,1604.2,1608.1,1615.0,1601.0,1528.3,13.7,1567.1,1580.8,1635.4,1649.1,-42.1
2017-09-06,998405,1580.77,1593.7,1578.66,1592.0,1603.6,1605.9,1614.1,1601.6,1529.3,12.1,1569.7,1581.8,1630.0,1642.1,-41.9
2017-09-07,998405,1598.59,1605.83,1594.86,1598.24,1603.4,1604.1,1613.1,1602.3,1530.5,10.1,1573.8,1583.9,1624.3,1634.4,-33.1
2017-09-08,998405,1593.61,1599.27,1590.33,1593.54,1602.8,1602.9,1612.0,1602.9,1531.5,9.8,1573.4,1583.3,1622.5,1632.4,-33.1
2017-09-11,998405,1607.69,1618.03,1606.98,1612.26,1603.4,1602.7,1611.7,1603.6,1532.8,9.5,1574.2,1583.7,1621.7,1631.2,-18.3
2017-09-12,998405,1626.87,1630.18,1624.6,1627.45,1604.7,1604.1,1612.1,1604.1,1534.0,10.9,1571.4,1582.3,1625.9,1636.8,-3.6
2017-09-13,998405,1636.23,1639.54,1634.58,1637.33,1606.9,1605.1,1612.5,1604.7,1535.3,12.9,1566.5,1579.4,1630.8,1643.7,17.8
2017-09-14,998405,1637.54,1642.56,1631.05,1632.13,1610.5,1605.8,1612.7,1605.3,1536.5,14.0,1563.9,1577.8,1633.8,1647.7,36.9
2017-09-15,998405,1629.12,1640.95,1628.86,1638.94,1616.5,1607.0,1613.2,1605.8,1537.8,15.6,1560.1,1575.7,1638.3,1653.9,54.0
2017-09-19,998405,1655.89,1669.04,1654.96,1667.88,1626.0,1610.3,1614.7,1606.8,1539.1,20.3,1549.3,1569.6,1651.0,1671.3,60.8
2017-09-20,998405,1665.84,1671.5,1665.12,1667.92,1634.7,1613.8,1615.8,1607.8,1540.5,23.6,1543.1,1566.7,1660.9,1684.5,66.0
2017-09-21,998405,1678.15,1679.83,1668.34,1668.74,1644.1,1617.3,1616.8,1608.8,1541.9,26.0,1539.2,1565.2,1669.4,1695.4,70.6
2017-09-22,998405,1672.61,1673.99,1660.0,1664.61,1650.6,1620.3,1617.7,1609.8,1543.2,27.7,1537.3,1565.0,1675.6,1703.3,76.2
2017-09-25,998405,1674.33,1676.22,1670.37,1672.82,1656.3,1624.2,1619.0,1611.1,1544.6,29.1,1536.8,1566.0,1682.4,1711.6,78.4
2017-09-26,998405,1670.07,1674.54,1669.34,1672.74,1660.7,1627.8,1619.9,1612.3,1546.0,30.3,1537.0,1567.3,1688.3,1718.6,81.6
2017-09-27,998405,1664.35,1665.19,1658.9,1664.43,1664.8,1630.8,1620.8,1613.4,1547.3,30.6,1539.1,1569.7,1691.9,1722.5,82.9
2017-09-28,998405,1675.27,1676.92,1668.19,1676.17,1669.4,1634.6,1622.5,1614.7,1548.7,31.1,1541.3,1572.4,1696.8,1727.9,85.3
2017-09-29,998405,1672.31,1675.27,1668.52,1674.75,1670.3,1637.8,1624.2,1615.8,1550.0,31.7,1542.8,1574.5,1701.1,1732.8,88.4
2017-10-02,998405,1677.77,1678.24,1671.05,1673.62,1671.0,1640.4,1626.4,1616.9,1551.3,32.2,1543.8,1576.0,1704.8,1737.0,91.6
2017-10-03,998405,1680.27,1685.1,1676.13,1684.46,1672.9,1643.5,1628.4,1618.2,1552.7,33.2,1543.9,1577.1,1709.9,1743.1,94.3
2017-10-04,998405,1687.41,1688.97,1681.53,1684.56,1675.4,1647.4,1630.4,1619.4,1554.0,33.0,1548.3,1581.3,1713.5,1746.5,95.6
2017-10-05,998405,1685.96,1687.22,1680.95,1682.49,1676.7,1651.8,1632.4,1620.7,1555.3,31.2,1558.3,1589.4,1714.2,1745.3,95.2
2017-10-06,998405,1688.14,1690.7,1684.21,1687.16,1678.5,1656.3,1635.0,1622.0,1556.6,28.9,1569.6,1598.5,1714.1,1743.0,95.2
2017-10-10,998405,1684.66,1695.14,1683.93,1695.14,1682.3,1660.9,1638.0,1623.2,1557.9,26.8,1580.4,1607.3,1714.5,1741.4,95.3
2017-10-11,998405,1693.62,1697.33,1691.11,1696.81,1684.9,1665.8,1640.9,1624.2,1559.2,23.1,1596.6,1619.7,1711.9,1735.0,95.3
2017-10-12,998405,1703.15,1703.67,1698.69,1700.13,1688.0,1670.0,1643.9,1625.2,1560.5,20.7,1607.9,1628.6,1711.4,1732.1,95.3
2017-10-13,998405,1697.93,1713.65,1695.06,1708.62,1692.4,1673.9,1647.3,1626.5,1562.0,19.9,1614.2,1634.1,1713.7,1733.6,95.3
2017-10-16,998405,1713.33,1724.2,1711.37,1719.18,1696.8,1677.8,1650.9,1627.8,1563.6,20.4,1616.6,1637.0,1718.6,1739.0,95.5
2017-10-17,998405,1727.09,1728.97,1717.18,1723.37,1701.6,1682.1,1654.5,1629.3,1565.1,19.9,1622.4,1642.3,1721.9,1741.8,95.5
2017-10-18,998405,1724.81,1726.44,1720.75,1724.64,1706.9,1686.2,1658.3,1630.8,1566.7,19.4,1628.0,1647.4,1725.0,1744.4,95.5
2017-10-19,998405,1730.32,1733.77,1725.96,1730.04,1712.2,1689.2,1661.9,1632.4,1568.5,21.1,1625.8,1647.0,1731.4,1752.6,96.6
2017-10-20,998405,1724.47,1732.51,1723.15,1730.64,1716.7,1692.1,1665.2,1633.9,1570.1,22.4,1625.0,1647.4,1736.8,1759.2,97.5
2017-10-23,998405,1747.73,1748.01,1741.78,1745.25,1722.7,1695.8,1668.9,1635.6,1571.6,24.5,1622.3,1646.8,1744.8,1769.3,98.2
2017-10-24,998405,1743.99,1756.92,1743.33,1756.92,1729.8,1700.2,1673.4,1637.5,1573.2,26.8,1619.8,1646.6,1753.8,1780.6,98.6
2017-10-25,998405,1763.88,1764.8,1746.85,1751.43,1735.2,1703.9,1678.1,1639.3,1574.7,28.2,1619.2,1647.4,1760.4,1788.6,98.8
2017-10-26,998405,1750.01,1756.34,1748.28,1753.9,1739.5,1707.8,1682.9,1640.9,1576.1,29.3,1620.0,1649.2,1766.4,1795.6,98.7
2017-10-27,998405,1763.74,1771.65,1758.25,1771.05,1745.5,1712.9,1688.0,1642.7,1577.6,30.6,1621.1,1651.7,1774.1,1804.7,98.7
2017-10-30,998405,1770.94,1772.59,1761.86,1770.84,1751.3,1717.4,1693.2,1644.5,1579.0,31.9,1621.8,1653.7,1781.1,1813.0,99.0
2017-10-31,998405,1763.45,1768.25,1758.81,1765.96,1755.7,1721.7,1697.7,1646.2,1580.4,32.0,1625.7,1657.7,1785.7,1817.7,98.7
2017-11-01,998405,1775.99,1789.18,1773.98,1786.71,1762.8,1727.1,1702.4,1648.2,1581.9,33.0,1628.1,1661.1,1793.1,1826.1,98.7
2017-11-02,998405,1792.98,1794.38,1783.45,1794.08,1768.9,1732.3,1707.0,1650.2,1583.3,34.5,1628.7,1663.2,1801.4,1835.9,99.0
2017-11-06,998405,1798.02,1799.62,1784.36,1792.66,1773.3,1737.5,1711.7,1652.2,1584.7,35.1,1632.2,1667.3,1807.7,1842.8,99.0
2017-11-07,998405,1790.54,1813.29,1789.57,1813.29,1781.1,1743.7,1716.9,1654.4,1586.2,36.4,1634.4,1670.8,1816.6,1853.0,99.0
2017-11-08,998405,1809.07,1817.75,1804.18,1817.6,1789.0,1749.9,1721.3,1656.6,1587.7,37.4,1637.6,1675.0,1824.8,1862.2,99.0
2017-11-09,998405,1822.93,1844.05,1791.12,1813.11,1794.3,1755.5,1725.5,1658.9,1589.2,37.6,1642.6,1680.2,1830.8,1868.4,98.6
2017-11-10,998405,1790.39,1803.98,1789.7,1800.44,1798.0,1760.5,1729.4,1660.9,1590.5,36.3,1651.5,1687.8,1833.2,1869.5,97.8
2017-11-13,998405,1798.04,1798.04,1783.49,1783.49,1800.2,1764.4,1732.9,1662.9,1591.8,33.9,1662.7,1696.6,1832.2,1866.1,94.2
2017-11-14,998405,1781.61,1786.84,1776.08,1778.87,1799.2,1767.8,1736.0,1664.7,1593.2,31.5,1673.4,1704.8,1830.8,1862.2,89.5
2017-11-15,998405,1768.58,1768.58,1740.25,1744.01,1792.9,1769.0,1738.1,1666.1,1594.3,30.0,1679.0,1709.0,1829.0,1859.0,71.8
2017-11-16,998405,1738.26,1768.98,1737.72,1761.71,1789.1,1770.8,1741.0,1667.9,1595.5,28.2,1686.2,1714.4,1827.2,1855.4,60.1
2017-11-17,998405,1778.11,1782.23,1758.61,1763.76,1782.9,1772.7,1743.5,1669.5,1596.6,26.2,1694.1,1720.3,1825.1,1851.3,46.9
2017-11-20,998405,1756.38,1763.78,1753.88,1759.65,1775.6,1774.1,1746.0,1671.0,1597.6,24.6,1700.4,1725.0,1823.2,1847.8,31.7
2017-11-21,998405,1771.69,1778.85,1769.17,1771.13,1770.4,1776.0,1748.9,1672.7,1598.6,22.5,1708.6,1731.1,1820.9,1843.4,21.2
2017-11-22,998405,1782.39,1785.19,1775.58,1777.08,1767.5,1777.5,1751.6,1674.5,1599.6,21.3,1713.5,1734.8,1820.2,1841.5,11.6
2017-11-24,998405,1769.41,1781.93,1767.2,1780.56,1767.1,1778.6,1754.5,1676.3,1600.7,20.8,1716.1,1737.0,1820.2,1841.1,1.9
2017-11-27,998405,1787.94,1788.69,1773.62,1776.73,1766.8,1779.8,1757.2,1678.0,1601.7,19.9,1720.2,1740.0,1819.6,1839.4,-10.6
2017-11-28,998405,1775.18,1780.88,1767.11,1772.07,1770.3,1780.7,1759.7,1679.7,1602.6,19.1,1723.5,1742.6,1818.8,1837.9,-24.9
2017-11-29,998405,1783.91,1786.65,1781.65,1786.15,1773.4,1781.4,1762.4,1681.4,1603.6,19.0,1724.5,1743.5,1819.3,1838.3,-31.2
2017-11-30,998405,1787.37,1795.85,1779.08,1792.08,1776.9,1782.4,1765.2,1683.2,1604.7,18.9,1725.6,1744.5,1820.3,1839.2,-36.6
2017-12-01,998405,1804.8,1807.86,1787.18,1796.53,1781.5,1783.9,1768.0,1685.2,1605.7,18.8,1727.5,1746.3,1821.5,1840.3,-38.7
2017-12-04,998405,1801.5,1802.28,1785.79,1786.87,1783.5,1783.9,1770.3,1687.1,1606.8,18.8,1727.5,1746.3,1821.5,1840.3,-33.2
2017-12-05,998405,1780.46,1794.09,1777.34,1790.97,1785.2,1783.8,1772.5,1689.0,1607.9,18.7,1727.6,1746.4,1821.2,1840.0,-22.6
2017-12-06,998405,1784.79,1787.18,1761.18,1765.42,1783.4,1782.5,1773.7,1690.6,1608.9,19.0,1725.5,1744.5,1820.5,1839.5,-19.7
2017-12-07,998405,1774.8,1787.56,1774.45,1786.25,1784.5,1781.2,1775.5,1692.4,1609.9,17.7,1728.1,1745.8,1816.6,1834.3,-1.8
2017-12-08,998405,1781.5,1803.84,1781.5,1803.73,1788.5,1780.5,1777.7,1694.5,1611.1,16.5,1731.1,1747.5,1813.5,1829.9,22.9
2017-12-11,998405,1809.16,1813.34,1800.54,1813.34,1791.9,1780.5,1780.1,1696.6,1612.4,16.5,1731.0,1747.5,1813.5,1830.0,50.1
2017-12-12,998405,1814.34,1820.86,1810.93,1815.08,1794.8,1781.2,1782.2,1698.6,1613.5,17.7,1728.2,1745.9,1816.5,1834.2,72.3
2017-12-13,998405,1817.55,1818.55,1806.16,1810.84,1796.6,1782.5,1783.7,1700.6,1614.6,18.8,1726.1,1744.9,1820.1,1838.9,81.2
2017-12-14,998405,1808.63,1811.99,1803.05,1808.14,1799.2,1783.9,1785.4,1702.6,1615.7,19.6,1725.1,1744.7,1823.1,1842.7,87.3
2017-12-15,998405,1801.85,1804.45,1787.04,1793.47,1799.5,1786.3,1786.6,1704.3,1616.8,17.4,1734.1,1751.5,1821.1,1838.5,84.0
2017-12-18,998405,1807.5,1818.38,1806.03,1817.9,1806.1,1788.9,1788.0,1706.4,1617.9,17.8,1735.6,1753.4,1824.4,1842.2,84.3
2017-12-19,998405,1820.88,1822.49,1814.31,1815.18,1809.7,1791.4,1789.3,1708.6,1619.1,17.7,1738.4,1756.1,1826.7,1844.4,84.3
2017-12-20,998405,1815.54,1821.91,1814.19,1821.16,1811.9,1794.3,1790.9,1710.9,1620.3,17.2,1742.6,1759.9,1828.7,1846.0,84.3
2017-12-21,998405,1819.5,1823.39,1813.41,1822.61,1813.0,1796.8,1791.9,1713.4,1621.6,17.4,1744.6,1762.0,1831.6,1849.0,85.6
2017-12-22,998405,1823.47,1830.13,1823.01,1829.08,1814.8,1799.2,1793.0,1715.8,1623.0,18.2,1744.7,1762.9,1835.5,1853.7,87.4
2017-12-25,998405,1830.79,1832.3,1826.61,1831.93,1817.4,1801.7,1794.1,1718.2,1624.3,19.0,1744.8,1763.8,1839.6,1858.6,88.8
2017-12-26,998405,1831.14,1833.28,1825.93,1827.01,1819.8,1804.1,1794.5,1720.6,1625.6,18.8,1747.6,1766.5,1841.7,1860.6,89.5
2017-12-27,998405,1825.33,1832.24,1825.1,1829.79,1824.3,1806.8,1794.9,1723.2,1626.9,18.1,1752.5,1770.6,1843.0,1861.1,90.0
2017-12-28,998405,1829.27,1830.59,1815.96,1819.03,1824.5,1808.4,1795.1,1725.7,1628.2,17.7,1755.4,1773.1,1843.7,1861.4,87.9
2017-12-29,998405,1822.24,1826.17,1816.85,1817.56,1824.8,1809.6,1795.6,1728.2,1629.5,17.3,1757.6,1774.9,1844.3,1861.6,84.9
2018-01-04,998405,1841.2,1863.82,1840.4,1863.82,1830.1,1812.8,1797.9,1731.2,1631.0,20.7,1750.7,1771.4,1854.2,1874.9,87.5
2018-01-05,998405,1873.82,1880.34,1869.78,1880.34,1837.3,1817.3,1800.9,1734.4,1632.4,24.5,1743.7,1768.2,1866.4,1890.9,88.2
2018-01-09,998405,1895.08,1895.26,1883.1,1889.29,1844.8,1822.0,1805.2,1737.7,1633.9,28.4,1736.9,1765.3,1878.7,1907.1,88.6
2018-01-10,998405,1888.83,1894.57,1888.3,1892.11,1852.4,1828.0,1809.0,1741.0,1635.4,29.2,1740.4,1769.6,1886.4,1915.6,88.6
2018-01-11,998405,1882.71,1888.09,1877.65,1888.09,1860.0,1832.8,1812.7,1744.2,1637.0,30.3,1741.8,1772.1,1893.5,1923.8,88.2
2018-01-12,998405,1886.48,1886.48,1872.86,1876.24,1865.8,1836.3,1816.1,1747.3,1638.5,31.0,1743.3,1774.3,1898.3,1929.3,87.5
