date,code,open,high,low,close,sma 8,sma 21,sma 34,sma 89,sma 233,stddev,-3s,-2s,+2s,+3s,RCI
2016-09-01,998405,1330.77,1338.52,1327.88,1337.38,1311.2,1304.8,1310.7,1308.8,1330.2,16.5,1255.4,1271.9,1337.7,1354.2,39.0
2016-09-02,998405,1335.55,1341.51,1334.56,1340.76,1316.6,1308.1,1311.6,1308.1,1330.2,16.4,1258.8,1275.2,1341.0,1357.4,39.0
2016-09-05,998405,1357.01,1357.41,1342.68,1343.85,1321.2,1311.0,1312.4,1307.4,1330.3,17.1,1259.6,1276.7,1345.3,1362.4,39.1
2016-09-06,998405,1344.87,1353.7,1343.87,1352.58,1327.3,1314.5,1313.0,1307.0,1330.4,17.9,1260.9,1278.8,1350.2,1368.1,39.1
2016-09-07,998405,1340.33,1350.38,1339.17,1349.53,1335.0,1316.6,1313.6,1306.6,1330.6,19.3,1258.7,1278.0,1355.2,1374.5,47.3
2016-09-08,998405,1346.33,1348.29,1337.36,1345.95,1339.1,1317.9,1313.8,1306.6,1330.7,20.3,1256.9,1277.2,1358.6,1378.9,60.3
2016-09-09,998405,1345.45,1349.57,1340.64,1343.86,1342.9,1319.3,1314.2,1307.1,1330.7,21.1,1256.1,1277.1,1361.5,1382.5,70.9
2016-09-12,998405,1325.33,1329.67,1316.68,1323.1,1342.1,1319.3,1314.2,1307.4,1330.7,21.1,1256.1,1277.1,1361.5,1382.5,76.4
2016-09-13,998405,1328.32,1330.46,1317.74,1322.99,1340.3,1319.6,1314.6,1307.6,1330.6,21.1,1256.3,1277.4,1361.8,1382.9,79.1
2016-09-14,998405,1314.43,1320.85,1312.86,1314.74,1337.1,1320.4,1314.4,1307.4,1330.5,20.6,1258.7,1279.3,1361.5,1382.1,74.3
2016-09-15,998405,1306.54,1307.41,1296.39,1301.11,1331.7,1319.9,1314.3,1307.0,1330.4,20.9,1257.2,1278.1,1361.7,1382.6,59.7
2016-09-16,998405,1304.75,1313.24,1302.01,1311.5,1326.6,1320.9,1313.9,1306.7,1330.3,19.9,1261.1,1281.0,1360.8,1380.7,47.0
2016-09-20,998405,1305.17,1323.98,1304.75,1316.97,1322.5,1321.9,1313.8,1306.7,1330.2,19.1,1264.6,1283.7,1360.1,1379.2,36.6
2016-09-21,998405,1316.64,1353.52,1309.51,1352.67,1323.4,1324.2,1315.3,1307.0,1330.3,19.7,1265.0,1284.7,1363.7,1383.4,39.6
2016-09-23,998405,1347.85,1351.08,1341.53,1349.56,1324.1,1326.7,1317.6,1307.2,1330.4,19.5,1268.2,1287.7,1365.7,1385.2,38.4
2016-09-26,998405,1347.14,1347.45,1333.65,1335.84,1325.7,1328.1,1319.2,1307.1,1330.5,19.0,1271.0,1290.0,1366.2,1385.2,29.6
2016-09-27,998405,1321.37,1349.22,1313.77,1349.22,1329.0,1330.2,1321.2,1307.3,1330.6,18.7,1274.0,1292.7,1367.7,1386.4,27.8
2016-09-28,998405,1333.77,1337.03,1324.4,1330.77,1331.0,1332.3,1322.0,1307.1,1330.6,16.0,1284.2,1300.2,1364.4,1380.4,13.8
2016-09-29,998405,1340.62,1347.93,1337.81,1343.25,1336.2,1333.7,1322.7,1307.2,1330.6,15.6,1286.9,1302.5,1364.9,1380.5,6.9
2016-09-30,998405,1323.23,1328.65,1315.86,1322.78,1337.6,1334.2,1322.9,1307.2,1330.6,15.1,1289.0,1304.1,1364.3,1379.4,-12.7
2016-10-03,998405,1332.14,1338.34,1329.06,1330.72,1339.4,1334.2,1323.2,1307.0,1330.6,15.0,1289.1,1304.1,1364.3,1379.3,-20.9
2016-10-04,998405,1334.1,1341.05,1332.63,1340.21,1337.8,1334.4,1323.9,1307.0,1330.6,15.1,1289.1,1304.2,1364.6,1379.7,-20.9
2016-10-05,998405,1345.24,1349.81,1340.62,1347.81,1337.6,1334.7,1325.3,1307.0,1330.7,15.3,1288.8,1304.1,1365.3,1380.6,-10.8
2016-10-06,998405,1355.44,1360.2,1353.02,1353.93,1339.8,1335.2,1326.6,1306.8,1330.9,15.8,1287.9,1303.7,1366.7,1382.5,7.8
2016-10-07,998405,1352.9,1354.01,1345.8,1350.61,1340.0,1335.1,1328.3,1306.5,1331.0,15.7,1288.1,1303.8,1366.4,1382.1,29.6
2016-10-11,998405,1353.9,1362.33,1353.29,1356.35,1343.2,1335.4,1330.1,1306.4,1331.1,16.0,1287.3,1303.3,1367.5,1383.5,49.4
2016-10-12,998405,1342.52,1352.28,1342.19,1342.35,1343.1,1335.3,1331.2,1306.6,1331.2,15.9,1287.5,1303.4,1367.2,1383.1,53.9
2016-10-13,998405,1348.21,1353.97,1337.15,1342.31,1345.5,1335.2,1332.6,1306.6,1331.2,15.9,1287.5,1303.4,1367.0,1382.9,60.8
2016-10-14,998405,1341.14,1348.14,1337.92,1347.19,1347.6,1336.3,1333.8,1306.8,1331.3,15.9,1288.7,1304.6,1368.0,1383.9,56.6
2016-10-17,998405,1346.24,1354.93,1344.46,1352.56,1349.1,1337.7,1335.2,1306.9,1331.4,15.9,1289.9,1305.8,1369.6,1385.5,56.0
2016-10-18,998405,1350.06,1356.65,1347.47,1356.57,1350.2,1339.7,1337.2,1307.0,1331.5,15.5,1293.1,1308.7,1370.7,1386.3,56.4
2016-10-19,998405,1355.6,1359.01,1353.33,1357.2,1350.6,1342.4,1338.5,1307.2,1331.7,13.2,1302.8,1316.0,1368.8,1382.0,56.4
2016-10-20,998405,1356.27,1370.8,1355.44,1370.8,1353.2,1345.2,1340.2,1307.6,1331.9,12.6,1307.5,1320.0,1370.4,1382.9,56.4
2016-10-21,998405,1372.64,1373.18,1362.95,1365.29,1354.3,1347.5,1341.2,1308.5,1332.0,11.5,1312.9,1324.4,1370.6,1382.1,56.2
2016-10-24,998405,1366.62,1368.7,1361.51,1367.61,1357.4,1348.2,1342.1,1309.6,1332.2,12.3,1311.3,1323.6,1372.8,1385.1,70.8
2016-10-25,998405,1372.45,1378.96,1372.0,1377.32,1361.8,1349.6,1343.2,1310.8,1332.4,13.8,1308.1,1321.9,1377.3,1391.1,80.5
2016-10-26,998405,1375.49,1382.79,1372.77,1382.7,1366.3,1351.8,1344.4,1312.3,1332.7,15.2,1306.1,1321.3,1382.3,1397.5,81.9
2016-10-27,998405,1381.1,1387.85,1377.65,1382.01,1369.9,1353.3,1345.2,1313.8,1332.9,16.6,1303.6,1320.2,1386.4,1403.0,88.8
2016-10-28,998405,1389.8,1392.75,1386.77,1392.41,1374.4,1356.3,1346.5,1315.1,1333.2,17.8,1302.9,1320.7,1391.9,1409.7,89.5
2016-10-31,998405,1387.32,1393.44,1385.2,1393.02,1378.9,1358.7,1347.9,1316.2,1333.5,19.2,1301.0,1320.3,1397.1,1416.4,92.5
2016-11-01,998405,1391.97,1394.92,1384.45,1393.19,1381.7,1362.0,1349.3,1317.4,1333.8,18.8,1305.6,1324.4,1399.6,1418.4,92.5
2016-11-02,998405,1376.68,1377.61,1363.02,1368.44,1382.1,1363.8,1350.6,1318.2,1334.0,17.4,1311.6,1329.0,1398.6,1416.0,88.6
2016-11-04,998405,1353.8,1355.49,1337.62,1347.04,1379.5,1364.1,1351.4,1319.8,1334.0,17.0,1313.1,1330.1,1398.1,1415.1,65.3
2016-11-07,998405,1363.89,1367.28,1356.05,1362.8,1377.7,1364.8,1352.8,1321.3,1334.2,16.6,1315.0,1331.6,1398.0,1414.6,61.4
2016-11-08,998405,1367.57,1369.04,1360.1,1363.49,1375.3,1365.3,1354.6,1322.9,1334.3,16.4,1316.1,1332.5,1398.1,1414.5,56.6
2016-11-09,998405,1372.34,1382.03,1287.39,1301.16,1365.2,1362.9,1354.3,1323.5,1334.2,21.4,1298.7,1320.1,1405.7,1427.1,32.9
2016-11-10,998405,1326.85,1379.39,1326.5,1376.35,1363.2,1363.9,1356.0,1325.0,1334.4,21.5,1299.3,1320.8,1407.0,1428.5,32.3
2016-11-11,998405,1387.48,1398.99,1373.35,1378.28,1361.3,1365.6,1356.8,1326.4,1334.6,21.2,1302.1,1323.3,1407.9,1429.1,29.1
2016-11-14,998405,1386.96,1401.71,1385.97,1400.0,1362.2,1368.4,1358.3,1327.9,1334.9,21.7,1303.2,1324.9,1411.9,1433.6,31.4
2016-11-15,998405,1403.09,1406.05,1394.83,1402.98,1366.5,1371.0,1360.3,1329.6,1335.2,22.4,1303.8,1326.2,1415.8,1438.2,35.5
2016-11-16,998405,1416.82,1422.63,1414.84,1421.65,1375.8,1374.3,1362.4,1331.7,1335.6,24.5,1300.7,1325.2,1423.4,1447.9,39.2
2016-11-17,998405,1413.59,1423.08,1412.71,1423.08,1383.4,1377.5,1365.1,1333.9,1336.0,26.4,1298.4,1324.8,1430.2,1456.6,42.7
2016-11-18,998405,1435.31,1435.9,1428.31,1428.46,1391.5,1380.9,1367.6,1336.3,1336.4,28.1,1296.5,1324.6,1437.2,1465.3,46.0
2016-11-21,998405,1435.49,1444.18,1433.06,1442.93,1409.2,1384.3,1371.1,1338.4,1336.9,31.1,1291.0,1322.1,1446.5,1477.6,53.5
2016-11-22,998405,1441.76,1448.45,1439.79,1447.5,1418.1,1388.2,1374.6,1340.3,1337.4,33.7,1287.2,1320.9,1455.5,1489.2,59.0
2016-11-24,998405,1461.66,1463.47,1458.13,1459.96,1428.3,1392.6,1378.1,1342.0,1338.0,36.7,1282.4,1319.1,1466.1,1502.8,63.9
2016-11-25,998405,1463.92,1472.63,1456.34,1464.53,1436.4,1396.8,1381.5,1343.8,1338.6,39.7,1277.6,1317.4,1476.2,1516.0,70.5
2016-11-28,998405,1457.89,1471.19,1456.76,1469.58,1444.7,1400.9,1384.9,1345.5,1339.1,42.6,1273.1,1315.7,1486.1,1528.7,77.9
2016-11-29,998405,1462.38,1469.59,1462.24,1468.57,1450.6,1405.0,1388.4,1347.0,1339.7,44.8,1270.6,1315.4,1494.6,1539.4,84.2
2016-11-30,998405,1471.81,1473.02,1466.07,1469.43,1456.4,1408.7,1391.7,1348.6,1340.3,46.8,1268.2,1315.0,1502.4,1549.2,89.4
2016-12-01,998405,1486.08,1498.74,1478.75,1483.27,1463.2,1413.0,1395.9,1350.2,1340.9,49.4,1264.8,1314.2,1511.8,1561.2,93.9
2016-12-02,998405,1480.24,1484.52,1471.34,1477.98,1467.6,1417.0,1399.9,1351.9,1341.5,51.1,1263.6,1314.7,1519.3,1570.4,97.4
2016-12-05,998405,1470.42,1472.34,1462.07,1466.96,1470.0,1421.7,1403.4,1353.5,1342.1,51.0,1268.8,1319.8,1523.6,1574.6,96.8
2016-12-06,998405,1481.35,1483.43,1472.75,1477.2,1472.2,1427.9,1407.1,1355.4,1342.7,49.3,1279.9,1329.3,1526.5,1575.9,96.5
2016-12-07,998405,1484.16,1490.76,1481.18,1490.62,1475.5,1434.0,1411.0,1357.3,1343.3,48.8,1287.7,1336.5,1531.5,1580.3,96.8
2016-12-08,998405,1505.34,1512.69,1500.25,1512.69,1480.8,1441.1,1415.6,1359.6,1344.1,48.9,1294.5,1343.4,1538.8,1587.7,96.9
2016-12-09,998405,1512.98,1526.97,1510.98,1525.36,1487.9,1451.8,1420.1,1361.9,1344.9,40.5,1330.2,1370.7,1532.9,1573.4,96.9
2016-12-12,998405,1537.9,1542.99,1520.23,1531.43,1495.7,1459.2,1425.0,1364.2,1345.7,40.2,1338.5,1378.7,1539.7,1579.9,96.9
2016-12-13,998405,1525.87,1540.25,1523.0,1540.25,1502.8,1466.9,1430.1,1366.9,1346.5,39.5,1348.5,1388.0,1545.8,1585.3,96.9
2016-12-14,998405,1541.28,1542.29,1535.85,1538.69,1510.4,1473.5,1434.8,1369.9,1346.6,39.3,1355.6,1394.9,1552.1,1591.4,96.8
2016-12-15,998405,1543.37,1553.59,1536.91,1542.72,1519.9,1480.1,1439.5,1372.8,1346.8,38.6,1364.3,1402.9,1557.3,1595.9,96.8
2016-12-16,998405,1553.46,1555.04,1546.74,1550.67,1529.1,1486.3,1444.5,1375.9,1347.0,39.1,1369.0,1408.1,1564.5,1603.6,96.8
2016-12-19,998405,1546.09,1549.68,1542.58,1549.06,1536.4,1492.3,1449.1,1378.6,1347.4,38.6,1376.6,1415.1,1569.5,1608.0,96.6
2016-12-20,998405,1546.47,1553.26,1544.24,1552.36,1541.3,1498.2,1453.8,1381.3,1347.9,37.8,1384.8,1422.6,1573.8,1611.6,96.6
2016-12-21,998405,1555.31,1558.75,1541.6,1544.94,1543.8,1503.0,1458.2,1383.8,1348.5,36.9,1392.4,1429.2,1576.8,1613.6,95.8
2016-12-22,998405,1542.31,1543.82,1535.82,1543.82,1545.3,1507.6,1463.4,1386.3,1348.9,35.6,1400.8,1436.4,1578.8,1614.4,94.5
2016-12-26,998405,1540.98,1541.96,1537.76,1538.14,1545.1,1511.3,1469.0,1388.8,1349.5,34.4,1408.0,1442.4,1580.2,1614.6,89.9
2016-12-27,998405,1534.37,1544.83,1534.04,1536.22,1544.7,1514.8,1474.1,1391.5,1350.1,33.1,1415.5,1448.6,1581.0,1614.1,84.0
2016-12-28,998405,1536.47,1540.51,1533.29,1536.8,1544.0,1518.0,1479.2,1394.0,1350.7,31.7,1422.8,1454.6,1581.4,1613.2,78.1
2016-12-29,998405,1529.33,1529.33,1513.25,1518.39,1540.0,1520.3,1485.6,1396.6,1351.3,29.6,1431.4,1461.0,1579.6,1609.2,66.8
2016-12-30,998405,1509.56,1521.79,1508.01,1518.61,1536.2,1522.7,1489.8,1399.1,1352.0,27.3,1440.9,1468.2,1577.2,1604.5,53.6
2017-01-04,998405,1533.04,1554.79,1532.56,1554.48,1536.4,1526.1,1495.0,1401.9,1353.1,26.5,1446.5,1473.0,1579.2,1605.7,54.4
2017-01-05,998405,1558.06,1558.45,1550.64,1555.68,1537.8,1529.8,1499.6,1404.8,1353.9,24.9,1455.2,1480.1,1579.5,1604.4,54.8
2017-01-06,998405,1541.66,1554.78,1541.36,1553.32,1539.0,1533.9,1504.0,1407.6,1354.6,20.8,1471.6,1492.4,1575.4,1596.2,54.4
2017-01-10,998405,1550.67,1557.67,1540.09,1542.31,1539.5,1537.0,1507.5,1410.3,1355.4,16.2,1488.3,1504.5,1569.5,1585.7,44.7
2017-01-11,998405,1548.18,1552.28,1545.55,1550.4,1541.2,1539.8,1511.3,1413.2,1356.0,12.5,1502.3,1514.8,1564.8,1577.3,40.1
2017-01-12,998405,1544.63,1546.26,1528.5,1535.41,1541.1,1540.9,1514.4,1415.7,1356.6,10.9,1508.1,1519.0,1562.8,1573.7,19.6
2017-01-13,998405,1534.18,1545.64,1533.2,1544.89,1544.4,1541.8,1517.4,1418.3,1357.1,10.4,1510.7,1521.1,1562.5,1572.9,13.4
2017-01-16,998405,1540.64,1543.72,1527.37,1530.64,1545.9,1541.8,1519.9,1420.6,1357.4,10.4,1510.6,1521.0,1562.6,1573.0,-8.4
2017-01-17,998405,1525.87,1525.87,1509.01,1509.1,1540.2,1540.3,1521.3,1422.5,1357.7,12.6,1502.5,1515.1,1565.5,1578.1,-24.2
2017-01-18,998405,1503.14,1516.39,1495.03,1513.86,1535.0,1539.1,1522.8,1424.4,1358.1,13.9,1497.5,1511.4,1566.8,1580.7,-38.2
2017-01-19,998405,1528.84,1533.98,1521.01,1528.15,1531.8,1538.4,1524.5,1426.5,1358.7,14.0,1496.3,1510.3,1566.5,1580.5,-45.6
2017-01-20,998405,1527.4,1537.59,1525.52,1533.46,1530.7,1537.6,1526.4,1428.5,1359.4,13.8,1496.2,1510.0,1565.2,1579.0,-45.6
2017-01-23,998405,1519.27,1523.36,1512.68,1514.63,1526.3,1536.0,1527.7,1430.4,1360.0,14.4,1492.8,1507.2,1564.8,1579.2,-50.4
2017-01-24,998405,1508.38,1513.99,1504.31,1506.33,1522.6,1533.8,1528.4,1432.2,1360.9,15.3,1488.0,1503.3,1564.3,1579.6,-53.9
2017-01-25,998405,1526.59,1528.93,1516.9,1521.58,1519.7,1532.7,1529.7,1434.2,1362.0,15.3,1486.9,1502.2,1563.2,1578.5,-52.6
2017-01-26,998405,1536.6,1546.08,1535.25,1545.01,1521.5,1532.7,1532.0,1436.7,1363.5,15.3,1486.8,1502.1,1563.3,1578.6,-37.8
2017-01-27,998405,1551.58,1553.28,1545.45,1549.25,1526.5,1533.3,1534.1,1439.2,1364.6,15.7,1486.2,1501.9,1564.7,1580.4,-26.5
2017-01-30,998405,1542.62,1543.99,1535.97,1543.77,1530.3,1533.6,1535.7,1441.8,1365.6,15.8,1486.1,1501.9,1565.3,1581.1,-19.4
2017-01-31,998405,1526.06,1533.04,1520.95,1521.67,1529.5,1532.9,1535.9,1444.3,1366.6,16.0,1484.8,1500.8,1565.0,1581.0,-21.7
2017-02-01,998405,1511.26,1528.59,1508.21,1527.77,1528.8,1533.3,1536.0,1446.7,1367.6,15.7,1486.1,1501.8,1564.8,1580.5,-34.7
2017-02-02,998405,1530.08,1530.72,1507.08,1510.41,1528.2,1533.0,1535.4,1448.9,1368.5,16.2,1484.3,1500.6,1565.4,1581.7,-53.5
2017-02-03,998405,1515.83,1523.61,1509.47,1514.99,1529.3,1531.1,1534.6,1450.7,1369.4,15.9,1483.4,1499.3,1562.9,1578.8,-48.1
2017-02-06,998405,1528.89,1530.16,1515.34,1520.42,1529.2,1529.4,1534.1,1452.6,1370.4,15.0,1484.4,1499.4,1559.4,1574.4,-41.7
2017-02-07,998405,1510.48,1521.23,1509.2,1516.15,1525.6,1527.6,1533.3,1454.7,1371.4,14.2,1485.0,1499.2,1556.0,1570.2,-34.5
2017-02-08,998405,1518.93,1524.38,1514.46,1524.15,1522.4,1526.8,1532.5,1456.6,1372.3,13.8,1485.4,1499.2,1554.4,1568.2,-29.7
2017-02-09,998405,1518.19,1520.48,1511.21,1513.55,1518.6,1525.0,1531.5,1458.7,1373.2,13.0,1486.1,1499.1,1550.9,1563.9,-25.3
2017-02-10,998405,1535.75,1547.59,1533.46,1546.56,1521.7,1525.5,1531.3,1461.0,1374.3,13.6,1484.6,1498.2,1552.8,1566.4,-3.8
2017-02-13,998405,1558.72,1558.72,1551.02,1554.2,1525.1,1526.0,1531.6,1463.6,1375.4,14.4,1482.7,1497.2,1554.8,1569.3,18.4
2017-02-14,998405,1559.22,1559.22,1538.63,1539.12,1528.6,1526.4,1531.5,1465.9,1376.2,14.7,1482.4,1497.1,1555.7,1570.4,31.6
2017-02-15,998405,1554.05,1557.96,1552.87,1553.69,1533.5,1528.5,1531.9,1468.3,1377.0,15.3,1482.7,1498.0,1559.0,1574.3,31.9
2017-02-16,998405,1554.17,1555.78,1542.75,1551.07,1537.3,1530.3,1532.3,1470.6,1377.7,15.6,1483.4,1499.0,1561.6,1577.2,35.5
2017-02-17,998405,1542.84,1546.78,1537.73,1544.54,1540.9,1531.1,1532.6,1472.7,1378.5,15.9,1483.3,1499.2,1563.0,1578.9,43.0
2017-02-20,998405,1540.04,1548.03,1535.92,1547.01,1543.7,1531.7,1533.4,1474.9,1379.4,16.3,1482.8,1499.1,1564.3,1580.6,51.3
2017-02-21,998405,1547.87,1555.98,1547.14,1555.6,1549.0,1533.7,1534.5,1477.2,1380.3,16.6,1483.9,1500.5,1566.9,1583.5,54.2
2017-02-22,998405,1559.44,1559.51,1553.17,1557.09,1550.3,1536.1,1534.6,1479.6,1381.2,16.1,1487.8,1503.9,1568.3,1584.4,54.2
2017-02-23,998405,1556.68,1556.71,1547.24,1556.25,1550.5,1537.7,1534.6,1482.0,1382.1,16.3,1488.7,1505.0,1570.4,1586.7,59.4
2017-02-24,998405,1547.08,1558.41,1545.63,1550.14,1551.9,1538.0,1534.5,1484.3,1382.8,16.5,1488.6,1505.0,1571.0,1587.4,66.5
2017-02-27,998405,1537.75,1539.7,1525.16,1534.0,1549.5,1537.2,1534.3,1486.3,1383.5,16.3,1488.3,1504.6,1569.8,1586.1,68.1
2017-02-28,998405,1542.39,1549.44,1535.13,1535.32,1547.5,1536.8,1533.8,1488.3,1384.2,16.2,1488.1,1504.3,1569.3,1585.5,66.8
2017-03-01,998405,1543.11,1554.18,1536.09,1553.09,1548.6,1538.3,1534.3,1490.5,1385.1,16.2,1489.7,1505.9,1570.7,1586.9,64.7
2017-03-02,998405,1572.32,1575.21,1564.4,1564.69,1550.8,1540.1,1534.9,1492.7,1386.0,17.0,1489.1,1506.1,1574.1,1591.1,67.4
2017-03-03,998405,1562.5,1565.34,1552.1,1558.05,1551.1,1542.4,1535.7,1494.9,1386.8,16.0,1494.5,1510.5,1574.3,1590.3,67.3
2017-03-06,998405,1554.2,1557.43,1550.17,1554.9,1550.8,1544.3,1537.1,1497.0,1387.6,14.9,1499.6,1514.5,1574.1,1589.0,64.3
2017-03-07,998405,1553.23,1556.87,1552.7,1555.04,1550.7,1545.9,1538.3,1499.0,1388.5,14.0,1503.9,1517.9,1573.9,1587.9,60.6
2017-03-08,998405,1552.94,1554.1,1544.89,1550.25,1550.7,1547.5,1538.9,1500.8,1389.3,12.3,1510.7,1523.0,1572.0,1584.3,49.1
2017-03-09,998405,1556.99,1556.99,1550.44,1554.68,1553.3,1549.0,1539.6,1502.8,1390.0,11.1,1515.7,1526.8,1571.2,1582.3,43.1
2017-03-10,998405,1567.07,1574.87,1565.27,1574.01,1558.1,1551.9,1541.3,1504.8,1390.9,9.1,1524.6,1533.7,1570.1,1579.2,43.1
2017-03-13,998405,1570.33,1578.51,1569.34,1577.4,1561.1,1553.3,1543.4,1506.9,1391.8,10.6,1521.6,1532.2,1574.4,1585.0,47.0
2017-03-14,998405,1577.15,1577.15,1573.89,1574.9,1562.4,1554.3,1545.0,1508.9,1392.8,11.6,1519.6,1531.1,1577.5,1589.0,56.5
2017-03-15,998405,1568.37,1572.21,1565.75,1571.31,1564.1,1555.9,1545.7,1511.2,1393.9,11.6,1521.1,1532.7,1579.1,1590.7,58.2
2017-03-16,998405,1561.65,1574.24,1560.82,1572.69,1566.3,1556.8,1546.4,1513.8,1395.1,12.1,1520.4,1532.5,1581.1,1593.2,64.2
2017-03-17,998405,1565.42,1567.61,1563.2,1565.85,1567.6,1557.5,1547.1,1516.0,1396.4,12.2,1520.8,1533.1,1581.9,1594.2,67.1
2017-03-21,998405,1560.62,1565.92,1555.96,1563.42,1569.3,1558.4,1548.3,1518.3,1397.7,11.9,1522.6,1534.6,1582.2,1594.2,64.5
2017-03-22,998405,1540.26,1541.28,1530.1,1530.2,1566.2,1557.6,1548.4,1520.9,1398.8,13.2,1518.0,1531.2,1584.0,1597.2,38.7
2017-03-23,998405,1528.46,1531.73,1523.11,1530.41,1560.8,1556.4,1549.0,1522.6,1399.8,14.5,1513.0,1527.4,1585.4,1599.8,21.9
2017-03-24,998405,1530.05,1547.95,1529.57,1543.92,1556.6,1555.7,1549.8,1524.4,1400.9,14.7,1511.5,1526.2,1585.2,1599.9,11.6
2017-03-27,998405,1529.26,1531.59,1519.81,1524.39,1550.3,1554.2,1549.9,1525.8,1401.9,16.2,1505.5,1521.7,1586.7,1602.9,-2.6
2017-03-28,998405,1537.5,1544.83,1536.08,1544.83,1547.0,1554.0,1550.8,1527.4,1402.8,16.3,1505.0,1521.3,1586.7,1603.0,-13.5
2017-03-29,998405,1544.18,1545.6,1538.38,1542.07,1543.1,1554.4,1551.3,1528.8,1403.5,15.9,1506.6,1522.5,1586.3,1602.2,-30.0
2017-03-30,998405,1537.76,1541.17,1526.77,1527.59,1538.4,1554.0,1551.7,1530.0,1404.3,16.5,1504.5,1521.0,1587.0,1603.5,-50.5
2017-03-31,998405,1537.3,1539.7,1512.6,1512.6,1532.0,1552.1,1550.7,1530.9,1405.1,18.8,1495.7,1514.5,1589.7,1608.5,-61.7
2017-04-03,998405,1518.9,1523.59,1512.46,1517.03,1530.4,1549.8,1549.6,1531.7,1405.7,20.0,1489.7,1509.7,1589.9,1609.9,-68.2
2017-04-04,998405,1513.27,1513.84,1495.52,1504.54,1527.1,1547.2,1548.6,1532.4,1406.3,22.2,1480.5,1502.8,1591.6,1613.9,-75.5
2017-04-05,998405,1509.9,1513.44,1497.94,1504.66,1522.2,1544.8,1547.2,1532.9,1406.8,24.0,1472.8,1496.8,1592.8,1616.8,-81.8
2017-04-06,998405,1496.74,1499.59,1476.77,1480.18,1516.7,1541.3,1545.1,1533.1,1407.1,27.7,1458.3,1486.0,1596.6,1624.3,-87.3
2017-04-07,998405,1491.14,1498.54,1478.17,1489.77,1509.8,1538.4,1543.5,1533.3,1407.5,29.8,1449.1,1478.9,1597.9,1627.7,-91.8
2017-04-10,998405,1500.55,1503.7,1496.16,1499.65,1504.5,1535.8,1542.1,1533.6,1408.0,30.7,1443.8,1474.5,1597.1,1627.8,-95.1
2017-04-11,998405,1492.3,1496.78,1488.84,1495.1,1500.4,1532.0,1540.3,1533.9,1408.4,30.6,1440.3,1470.8,1593.2,1623.7,-94.8
2017-04-12,998405,1482.41,1483.41,1472.37,1479.54,1496.3,1527.4,1538.0,1533.9,1409.0,30.8,1435.1,1465.8,1589.0,1619.7,-94.8
2017-04-13,998405,1465.97,1471.1,1459.0,1468.31,1490.2,1522.3,1535.4,1533.8,1409.8,31.3,1428.3,1459.6,1585.0,1616.3,-94.8
2017-04-14,998405,1466.79,1466.79,1456.18,1459.07,1484.5,1516.9,1532.7,1533.7,1410.5,32.1,1420.6,1452.7,1581.1,1613.2,-94.9
2017-04-17,998405,1452.15,1465.98,1452.15,1465.69,1479.7,1511.8,1530.7,1533.6,1411.1,31.3,1417.9,1449.2,1574.4,1605.7,-94.8
2017-04-18,998405,1477.34,1480.79,1468.62,1471.53,1478.6,1507.4,1528.9,1533.3,1411.7,29.9,1417.7,1447.6,1567.2,1597.1,-94.0
2017-04-19,998405,1464.18,1475.47,1463.95,1471.42,1476.3,1503.0,1526.5,1532.9,1412.3,28.0,1419.1,1447.1,1558.9,1586.9,-92.9
2017-04-20,998405,1473.15,1480.46,1471.66,1472.81,1472.9,1500.2,1523.8,1532.3,1412.9,28.0,1416.3,1444.3,1556.1,1584.1,-92.5
2017-04-21,998405,1485.64,1491.24,1482.79,1488.58,1472.1,1498.3,1521.7,1531.8,1413.6,27.2,1416.7,1443.9,1552.7,1579.9,-88.4
2017-04-24,998405,1507.8,1508.48,1500.88,1503.19,1475.1,1496.3,1520.2,1531.4,1414.4,25.1,1420.9,1446.0,1546.6,1571.7,-78.6
2017-04-25,998405,1502.43,1521.62,1502.43,1519.21,1481.4,1496.1,1519.1,1531.2,1415.2,24.9,1421.5,1446.3,1545.9,1570.7,-59.5
2017-04-26,998405,1529.96,1537.41,1527.27,1537.41,1491.2,1495.7,1518.8,1531.1,1416.0,24.2,1423.1,1447.3,1544.1,1568.3,-34.8
2017-04-27,998405,1531.91,1538.7,1531.4,1536.67,1500.1,1495.5,1518.2,1531.0,1416.9,23.7,1424.4,1448.1,1542.9,1566.6,-7.7
2017-04-28,998405,1536.38,1538.89,1528.71,1531.8,1507.6,1495.7,1517.0,1530.8,1417.7,24.0,1423.7,1447.7,1543.7,1567.7,14.2
2017-05-01,998405,1531.45,1540.03,1530.31,1539.77,1516.2,1496.9,1515.9,1530.6,1418.6,25.6,1420.0,1445.6,1548.2,1573.8,31.7
2017-05-02,998405,1542.57,1552.83,1542.55,1550.3,1525.9,1498.5,1515.2,1530.7,1419.5,27.9,1414.9,1442.8,1554.2,1582.1,47.3
2017-05-08,998405,1569.15,1587.23,1568.83,1585.86,1538.0,1502.4,1515.6,1531.2,1420.6,33.8,1401.1,1434.9,1569.9,1603.7,60.8
2017-05-09,998405,1585.77,1586.83,1580.12,1581.77,1547.8,1506.1,1515.9,1531.6,1421.6,38.0,1392.2,1430.2,1582.0,1620.0,72.5
2017-05-10,998405,1584.38,1587.82,1582.09,1585.19,1556.1,1511.1,1516.4,1532.2,1422.6,41.2,1387.6,1428.8,1593.4,1634.6,78.6
