code,date,open,high,low,close
998405,2017/08/31,1614.63,1620.54,1613.73,1617.41
998405,2017/09/01,1624.37,1624.37,1612.8,1619.59
998405,2017/09/04,1613.59,1616.04,1600.96,1603.55
998405,2017/09/05,1605.11,1605.39,1588.94,1590.71
998405,2017/09/06,1580.77,1593.7,1578.66,1592.0
998405,2017/09/07,1598.59,1605.83,1594.86,1598.24
998405,2017/09/08,1593.61,1599.27,1590.33,1593.54
998405,2017/09/11,1607.69,1618.03,1606.98,1612.26
998405,2017/09/12,1626.87,1630.18,1624.6,1627.45
998405,2017/09/13,1636.23,1639.54,1634.58,1637.33
998405,2017/09/14,1637.54,1642.56,1631.05,1632.13
998405,2017/09/15,1629.12,1640.95,1628.86,1638.94
998405,2017/09/19,1655.89,1669.04,1654.96,1667.88
998405,2017/09/20,1665.84,1671.5,1665.12,1667.92
998405,2017/09/21,1678.15,1679.83,1668.34,1668.74
998405,2017/09/22,1672.61,1673.99,1660.0,1664.61
998405,2017/09/25,1674.33,1676.22,1670.37,1672.82
998405,2017/09/26,1670.07,1674.54,1669.34,1672.74
998405,2017/09/27,1664.35,1665.19,1658.9,1664.43
998405,2017/09/28,1675.27,1676.92,1668.19,1676.17
998405,2017/09/29,1672.31,1675.27,1668.52,1674.75
998405,2017/10/02,1677.77,1678.24,1671.05,1673.62
998405,2017/10/03,1680.27,1685.1,1676.13,1684.46
998405,2017/10/04,1687.41,1688.97,1681.53,1684.56
998405,2017/10/05,1685.96,1687.22,1680.95,1682.49
998405,2017/10/06,1688.14,1690.7,1684.21,1687.16
998405,2017/10/10,1684.66,1695.14,1683.93,1695.14
998405,2017/10/11,1693.62,1697.33,1691.11,1696.81
998405,2017/10/12,1703.15,1703.67,1698.69,1700.13
998405,2017/10/13,1697.93,1713.65,1695.06,1708.62
998405,2017/10/16,1713.33,1724.2,1711.37,1719.18
998405,2017/10/17,1727.09,1728.97,1717.18,1723.37
998405,2017/10/18,1724.81,1726.44,1720.75,1724.64
998405,2017/10/19,1730.32,1733.77,1725.96,1730.04
998405,2017/10/20,1724.47,1732.51,1723.15,1730.64
998405,2017/10/23,1747.73,1748.01,1741.78,1745.25
998405,2017/10/24,1743.99,1756.92,1743.33,1756.92
998405,2017/10/25,1763.88,1764.8,1746.85,1751.43
998405,2017/10/26,1750.01,1756.34,1748.28,1753.9
998405,2017/10/27,1763.74,1771.65,1758.25,1771.05
998405,2017/10/30,1770.94,1772.59,1761.86,1770.84
998405,2017/10/31,1763.45,1768.25,1758.81,1765.96
