date,open,high,low,close,volume,adj.close,sma 5,sma 25,sma 50,stddev,-3s,-2s,+2s,+3s,RCI,RCI
2017/11/20,1038,1120,978,1105,329600,1105,1016.6,946.1,899.6,98.2,651.5,749.7,1142.5,1240.7,565.8,65.8
2017/11/21,1105,1168,1081,1159,460500,1159,1042,957.1,907,106,639,745.1,1169.1,1275.2,570.1,70.1
2017/11/22,1162,1198,1120,1185,383900,1185,1078.4,969.8,915.6,113.6,628.9,742.5,1197.1,1310.7,573.5,73.5
2017/11/24,1170,1172,1137,1151,147200,1151,1119,980.9,923.5,117.3,628.9,746.3,1215.5,1332.9,576,76
2017/11/27,1172,1294,1164,1246,502800,1246,1169.2,997,932.2,125.1,621.8,746.9,1247.1,1372.2,577.4,77.4
2017/11/28,1220,1221,1113,1124,477300,1124,1173,1009.2,937.5,121.8,643.7,765.6,1252.8,1374.7,576.6,76.6
2017/11/29,1140,1157,1091,1110,290400,1110,1163.2,1020.7,943.1,116.8,670.2,787,1254.4,1371.2,574.2,74.2
2017/11/30,1105,1126,1064,1110,201400,1110,1148.2,1030.8,948.7,113.1,691.6,804.6,1257,1370,571.9,71.9
2017/12/1,1116,1145,1084,1086,187000,1086,1135.2,1040.6,954.1,106.4,721.5,827.9,1253.3,1359.7,566.5,66.5
2017/12/4,1100,1188,1090,1129,283700,1129,1111.8,1052.7,960.3,97.7,759.5,857.3,1248.1,1345.9,564.5,64.5
2017/12/5,1103,1145,1065,1132,199800,1132,1113.4,1064.6,967.2,87.8,801.2,889,1240.2,1328,562.2,62.2
2017/12/6,1146,1197,1117,1188,342000,1188,1129,1078.3,975.4,78.3,843.3,921.6,1235,1313.3,561.7,61.7
2017/12/7,1220,1238,1111,1125,499000,1125,1132,1083.5,982.3,76.9,852.8,929.7,1237.3,1314.2,561,61
2017/12/8,1121,1152,1105,1137,165600,1137,1142.2,1086.6,989.9,77.4,854.3,931.8,1241.4,1318.9,562.5,62.5
2017/12/11,1143,1274,1138,1253,597100,1253,1167,1092.1,999.6,84.1,839.7,923.8,1260.4,1344.5,571.7,71.7
2017/12/12,1231,1280,1211,1234,255100,1234,1187.4,1097.8,1009.2,88.8,831.4,920.2,1275.4,1364.2,575.6,75.6
2017/12/13,1241,1330,1232,1325,451100,1325,1214.8,1110.6,1017.5,97.5,818.1,915.6,1305.6,1403.1,577.5,77.5
2017/12/14,1300,1345,1286,1323,269000,1323,1254.4,1124.5,1023.7,102,818.4,920.5,1328.5,1430.6,577.9,77.9
2017/12/15,1294,1340,1278,1309,229100,1309,1288.8,1136.5,1030,105.5,820.1,925.6,1347.4,1452.9,578.9,78.9
2017/12/18,1325,1327,1238,1284,238400,1284,1295,1148.2,1035.5,104.9,833.5,938.4,1358,1462.9,578.8,78.8
2017/12/19,1267,1308,1252,1290,126100,1290,1306.2,1159.3,1042.2,104.6,845.4,950,1368.6,1473.2,578.8,78.8
2017/12/20,1300,1370,1288,1366,345500,1366,1314.4,1172.7,1051.1,108.9,845.9,954.8,1390.6,1499.5,579.2,79.2
2017/12/21,1336,1384,1332,1375,176300,1375,1324.8,1187.6,1060.4,110.2,857,967.2,1408,1518.2,579.5,79.5
2017/12/22,1375,1376,1289,1290,287900,1290,1321,1201.2,1068.1,100,901.3,1001.3,1401.1,1501.1,577.6,77.6
2017/12/25,1290,1312,1267,1273,144700,1273,1318.8,1212.4,1075.3,91.1,939,1030.1,1394.7,1485.8,574.8,74.8
2017/12/26,1266,1321,1257,1315,154700,1315,1323.8,1220.8,1083.4,90.5,949.3,1039.8,1401.8,1492.3,573.6,73.6
2017/12/27,1315,1390,1307,1333,226200,1333,1317.2,1227.7,1092.4,92.2,951,1043.2,1412.2,1504.4,577.8,77.8
2017/12/28,1315,1328,1288,1301,171500,1301,1302.4,1232.4,1101.1,92.9,953.7,1046.6,1418.2,1511.1,578.7,78.7
2017/12/29,1291,1314,1258,1284,128400,1284,1301.2,1237.7,1109.3,91.9,962.1,1054,1421.4,1513.3,576.5,76.5
