date,open,high,low,close,volume,adj.close
2018/01/04,1120,1139,1117,1123,79400,1123
2018/01/05,1123,1123,1103,1119,55800,1119
2018/01/09,1177,1419,1172,1419,1964300,1419
2018/01/10,1530,1560,1423,1478,2155000,1478
2018/01/11,1388,1435,1367,1390,499500,1390
2018/01/12,1366,1424,1345,1376,298200,1376
2018/01/15,1382,1396,1316,1333,269500,1333
2018/01/16,1322,1329,1277,1308,278700,1308
2018/01/17,1303,1305,1265,1265,119100,1265
2018/01/18,1279,1291,1268,1268,75700,1268
2018/01/19,1262,1275,1252,1259,53400,1259
