code,date,open,high,low,close,volume,adj_close
5302,2018/05/14,5780,5790,5630,5690,294000,5690
5302,2018/05/15,5700,5720,5540,5550,235300,5550
5302,2018/05/16,5500,5600,5460,5580,176800,5580
5302,2018/05/17,5510,5660,5510,5610,261300,5610
5302,2018/05/18,5770,6160,5720,6060,994900,6060
5302,2018/05/21,6160,6170,6010,6110,519500,6110
5302,2018/05/22,6170,6200,6060,6120,315800,6120
5302,2018/05/23,6110,6150,5980,6040,405800,6040
5302,2018/05/24,6050,6090,5960,6010,290600,6010
5302,2018/05/25,5910,6060,5910,6020,228700,6020
5302,2018/05/28,6040,6200,6010,6100,281200,6100
5302,2018/05/29,6200,6240,5990,6110,493400,6110
5302,2018/05/30,6000,6320,5960,6240,689400,6240
5302,2018/05/31,6230,6430,6210,6400,800600,6400
5302,2018/06/01,6370,6580,6360,6460,596900,6460
5302,2018/06/04,6660,6800,6620,6640,726100,6640
5302,2018/06/05,6740,6740,6500,6650,468600,6650
5302,2018/06/06,6590,6620,6250,6340,485600,6340
5302,2018/06/07,6440,6880,6430,6880,1140500,6880
5302,2018/06/08,6840,6870,6660,6850,581100,6850
5302,2018/06/11,6850,6860,6720,6840,354700,6840
5302,2018/06/12,6840,6930,6760,6900,411100,6900
5302,2018/06/13,6850,7120,6820,7090,595800,7090
5302,2018/06/14,7040,7130,6900,6980,373100,6980
5302,2018/06/15,7020,7020,6780,6850,355900,6850
5302,2018/06/18,6800,6840,6560,6660,407800,6660
5302,2018/06/19,6600,6760,6360,6370,422700,6370
5302,2018/06/20,6300,6390,6090,6350,649800,6350
5302,2018/06/21,6550,6630,6340,6400,479400,6400
5302,2018/06/22,6300,6440,6220,6340,341500,6340
5302,2018/06/25,6340,6390,6110,6130,349900,6130
5302,2018/06/26,6000,6290,6000,6210,290200,6210
5302,2018/06/27,6210,6230,6050,6080,205000,6080
5302,2018/06/28,6080,6180,6070,6150,200800,6150
5302,2018/06/29,6130,6230,6080,6210,207400,6210
5302,2018/07/02,6220,6450,6130,6150,453500,6150
5302,2018/07/03,6130,6280,6050,6110,246300,6110
5302,2018/07/04,6080,6090,5850,5920,267900,5920
5302,2018/07/05,5940,5990,5750,5780,256500,5780
5302,2018/07/06,5850,6070,5770,6040,283600,6040
5302,2018/07/09,6050,6070,5940,6010,211300,6010
5302,2018/07/10,6110,6110,5950,6020,214200,6020
5302,2018/07/11,5930,6020,5870,5930,189600,5930
5302,2018/07/12,5970,6050,5880,6010,246100,6010
5302,2018/07/13,6050,6330,5980,6180,503900,6180
5302,2018/07/17,6240,6280,6090,6170,416000,6170
5302,2018/07/18,6220,6240,6030,6060,247900,6060
5302,2018/07/19,6100,6280,6080,6140,215600,6140
5302,2018/07/20,6290,6300,6160,6280,348800,6280
5302,2018/07/23,6180,6180,5940,5950,410900,5950
5302,2018/07/24,6020,6030,5840,5980,297700,5980
5302,2018/07/25,5980,6220,5950,6210,275600,6210
5302,2018/07/26,6190,6410,6170,6330,350800,6330
5302,2018/07/27,6350,6360,6270,6350,161500,6350
5302,2018/07/30,6340,6440,6320,6390,215900,6390
5302,2018/07/31,6350,6440,6300,6420,181900,6420
5302,2018/08/01,6480,6600,6460,6590,272500,6590
5302,2018/08/02,6570,6710,6500,6640,355800,6640
5302,2018/08/03,6640,6660,6530,6610,224500,6610
5302,2018/08/06,6590,6610,6450,6500,230000,6500
5302,2018/08/07,6450,6590,6450,6570,215800,6570
5302,2018/08/08,6500,6520,6230,6260,411500,6260
5302,2018/08/09,6230,6720,6060,6700,742300,6700
5302,2018/08/10,6700,6820,6520,6740,637200,6740
5302,2018/08/13,6550,6940,6400,6540,743100,6540
5302,2018/08/14,6660,6800,6620,6700,471800,6700
5302,2018/08/15,6740,6740,6280,6300,495500,6300
5302,2018/08/16,5800,5970,5630,5770,1059900,5770
5302,2018/08/17,5820,5920,5710,5870,384800,5870
5302,2018/08/20,5830,5880,5750,5750,246000,5750
5302,2018/08/21,5690,5950,5680,5900,250500,5900
5302,2018/08/22,5900,6090,5890,6060,263900,6060
5302,2018/08/23,6120,6200,6070,6170,251500,6170
5302,2018/08/24,6220,6240,6030,6120,177600,6120
5302,2018/08/27,6180,6450,6170,6410,317700,6410
5302,2018/08/28,6500,6550,6340,6430,230700,6430
5302,2018/08/29,6410,6580,6410,6520,206000,6520
5302,2018/08/30,6640,6880,6610,6790,625200,6790
5302,2018/08/31,6730,6930,6700,6850,368300,6850
5302,2018/09/03,6890,6910,6680,6780,231100,6780
5302,2018/09/04,6780,6980,6770,6950,331900,6950
5302,2018/09/05,6950,7000,6800,6830,223200,6830
5302,2018/09/06,6760,6870,6700,6830,220200,6830
5302,2018/09/07,6730,6760,6630,6660,231400,6660
5302,2018/09/10,6560,6640,6450,6480,228600,6480
5302,2018/09/11,6550,6870,6540,6790,483600,6790
5302,2018/09/12,6870,6900,6610,6750,251400,6750
5302,2018/09/13,6750,6880,6690,6820,179000,6820
5302,2018/09/14,6880,7180,6860,7100,596400,7100
5302,2018/09/18,7090,7340,7030,7250,349400,7250
5302,2018/09/19,7380,7420,7170,7220,288700,7220
5302,2018/09/20,7210,7340,7170,7270,232400,7270
5302,2018/09/21,7350,7570,7310,7470,405300,7470
5302,2018/09/25,7450,7610,7360,7570,346400,7570
5302,2018/09/26,7640,7980,7600,7830,417100,7830
5302,2018/09/27,7860,7980,7680,7760,286500,7760
5302,2018/09/28,7900,8060,7840,7870,414700,7870
5302,2018/10/01,7960,8130,7860,8080,335300,8080
5302,2018/10/02,8140,8170,7840,7890,393800,7890
5302,2018/10/03,7740,7810,7520,7630,512100,7630
5302,2018/10/04,7780,7910,7640,7670,259600,7670
5302,2018/10/05,7580,7730,7520,7610,179800,7610
