date,open,high,low,close,volume,adj.close,avr.5,avr.25,avr.50,stddev,-3s,-2s,-1s,+1s,+2s,+3s
2017/02/13,1180,1228,1180,1222,58400,1222,1200.8,1255.0,5226.2,4265.1,-11540.2,-7275.1,-3010.1,5520.1,9785.1,14050.2
2017/02/14,1042,1100,1030,1070,403100,1070,1111.4,1211.2,4958.3,3667.3,-9790.7,-6123.4,-2456.1,4878.5,8545.8,12213.1
2017/02/15,1076,1106,1076,1080,73500,1080,1100.4,1183.3,4913.3,3299.6,-8715.4,-5415.9,-2116.3,4482.9,7782.5,11082.0
2017/02/16,1090,1090,1072,1082,38600,1082,1093.6,1171.2,4890.0,3089.0,-8095.7,-5006.7,-1917.8,4260.2,7349.1,10438.1
2017/02/17,1098,1193,1094,1160,160400,1160,1103.4,1166.5,4798.4,2831.3,-7327.4,-4496.1,-1664.8,3997.8,6829.1,9660.4
2017/02/20,1200,1275,1187,1275,388700,1275,1159.6,1185.9,4600.3,2442.6,-6141.8,-3699.2,-1256.7,3628.5,6071.0,8513.6
2017/02/21,1290,1337,1253,1320,257100,1320,1243.8,1200.4,4482.7,2210.2,-5430.2,-3220.0,-1009.8,3410.6,5620.8,7831.0
2017/02/22,1320,1379,1314,1325,291900,1325,1275.2,1214.8,4359.2,1920.7,-4547.3,-2626.6,-705.9,3135.5,5056.2,6976.9
2017/02/23,1295,1476,1280,1465,323300,1465,1323.6,1245.2,4239.0,1731.0,-3947.9,-2216.9,-485.8,2976.2,4707.3,6438.3
2017/02/24,1520,1765,1520,1632,1191300,1632,1484.1,1367.6,3893.1,1356.0,-2700.5,-1344.5,11.6,2723.6,4079.7,5435.7
2017/02/27,1632,1748,1566,1598,651100,1598,1541.4,1403.1,3737.9,1186.2,-2155.6,-969.4,216.9,2589.3,3775.6,4961.8
2017/02/28,1649,1669,1573,1573,195000,1573,1565.2,1411.9,3611.9,1094.6,-1871.8,-777.3,317.3,2506.5,3601.1,4695.6
2017/03/01,1560,1691,1483,1642,345200,1642,1600.9,1430.2,3437.1,975.8,-1497.2,-521.4,454.4,2406.0,3381.8,4357.6
2017/03/02,1642,1738,1642,1700,299200,1700,1628.3,1448.8,3293.4,843.6,-1082.0,-238.4,605.2,2292.4,3136.0,3979.6
2017/03/03,1700,1875,1680,1800,541100,1800,1671.9,1484.5,3141.2,733.3,-715.5,17.8,751.2,2217.8,2951.2,3684.5
2017/03/09,1753,1820,1656,1656,267900,1656,1698.5,1493.9,2929.4,656.4,-475.4,181.0,837.5,2150.3,2806.8,3463.2
2017/03/10,1650,1722,1630,1688,207400,1688,1711.9,1501.7,2761.3,605.6,-315.0,290.6,896.1,2107.3,2712.8,3318.4
2017/03/13,1679,1705,1617,1626,98800,1626,1723.0,1505.3,2665.4,543.1,-123.9,419.2,962.2,2048.4,2591.4,3134.5
2017/03/14,1626,1644,1548,1583,152100,1583,1711.6,1509.6,2568.1,451.2,156.1,607.3,1058.4,1960.8,2411.9,2863.1
2017/03/15,1592,1600,1493,1514,112100,1514,1628.1,1511.6,2485.0,368.5,406.2,774.7,1143.1,1880.1,2248.5,2617.0
2017/03/16,1507,1610,1502,1585,155200,1585,1608.6,1514.1,2393.3,331.1,520.9,851.9,1183.0,1845.2,2176.3,2507.3
2017/03/17,1590,1780,1567,1750,449700,1750,1657.3,1531.1,2263.8,268.1,726.8,994.9,1263.0,1799.2,2067.3,2335.4
2017/03/21,1760,1809,1667,1700,248100,1700,1669.6,1539.7,1897.3,212.3,902.8,1115.1,1327.4,1752.0,1964.3,2176.6
2017/03/22,1620,1656,1593,1598,154400,1598,1671.4,1543.1,1650.9,199.4,944.9,1144.3,1343.7,1742.5,1941.9,2141.3
2017/03/23,1598,1710,1598,1661,159600,1661,1685.1,1547.4,1493.1,198.3,952.4,1150.7,1349.1,1745.7,1944.1,2142.4
2017/03/24,1668,1668,1600,1605,92800,1605,1692.5,1550.8,1497.4,197.9,957.0,1154.9,1352.9,1748.7,1946.7,2144.6
2017/03/27,1640,1640,1602,1602,56200,1602,1649.0,1579.3,1501.7,200.0,979.4,1179.4,1379.3,1779.3,1979.2,2179.2
2017/03/28,1623,1647,1530,1539,104500,1539,1606.4,1583.9,1508.5,199.3,985.9,1185.3,1384.6,1783.2,1982.5,2181.9
2017/03/29,1523,1607,1501,1580,64700,1580,1605.5,1586.7,1512.6,198.8,990.2,1189.0,1387.9,1785.5,1984.4,2183.2
2017/03/30,1580,1585,1492,1496,89800,1496,1559.7,1595.4,1514.6,200.2,994.9,1195.1,1395.2,1795.6,1995.7,2195.9
2017/03/31,1498,1535,1481,1482,111400,1482,1529.6,1612.3,1516.1,203.9,1000.7,1204.5,1408.4,1816.2,2020.1,2223.9
2017/04/03,1470,1480,1386,1395,119000,1395,1488.5,1619.9,1515.9,206.9,999.2,1206.1,1413.0,1826.8,2033.7,2240.6
2017/04/04,1396,1431,1292,1322,151700,1322,1431.6,1626.4,1515.4,213.1,987.1,1200.2,1413.3,1839.5,2052.6,2265.7
2017/04/05,1357,1375,1304,1370,75300,1370,1405.6,1631.8,1515.3,213.4,991.5,1205.0,1418.4,1845.2,2058.6,2272.1
2017/04/06,1342,1350,1261,1261,120500,1261,1361.4,1622.8,1513.4,204.5,1009.3,1213.8,1418.3,1827.3,2031.8,2236.3
2017/04/07,1298,1323,1251,1310,80600,1310,1329.3,1620.8,1512.9,208.3,996.0,1204.3,1412.5,1829.1,2037.3,2245.6
2017/04/10,1336,1368,1317,1325,61700,1325,1312.8,1618.7,1512.8,211.6,983.9,1195.5,1407.1,1830.3,2041.9,2253.5
2017/04/11,1311,1321,1279,1283,52200,1283,1305.2,1612.4,1513.0,213.5,971.9,1185.4,1398.9,1825.9,2039.4,2252.9
2017/04/12,1254,1256,1196,1197,122300,1197,1263.8,1592.4,1510.7,218.5,936.9,1155.4,1373.9,1810.9,2029.4,2247.9
2017/04/13,1197,1240,1180,1225,68000,1225,1257.8,1551.7,1509.8,201.6,947.0,1148.5,1350.1,1753.3,1954.9,2156.4
2017/04/14,1203,1220,1190,1201,40400,1201,1238.9,1538.3,1509.5,206.9,917.7,1124.6,1331.4,1745.2,1952.0,2158.9
2017/04/17,1191,1240,1190,1235,42600,1235,1222.1,1523.6,1509.0,209.6,894.8,1104.4,1314.0,1733.2,1942.8,2152.4
2017/04/18,1272,1309,1260,1300,72600,1300,1229.3,1514.7,1508.4,212.1,878.5,1090.6,1302.6,1726.8,1938.8,2150.9
2017/04/19,1280,1339,1276,1277,63500,1277,1253.6,1505.8,1508.4,217.3,853.8,1071.2,1288.5,1723.1,1940.4,2157.8
2017/04/20,1279,1293,1262,1266,27900,1266,1262.8,1503.1,1509.0,221.9,837.5,1059.4,1281.2,1725.0,1946.8,2168.7
2017/04/21,1292,1292,1260,1272,23000,1272,1274.6,1496.3,1508.9,227.6,813.4,1041.0,1268.7,1723.9,1951.6,2179.2
2017/04/24,1296,1423,1293,1390,224600,1390,1341.7,1439.4,1506.9,219.0,782.3,1001.4,1220.4,1658.4,1877.4,2096.5
2017/04/25,1395,1495,1395,1472,292200,1472,1406.8,1417.1,1507.7,211.9,781.5,993.3,1205.2,1629.0,1840.9,2052.7
2017/04/26,1472,1535,1444,1503,170800,1503,1440.2,1411.8,1509.1,212.1,775.6,987.6,1199.7,1623.9,1836.0,2048.0
2017/04/27,1518,1530,1443,1472,76200,1472,1449.5,1397.2,1509.9,214.1,754.8,968.9,1183.1,1611.3,1825.5,2039.6
2017/04/28,1490,1490,1418,1430,66600,1430,1452.8,1390.0,1511.1,215.2,744.5,959.7,1174.8,1605.2,1820.3,2035.5
2017/05/01,1435,1445,1355,1431,79800,1431,1470.9,1386.4,1529.5,214.2,743.7,957.9,1172.2,1600.6,1814.9,2029.1
2017/05/02,1407,1439,1407,1439,25100,1439,1468.2,1380.1,1532.8,217.7,726.9,944.6,1162.4,1597.8,1815.6,2033.3
2017/05/08,1454,1454,1410,1410,48100,1410,1438.6,1375.1,1534.1,218.6,719.4,937.9,1156.5,1593.7,1812.3,2030.8
2017/05/15,1490,1615,1415,1593,160700,1593,1497.2,1385.3,1541.6,221.1,721.9,943.1,1164.2,1606.4,1827.5,2048.7
2017/05/16,1615,1643,1522,1530,105600,1530,1516.1,1387.2,1553.0,221.6,722.3,943.9,1165.6,1608.8,1830.5,2052.1
2017/05/17,1522,1530,1460,1461,142900,1461,1513.8,1391.2,1558.2,215.4,744.9,960.3,1175.8,1606.6,1822.1,2037.5
2017/05/18,1431,1527,1430,1523,89700,1523,1518.8,1400.8,1565.7,205.4,784.6,990.0,1195.4,1606.2,1811.6,2017.0
2017/05/19,1550,1557,1531,1546,64800,1546,1531.2,1405.8,1569.4,201.8,800.5,1002.3,1204.0,1607.6,1809.3,2011.1
2017/05/22,1576,1928,1572,1928,1168100,1928,1819.9,1592.0,1610.4,250.0,842.0,1092.0,1342.0,1842.0,2092.0,2342.0
2017/05/23,1968,2260,1967,2173,3353000,2173,2072.0,1888.7,1781.2,267.1,1087.4,1354.5,1621.6,2155.8,2422.9,2690.0
2017/05/24,2160,2173,2001,2128,1016900,2128,2097.3,1925.3,1814.2,259.2,1147.8,1407.0,1666.1,2184.5,2443.6,2702.8
2017/05/25,2189,2365,2174,2250,1460200,2250,2136.2,1981.7,1867.6,260.2,1201.1,1461.3,1721.5,2241.9,2502.1,2762.3
2017/05/26,2205,2226,2126,2126,406300,2126,2140.8,1998.3,1879.4,253.6,1237.6,1491.2,1744.7,2251.9,2505.4,2759.0
2017/05/29,2180,2195,2060,2090,461600,2090,2174.4,2008.1,1890.1,247.5,1265.6,1513.1,1760.6,2255.6,2503.1,2750.6
2017/05/30,2131,2138,2023,2035,215100,2035,2167.3,2012.0,1897.3,244.4,1278.9,1523.3,1767.6,2256.4,2500.7,2745.1
2017/05/31,2059,2059,1992,2002,205100,2002,2169.5,2015.1,1902.3,241.6,1290.2,1531.8,1773.5,2256.7,2498.4,2740.0
2017/06/01,1985,2054,1917,1953,759000,1953,2031.8,2015.6,1907.1,233.7,1314.5,1548.2,1781.9,2249.3,2483.0,2716.7
2017/06/02,2030,2037,1924,1960,426500,1960,1998.4,2017.7,1912.3,229.5,1329.3,1558.8,1788.2,2247.2,2476.6,2706.1
2017/06/05,1980,2054,1937,2011,249200,2011,1977.3,2019.4,1917.2,226.9,1338.7,1565.6,1792.5,2246.3,2473.2,2700.1
2017/06/06,1971,1991,1861,1879,338900,1879,1954.2,2016.7,1919.9,224.8,1342.3,1567.1,1791.9,2241.5,2466.3,2691.1
2017/06/07,1925,2070,1887,2050,333800,2050,1964.7,2029.7,1928.4,223.7,1358.7,1582.4,1806.0,2253.4,2477.0,2700.7
2017/06/08,2049,2114,2006,2025,320900,2025,1981.7,2043.5,1934.6,223.3,1373.7,1597.0,1820.2,2266.8,2490.0,2713.3
2017/06/09,2051,2074,1980,1987,164500,1987,1988.8,2050.5,1938.8,223.2,1381.0,1604.2,1827.3,2273.7,2496.8,2720.0
2017/06/14,2060,2089,1965,1986,160300,1986,1984.3,2053.4,1942.5,222.4,1386.1,1608.5,1831.0,2275.8,2498.3,2720.7
2017/06/15,1987,2052,1952,1995,163900,1995,2017.1,2056.1,1945.3,221.6,1391.3,1612.9,1834.5,2277.7,2499.3,2720.9
2017/06/16,2072,2222,2065,2138,816900,2138,2071.0,2065.3,1957.0,215.8,1417.8,1633.6,1849.5,2281.1,2497.0,2712.8
2017/06/19,2250,2293,2192,2230,501900,2230,2123.4,2072.8,1968.7,214.1,1430.6,1644.6,1858.7,2286.9,2501.0,2715.0
2017/06/20,2249,2265,2162,2193,224700,2193,2143.7,2077.2,1973.5,213.2,1437.7,1650.9,1864.0,2290.4,2503.5,2716.7
2017/06/21,2200,2245,2175,2181,135100,2181,2160.2,2084.1,1978.1,212.4,1447.0,1659.3,1871.7,2296.5,2508.9,2721.2
2017/06/22,2167,2218,2120,2132,141800,2132,2172.9,2089.0,1983.0,211.8,1453.7,1665.5,1877.2,2300.8,2512.5,2724.3
2017/06/23,2129,2280,2071,2226,352400,2226,2207.7,2099.2,1992.7,211.0,1466.3,1677.2,1888.2,2310.2,2521.2,2732.1
2017/06/26,2276,2512,2261,2512,855800,2512,2353.5,2127.5,2025.6,225.6,1450.8,1676.4,1901.9,2353.1,2578.6,2804.2
2017/06/27,2549,2765,2500,2553,1175000,2553,2455.2,2162.4,2063.3,242.4,1435.1,1677.6,1920.0,2404.8,2647.2,2889.7
2017/06/28,2540,2639,2410,2534,441400,2534,2479.4,2192.3,2080.2,237.1,1481.1,1718.1,1955.2,2429.4,2666.5,2903.5
2017/06/29,2584,2688,2452,2688,535100,2688,2527.3,2220.1,2101.1,237.9,1506.5,1744.3,1982.2,2458.0,2695.9,2933.7
2017/06/30,2646,2878,2608,2878,748100,2878,2625.4,2270.6,2133.9,279.5,1432.2,1711.7,1991.1,2550.1,2829.5,3109.0
2017/07/03,2880,3160,2856,3105,842700,3105,2759.3,2337.4,2177.1,343.7,1306.2,1649.9,1993.7,2681.1,3024.9,3368.6
2017/07/04,3100,3145,2850,2892,795900,2892,2862.8,2383.8,2210.4,362.8,1295.5,1658.2,2021.0,2746.6,3109.4,3472.1
2017/07/05,2900,2944,2728,2805,475000,2805,2897.5,2413.3,2227.0,370.9,1300.5,1671.4,2042.4,2784.2,3155.2,3526.1
2017/07/06,2810,2820,2659,2694,398600,2694,2907.0,2430.0,2237.6,371.2,1316.4,1687.6,2058.8,2801.2,3172.4,3543.6
2017/07/07,2694,2710,2603,2603,289900,2603,2883.2,2441.9,2244.5,370.7,1329.7,1700.5,2071.2,2812.6,3183.3,3554.1
2017/07/10,2630,2807,2630,2797,422000,2797,2789.5,2487.9,2258.2,380.6,1346.2,1726.8,2107.3,2868.5,3249.0,3629.6
2017/07/11,2847,2927,2830,2836,392100,2836,2757.5,2520.0,2271.1,385.5,1363.5,1749.0,2134.5,2905.5,3291.0,3676.5
2017/07/13,2834,2835,2655,2690,178900,2690,2736.8,2534.0,2275.7,387.2,1372.3,1759.6,2146.8,2921.2,3308.4,3695.7
2017/07/14,2700,2754,2648,2750,176600,2750,2750.1,2557.6,2280.4,390.1,1387.4,1777.5,2167.5,2947.7,3337.7,3727.8
2017/07/18,2740,2740,2636,2646,166700,2646,2769.1,2574.5,2292.0,393.1,1395.1,1788.2,2181.4,2967.6,3360.8,3753.9
2017/07/19,2627,2688,2626,2650,82600,2650,2747.4,2591.7,2304.0,397.5,1399.1,1796.6,2194.2,2989.2,3386.8,3784.3
2017/07/20,2658,2797,2656,2787,229300,2787,2716.6,2605.1,2315.0,397.1,1413.7,1810.8,2208.0,3002.2,3399.4,3796.5
2017/07/21,2806,2860,2724,2787,250000,2787,2741.3,2618.6,2323.1,396.2,1429.9,1826.1,2222.4,3014.8,3411.1,3807.3
2017/07/24,2820,2820,2730,2754,81800,2754,2740.7,2629.1,2327.3,397.8,1435.6,1833.4,2231.3,3026.9,3424.8,3822.6
2017/07/25,2748,2830,2741,2765,125000,2765,2765.2,2670.9,2332.8,411.0,1438.0,1849.0,2259.9,3081.9,3492.8,3903.8
2017/07/26,2800,2913,2772,2885,357600,2885,2815.4,2701.0,2342.4,413.9,1459.3,1873.2,2287.1,3114.9,3528.8,3942.7
2017/07/27,2890,2920,2807,2817,166800,2817,2822.3,2714.6,2347.8,415.0,1469.7,1884.7,2299.6,3129.6,3544.5,3959.5
2017/07/28,2790,2814,2632,2658,273800,2658,2786.3,2720.3,2356.6,412.0,1484.2,1896.2,2308.3,3132.3,3544.4,3956.4
2017/07/31,2600,2631,2489,2591,281300,2591,2742.9,2725.0,2363.2,409.8,1495.7,1905.5,2315.2,3134.8,3544.5,3954.3
2017/08/01,2610,2613,2380,2398,221800,2398,2682.0,2735.4,2369.0,414.8,1490.9,1905.8,2320.6,3150.2,3565.0,3979.9
2017/08/02,2534,2588,2430,2448,205000,2448,2577.0,2749.6,2372.9,415.4,1503.5,1918.9,2334.2,3165.0,3580.3,3995.7
2017/08/03,2448,2482,2381,2402,85200,2402,2525.5,2774.0,2375.3,418.3,1519.0,1937.3,2355.7,3192.3,3610.7,4029.0
2017/08/04,2380,2435,2362,2427,65700,2427,2475.7,2784.6,2398.6,421.8,1519.3,1941.0,2362.8,3206.4,3628.2,4049.9
2017/08/07,2420,2487,2405,2451,64000,2451,2422.8,2788.7,2438.1,417.6,1536.0,1953.6,2371.1,3206.3,3623.8,4041.4
2017/08/08,2480,2560,2460,2560,120600,2560,2463.5,2774.8,2456.1,387.9,1611.0,1998.9,2386.9,3162.7,3550.7,3938.6
2017/08/09,2600,2600,2442,2540,114800,2540,2490.1,2724.1,2474.4,294.8,1839.8,2134.6,2429.3,3018.9,3313.6,3608.4
2017/08/10,2524,2560,2451,2536,111600,2536,2516.6,2695.1,2483.3,245.0,1960.1,2205.1,2450.1,2940.1,3185.1,3430.1
2017/08/17,3230,3425,3120,3385,635500,3385,3049.6,2765.4,2528.0,299.0,1868.4,2167.4,2466.4,3064.4,3363.4,3662.4
2017/08/18,3325,3890,3300,3790,1665200,3790,3529.7,3021.8,2648.4,462.4,1634.5,2096.9,2559.4,3484.2,3946.7,4409.1
2017/08/21,3720,3900,3630,3655,700500,3655,3593.1,3100.6,2692.9,480.2,1660.1,2140.3,2620.4,3580.8,4060.9,4541.1
2017/08/22,3560,3860,3520,3675,546200,3675,3638.4,3161.1,2751.9,490.8,1688.7,2179.5,2670.3,3651.9,4142.7,4633.5
2017/08/23,3735,4000,3675,4000,712200,4000,3727.7,3256.3,2816.9,526.6,1676.5,2203.1,2729.7,3782.9,4309.5,4836.1
2017/08/24,4040,4060,3855,3870,542300,3870,3798.5,3310.6,2857.1,534.2,1707.9,2242.1,2776.4,3844.8,4379.1,4913.3
2017/08/25,4070,4140,3820,3830,560700,3830,3808.9,3357.3,2902.3,535.3,1751.5,2286.8,2822.0,3892.6,4427.8,4963.1
2017/08/28,3815,3930,3640,3910,380000,3910,3862.3,3395.6,2936.6,539.4,1777.3,2316.7,2856.2,3935.0,4474.5,5013.9
2017/08/29,3855,4045,3815,4010,337300,4010,3922.4,3426.0,2970.2,543.7,1794.9,2338.6,2882.3,3969.7,4513.4,5057.1
2017/08/30,4080,4190,3990,4005,330000,4005,3909.3,3463.8,2995.8,549.8,1814.5,2364.3,2914.0,4013.6,4563.3,5113.1
2017/08/31,3935,4120,3915,3980,248000,3980,3930.2,3497.1,3016.4,555.0,1832.2,2387.2,2942.1,4052.1,4607.0,5162.0
2017/09/01,3955,4280,3950,4270,587400,4270,4066.1,3551.6,3061.3,568.7,1845.4,2414.1,2982.9,4120.3,4689.1,5257.8
2017/09/04,4270,4300,4075,4185,389500,4185,4121.9,3587.2,3121.7,573.5,1866.7,2440.2,3013.7,4160.7,4734.2,5307.7
2017/09/05,4185,4350,3690,3765,674300,3765,4030.9,3624.2,3166.0,564.5,1930.8,2495.3,3059.7,4188.7,4753.1,5317.6
2017/09/06,3640,3925,3570,3885,447600,3885,4006.7,3648.6,3192.9,558.7,1972.4,2531.1,3089.9,4207.3,4766.1,5324.8
2017/09/07,3955,4100,3745,3805,383500,3805,3978.2,3680.4,3211.1,556.2,2011.8,2568.0,3124.2,4236.6,4792.8,5349.0
2017/09/08,3775,3925,3740,3840,218900,3840,3882.8,3713.4,3225.3,557.8,2040.1,2597.9,3155.6,4271.2,4828.9,5386.7
2017/09/11,3945,4165,3900,4140,338800,4140,3868.0,3755.1,3257.7,556.8,2084.8,2641.6,3198.3,4311.9,4868.6,5425.4
2017/09/12,4215,4480,4190,4250,544200,4250,4011.5,3804.8,3316.3,555.4,2138.5,2693.9,3249.4,4360.2,4915.7,5471.1
2017/09/13,4390,4530,4310,4500,443800,4500,4153.2,3843.2,3389.7,561.0,2160.3,2721.2,3282.2,4404.2,4965.2,5526.1
2017/09/14,4510,4720,4355,4480,591400,4480,4306.1,3883.4,3442.0,563.8,2192.1,2755.9,3319.6,4447.2,5010.9,5574.7
2017/09/15,4515,4645,4505,4565,256200,4565,4383.6,3905.8,3477.9,567.0,2204.9,2771.9,3338.8,4472.8,5039.7,5606.7
2017/09/19,4700,5270,4655,5090,933000,5090,4651.4,4005.6,3578.3,622.0,2139.6,2761.6,3383.6,4627.6,5249.6,5871.6
2017/09/20,5090,5150,4680,4815,547600,4815,4762.6,4052.2,3634.5,630.9,2159.4,2790.3,3421.3,4683.1,5314.1,5945.0
2017/09/21,4940,4940,4580,4605,418700,4605,4781.0,4082.0,3687.7,630.3,2191.0,2821.3,3451.7,4712.3,5342.7,5973.0
2017/09/22,4595,4690,4140,4630,640400,4630,4810.0,4141.1,3741.7,624.8,2266.6,2891.5,3516.3,4765.9,5390.7,6015.6
2017/09/25,4655,4790,4325,4355,454400,4355,4761.9,4196.9,3778.4,591.3,2423.0,3014.3,3605.6,4788.2,5379.5,5970.8
2017/09/26,4340,4530,4250,4345,269500,4345,4582.4,4232.4,3804.4,586.9,2471.8,3058.6,3645.5,4819.3,5406.2,5993.0
2017/09/27,4480,4670,4400,4495,364500,4495,4508.3,4266.9,3840.2,582.3,2520.1,3102.4,3684.6,4849.2,5431.4,6013.7
2017/09/28,4630,4910,4565,4790,438600,4790,4546.6,4303.9,3882.9,567.1,2602.6,3169.7,3736.8,4871.0,5438.1,6005.2
2017/09/29,4800,4890,4530,4615,438900,4615,4534.7,4337.0,3910.7,559.0,2660.0,3219.0,3778.0,4896.0,5455.0,6014.0
2017/10/02,4750,4750,4510,4555,260800,4555,4583.7,4368.2,3930.0,557.2,2696.7,3253.9,3811.0,4925.4,5482.5,6039.7
2017/10/03,4555,4585,4365,4490,279600,4490,4605.1,4387.4,3949.1,551.6,2732.5,3284.1,3835.8,4939.0,5490.7,6042.3
2017/10/04,4530,4540,4320,4385,249600,4385,4596.3,4399.2,3960.2,544.1,2766.8,3310.9,3855.1,4943.3,5487.5,6031.6
